CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42945	0.0714	0.19375	0.3054
V2	0.16797	0.14413	0.10938	0.57851
V3	0.09331	0.51742	0.07159	0.31767
V4	0.6691	0.13909	0.06395	0.12787
V5	0.13187	0.4156	0.23379	0.21875
V6	0.10176	0.70094	0.07534	0.12197
V7	0.15836	0.33627	0.12367	0.38171
V8	0.15649	0.0833	0.62382	0.13639
V9	0.21828	0.24886	0.09571	0.43715
V10	0.07683	0.09089	0.68147	0.15081
V11	0.19921	0.33027	0.361	0.10951
V12	0.0724	0.49438	0.31748	0.11574
V13	0.23312	0.58076	0.06412	0.122
V14	0.09586	0.73095	0.0655	0.10769
V15	0.13674	0.49783	0.14806	0.21737
V16	0.69893	0.0776	0.08597	0.1375
V17	0.10958	0.69887	0.06998	0.12157
V18	0.43946	0.32454	0.09772	0.13828
V19	0.16121	0.65973	0.06553	0.11354
V20	0.16938	0.40605	0.07795	0.34663
V21	0.15586	0.11201	0.5968	0.13533
V22	0.08436	0.15201	0.20931	0.55432
V23	0.32089	0.09232	0.47207	0.11472
V24	0.73588	0.06099	0.09351	0.10962
V25	0.28119	0.24969	0.15716	0.31196
V26	0.31196	0.35625	0.07808	0.25371
V27	0.13863	0.11657	0.09019	0.65461
V28	0.06769	0.09918	0.72501	0.10812
V29	0.35883	0.08008	0.42376	0.13733
V30	0.13125	0.2383	0.25229	0.37816
V31	0.19708	0.22036	0.26541	0.31715
V32	0.1259	0.09846	0.09809	0.67755
V33	0.08741	0.4302	0.30389	0.1785
V34	0.15582	0.09743	0.61065	0.13611
V35	0.16314	0.58642	0.12174	0.1287
V36	0.07328	0.11025	0.39078	0.42569
V37	0.41952	0.121	0.13988	0.3196
V38	0.34667	0.06913	0.19555	0.38865
V39	0.16611	0.47499	0.15446	0.20444
V40	0.1178	0.66401	0.11709	0.10109
V41	0.05928	0.5553	0.09533	0.29009
V42	0.21657	0.10009	0.21583	0.46752
V43	0.14899	0.31689	0.40245	0.13167
V44	0.07633	0.1341	0.56044	0.22913
V45	0.12174	0.49288	0.21446	0.17092
