Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.05066	0.08995	0.85939	0	0	0
V2	0.66524	0.19376	0	0.11035	0.03064	0
V3	0	0.10199	0.19502	0	0	0.703
V4	0.22391	0.57149	0	0.13292	0.0299	0.04179
V5	0	0.07582	0	0.7278	0.19639	0
V6	0.10019	0.07471	0.17853	0.07052	0.08069	0.49535
V7	0	0.46876	0	0.06224	0.469	0
V8	0.81707	0.12182	0	0.06111	0	0
V9	0.24487	0.2452	0	0.28015	0	0.22977
V10	0.52897	0.12187	0.0013	0.34787	0	0
V11	0	0.95541	0	0.04459	0	0
V12	0	0.03075	0.01334	0.01658	0	0.93932
V13	0	0.63984	0.36016	0	0	0
V14	0	0.09937	0	0.90063	0	0
V15	0.57807	0.15362	0	0.13945	0.12886	0
V16	0	0.08297	0	0.51996	0.32137	0.0757
V17	0	0.04877	0.11917	0	0	0.83206
V18	0.7972	0.2028	0	0	0	0
V19	0.68671	0.12881	0.168	0.00363	0.01284	0
V20	0.74669	0.13597	0.03914	0.0782	0	0
V21	0	0.05051	0	0.03509	0	0.9144
V22	0.17675	0.13509	0	0.11579	0.57238	0
V23	0	0.09388	0.37229	0.04253	0.4913	0
V24	0.13134	0.09482	0	0.17565	0.59818	0
V25	0.51165	0.36039	0	0.12797	0	0
V26	0.28362	0.105	0	0.03505	0.57633	0
V27	0	0.01566	0.16166	0	0	0.82268
V28	0.00231	0.35309	0.18312	0.26859	0	0.1929
V29	0	0.73908	0.09469	0.0683	0	0.09792
V30	0.21111	0.28078	0.10969	0.02308	0.18496	0.19038
V31	0.77106	0.09805	0.13089	0	0	0
V32	0	0.07106	0.38048	0.54846	0	0
V33	0.25174	0.50325	0.245	0	0	0
V34	0	0.0368	0.59094	0.04053	0.33174	0
V35	0	0.10432	0.1938	0.64586	0.05602	0
V36	0.02193	0.62705	0.13658	0.04605	0.16838	0
V37	0	0.06702	0.84018	0	0	0.0928
V38	0	0.00766	0.10822	0	0	0.88411
V39	0.64899	0.12547	0	0.22554	0	0
V40	0	0.64047	0	0.23717	0.06652	0.05584
V41	0.7922	0.08746	0	0	0	0.12034
V42	0.29475	0.08735	0.58928	0	0	0.02862
V43	0.21615	0.51747	0	0.06959	0.19678	0
V44	0	0.97738	0	0.02185	0	0.00077
V45	0.49256	0.39654	0.01211	0.01048	0	0.08831
V46	0	0.05699	0	0.37525	0.31675	0.25101
V47	0	0.54781	0	0.2252	0.21571	0.01128
V48	0	0.72043	0.24255	0.02984	0.00717	0
V49	0	0.91957	0	0.06394	0.01649	0
V50	0	0.05687	0.29271	0.05671	0.59371	0
V51	0	0.02687	0	0.08049	0.89264	0
V52	0	0.65544	0.31874	0.02583	0	0
V53	0.11443	0.08813	0.03716	0.08234	0.67796	0
V54	0.03238	0.19587	0.71914	0.03137	0	0.02124
V55	0	0.06739	0.05884	0.09159	0.78218	0
V56	0	0.07374	0.87187	0.05439	0	0
V57	0.04549	0.45263	0.03027	0.03503	0.08278	0.35381
V58	0	0.06584	0.93416	0	0	0
V59	0	0.07113	0	0.92887	0	0
V60	0.52064	0.11099	0	0.36837	0	0
V61	0.27287	0.19738	0	0.1989	0	0.33085
V62	0.65107	0.10566	0.04988	0.14422	0.02205	0.02712
V63	0	0.60416	0	0.08727	0	0.30858
V64	0	0.12378	0	0.05474	0.82148	0
V65	0.6103	0.19626	0	0.02415	0	0.16929
V66	0.53667	0.11911	0.09034	0.03466	0.21922	0
V67	0	0.21268	0.36694	0.23688	0	0.18349
V68	0.89076	0.10924	0	0	0	0
V69	0.55926	0.09813	0	0	0	0.3426
V70	0	0.07266	0.2352	0.69213	0	0
V71	0	0.33641	0	0.17175	0.36996	0.12188
V72	0.72266	0.19176	0.05429	0.03129	0	0
V73	0	0.08035	0.05196	0.8677	0	0
V74	0	0.17883	0	0.82117	0	0
V75	0	0.93904	0	0.06096	0	0
V76	0	0.05347	0.85242	0.03019	0.06392	0
V77	0.07239	0.23472	0.07617	0.61672	0	0
V78	0.61223	0.19376	0.0145	0.11841	0	0.06111
V79	0	0.60682	0	0	0	0.39318
V80	0	0.65253	0	0.00243	0	0.34504
V81	0.79213	0.18058	0.02729	0	0	0
V82	0	0.86427	0	0.10777	0.02795	0
V83	0.13835	0.24052	0	0.50958	0.1045	0.00706
V84	0.38426	0.10734	0.04869	0.45972	0	0
V85	0.87316	0.10625	0.02058	0	0	0
V86	0.22068	0.10752	0.10942	0.31641	0	0.24597
V87	0	0.05452	0	0.94548	0	0
V88	0	0.09579	0	0.62172	0	0.28249
V89	0	0.20482	0.48856	0	0	0.30662
V90	0.01586	0.77412	0.16165	0.04837	0	0
V91	0	0.07078	0	0.18263	0.74659	0
V92	0	0.0946	0	0.06889	0.83651	0
V93	0.10286	0.13103	0	0.14856	0.22051	0.39703
V94	0	0.04641	0.251	0.70259	0	0
V95	0	0.03771	0.32596	0.16302	0.47331	0
V96	0	0.45993	0	0.09807	0.29381	0.14819
V97	0	0.03274	0	0.1361	0.83116	0
V98	0	0.12793	0	0.86748	0.00459	0
V99	0	0.04708	0	0.95292	0	0
V100	0	0.05887	0.57819	0.31241	0.05053	0
V101	0	0.40664	0.54375	0.04961	0	0
V102	0.84612	0.11383	0.04005	0	0	0
V103	0.71895	0.12132	0	0.15973	0	0
V104	0	0.06098	0.21341	0.72561	0	0
V105	0	0.00596	0.04543	0	0	0.94861
V106	0	0.03242	0.66309	0	0	0.30449
V107	0.01376	0.73042	0.25582	0	0	0
V108	0	0.04764	0.00139	0.06062	0.1715	0.71886
V109	0	0.01483	0	0.05187	0.12906	0.80424
V110	0	0.21845	0.78155	0	0	0
V111	0	0.05504	0.94496	0	0	0
V112	0	0.37793	0	0.62207	0	0
V113	0	0.13896	0.78358	0.03596	0.0415	0
V114	0.1011	0.09199	0.73934	0.06757	0	0
V115	0.4534	0.13708	0	0.05661	0.07299	0.27992
V116	0.88236	0.11026	0	0.00738	0	0
V117	0.56796	0.11292	0	0.1158	0.20331	0
V118	0	0.77891	0.13054	0.08409	0.00646	0
V119	0	0.93012	0	0.06988	0	0
V120	0.0446	0.29541	0.09877	0.52394	0.03728	0
V121	0.24537	0.08741	0	0.25917	0	0.40805
V122	0.26549	0.12546	0	0.60905	0	0
V123	0.26699	0.07802	0	0.08582	0.07238	0.49679
V124	0	0.04006	0.30043	0.05362	0.60589	0
V125	0	0.21611	0.78041	0	0	0.00348
V126	0	0.2868	0.02081	0	0	0.69239
V127	0	0.07727	0.90413	0.0186	0	0
V128	0.36294	0.33873	0.10077	0.19757	0	0
V129	0	0.06409	0.93591	0	0	0
V130	0.54694	0.21514	0	0.23791	0	0
V131	0	0.0646	0	0.08716	0.77257	0.07567
V132	0	0.52156	0.47844	0	0	0
V133	0	0.26391	0.68274	0.05335	0	0
V134	0.1776	0.73281	0	0.05493	0.03466	0
V135	0.02425	0.07799	0.82961	0	0	0.06816
V136	0.05181	0.81873	0.07975	0.0497	0	0
V137	0	0.21357	0.67515	0.01799	0.09329	0
V138	0	0.059	0	0.50894	0.00935	0.42271
V139	0	0.09037	0.1468	0.04902	0.43026	0.28354
V140	0.64152	0.30031	0.00037	0.0578	0	0
V141	0.24503	0.3539	0.11372	0.28735	0	0
V142	0.08577	0.80968	0	0.06868	0	0.03588
V143	0.02448	0.13955	0.7611	0.07487	0	0
V144	0	0.20739	0	0.12132	0	0.67129
V145	0	0.03806	0	0.96194	0	0
V146	0.11941	0.08702	0.01779	0.06696	0.70882	0
V147	0.48416	0.1494	0.08473	0.01378	0	0.26792
V148	0	0.20201	0.79799	0	0	0
V149	0	0.54241	0	0	0	0.45759
V150	0	0.03724	0	0.96276	0	0
V151	0	0.44679	0	0	0	0.55321
V152	0.03276	0.31311	0.55412	0.04841	0.0516	0
V153	0	0.07474	0.71686	0.20839	0	0
V154	0.37518	0.27449	0	0	0	0.35033
V155	0.01129	0.45413	0.07333	0.042	0.41925	0
V156	0	0.53034	0	0.04113	0.42853	0
V157	0	0.1422	0	0.3164	0	0.5414
V158	0	0.09952	0.90048	0	0	0
V159	0.11516	0.3207	0.39194	0.17221	0	0
V160	0	0.06146	0.93003	0	0	0.00851
V161	0	0.55879	0	0.42933	0.01189	0
V162	0	0.63278	0	0.19456	0.17267	0
V163	0	0.05182	0.94818	0	0	0
V164	0	0.40312	0.46345	0.13343	0	0
V165	0	0.08888	0	0.08741	0.79218	0.03153
V166	0	0.05168	0	0.22029	0.43378	0.29424
V167	0	0.04409	0.45608	0.49983	0	0
V168	0.69633	0.11887	0	0.1848	0	0
V169	0	0.06915	0.79089	0.13996	0	0
V170	0.46792	0.12989	0.07294	0.32924	0	0
V171	0	0.54657	0	0	0	0.45343
V172	0.03226	0.14917	0.63709	0.12607	0	0.05541
V173	0	0.06816	0.86077	0	0	0.07108
V174	0.65295	0.19342	0	0.02456	0.12907	0
V175	0.01611	0.77676	0.15516	0.05197	0	0
V176	0	0.034	0.966	0	0	0
