cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.55045	0.02658	0.17364	0.24933
V2	0.14446	0.09428	0.07818	0.68308
V3	0.07514	0.61908	0.0242	0.28158
V4	0.8238	0.14596	0.01407	0.01617
V5	0.12717	0.47597	0.25424	0.14262
V6	0.10066	0.86275	0.02531	0.01129
V7	0.15673	0.34934	0.09369	0.40024
V8	0.13672	0.03255	0.7936	0.03714
V9	0.24121	0.22827	0.05494	0.47558
V10	0.03548	0.03504	0.8716	0.05788
V11	0.22332	0.35017	0.42037	0.00614
V12	0.04818	0.58576	0.35569	0.01037
V13	0.27812	0.69897	0.01131	0.0116
V14	0.09706	0.88631	0.01663	0
V15	0.13917	0.60636	0.11797	0.1365
V16	0.86982	0.07676	0.03085	0.02257
V17	0.11074	0.85909	0.01888	0.0113
V18	0.57926	0.34973	0.04444	0.02657
V19	0.17793	0.80392	0.01292	0.00523
V20	0.17975	0.45542	0.03199	0.33284
V21	0.13687	0.058	0.77034	0.03479
V22	0.02635	0.09322	0.22305	0.65738
V23	0.3831	0.05546	0.55007	0.01137
V24	0.85948	0.08915	0.049	0.00237
V25	0.35928	0.22887	0.13408	0.27777
V26	0.41005	0.38449	0.025	0.18046
V27	0.09862	0.0757	0.05865	0.76702
V28	0.03241	0.10311	0.84837	0.01611
V29	0.44178	0.04126	0.48815	0.02881
V30	0.10736	0.19891	0.29133	0.4024
V31	0.21297	0.17844	0.30885	0.29974
V32	0.08321	0.05448	0.07134	0.79097
V33	0.0628	0.49646	0.35703	0.08371
V34	0.13636	0.04413	0.78383	0.03567
V35	0.18045	0.72474	0.07659	0.01822
V36	0.01633	0.04354	0.48762	0.45251
V37	0.55019	0.07614	0.10253	0.27114
V38	0.42037	0.02049	0.18244	0.37671
V39	0.18495	0.57169	0.12644	0.11692
V40	0.12384	0.80059	0.07557	0
V41	0.02935	0.67725	0.05287	0.24053
V42	0.21806	0.0385	0.22315	0.52029
V43	0.14565	0.32789	0.49966	0.02681
V44	0.02537	0.06565	0.75007	0.1589
V45	0.11732	0.59752	0.21417	0.07099
V46	0.77442	0.09989	0.12053	0.00517
V47	0.46648	0.18445	0.31	0.03908
V48	0.77711	0.19134	0.01643	0.01511
V49	0.72516	0.20101	0.00918	0.06464
V50	0.09289	0.8275	0.07962	0
V51	0.32963	0.39855	0.24973	0.02208
V52	0.04028	0.10353	0.81981	0.03639
V53	0.69969	0.15085	0.14797	0.00148
V54	0.43667	0.18877	0.35665	0.0179
V55	0.21897	0.11904	0.25494	0.40706
V56	0.05164	0.04336	0.12127	0.78373
V57	0.12023	0.84885	0.0259	0.00502
V58	0.63007	0.0304	0.05515	0.28437
V59	0.45205	0.41077	0.10256	0.03461
V60	0.13857	0.13814	0.3443	0.37899
V61	0.79459	0.1202	0.02078	0.06443
V62	0.84532	0.07062	0.07339	0.01067
V63	0.04471	0.83114	0.11185	0.01229
V64	0.03919	0.84648	0.00873	0.10561
V65	0.0278	0.03944	0.14162	0.79115
V66	0.23295	0.69733	0.02193	0.0478
V67	0.1677	0.31893	0.50012	0.01325
V68	0.15705	0.14656	0.05207	0.64432
V69	0.04049	0.29442	0.61991	0.04518
V70	0.56422	0.14924	0.18039	0.10615
V71	0.16764	0.06583	0.39308	0.37345
V72	0.59451	0.15687	0.0975	0.15111
V73	0.17274	0.62528	0.13308	0.0689
V74	0.07753	0.22533	0.68851	0.00863
V75	0.70682	0.02712	0.1894	0.07666
V76	0.01165	0.16745	0.20241	0.61849
V77	0.05019	0.28761	0.03836	0.62385
V78	0.31367	0.1094	0.19838	0.37855
V79	0.02064	0.08843	0.80575	0.08518
V80	0.35534	0.02888	0.53835	0.07743
V81	0.07265	0.15639	0.75661	0.01435
V82	0.02428	0.08653	0.86671	0.02248
V83	0.13784	0.17101	0.09593	0.59522
V84	0.39761	0.05143	0.17467	0.3763
V85	0.12303	0.30169	0.41709	0.15819
V86	0.0584	0.0532	0.84294	0.04546
V87	0.061	0.83797	0.05298	0.04806
V88	0.16576	0.05986	0.28614	0.48824
V89	0.02852	0.03808	0.22825	0.70516
V90	0.05683	0.88184	0.05599	0.00534
V91	0.05945	0.74412	0.17649	0.01994
V92	0.46414	0.03266	0.38353	0.11968
V93	0.85027	0.05562	0.01453	0.07958
V94	0.0345	0.43994	0.04319	0.48237
V95	0.27932	0.43422	0.15747	0.12899
V96	0.07716	0.11406	0.06278	0.746
V97	0.67548	0.12071	0.19828	0.00553
V98	0.66524	0.31483	0.01102	0.00891
V99	0.77225	0.07675	0.14523	0.00577
V100	0.0897	0.04127	0.8374	0.03164
V101	0.03933	0.09416	0.05189	0.81463
V102	0.87276	0.0942	0.02178	0.01126
V103	0.02185	0.06949	0.1292	0.77946
V104	0.06301	0.9186	0.0181	0.00029
V105	0.08696	0.89029	0.02275	0
V106	0.138	0.51621	0.31545	0.03034
V107	0.19841	0.18791	0.56955	0.04412
V108	0.17018	0.74	0.08982	0
V109	0.02464	0.14213	0.61182	0.22141
V110	0.08247	0.86693	0.03929	0.01131
V111	0.8629	0.05291	0.07751	0.00668
V112	0.13258	0.05843	0.44734	0.36164
V113	0.19161	0.10178	0.19552	0.51109
V114	0.23901	0.05726	0.10485	0.59887
V115	0.03701	0.74997	0.21069	0.00233
V116	0.15824	0.30177	0.38259	0.1574
V117	0.67631	0.25824	0.03836	0.02709
V118	0.1823	0.58366	0.04065	0.19339
V119	0.11421	0.08852	0.0816	0.71568
V120	0.09021	0.07203	0.8149	0.02286
V121	0.61403	0.129	0.0974	0.15957
V122	0.89648	0.0617	0.02974	0.01207
V123	0.02632	0.50963	0.06129	0.40276
V124	0.65387	0.29645	0.00783	0.04185
V125	0.40347	0.41552	0.16707	0.01394
V126	0.0479	0.15372	0.08207	0.71631
V127	0.16478	0.05208	0.2755	0.50765
V128	0.04057	0.04271	0.14597	0.77075
V129	0.59052	0.23263	0.15526	0.0216
V130	0.0342	0.65411	0.30771	0.00397
V131	0.05599	0.88045	0.00806	0.05551
V132	0.88859	0.05407	0.04003	0.01731
V133	0.86796	0.06065	0.06033	0.01107
V134	0.12468	0.38633	0.13933	0.34966
V135	0.08119	0.03871	0.20414	0.67596
V136	0.2584	0.39772	0.02428	0.3196
V137	0.65661	0.05205	0.23795	0.05339
V138	0.23236	0.40195	0.18202	0.18367
V139	0.37291	0.19881	0.20258	0.2257
V140	0.03964	0.10737	0.0891	0.76389
V141	0.07234	0.14098	0.56304	0.22364
V142	0.74089	0.05772	0.19754	0.00385
V143	0.45138	0.25796	0.07484	0.21583
V144	0.17239	0.14765	0.18586	0.4941
V145	0.02979	0.75704	0.21045	0.00272
V146	0.06837	0.04847	0.07673	0.80643
V147	0.87762	0.06211	0.03112	0.02915
V148	0.13333	0.06907	0.59803	0.19957
V149	0.27749	0.5151	0.20512	0.00229
V150	0.09813	0.22829	0.60281	0.07077
V151	0.22644	0.63406	0.03717	0.10233
V152	0.25499	0.44791	0.21603	0.08107
V153	0.12781	0.7576	0.02345	0.09114
V154	0.26081	0.45661	0.26054	0.02204
V155	0.49364	0.14166	0.28336	0.08134
V156	0.04407	0.12624	0.70965	0.12003
V157	0.32063	0.14927	0.32296	0.20713
V158	0.04088	0.04262	0.08916	0.82735
V159	0.84997	0.10051	0.01367	0.03584
V160	0.68732	0.03079	0.07433	0.20756
V161	0.20473	0.03751	0.06651	0.69126
V162	0.07823	0.29393	0.10111	0.52673
V163	0.11628	0.49539	0.17279	0.21554
V164	0.36141	0.30428	0.11232	0.22199
V165	0.02677	0.27739	0.03643	0.65941
V166	0.02174	0.11634	0.10615	0.75577
V167	0.33513	0.03238	0.04054	0.59195
V168	0.30408	0.5778	0.07652	0.04159
V169	0.18478	0.07003	0.07023	0.67496
V170	0.10833	0.03111	0.53753	0.32303
V171	0.14305	0.23137	0.58922	0.03636
V172	0.69465	0.04019	0.25699	0.00817
V173	0.03919	0.15684	0.07607	0.7279
V174	0.02931	0.17078	0.10594	0.69397
V175	0.07166	0.02629	0.7821	0.11995
V176	0.03848	0.80435	0.15579	0.00138
V177	0.04716	0.93281	0.01178	0.00826
V178	0.03346	0.76666	0.01622	0.18366
V179	0.16188	0.02471	0.39651	0.4169
V180	0.06265	0.85833	0.07903	0
V181	0.17273	0.12269	0.55657	0.14801
V182	0.31542	0.17571	0.45872	0.05016
V183	0.19759	0.78791	0.0145	0
V184	0.88059	0.07534	0.04027	0.0038
V185	0.55593	0.42083	0.02127	0.00198
V186	0.13884	0.48653	0.26313	0.11151
V187	0.88589	0.06359	0.0439	0.00662
