Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02463	0.04124	0.00411	0.02322	0.14168	0	0.02324	0	0	0.74187
V2	0.62102	0.01643	0.04332	0.00636	0.02538	0.23112	0.04743	0.00862	0.00032	0
V3	0.11107	0.08607	0.08134	0.02885	0.39914	0.00957	0.10034	0.11286	0.02639	0.04437
V4	0.01063	0.11514	0.03696	0.00994	0.05206	0.07507	0.03152	0.01596	0.47345	0.17927
V5	0.01056	0.14134	0.01712	0.09073	0	0.05691	0.0317	0	0	0.65164
V6	0.0156	0.11818	0.15383	0.0449	0.55212	0.02024	0.00097	0.04425	0.01339	0.03652
V7	0	0.56362	0	0.0266	0.22459	0.00296	0.08321	0.04779	0.05049	0.00075
V8	0.00175	0.59317	0.03252	0.03099	0	0.01744	0.04778	0.20359	0.07276	0
V9	0.0046	0	0.09813	0.12928	0.03659	0.02643	0.24497	0.39975	0.05056	0.00968
V10	0	0.13145	0	0.00386	0.63057	0.05953	0.01985	0.10996	0.01425	0.03053
V11	0.00892	0.5892	0	0.024	0	0.03991	0.04979	0.1874	0.10078	0
V12	0.01784	0.02745	0.20253	0.45735	0.02639	0	0.08101	0.00693	0.01461	0.16589
V13	0.08509	0.00182	0.12979	0.02055	0.07316	0.11241	0.42958	0.02006	0.11178	0.01577
V14	0.07086	0.46439	0.12711	0.08153	0.02365	0.03648	0.14089	0.00587	0.04923	0
V15	0.25136	0.0089	0.17789	0.50202	0.01165	0.00401	0.01206	0.00979	0.02232	0
V16	0.02339	0.06487	0.24068	0.50706	0.02445	0.02441	0	0	0.10247	0.01266
V17	0.02325	0.16146	0	0.02042	0	0.06791	0.06485	0.00142	0.00576	0.65493
V18	0.07369	0.08495	0.07462	0.28552	0	0	0.00592	0	0.00111	0.4742
V19	0.00564	0	0	0.0776	0	0.07387	0.02739	0.00315	0	0.81235
V20	0	0.21984	0.0256	0.02303	0.02908	0.00774	0.52326	0.04404	0.03476	0.09266
V21	0.09617	0.46238	0.0142	0.01746	0	0.28293	0.05596	0.02174	0.04916	0
V22	0.00195	0	0	0.01271	0	0.01718	0.04445	0.22515	0.0345	0.66405
V23	0.27796	0.03569	0.4649	0.08063	0.00456	0.00218	0.00156	0	0.00675	0.12577
V24	0.02166	0.63548	0.03487	0.0291	0.00048	0	0.10225	0.04846	0.12769	0
V25	0.03035	0.14361	0.01712	0.03492	0.05734	0.10833	0.04989	0	0.13262	0.42582
V26	0.00822	0	0.06236	0.02132	0.01618	0.03812	0.08356	0.72271	0.04615	0.00138
V27	0	0.08892	0	0.00761	0.34516	0	0.03049	0	0	0.52782
V28	0.2758	0	0.00283	0.01626	0	0.01688	0.04369	0.02178	0	0.62276
V29	0.00508	0.70856	0	0.0314	0	0.07656	0.04877	0.00537	0.05857	0.0657
V30	0.00551	0.00902	0.11427	0.02349	0.05159	0.25952	0.30507	0.01254	0.21247	0.00652
V31	0.01514	0.38439	0.17665	0.04692	0.04951	0.00537	0.03516	0.22884	0.05204	0.00598
V32	0.46822	0.05592	0.03909	0.01074	0.25227	0.03382	0.03694	0.00055	0.07758	0.02487
V33	0.04179	0.00959	0.25453	0.45257	0.02471	0	0.18127	0.00448	0.02163	0.00943
V34	0.00229	0.0803	0	0.01183	0.18704	0	0.02707	0.00558	0.02447	0.66141
V35	0.00157	0.84079	0	0.02779	0	0	0.05369	0.00246	0.0737	0
V36	0.03466	0	0.05119	0.01204	0.07503	0.01033	0.73426	0.04337	0.02644	0.01268
V37	0	0.55545	0.009	0.02409	0.02242	0	0.30101	0.02256	0.06333	0.00214
V38	0.11104	0	0.09638	0.15325	0.04823	0	0.54073	0.01688	0.02414	0.00935
V39	0.06614	0	0.0985	0.14993	0.07997	0	0.52915	0.02886	0.02494	0.0225
V40	0.13445	0.03759	0.5824	0.09815	0.10187	0	0	0	0.01125	0.03429
V41	0.58552	0.07599	0.07199	0.01291	0.02261	0.00313	0.01697	0.01025	0.19479	0.00584
V42	0	0.6522	0	0.02018	0.21437	0	0.0227	0	0.05301	0.03754
V43	0.12695	0.04225	0.12267	0.08465	0.20568	0.03196	0.22516	0.02492	0.12455	0.0112
V44	0.04402	0.00478	0.50428	0.08656	0.01391	0.0094	0.02218	0.2725	0.02998	0.01237
V45	0.00402	0.00996	0.06188	0.01554	0.0673	0.0087	0.29307	0.0112	0.47984	0.0485
V46	0.17417	0.11347	0.07464	0.22294	0	0	0.00338	0.00825	0.00247	0.40067
V47	0	0	0.04827	0.01306	0.05288	0.00992	0.80009	0.02457	0.02511	0.02611
V48	0.01537	0.01833	0	0.01817	0	0	0.03886	0	0.05682	0.85245
V49	0.19827	0	0.02119	0.01666	0.00981	0.03092	0.05868	0.63112	0.03335	0
V50	0.30382	0.19644	0.02978	0.00886	0.01746	0.3895	0.03288	0.00354	0.01771	0
V51	0.17464	0.02268	0.50169	0.08323	0.07881	0	0.00752	0.04345	0.05052	0.03746
V52	0.01085	0	0.21457	0.30678	0.03425	0	0.37738	0.017	0.02721	0.01197
V53	0.42588	0.01568	0.11878	0.10452	0.00233	0.00201	0.01803	0.10842	0.00483	0.19952
V54	0.00428	0.05221	0.00442	0.0028	0.19824	0.67515	0.04815	0.00836	0.00639	0
V55	0.01899	0.01997	0.19081	0.64721	0.06465	0	0.00537	0.00083	0.02216	0.03002
V56	0.16121	0.03201	0.46562	0.09534	0.08278	0.11832	0.00358	0	0.00861	0.03253
V57	0.04597	0.01188	0.51265	0.25215	0.01891	0.0014	0.00247	0.02084	0.0858	0.04794
V58	0.01895	0.21361	0.08803	0.14276	0.01456	0.44275	0.04916	0.00315	0.02705	0
V59	0.01198	0.03628	0.05086	0.01373	0.06139	0.00905	0.75114	0.02213	0.03122	0.01223
V60	0.70969	0.02461	0.05542	0.01133	0.07345	0.00253	0.00608	0.00518	0.11123	0.00049
V61	0.00779	0.00786	0.04513	0.0289	0.0288	0.79829	0.06185	0.01457	0.00681	0
V62	0.021	0	0.02263	0.02619	0.01576	5e-04	0.42899	0.01691	0.02887	0.43915
V63	0.0035	0.27849	0.01654	0.01274	0.15588	0.4471	0.04931	1e-05	0.0289	0.00754
V64	0.08522	0.00443	0.30745	0.26905	0.00515	0.01048	0.0115	0.21795	0.02031	0.06846
V65	0.07126	0.02327	0.13389	0.33171	0.01718	0.00364	0.07383	0.20766	0.10743	0.03012
V66	0	0.14015	0	0.01013	0.5632	0.01927	0.0282	0.00917	0.02444	0.20544
V67	0.0338	0.18542	0.41608	0.11396	0.0233	0.03052	0.08633	0.00551	0.06461	0.04045
V68	0.02115	0.03254	0.04351	0.00765	0.06295	0.02193	0.04343	0.28996	0.47688	0
V69	0.06467	0.0222	0.71557	0.13128	0.0258	0	0	0	0.01282	0.02765
V70	0.6818	0.01696	0.12503	0.02082	0.01471	0.02567	0.03561	0.01086	0.06854	0
V71	0.0279	0	0.01276	0.02082	0.01307	0.03929	0.07749	0.74108	0.04543	0.02217
V72	0.23369	0.03932	0.08053	0.24329	0.14809	0	0	0.00276	0.00762	0.2447
V73	0.01988	0.17487	0	0.01775	0.70907	0.01056	0.00532	0	0.01332	0.04923
V74	0.02085	0	0.03907	0.1916	0	0.02835	0.01587	0.00337	0	0.70089
V75	0.0243	0.09067	0.24706	0.42396	0.03703	0	0	0.00454	0.17008	0.00235
V76	0.00569	0.01881	0.0133	0.00407	0.01888	0.84685	0.06782	0.0159	0.00867	0
V77	0.00402	0	0.10407	0.28051	0.03048	0.2405	0.3015	0.01318	0.01744	0.00831
V78	0	0.46761	0.04028	0.02655	0.03025	0.00199	0.31609	0	0.04661	0.07062
V79	0.01172	0.03455	0.11611	0.27707	0.03072	0.24994	0.02547	0.00577	0.22531	0.02335
V80	0.4028	0	0.01853	0.02054	0	0	0.0459	0.0019	0.03461	0.47571
V81	0.00671	0.04529	0.04841	0.15156	0.16599	0.53661	0.03131	0.00635	0.00776	0
V82	0.05784	0.51722	0.07265	0.23789	0	0.00505	0.01829	0.04192	0.04913	0
V83	0.03862	0.06041	0.16105	0.45348	0.02983	0.00024	0.00597	0.21984	0.03057	0
V84	0.02329	0.0138	0.03659	0.03273	0.13268	0.49649	0.24187	0.01304	0.00951	0
V85	0.22011	0.00445	0.38894	0.07788	0	0	0.00321	0	0	0.30542
V86	0.29296	0.01018	0.32156	0.33914	0.0116	0	0	0	0.01086	0.0137
V87	0.01323	0.06604	0.06274	0.01621	0.10351	0.01189	0.02497	0.00328	0.69813	0
V88	0.01358	0.34633	0.14404	0.45466	0	0	0	0	0.04138	0
V89	0	0	0.05081	0.04039	0.05524	0.00517	0.71507	0.09612	0.02536	0.01184
V90	0.03329	0.06687	0.32504	0.07439	0	0.01375	0.01361	0	0	0.47304
V91	0.07322	0.01435	0.70281	0.12316	0.0319	0	0	0	0.01739	0.03717
V92	0	0	0.04953	0.01268	0.06028	0.01056	0.76446	0.02347	0.06568	0.01335
