B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.57409	0	0.17168	0.25423
V2	0.20069	0.0886	0.06412	0.64659
V3	0.08507	0.60741	0.03165	0.27587
V4	0.85832	0.09869	0	0.04299
V5	0.12836	0.46298	0.26902	0.13964
V6	0.10871	0.80935	0.05452	0.02743
V7	0.17588	0.35694	0.09963	0.36755
V8	0.14352	0.02088	0.79525	0.04035
V9	0.27717	0.23627	0.0432	0.44335
V10	0.02525	0.02661	0.88562	0.06251
V11	0.22354	0.35071	0.42575	0
V12	0.04447	0.56624	0.38136	0.00793
V13	0.29494	0.65735	0.02603	0.02168
V14	0.10274	0.84879	0.03746	0.01101
V15	0.1448	0.57077	0.14575	0.13868
V16	0.87903	0.03436	0.02532	0.06129
V17	0.11907	0.81041	0.04333	0.0272
V18	0.57972	0.32437	0.05521	0.0407
V19	0.19091	0.76123	0.03155	0.01631
V20	0.19858	0.45273	0.03176	0.31693
V21	0.1435	0.07883	0.7417	0.03597
V22	0.0441	0.10204	0.22542	0.62844
V23	0.39341	0.05274	0.54646	0.00738
V24	0.93216	0.02857	0.03927	0
V25	0.36629	0.23356	0.1378	0.26235
V26	0.41783	0.37054	0.02525	0.18638
V27	0.16159	0.06183	0.03105	0.74552
V28	0	0.08533	0.91467	0
V29	0.45072	0.03482	0.48105	0.03342
V30	0.12275	0.22669	0.2884	0.36217
V31	0.22479	0.19948	0.30128	0.27445
V32	0.14604	0.02424	0.05799	0.77172
V33	0.061	0.48831	0.36665	0.08403
V34	0.14312	0.05803	0.76102	0.03783
V35	0.19027	0.67268	0.11143	0.02562
V36	0.01697	0.05375	0.49561	0.43367
V37	0.56545	0.06082	0.10191	0.27183
V38	0.46325	0	0.17116	0.36559
V39	0.18957	0.53748	0.15226	0.12069
V40	0.12532	0.76703	0.10765	0
V41	0.02447	0.66193	0.07613	0.23747
V42	0.26581	0.02191	0.22395	0.48833
V43	0.14786	0.34202	0.4907	0.01942
V44	0.0169	0.10002	0.72986	0.15322
V45	0.12058	0.56243	0.24067	0.07632
V46	0.79724	0.06722	0.12474	0.01079
V47	0.45766	0.18931	0.30971	0.04331
V48	0.80332	0.15378	0.00582	0.03707
V49	0.739	0.16977	0	0.09124
V50	0.0987	0.78187	0.11943	0
V51	0.32865	0.38691	0.26571	0.01874
V52	0.03137	0.13666	0.79095	0.04103
V53	0.73453	0.1137	0.15176	0
V54	0.4348	0.19355	0.35795	0.0137
V55	0.24356	0.13274	0.25176	0.37193
V56	0.10581	0.00851	0.11654	0.76914
V57	0.13021	0.79965	0.05449	0.01565
V58	0.67012	0	0.03529	0.29459
V59	0.44737	0.38677	0.12234	0.04352
V60	0.1566	0.16382	0.33615	0.34343
V61	0.80217	0.09178	0.00917	0.09687
V62	0.86246	0.02979	0.07268	0.03507
V63	0.04186	0.77828	0.15619	0.02367
V64	0.03817	0.82999	0.01462	0.11721
V65	0.06414	0	0.13204	0.80383
V66	0.24472	0.65123	0.04233	0.06172
V67	0.17078	0.33158	0.49762	2e-05
V68	0.20999	0.14907	0.02839	0.61254
V69	0.03426	0.32242	0.60055	0.04277
V70	0.54795	0.14693	0.1856	0.11951
V71	0.19154	0.07852	0.38525	0.34469
V72	0.58439	0.15034	0.10137	0.1639
V73	0.17727	0.5822	0.16379	0.07674
V74	0.06471	0.23566	0.69963	0
V75	0.71328	0	0.18783	0.09889
V76	0.00603	0.18922	0.20907	0.59568
V77	0.0762	0.30001	0.01291	0.61088
V78	0.3376	0.11517	0.1968	0.35043
V79	0.00521	0.1262	0.78131	0.08728
V80	0.36883	0.02624	0.52243	0.08249
V81	0.06964	0.18354	0.74682	0
V82	0	0.10183	0.87453	0.02364
