mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.25138	0.22295	0.24887	0.16044	0.11636
V2	0.05492	0.66496	0.11892	0.09389	0.06731
V3	0.06112	0.14439	0.39072	0.35184	0.05194
V4	0.01268	0.15135	0.24291	0.0975	0.49556
V5	0.02336	0.1179	0.08761	0.13978	0.63135
V6	0.25837	0.14961	0.26094	0.22671	0.10438
V7	0.00627	0.18398	0.39029	0.10576	0.31371
V8	0.00546	0.20225	0.67502	0.09645	0.02083
V9	0.06539	0.10235	0.2553	0.51458	0.06238
V10	0.33072	0.18167	0.39339	0.05946	0.03477
V11	0.03605	0.14067	0.12785	0.11037	0.58507
V12	0.07513	0.13054	0.22372	0.2856	0.28502
V13	0.1254	0.12467	0.06677	0.38763	0.29553
V14	0.15306	0.07716	0.09598	0.54932	0.12448
V15	0.05788	0.06046	0.03115	0.75668	0.09383
V16	0.4468	0.14448	0.0459	0.3129	0.04992
V17	0.06422	0.29654	0.05724	0.10455	0.47744
V18	0.07447	0.40547	0.27002	0.20468	0.04536
V19	0.03764	0.11615	0.03143	0.15484	0.65993
V20	0.00311	0.1724	0.58754	0.20151	0.03543
V21	0.02394	0.30804	0.16339	0.17801	0.32662
V22	0.60171	0.17617	0.09489	0.083	0.04423
V23	0.07691	0.12421	0.0525	0.16908	0.5773
V24	0.36819	0.20282	0.05504	0.1068	0.26715
V25	0.04061	0.10567	0.04429	0.39743	0.412
V26	0.37129	0.26329	0.09481	0.09949	0.17112
V27	0.10001	0.4765	0.21709	0.05723	0.14917
V28	0.04479	0.14466	0.21117	0.51712	0.08227
V29	0.0222	0.10476	0.31314	0.49429	0.06561
V30	0.55257	0.1895	0.06204	0.09906	0.09684
V31	0.34355	0.20244	0.04854	0.2438	0.16167
V32	0.68395	0.11221	0.0425	0.09871	0.06262
V33	0.02986	0.25634	0.05492	0.1504	0.50848
V34	0.1107	0.70558	0.08051	0.06284	0.04037
V35	0.07899	0.54057	0.27968	0.06976	0.03101
V36	0.02723	0.25781	0.19195	0.12464	0.39837
V37	0.57533	0.11406	0.03136	0.09671	0.18255
V38	0.0946	0.17222	0.41616	0.19416	0.12286
V39	0.24603	0.17865	0.30681	0.07089	0.19763
V40	0.19197	0.5326	0.07655	0.1365	0.06237
V41	0.05171	0.71561	0.08687	0.05571	0.09009
V42	0.63898	0.1405	0.05422	0.09556	0.07073
V43	0.34543	0.23076	0.31374	0.08081	0.02926
V44	0.02352	0.34945	0.48746	0.04882	0.09075
V45	0.04196	0.58053	0.15024	0.15712	0.07016
V46	0.10163	0.64381	0.13163	0.07493	0.048
V47	0	0.20842	0.72092	0.04803	0.02263
V48	0.14016	0.20812	0.22557	0.2972	0.12895
V49	0.34557	0.2273	0.22439	0.16423	0.03851
V50	0.01167	0.21883	0.70461	0.04739	0.0175
V51	0.08594	0.32135	0.21764	0.10207	0.27301
V52	0.05794	0.75271	0.08537	0.06219	0.04178
V53	0.05552	0.18035	0.04589	0.63857	0.07967
V54	0.20002	0.07438	0.0408	0.49288	0.19192
V55	0.09917	0.04788	0.02915	0.73744	0.08635
V56	0.09309	0.0488	0.03461	0.66674	0.15676
V57	0.11199	0.25058	0.47333	0.0696	0.09451
V58	0.06857	0.11306	0.15631	0.22011	0.44195
V59	0.6224	0.13789	0.11099	0.09409	0.03463
V60	0.32912	0.26102	0.14706	0.15672	0.10608
V61	0.17468	0.11002	0.05673	0.24409	0.41448
V62	0.05098	0.16045	0.29212	0.158	0.33845
V63	0.31596	0.30145	0.09842	0.09271	0.19146
V64	0.68255	0.12527	0.05661	0.09694	0.03863
V65	0.09611	0.13031	0.06934	0.53857	0.16568
V66	0.05116	0.07441	0.15037	0.64279	0.08128
V67	0.00911	0.15957	0.32494	0.12798	0.3784
V68	0.33108	0.16055	0.34529	0.08969	0.07339
V69	0.43125	0.21624	0.20258	0.0837	0.06622
V70	0.06381	0.60314	0.10614	0.17099	0.05592
V71	0.08844	0.65558	0.11055	0.09997	0.04547
V72	0.04128	0.40953	0.07442	0.08548	0.38929
V73	0.07071	0.08521	0.12246	0.50636	0.21526
V74	0.04501	0.09684	0.03959	0.68496	0.13361
V75	0.34097	0.26592	0.28817	0.07051	0.03443
V76	0.04577	0.05046	0.04564	0.73447	0.12366
V77	0.01126	0.20232	0.69348	0.07404	0.01889
V78	0	0.21193	0.7123	0.05286	0.0229
V79	0.07548	0.4002	0.08797	0.16567	0.27069
V80	0.11374	0.62589	0.07008	0.09436	0.09593
V81	0.00388	0.20994	0.72066	0.04802	0.01749
V82	0.21139	0.19185	0.06515	0.4621	0.0695
V83	0.10413	0.1332	0.05312	0.48682	0.22273
V84	0.08925	0.23546	0.04479	0.11179	0.5187
V85	0	0.20802	0.72057	0.05347	0.01794
V86	0.03189	0.28692	0.2994	0.32762	0.05418
V87	0.37099	0.09621	0.07045	0.39564	0.06671
V88	0.25613	0.22343	0.08663	0.21418	0.21963
