Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01873	0.0458	0	0.00161	0.09503	0.00484	0.01431	0	0.00759	0.8121
V2	0.60949	0.02351	0.04941	0	0.02479	0.23571	0.05387	0.00322	0	0
V3	0.11621	0.09989	0.07776	0.0055	0.40118	0.01697	0.10596	0.10683	0.01671	0.05299
V4	0.00856	0.10868	0.01695	0	0.03222	0.08734	0.02131	0.01067	0.45574	0.25853
V5	0.01142	0.12422	0.00704	0.05153	0	0.06423	0.02112	0	0.00319	0.71726
V6	0.00773	0.12814	0.15878	0.01686	0.55653	0.03464	0.00478	0.04227	0.01401	0.03625
V7	0	0.58657	0	0.00564	0.24716	0.01203	0.07292	0.0491	0.01277	0.01381
V8	0	0.63752	0.03852	0.0075	0.00315	0.02348	0.03844	0.20722	0.03198	0.01219
V9	0.01256	0.0031	0.09703	0.08814	0.02929	0.0236	0.28734	0.39928	0.03225	0.02741
V10	0	0.13927	0	0	0.63124	0.07184	0.02369	0.10115	0.00125	0.03156
V11	0.00813	0.62739	0	0.00234	0.00325	0.04848	0.03939	0.18917	0.05725	0.0246
V12	0.03964	0.04168	0.20139	0.37711	0.01145	0.00177	0.10107	0	0.01485	0.21103
V13	0.09595	0.01657	0.11693	0.00523	0.04249	0.12479	0.46354	0.00507	0.08917	0.04026
V14	0.07566	0.48979	0.13229	0.05647	0.02542	0.04897	0.1404	0.00469	0.0179	0.00841
V15	0.29926	0.0232	0.18312	0.42105	0.01013	0.01811	0.0273	0.0011	0.01522	0.00153
V16	0.04455	0.07688	0.25349	0.43137	0.02076	0.04961	0.00043	0	0.09938	0.02352
V17	0.01638	0.14046	0	0	0	0.07178	0.0499	0.0036	0.00762	0.71027
V18	0.0856	0.08032	0.06043	0.20567	0	0.00815	0.00324	0	0.00498	0.5516
V19	0.00661	0	0	0.03742	0	0.07606	0.02006	0.00462	0	0.85522
V20	0	0.25186	4e-05	0.00989	0.00136	0.00525	0.55578	0.03238	0.00437	0.13908
V21	0.09714	0.46978	0.01709	0.00191	0.00552	0.31524	0.05672	0.0173	0.01325	0.00605
V22	0	0	0	0	0	0.0153	0.0331	0.19174	0.03182	0.72805
V23	0.26246	0.03465	0.48652	0.04605	0	0.01044	0.00539	6e-04	0.01529	0.13861
V24	0.02121	0.67407	0.03439	0.01334	0.01725	0.00273	0.09291	0.05186	0.0858	0.00644
V25	0.02955	0.14127	0.00463	0.01133	0.0302	0.1193	0.04179	0	0.11735	0.50457
V26	0.00718	0	0.064	0	0.02008	0.0288	0.10804	0.7342	0.02361	0.01409
V27	0	0.09147	0	0	0.29537	0.00474	0.02316	0	0.00038	0.58488
V28	0.25513	0	2e-04	0	0	0.01932	0.0328	0.01998	0	0.67257
V29	0.00458	0.723	0	0.01381	9e-04	0.09442	0.03075	0.00947	0.01526	0.10781
V30	0.00587	0.01342	0.10128	0.00393	0.02627	0.2945	0.33141	0	0.18793	0.03539
V31	0.0088	0.40696	0.19671	0.01605	0.05452	0.00971	0.03393	0.22792	0.02616	0.01924
V32	0.48418	0.06571	0.03941	0	0.2434	0.04039	0.03688	0	0.05828	0.03174
V33	0.06584	0.02565	0.26287	0.38644	0.01025	0.00062	0.21512	0	0.01585	0.01735
V34	0	0.07957	0	0	0.14045	0.00506	0.01449	0.00858	0.03018	0.72167
V35	0.00276	0.89547	0	0.01658	0.01078	0.0085	0.03099	0.00992	0.02499	0
V36	0.05042	0.02034	0.01135	0.00289	0.03883	0.00292	0.81203	0.02332	0.00022	0.03768
V37	0	0.59694	0	0.00911	0.02243	0	0.30777	0.01947	0.01753	0.02675
V38	0.14128	0.0047	0.07091	0.12734	0.0242	0	0.59643	2e-04	0.00607	0.02886
V39	0.08943	0.01032	0.07319	0.12298	0.05532	0	0.58429	0.01251	0.00765	0.04432
V40	0.11922	0.04427	0.62354	0.06003	0.08443	0.0062	0.00214	0	0.02579	0.03438
V41	0.61317	0.08006	0.07792	0.00295	0.0175	0.00466	0.01324	0.00834	0.16239	0.01977
V42	0	0.67114	0	0.00302	0.23952	0.00293	0.00894	0	0.01492	0.05953
V43	0.14342	0.05507	0.11538	0.05845	0.1954	0.04063	0.24256	0.01573	0.10687	0.02648
V44	0.02968	0.00809	0.56117	0.04079	0.00037	0.01354	0.03504	0.26186	0.03445	0.01501
V45	0.00778	0.00733	0.03229	0	0.03877	0.00765	0.31944	0	0.48413	0.1026
V46	0.18244	0.10924	0.06427	0.15949	0	0.00229	0.00392	0.0079	0.00262	0.46784
V47	0	0	0.00812	0.00462	0.02088	0.00225	0.90143	0.00241	0.00283	0.05746
V48	0.00842	0.00438	0	0	0	0.0037	0.01997	0.00059	0.06125	0.90169
V49	0.22156	0.00255	0.02181	0	0.01663	0.02193	0.07774	0.62693	0.01085	0
V50	0.30137	0.19085	0.03153	0	0.02182	0.41126	0.04317	0	0	0
V51	0.16463	0.02763	0.5403	0.04569	0.06123	0.00724	0.0143	0.04032	0.05672	0.04194
V52	0.02759	0.00811	0.21327	0.26222	0.01305	0	0.42958	0.0022	0.01747	0.02652
V53	0.4338	0.02073	0.12631	0.06804	0	0.00466	0.0203	0.09727	0	0.22891
V54	0	0.04735	0	0	0.18915	0.69249	0.06991	0	0	0.00111
V55	0.05033	0.03555	0.19126	0.56076	0.06726	0.01202	0.0261	0	0.01856	0.03815
V56	0.14783	0.03609	0.49125	0.05576	0.06587	0.13659	0.014	0	0.01606	0.03656
V57	0.04169	0.01674	0.55495	0.19073	0.00196	0.01457	0.01176	0.01621	0.09313	0.05825
V58	0.02059	0.21329	0.08799	0.09899	0.01921	0.48735	0.06527	0	0.00731	0
V59	0.02396	0.06218	0.00943	0.00509	0.02282	0.00195	0.83138	0.00148	0.00237	0.03935
V60	0.73042	0.03389	0.06029	0.00396	0.06791	0.00431	0.00522	0.00385	0.08397	0.00618
V61	0.00173	0.00375	0.04607	0.00351	0.02731	0.82128	0.09118	0	0	0.00516
V62	0.0237	0	0	0.00697	0	0	0.41934	0.00716	0.0226	0.52023
V63	0	0.26918	0.01047	0	0.15421	0.47685	0.05802	0	0.00411	0.02715
V64	0.09523	0.01011	0.33569	0.20285	0	0.01754	0.02598	0.20755	0.01969	0.08535
V65	0.09737	0.03357	0.13567	0.27224	0.01043	0.00916	0.09264	0.20318	0.09497	0.05078
V66	0	0.14539	0	0	0.54005	0.0307	0.02504	0.00943	0.01838	0.23102
V67	0.02453	0.19419	0.44879	0.07489	0.00665	0.04371	0.09093	0.00325	0.05761	0.05546
V68	0.02225	0.02364	0.02657	0	0.06159	0.01936	0.04577	0.2977	0.48405	0.01907
V69	0.04307	0.02918	0.77055	0.08598	0.00467	0.00639	0.00195	0	0.03282	0.02538
V70	0.6935	0.02739	0.13635	0.01199	0.0102	0.02822	0.03656	0.00799	0.0478	0
V71	0.03206	0	0.00618	0	0.01777	0.02861	0.10028	0.75176	0.02151	0.04184
V72	0.25401	0.04996	0.07513	0.18443	0.13367	0.00356	0.00022	0.00217	0.00774	0.28912
V73	0.01273	0.18461	0	0	0.71312	0.02472	0.0054	0	0.00817	0.05124
V74	0.02754	0	0.02728	0.12508	0	0.03589	0.01191	0.00359	0.0013	0.76741
V75	0.04114	0.10184	0.2657	0.36229	0.03337	0.01415	0.00023	0	0.16729	0.01399
V76	0	0.01033	0.00811	0	0.02115	0.86637	0.09404	0	0	0
V77	0.01992	0.00597	0.08686	0.22659	0.0151	0.2781	0.33853	0	0.00227	0.02666
V78	0	0.49943	0.02504	0.01285	0.01988	0.00597	0.31888	0	0.00963	0.10832
V79	0.02364	0.03473	0.10899	0.21819	0.02124	0.29411	0.04022	0	0.20775	0.05114
V80	0.38145	0	0.01455	0.00523	0	0.00272	0.03338	0.00332	0.02702	0.53233
V81	0.0089	0.04645	0.04317	0.10264	0.16347	0.57787	0.05496	0	0	0.00254
V82	0.07277	0.55775	0.07479	0.1933	0.01083	0.01748	0.01303	0.04282	0.01723	0
V83	0.06398	0.07521	0.17053	0.38261	0.03457	0.00972	0.02339	0.21659	0.0198	0.0036
V84	0.0233	0.02127	0.02443	0.01052	0.11816	0.53118	0.26224	0	0	0.00891
V85	0.20022	0	0.39684	0.04305	0	0.00352	0.00482	0	0.01242	0.33913
V86	0.3194	0.02258	0.3444	0.27074	0.00389	0.0101	0	0	0.01281	0.01606
V87	0.00965	0.05191	0.04858	0	0.09789	0.01358	0.01229	0	0.73166	0.03445
V88	0.03415	0.38287	0.14895	0.39385	0.00766	0.0012	0.00665	0	0.02106	0.0036
V89	0.00099	0	0.01707	0.02637	0.02885	0	0.807	0.07874	0.00313	0.03786
V90	0.02145	0.05319	0.31609	0.03611	0	0.02276	0.0086	0	0.01357	0.52822
V91	0.05175	0.02115	0.75447	0.07851	0.01062	0.0068	0.00302	0	0.03695	0.03673
V92	0	0.00591	0.01044	0.00384	0.02664	0.00267	0.86172	0.00197	0.04346	0.04333
V93	0.0085	0.05853	0.09478	0	0.0502	0.00761	0.28759	0.01245	0.44585	0.03448
V94	0.78851	0.02192	0.08569	0.00583	0.00748	0.02717	0.02696	0.02756	0	0.00889
V95	0	0.00763	0.00558	0	0.03645	0.00603	0.63707	0.26704	0.01254	0.02766
V96	0.05412	0.14132	0.39254	0.31757	0.00434	0.02034	0.0018	0.00282	0.04079	0.02436
V97	0.00011	0	0.00377	0.00307	0.00518	0	0.79427	0.00233	0.0069	0.18438
V98	0.00502	0.33138	0.00778	0.03799	0.15966	0.02317	0.0559	0.07133	0.13106	0.1767
V99	0.5951	0.01966	0.06957	0.00181	0.02675	0.00457	0.07957	0.00849	0.18003	0.01446
V100	0.22115	0.02682	0.09509	0.14737	0.03737	0.31291	0.04781	0	0.08664	0.02485
V101	0	0	0	0	0	0.07101	0.16503	0.0256	0	0.73837
V102	0.04356	0.24683	0.00103	0	0.08852	0.31182	0.18786	0.08578	0.00409	0.03052
V103	0.09987	0.02973	0.05435	0	0.05368	0.01288	0.01288	0.00485	0.6868	0.04497
V104	0.05223	0.01832	0.76664	0.07543	0	0.00669	0.00224	0	0.05301	0.02543
V105	0.36111	0.00856	0.13389	0.00081	0.01329	0.14985	0.05043	0.27747	0.00459	0
V106	0.01656	0.68697	0.18751	0.03177	0.00051	0.02295	0.01223	0	0.02401	0.0175
V107	0.27214	0.25492	0.02485	0.00659	0.26495	0.02107	0.0149	0.0254	0.10153	0.01365
