B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.55945	0.038	0.14923	0.25332
V2	0.2245	0.1495	0.01995	0.60605
V3	0.10117	0.65724	0	0.24159
V4	0.81376	0.13912	0	0.04711
V5	0.14172	0.51541	0.21303	0.12984
V6	0.11861	0.86107	0	0.02032
V7	0.18598	0.42873	0.04468	0.34061
V8	0.17582	0.02179	0.75292	0.04946
V9	0.28108	0.30286	0	0.41607
V10	0.08011	0.02	0.83075	0.06915
V11	0.23056	0.38798	0.38146	0
V12	0.07314	0.59757	0.31835	0.01095
V13	0.2744	0.70994	0	0.01566
V14	0.11229	0.88453	0	0.00319
V15	0.153	0.63412	0.08653	0.12635
V16	0.84755	0.08188	0	0.07057
V17	0.12574	0.85572	0	0.01854
V18	0.54732	0.39668	0.01284	0.04315
V19	0.18521	0.80527	0	0.00952
V20	0.19703	0.51578	0	0.28718
V21	0.17287	0.08516	0.69718	0.04479
V22	0.08533	0.15483	0.17391	0.58593
V23	0.38731	0.06872	0.52406	0.01991
V24	0.91001	0.07691	0.01308	0
V25	0.35838	0.2957	0.09525	0.25067
V26	0.39357	0.43369	0	0.17274
V27	0.19129	0.11207	0	0.69664
V28	0.03998	0.0786	0.88142	0
V29	0.43952	0.05598	0.46029	0.04421
V30	0.14408	0.27654	0.23998	0.3394
V31	0.2342	0.24745	0.25767	0.26068
V32	0.17981	0.08238	0.01627	0.72154
V33	0.08753	0.52737	0.30781	0.0773
V34	0.17383	0.06243	0.71714	0.04661
V35	0.19119	0.73547	0.05094	0.02239
V36	0.06515	0.08121	0.45156	0.40208
V37	0.54812	0.11622	0.06909	0.26657
V38	0.46138	0.0235	0.15618	0.35894
V39	0.19187	0.60223	0.09588	0.11003
V40	0.13344	0.8255	0.04105	0
V41	0.05107	0.7262	0.01094	0.21179
V42	0.28219	0.07001	0.18422	0.46358
V43	0.1653	0.37054	0.4406	0.02356
V44	0.06287	0.10861	0.6814	0.14712
V45	0.13323	0.61325	0.18193	0.07158
V46	0.76719	0.11639	0.09728	0.01913
V47	0.44067	0.2326	0.27832	0.04841
V48	0.75977	0.19975	0	0.04048
V49	0.69483	0.21551	0	0.08966
V50	0.11141	0.83604	0.05255	0
V51	0.31858	0.44035	0.22021	0.02086
V52	0.07564	0.13793	0.73676	0.04967
V53	0.70912	0.16489	0.12599	0
V54	0.41988	0.23344	0.32757	0.0191
V55	0.25502	0.18151	0.20995	0.35352
V56	0.14227	0.06117	0.06497	0.73159
V57	0.13557	0.85315	0	0.01129
V58	0.65514	0.04115	0.00686	0.29684
V59	0.42434	0.45599	0.07643	0.04324
V60	0.17721	0.20679	0.29251	0.3235
V61	0.76133	0.13843	0	0.10024
V62	0.83534	0.07681	0.04128	0.04656
V63	0.0636	0.82893	0.08792	0.01955
V64	0.0564	0.84862	0	0.09498
V65	0.10785	0.022	0.09181	0.77833
V66	0.23448	0.71263	0	0.05288
V67	0.18368	0.35989	0.45062	0.00582
V68	0.22762	0.20416	0	0.56822
V69	0.0716	0.3386	0.54383	0.04597
V70	0.5271	0.1987	0.15347	0.12073
V71	0.21124	0.11455	0.347	0.3272
V72	0.5614	0.20856	0.06731	0.16272
V73	0.18108	0.64168	0.10587	0.07137
V74	0.10396	0.24383	0.65222	0
V75	0.69249	0.0188	0.17976	0.10895
V76	0.05317	0.24461	0.15239	0.54982
V77	0.10277	0.34775	0	0.54948
V78	0.33896	0.16739	0.15794	0.33571
V79	0.05619	0.12981	0.7247	0.0893
V80	0.36806	0.04457	0.50053	0.08684
V81	0.10841	0.18693	0.69951	0.00515
V82	0.03897	0.09832	0.82741	0.03529
V83	0.19901	0.24388	0.04265	0.51445
V84	0.42592	0.08643	0.14071	0.34693
V85	0.14211	0.3612	0.35388	0.14281
V86	0.09816	0.07986	0.76167	0.06031
V87	0.07826	0.8406	0.0241	0.05705
