B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58974	0	0.12143	0.28883
V2	0.12849	0.08849	0	0.78302
V3	0.01103	0.67825	0	0.31073
V4	0.91688	0.07435	0	0.00877
V5	0.07543	0.55581	0.2122	0.15656
V6	0.04558	0.94634	0	0.00808
V7	0.11785	0.4296	0.01852	0.43403
V8	0.08332	0.03972	0.84533	0.03163
V9	0.22182	0.25971	0	0.51847
V10	0	0.04659	0.91185	0.04156
V11	0.17816	0.4214	0.40044	0
V12	0	0.67158	0.32842	0
V13	0.25589	0.74366	0	0.00045
V14	0.02846	0.97154	0	0
V15	0.09392	0.68371	0.06838	0.15399
V16	0.96967	0.0066	0	0.02372
V17	0.05597	0.93717	0	0.00686
V18	0.59558	0.38069	0	0.02373
V19	0.13453	0.86547	0	0
V20	0.13564	0.50609	0	0.35827
V21	0.08508	0.09045	0.79499	0.02948
V22	0	0.11198	0.15575	0.73227
V23	0.38008	0.05477	0.56515	0
V24	1	0	0	0
V25	0.34343	0.28214	0.07234	0.3021
V26	0.39041	0.41328	0	0.19631
V27	0.06445	0.02625	0	0.9093
V28	0	0.0705	0.9295	0
V29	0.45204	0.03788	0.4886	0.02147
V30	0.05739	0.26913	0.24251	0.43096
V31	0.17675	0.23966	0.26103	0.32256
V32	0.04456	0.00194	0	0.9535
V33	0	0.58507	0.32322	0.09171
V34	0.08426	0.06706	0.818	0.03069
V35	0.14819	0.80909	0.02625	0.01647
V36	0	0.05584	0.45511	0.48904
V37	0.57892	0.0732	0.03794	0.30994
V38	0.45437	0	0.11565	0.42998
V39	0.14466	0.64581	0.07793	0.1316
V40	0.06574	0.92371	0.01054	0
V41	0	0.74581	0	0.25419
V42	0.21398	0.02796	0.17143	0.58663
V43	0.09478	0.41111	0.47543	0.01867
V44	0	0.1116	0.72592	0.16249
V45	0.06697	0.67465	0.17805	0.08034
V46	0.86378	0.07064	0.06557	0
V47	0.45747	0.22623	0.27881	0.0375
V48	0.84852	0.1456	0	0.00589
V49	0.76539	0.16459	0	0.07002
V50	0.03562	0.93876	0.02562	0
V51	0.30442	0.4664	0.21519	0.01399
V52	0	0.15496	0.82252	0.02252
V53	0.77865	0.12777	0.09359	0
V54	0.42989	0.23107	0.33416	0.00488
V55	0.19461	0.15801	0.2052	0.44217
V56	0.00812	0.00486	0.02641	0.96062
V57	0.06917	0.93083	0	0
V58	0.67956	0	0	0.32044
V59	0.44558	0.47025	0.04928	0.03489
V60	0.09515	0.19428	0.30173	0.40884
V61	0.85056	0.075	0	0.07444
V62	0.96224	0.02339	0.00699	0.00738
V63	0	0.92802	0.06555	0.00643
V64	0	0.89347	0	0.10653
V65	0	0	0.02681	0.97319
V66	0.20057	0.74696	0	0.05248
V67	0.11829	0.39736	0.48436	0
V68	0.13294	0.14184	0	0.72521
V69	0	0.37908	0.58496	0.03597
V70	0.5653	0.17669	0.13611	0.1219
V71	0.13393	0.09337	0.3615	0.4112
V72	0.60714	0.18066	0.03769	0.1745
V73	0.13204	0.69958	0.0899	0.07847
V74	0	0.27803	0.72197	0
V75	0.76816	0	0.14121	0.09063
V76	0	0.21029	0.12275	0.66696
V77	0	0.30407	0	0.69593
V78	0.30598	0.13764	0.14362	0.41276
V79	0	0.14097	0.78326	0.07577
V80	0.35184	0.02876	0.53388	0.08552
