Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.09214	0.03981	0.86805	0	0	0
V2	0.66991	0.16193	0	0.0929	0.07526	0
V3	0	0.07785	0.17564	0	0	0.74651
V4	0.23086	0.53882	0	0.11865	0.05779	0.05388
V5	0	0.05358	0	0.73629	0.21013	0
V6	0.12128	0.03788	0.14028	0.05506	0.1283	0.5172
V7	0	0.4297	0	0.05003	0.52027	0
V8	0.82407	0.09739	0	0.07855	0	0
V9	0.23787	0.20084	0	0.31154	0	0.24976
V10	0.52651	0.08662	0.01122	0.37565	0	0
V11	0	0.96929	0	0.03071	0	0
V12	0	0.01255	0	0	0	0.98745
V13	0.01112	0.60688	0.38003	0.00197	0	0
V14	0.00883	0.06211	0	0.92906	0	0
V15	0.58623	0.11528	0	0.12584	0.17265	0
V16	0	0.03199	0	0.53001	0.32303	0.11497
V17	0	0.02655	0.08771	0	0	0.88574
V18	0.81727	0.18273	0	0	0	0
V19	0.68531	0.09566	0.16683	0	0.0522	0
V20	0.75074	0.10792	0.05463	0.08671	0	0
V21	0	0.03609	0	0	0	0.96391
V22	0.21773	0.07671	0	0.10154	0.60402	0
V23	0.05627	0.03253	0.34921	0.03101	0.53099	0
V24	0.17626	0.03494	0	0.16278	0.62602	0
V25	0.53489	0.31686	0	0.14825	0	0
V26	0.31773	0.05122	0	0.01084	0.62021	0
V27	0	0	0.13485	0	0	0.86515
V28	0.02311	0.30105	0.15466	0.3137	0	0.20748
V29	0	0.72966	0.0863	0.08177	0	0.10227
V30	0.23069	0.23936	0.0791	0.00295	0.23191	0.21598
V31	0.77033	0.07081	0.15886	0	0	0
V32	0	0.04027	0.36242	0.59731	0	0
V33	0.28108	0.45675	0.26217	0	0	0
V34	0	0.01	0.56733	0.03723	0.38544	0
V35	0	0.07658	0.17896	0.67577	0.06869	0
V36	0.05703	0.58362	0.11911	0.0315	0.20874	0
V37	0.01102	0.02741	0.85132	0	0	0.11025
V38	0	0	0.07088	0	0	0.92912
V39	0.64976	0.08793	0	0.2623	0	0
V40	0	0.60253	0	0.24376	0.08375	0.06996
