CD56NK	CD4MemoryT	CD19B	CD14
V1	0.56408	0	0.15319	0.28272
V2	0.15377	0.03789	0.0425	0.76583
V3	0.07082	0.51411	0.01122	0.40385
V4	0.90725	0.06877	0.00017	0.02381
V5	0.13881	0.37076	0.28299	0.20743
V6	0.10872	0.83639	0.02301	0.03188
V7	0.16806	0.24886	0.08226	0.50082
V8	0.14961	0.00221	0.8094	0.03879
V9	0.25806	0.14673	0.03145	0.56376
V10	0.01842	0.00248	0.91634	0.06276
V11	0.25702	0.26833	0.46729	0.00736
V12	0.03364	0.51089	0.43598	0.01948
V13	0.34955	0.61583	0.00539	0.02923
V14	0.09672	0.88776	0.00672	0.0088
V15	0.15479	0.49902	0.13599	0.2102
V16	0.93318	0.01797	0.01703	0.03182
V17	0.12271	0.8322	0.01332	0.03177
V18	0.65876	0.25372	0.04162	0.0459
V19	0.21845	0.75626	0.00584	0.01944
V20	0.19963	0.34671	0.01739	0.43627
V21	0.15087	0.01805	0.79202	0.03907
V22	0.01963	0.03973	0.19101	0.74963
V23	0.42165	0.01262	0.55845	0.00727
V24	0.96004	0.01131	0.02865	0
V25	0.38528	0.14723	0.12677	0.34072
V26	0.45882	0.28042	0.01672	0.24405
V27	0.09964	0.01861	0.01235	0.8694
V28	0.00125	0.01456	0.98266	0.00154
V29	0.47781	0.00599	0.48084	0.03536
V30	0.11332	0.12629	0.27834	0.48205
V31	0.22974	0.11035	0.29762	0.36229
V32	0.07801	0.00317	0.02167	0.89716
V33	0.05672	0.40171	0.41083	0.13074
V34	0.15027	0.00856	0.80223	0.03894
V35	0.21943	0.6451	0.0931	0.04237
V36	0.00837	0.00855	0.45978	0.52329
V37	0.56918	0.02881	0.0875	0.31451
V38	0.43195	0	0.15294	0.4151
V39	0.21288	0.46056	0.14497	0.18158
V40	0.1362	0.77448	0.08932	0
V41	0.00997	0.58262	0.0472	0.3602
V42	0.22858	0.00512	0.19026	0.57603
V43	0.1625	0.24986	0.5466	0.04105
V44	0.01741	0.02827	0.75456	0.19976
V45	0.13041	0.49805	0.25268	0.11886
V46	0.84338	0.03527	0.1152	0.00615
V47	0.5126	0.11325	0.31677	0.05738
V48	0.85896	0.11231	0.00492	0.02381
V49	0.78673	0.1221	0	0.09117
V50	0.09418	0.79658	0.10111	0.00814
