CD56NK	CD4MemoryT	CD19B	CD14
V1	0.4683	0.00014	0.13996	0.3916
V2	0.10106	0.02649	0.03147	0.84098
V3	0.06259	0.35759	0.01377	0.56606
V4	0.88729	0.06526	0.00102	0.04643
V5	0.13129	0.28271	0.2718	0.3142
V6	0.12795	0.76534	0.03658	0.07013
V7	0.13085	0.16362	0.07057	0.63496
V8	0.14436	0	0.78967	0.06596
V9	0.18487	0.09391	0.02831	0.69292
V10	0.0213	0	0.87648	0.10222
V11	0.26407	0.22616	0.49273	0.01704
V12	0.0396	0.43798	0.48097	0.04145
V13	0.38158	0.54556	0.0101	0.06277
V14	0.11676	0.8468	0.01279	0.02365
V15	0.14996	0.38453	0.13959	0.32592
V16	0.89609	0.01928	0.02423	0.0604
V17	0.14399	0.76221	0.02375	0.07004
V18	0.64474	0.21423	0.05347	0.08756
V19	0.24959	0.69456	0.01105	0.0448
V20	0.16421	0.23568	0.0195	0.58061
V21	0.14664	0.01667	0.76945	0.06724
V22	0.01225	0.02748	0.13436	0.82591
V23	0.41684	0.01045	0.55806	0.01465
V24	0.95455	0.01158	0.03387	0
V25	0.32042	0.10807	0.11284	0.45867
V26	0.40957	0.20955	0.02109	0.35978
V27	0.06161	0.01341	0.00948	0.9155
V28	5e-04	0.00655	0.99295	0
V29	0.45762	0.00514	0.47421	0.06303
V30	0.08814	0.08678	0.22035	0.60473
V31	0.18825	0.08213	0.25199	0.47764
V32	0.0475	0.00451	0.01502	0.93296
V33	0.05954	0.31548	0.41192	0.21306
V34	0.14599	0.00654	0.7807	0.06676
V35	0.23845	0.55864	0.11598	0.08692
V36	0.00625	0.0077	0.34602	0.64002
V37	0.46309	0.02475	0.08041	0.43175
V38	0.33456	0	0.12765	0.53779
V39	0.2073	0.35642	0.14933	0.28695
V40	0.16207	0.72237	0.11556	0
V41	0.00902	0.42074	0.05186	0.51839
V42	0.16216	0.0059	0.14019	0.69176
V43	0.1665	0.20696	0.55078	0.07576
V44	0.01767	0.02395	0.6703	0.28808
V45	0.13211	0.40281	0.26262	0.20247
V46	0.82293	0.03553	0.12743	0.01411
V47	0.48463	0.09887	0.31586	0.10064
V48	0.84252	0.10158	0.00835	0.04755
V49	0.73645	0.10628	0.00065	0.15662
V50	0.11252	0.73518	0.13027	0.02203
V51	0.37637	0.25411	0.29359	0.07593
V52	0.03346	0.04942	0.84648	0.07064
V53	0.7755	0.0661	0.15841	0
V54	0.47367	0.10323	0.37355	0.04955
V55	0.17705	0.04747	0.18465	0.59083
V56	0.02632	0.00092	0.04863	0.92413
V57	0.16239	0.75391	0.03742	0.04628
V58	0.51445	0.00011	0.03644	0.449
V59	0.5107	0.25542	0.12532	0.10857
V60	0.11752	0.0604	0.26164	0.56044
V61	0.78183	0.0544	0.01435	0.14942
V62	0.88284	0.0135	0.07432	0.02934
V63	0.02865	0.72075	0.18037	0.07023
V64	0.01177	0.66604	0.00033	0.32185
V65	0.00583	0	0.05487	0.93931
V66	0.29608	0.50857	0.0289	0.16644
V67	0.1944	0.20284	0.5662	0.03656
V68	0.1106	0.05035	0.01431	0.82474
V69	0.03429	0.18583	0.66543	0.11445
V70	0.53686	0.07359	0.17444	0.21511
V71	0.14142	0.02136	0.2926	0.54462
V72	0.54842	0.07486	0.09231	0.28441
V73	0.20424	0.42322	0.17149	0.20104
V74	0.07418	0.12996	0.79586	0
V75	0.66213	0	0.18002	0.15785
V76	0	0.06015	0.12535	0.8145
V77	0.02873	0.11394	0.0042	0.85313
V78	0.2554	0.04219	0.14625	0.55616
V79	0.0093	0.03822	0.78237	0.17011
