CD19B	CD56NK	CD4MemoryT	CD14
V1	0.41855	0.07667	0.1827	0.32209
V2	0.14243	0.1519	0.10166	0.60402
V3	0.06259	0.53551	0.06897	0.33293
V4	0.6735	0.15687	0.04363	0.12599
V5	0.10728	0.43404	0.23342	0.22526
V6	0.07108	0.73148	0.07601	0.12143
V7	0.13145	0.348	0.11995	0.4006
V8	0.14101	0.09567	0.62711	0.13621
V9	0.19299	0.26012	0.08825	0.45863
V10	0.05968	0.10329	0.68619	0.15083
V11	0.17904	0.35232	0.36125	0.10739
V12	0.04643	0.51976	0.31933	0.11448
V13	0.20906	0.61194	0.05904	0.11995
V14	0.06371	0.76512	0.06471	0.10646
V15	0.10993	0.51959	0.14611	0.22437
V16	0.70643	0.09248	0.06506	0.13603
V17	0.07863	0.73127	0.06893	0.12116
V18	0.42843	0.35012	0.08464	0.13681
V19	0.13177	0.69394	0.06206	0.11222
V20	0.1415	0.42091	0.07343	0.36416
V21	0.13985	0.12542	0.59979	0.13494
V22	0.06025	0.15943	0.20257	0.57774
V23	0.31207	0.10593	0.46789	0.11411
V24	0.74632	0.07523	0.07035	0.10809
V25	0.26121	0.26381	0.14957	0.32541
V26	0.29183	0.3757	0.06859	0.26388
V27	0.11405	0.12453	0.08235	0.67907
V28	0.04948	0.11148	0.73103	0.10801
V29	0.35188	0.09448	0.41858	0.13505
V30	0.10783	0.2493	0.24679	0.39608
V31	0.17422	0.23375	0.25943	0.3326
V32	0.10175	0.10671	0.09026	0.70129
V33	0.06184	0.45107	0.30438	0.1827
V34	0.13986	0.11102	0.61323	0.13589
V35	0.13626	0.61703	0.11928	0.12743
V36	0.05269	0.11807	0.3829	0.44634
V37	0.40519	0.133	0.12661	0.3352
V38	0.33022	0.07628	0.18378	0.40973
V39	0.1404	0.49838	0.15136	0.20986
V40	0.08868	0.69687	0.11553	0.09893
V41	0.02842	0.57308	0.09556	0.30294
V42	0.19538	0.10689	0.20662	0.49111
V43	0.12832	0.3392	0.40213	0.13035
V44	0.05602	0.14431	0.56084	0.23882
V45	0.09675	0.51653	0.21366	0.17305
V46	0.61941	0.12319	0.1459	0.11151
V47	0.34368	0.22705	0.28198	0.14729
V48	0.61865	0.20705	0.05007	0.12423
V49	0.55565	0.2238	0.043	0.17755
V50	0.0661	0.7047	0.12359	0.10562
V51	0.24443	0.3863	0.23959	0.12969
V52	0.0643	0.16815	0.63282	0.13473
V53	0.56429	0.16616	0.16633	0.10322
V54	0.32803	0.22939	0.31818	0.1244
V55	0.18373	0.18474	0.22586	0.40568
V56	0.08138	0.10031	0.12692	0.69139
V57	0.08606	0.72467	0.07546	0.11381
V58	0.4808	0.07242	0.08942	0.35736
V59	0.32437	0.39632	0.13463	0.14468
V60	0.13286	0.2045	0.2802	0.38244
V61	0.61293	0.15049	0.05747	0.17911
V62	0.68663	0.087	0.10601	0.12037
V63	0.03054	0.69928	0.14933	0.12085
V64	0.02342	0.71074	0.0587	0.20713
V65	0.06322	0.09561	0.13432	0.70685
V66	0.17094	0.5986	0.07287	0.15759
V67	0.14383	0.32991	0.41179	0.11447
V68	0.14706	0.19278	0.08232	0.57783
V69	0.05551	0.31982	0.47864	0.14602
V70	0.40589	0.19716	0.18967	0.20728
V71	0.15768	0.14269	0.31508	0.38456
V72	0.4279	0.20119	0.12494	0.24596
V73	0.13284	0.53551	0.1592	0.17245
V74	0.08282	0.25203	0.56228	0.10287
V75	0.54626	0.06309	0.20266	0.18798
V76	0.04331	0.21823	0.18846	0.55
V77	0.06564	0.29638	0.07168	0.56629
V78	0.24334	0.17266	0.19145	0.39254
V79	0.04793	0.16146	0.61011	0.1805
V80	0.29059	0.09039	0.43911	0.1799
V81	0.08522	0.20672	0.59749	0.11057
