cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.58052	0.0114	0.19105	0.21704
V2	0.17314	0.10074	0.06495	0.66116
V3	0.06004	0.66906	0.01581	0.25509
V4	0.86378	0.1196	0.00018	0.01645
V5	0.11467	0.47626	0.28277	0.12629
V6	0.07797	0.88203	0.0235	0.0165
V7	0.16116	0.38295	0.09887	0.35702
V8	0.12726	0.01839	0.83069	0.02367
V9	0.26782	0.25234	0.04584	0.434
V10	0.01883	0.02207	0.921	0.0381
V11	0.20899	0.3354	0.45107	0.00454
V12	0.02685	0.57495	0.3879	0.0103
V13	0.26833	0.70868	0.00678	0.01621
V14	0.06997	0.91631	0.00873	0.00499
V15	0.1258	0.61585	0.13344	0.12491
V16	0.91114	0.04542	0.02133	0.02211
V17	0.08801	0.88013	0.01531	0.01654
V18	0.57994	0.34481	0.04682	0.02843
V19	0.16082	0.82141	0.00741	0.01036
V20	0.18249	0.49381	0.02421	0.29949
V21	0.12819	0.04439	0.80389	0.02353
V22	0.0201	0.09909	0.26089	0.61991
V23	0.37654	0.03507	0.58345	0.00494
V24	0.9266	0.03884	0.03426	0.00029
V25	0.37308	0.23404	0.14851	0.24437
V26	0.41566	0.39916	0.02159	0.1636
V27	0.11506	0.07496	0.02867	0.78131
V28	0.003	0.05534	0.94026	0.0014
V29	0.43453	0.02291	0.52036	0.0222
V30	0.10847	0.21128	0.33181	0.34845
V31	0.21866	0.18054	0.34457	0.25624
V32	0.0921	0.04719	0.04313	0.81758
V33	0.04613	0.49008	0.38873	0.07507
V34	0.12752	0.03003	0.81889	0.02356
V35	0.16395	0.72685	0.08674	0.02246
V36	0.00835	0.03472	0.56446	0.39247
V37	0.58484	0.06543	0.10981	0.23993
V38	0.46164	0.0085	0.20153	0.32832
V39	0.17204	0.57689	0.14342	0.10765
V40	0.09966	0.8205	0.07984	0
V41	0.0087	0.72049	0.05245	0.21836
V42	0.25001	0.03047	0.25484	0.46468
V43	0.13133	0.31534	0.53046	0.02287
V44	0.01601	0.0568	0.79895	0.12824
V45	0.10033	0.59296	0.23968	0.06703
V46	0.79431	0.07203	0.1291	0.00456
V47	0.45503	0.17135	0.33772	0.03589
V48	0.80362	0.17412	0.00615	0.0161
V49	0.74842	0.18915	0	0.06243
V50	0.06808	0.83968	0.08771	0.00453
V51	0.31506	0.38803	0.27465	0.02226
V52	0.02663	0.09154	0.8578	0.02404
V53	0.72123	0.1204	0.15818	0.00018
V54	0.42485	0.17371	0.38568	0.01576
