Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.37201	0.09958	0.24688	0.13735	0.14418
V2	0.07957	0.77137	0.03303	0.04962	0.06641
V3	0.08315	0	0.43104	0.42604	0.05977
V4	0.01781	0	0.23394	0.10122	0.64703
V5	0.01858	0	0.05125	0.15766	0.77251
V6	0.37557	0	0.26715	0.23036	0.12693
V7	0.02279	0	0.43153	0.10437	0.44131
V8	0.01951	0	0.88125	0.06048	0.03876
V9	0.07168	0	0.24425	0.61864	0.06543
V10	0.51248	0	0.45658	0	0.03093
V11	0.04555	0	0.10005	0.12046	0.73393
V12	0.09563	0	0.2105	0.33117	0.3627
V13	0.15286	0.02315	0.03145	0.44221	0.35032
V14	0.17368	0	0.05856	0.63605	0.13172
V15	0.0432	0.00843	0	0.84822	0.10015
V16	0.60351	0.05131	0.00085	0.30566	0.03867
V17	0.08621	0.23068	0.00769	0.09909	0.57632
V18	0.11339	0.40324	0.24027	0.19884	0.04426
V19	0.03481	0	0	0.17128	0.79392
V20	0.00535	0	0.72082	0.22091	0.05291
V21	0.04114	0.24003	0.12404	0.19048	0.40431
V22	0.86165	0.05199	0.056	0	0.03036
V23	0.09156	0	0.01616	0.18734	0.70495
V24	0.49832	0.09804	0.00939	0.05864	0.33562
V25	0.04189	0.00549	0.01144	0.45528	0.4859
V26	0.51751	0.18301	0.0492	0.04284	0.20744
V27	0.15155	0.48902	0.1684	0.01136	0.17968
V28	0.05183	0.05088	0.19227	0.61546	0.08956
V29	0.01478	0	0.31306	0.5973	0.07486
V30	0.78309	0.0806	0.01597	0.01411	0.10623
V31	0.4556	0.12449	0.00034	0.2335	0.18607
V32	0.94479	0	0	0	0.05521
V33	0.0405	0.1798	0.00962	0.16105	0.60903
V34	0.14043	0.82595	0	0	0.03362
V35	0.12092	0.5997	0.23439	0.01578	0.02921
V36	0.04627	0.14972	0.16571	0.12798	0.51032
V37	0.77128	0	0	0.01183	0.21688
V38	0.14567	0	0.47727	0.20887	0.16819
V39	0.37325	0	0.33368	0.01882	0.27425
V40	0.25059	0.60012	0	0.09133	0.05797
V41	0.07414	0.82954	0	0.00353	0.09279
V42	0.91331	0.00559	0.01128	0	0.06982
V43	0.537	0.0885	0.34344	0.00445	0.02661
V44	0.05701	0.25848	0.55768	0	0.12683
V45	0.06401	0.65934	0.07588	0.13059	0.07019
V46	0.13922	0.74855	0.04809	0.0206	0.04355
V47	0.00587	0	0.95132	0	0.04282
V48	0.19569	0.10163	0.21252	0.33545	0.15472
V49	0.51218	0.11613	0.21528	0.12343	0.03297
V50	0.03589	0	0.93183	0	0.03229
V51	0.13032	0.2443	0.18954	0.08452	0.35131
V52	0.07612	0.88536	0	0.00173	0.03679
V53	0.05007	0.15758	0.00016	0.71369	0.0785
V54	0.2304	0	0	0.55495	0.21465
V55	0.08941	0	0	0.82346	0.08713
V56	0.08399	0	0	0.74553	0.17048
V57	0.18954	0.08646	0.56922	0.02058	0.13421
V58	0.07642	0	0.1236	0.24805	0.55193
V59	0.90197	0	0.07733	0	0.0207
V60	0.46637	0.18136	0.1116	0.11918	0.12149
V61	0.21139	0	0.01703	0.26197	0.50961
V62	0.07479	0	0.29801	0.17199	0.4552
V63	0.43592	0.23968	0.04966	0.04084	0.2339
V64	0.9677	0	0.00975	0	0.02255
V65	0.1086	0.05947	0.03139	0.61829	0.18225
V66	0.04294	0	0.12035	0.75239	0.08432
V67	0.01586	0	0.33622	0.13673	0.51119
V68	0.50296	0	0.384	0.02259	0.09045
V69	0.64862	0.08393	0.19053	0.00518	0.07175
V70	0.08687	0.69687	0.02442	0.14112	0.05072
V71	0.12014	0.76557	0.02387	0.051	0.03942
V72	0.06217	0.38924	0.01445	0.06901	0.46513
V73	0.07283	0	0.08931	0.58864	0.24921
V74	0.03404	0.04627	0.00287	0.77136	0.14547
V75	0.52048	0.15109	0.29823	0	0.0302
V76	0.02718	0	0.01044	0.82547	0.13691
V77	0.02724	0	0.91133	0.02405	0.03738
V78	0.00962	0	0.94555	0	0.04483
