Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02235	0.04118	0	0	0.08206	0.00478	0.00503	0.00222	0	0.84239
V2	0.58579	0.02835	0.07318	0.00156	0.02529	0.22218	0.05808	0.00557	0	0
V3	0.11344	0.08049	0.08391	0.00289	0.43747	0.01684	0.10844	0.11652	0	0.04
V4	0.01572	0.12379	0.00456	0	0.03259	0.09121	0.02561	0.01534	0.39644	0.29475
V5	0.01486	0.128	0.00804	0.03825	0	0.06173	0.01643	0.00059	0	0.7321
V6	0.00212	0.09685	0.16523	0.01654	0.6147	0.03455	0.00265	0.04947	0	0.01789
V7	0	0.57497	0	0	0.27676	0.01232	0.07057	0.05569	0	0.00969
V8	0	0.638	0.03476	0	0.01629	0.02107	0.03876	0.2152	0.01953	0.01638
V9	0.0088	0.00934	0.10018	0.06202	0.02244	0.02161	0.30093	0.41943	0.02582	0.02943
V10	0	0.10137	0	0	0.6838	0.07	0.02444	0.11088	0	0.0095
V11	0.00531	0.63043	0	0	0.01583	0.0448	0.04057	0.19782	0.03661	0.02864
V12	0.03601	0.05123	0.2335	0.32897	0.00359	0.00268	0.10285	0	0.02151	0.21968
V13	0.0944	0.02048	0.12237	0.00208	0.0378	0.12483	0.48152	0.00644	0.06552	0.04455
V14	0.06908	0.49194	0.14104	0.04433	0.03629	0.04762	0.13989	0.00782	0.01061	0.01138
V15	0.29918	0.03422	0.2288	0.37493	0.00625	0.01859	0.02728	0	0.01076	0
V16	0.03994	0.08871	0.29412	0.38511	0.02081	0.04996	3e-04	0	0.09779	0.02326
V17	0.01871	0.14199	0	0	0	0.06812	0.04751	0.00574	0	0.71794
V18	0.08638	0.08806	0.07417	0.17352	0	0.00673	0	0	0	0.57114
V19	0.01165	0	0	0.02509	0	0.07243	0.01545	0.00658	0	0.86879
V20	0	0.25872	0	0	0	0.00832	0.55252	0.03493	0	0.14551
V21	0.09453	0.47423	0.01961	0	0.0164	0.29819	0.06587	0.02154	6e-04	0.00903
V22	0	0	0	0	0	0.01302	0.02899	0.20186	0.00452	0.75161
V23	0.23929	0.03929	0.51074	0.0499	0	0.00971	0.00105	0.00151	0.01038	0.13813
V24	0.01964	0.67976	0.03657	0.00361	0.0344	0.00309	0.0913	0.05853	0.06171	0.01138
V25	0.03567	0.15096	0.00189	0.00684	0.02447	0.11903	0.04459	4e-04	0.08461	0.53154
V26	0.00156	0.00303	0.04844	0	0.01507	0.02247	0.11994	0.76313	0.01144	0.01493
V27	0	0.07538	0	0	0.30549	0.00529	0.01585	0	0	0.598
V28	0.24979	0	0.00529	0	0	0.01774	0.02653	0.02213	0	0.67853
V29	0.00608	0.71909	0	0.00402	0.01787	0.09056	0.03011	0.01451	0.00474	0.11302
V30	0.0057	0.01676	0.10036	0.00124	0.0224	0.29635	0.36188	0	0.1551	0.04021
V31	0.00113	0.40901	0.19946	0.00579	0.06445	0.00804	0.03416	0.23766	0.02016	0.02015
V32	0.49247	0.05899	0.05888	0.0057	0.27202	0.04051	0.03779	0.00249	0.00884	0.02232
V33	0.05911	0.03519	0.29696	0.33632	0.00427	0.00246	0.22137	0	0.02608	0.01825
V34	0	0.07618	0	0	0.13852	0.0054	0.00583	0.01198	0.00267	0.75942
V35	0.0035	0.88602	0	0.00577	0.03565	0.00897	0.02649	0.01543	0.01284	0.00533
V36	0.04884	0.02551	0.00595	0	0.0272	0.00899	0.81423	0.02479	0	0.04449
V37	0	0.60064	0	0	0.03269	0.00116	0.304	0.02362	0.00531	0.03259
V38	0.13985	0.01198	0.08369	0.10546	0.01437	0.00089	0.61037	0	0	0.03339
V39	0.08814	0.01539	0.08406	0.10078	0.04863	0.0016	0.59821	0.0131	0.00165	0.04845
V40	0.09781	0.04248	0.63833	0.06311	0.08921	0.00532	0	0	0.03196	0.03179
V41	0.63111	0.0908	0.10567	0.01064	0.02126	0.0042	0.01234	0.01122	0.09499	0.01777
V42	0	0.66213	0	0	0.27231	0.00383	0.00427	0.0015	0	0.05597
V43	0.14362	0.05039	0.12737	0.05324	0.21334	0.041	0.25532	0.01837	0.07509	0.02226
V44	0.00965	0.01157	0.56954	0.03549	0	0.01084	0.03554	0.26963	0.04263	0.01511
V45	0.01392	0.00901	0.01947	0	0.03631	0.00722	0.36561	0	0.42819	0.12027
V46	0.18049	0.1138	0.07915	0.13627	0	0.00154	0	0.00864	0	0.48011
V47	0	0	0.00014	0	0.00816	0.00935	0.91279	0.00267	0	0.06689
V48	0.01284	0.00574	0	0	0	0.00273	0.01158	0.00239	0.02711	0.93762
V49	0.21338	0.00896	0.01514	0	0.01131	0.01692	0.08565	0.64864	0	0
V50	0.29234	0.19543	0.03958	0	0.02753	0.39141	0.05294	0.00077	0	0
V51	0.14512	0.02817	0.56159	0.04874	0.06367	0.00656	0.01105	0.04309	0.05162	0.04039
V52	0.02147	0.01607	0.23614	0.22418	0.00421	0.00173	0.44183	0.00117	0.02315	0.03005
V53	0.41892	0.02502	0.15186	0.05953	0	0.00394	0.01707	0.09981	0	0.22385
V54	0	0.03772	0	0	0.20305	0.66451	0.09472	0	0	0
V55	0.04791	0.04365	0.23648	0.49593	0.07096	0.0129	0.02622	0	0.02981	0.03613
V56	0.12975	0.03644	0.50663	0.0575	0.06968	0.13115	0.01486	0	0.01898	0.03501
V57	0.02639	0.02161	0.58375	0.17399	0	0.01375	0.0091	0.01677	0.09472	0.05991
V58	0.0188	0.22106	0.09455	0.08163	0.0249	0.46988	0.08158	0	0.0076	0
V59	0.02284	0.06867	0.00427	0	0.01089	0.00831	0.8352	0.0021	0	0.04773
