Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.25317	0.21833	0.20488	0.20544	0.11818
V2	0.01944	0.85003	0.0208	0.0163	0.09343
V3	0.00764	0.07647	0.38249	0.51458	0.01882
V4	0	0.06844	0.22414	0.17233	0.53509
V5	0	0.06166	0.04923	0.2185	0.67061
V6	0.25074	0.11595	0.22216	0.31715	0.094
V7	0	0.08046	0.38871	0.1932	0.33763
V8	0	0.04797	0.79909	0.15294	0
V9	0	0.05506	0.21999	0.69201	0.03293
V10	0.44271	0.09527	0.44792	0.01409	0
V11	0.00486	0.09129	0.09487	0.17928	0.6297
V12	0.03374	0.07855	0.19236	0.40698	0.28836
V13	0.08259	0.1129	0.00704	0.50465	0.29282
V14	0.0945	0.06491	0.03317	0.70787	0.09956
V15	0	0.02523	0	0.91449	0.06028
V16	0.51571	0.11395	0	0.3461	0.02424
V17	0.0369	0.31522	0	0.12777	0.52011
V18	0.03553	0.46201	0.215	0.2479	0.03955
V19	0.00046	0.06709	0	0.22225	0.7102
V20	0	0.02595	0.65505	0.319	0
V21	0	0.3028	0.11382	0.23229	0.35109
V22	0.86995	0.13005	0	0	0
V23	0.0482	0.08902	0.00519	0.24062	0.61698
V24	0.41481	0.19951	0	0.07451	0.31117
V25	0	0.07337	0	0.51509	0.41154
V26	0.44194	0.2986	0.0032	0.06152	0.19474
V27	0.08175	0.5635	0.15145	0.02691	0.17638
V28	0	0.10983	0.16401	0.67356	0.05259
V29	0	0.02437	0.27497	0.67126	0.0294
V30	0.75265	0.16374	0	0	0.08361
V31	0.34948	0.20623	0	0.27583	0.16847
V32	1	0	0	0	0
V33	0	0.26123	0	0.19705	0.54173
V34	0.08273	0.88663	0	0	0.03064
V35	0.0431	0.67748	0.21922	0.01916	0.04104
V36	0	0.23325	0.15334	0.17682	0.43659
V37	0.79101	0.01793	0	0.0014	0.18966
V38	0.0644	0.09253	0.42572	0.30768	0.10966
V39	0.26652	0.12699	0.29891	0.08777	0.21981
V40	0.17577	0.65747	0	0.08493	0.08183
V41	0.02349	0.88971	0	0	0.0868
V42	0.92671	0.07098	0	0	0.00231
V43	0.45436	0.19813	0.31428	0.0332	4e-05
V44	0	0.33362	0.51922	0.06231	0.08485
V45	0.0021	0.71876	0.06841	0.12857	0.08216
V46	0.07636	0.82766	0.03111	0	0.06488
V47	0	0.03709	0.88008	0.08283	0
V48	0.10829	0.18961	0.18113	0.40289	0.11807
V49	0.40805	0.23049	0.16954	0.17033	0.02158
V50	0	0.0664	0.86271	0.07089	0
V51	0.06435	0.32781	0.16991	0.13412	0.30381
V52	0.02211	0.94813	0	0	0.02976
V53	0	0.17939	0	0.76554	0.05507
V54	0.15062	0.04653	0	0.62765	0.1752
V55	0.00833	0.02744	0	0.90695	0.05728
V56	0.0129	0.02678	0	0.82791	0.13241
V57	0.09439	0.19633	0.52087	0.10039	0.08802
V58	0.033	0.06038	0.12039	0.31956	0.46668
V59	0.9169	0.07969	0.00341	0	0
V60	0.36271	0.2938	0.06915	0.16227	0.11208
V61	0.14851	0.08226	0	0.33034	0.43889
V62	0.01531	0.09279	0.27466	0.25319	0.36406
V63	0.34907	0.35607	0.00817	0.0623	0.22438
V64	1	0	0	0	0
V65	0.03385	0.13428	0.0056	0.67932	0.14695
V66	0	0.03831	0.09415	0.82096	0.04658
V67	0	0.06394	0.3105	0.22071	0.40486
V68	0.41863	0.08881	0.36264	0.07677	0.05315
V69	0.58352	0.19759	0.14425	0.02512	0.04952
V70	0.02585	0.76914	0.00858	0.12787	0.06856
V71	0.05841	0.85211	0.0059	0.01465	0.06893
V72	0.01538	0.46985	0	0.07424	0.44054
V73	0.0116	0.05634	0.07246	0.66328	0.19633
V74	0	0.06933	0	0.82749	0.10318
V75	0.44567	0.25636	0.2739	0.01258	0.01148
V76	0	0.01471	0	0.89349	0.0918
V77	0	0.04533	0.83565	0.11902	0
V78	0	0.04663	0.86263	0.09074	0
V79	0.04972	0.45984	0.01336	0.17793	0.29915
V80	0.08681	0.77508	0	0.01277	0.12534
V81	0	0.042	0.88241	0.07559	0
V82	0.16593	0.21098	0	0.56732	0.05578
V83	0.04815	0.12834	0	0.61117	0.21234
V84	0.06293	0.22937	0	0.14496	0.56274
V85	0	0.03632	0.87844	0.08524	0
V86	0	0.27589	0.25672	0.43366	0.03373
V87	0.37906	0.08	0	0.49504	0.0459
V88	0.24723	0.24653	0.00697	0.26157	0.23769
V89	0	0.14798	0.7485	0.10352	0
V90	0	0.24079	0.04355	0.19795	0.51771
V91	0	0.02792	0.03979	0.88624	0.04605
V92	0.1991	0.11995	0	0.15635	0.5246
