mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.3258	0.18791	0.18729	0.1843	0.11471
V2	0.11607	0.65481	0.07705	0.12556	0.02651
V3	0.05986	0.15172	0.30174	0.47897	0.00771
V4	0.00985	0.0946	0.17834	0.11939	0.59783
V5	0.01422	0.03856	0.05267	0.17753	0.71702
V6	0.31699	0.12806	0.19174	0.27386	0.08935
V7	0.00635	0.15667	0.31343	0.1342	0.38935
V8	0.00891	0.26341	0.60897	0.11345	0.00526
V9	0.04633	0.10196	0.17979	0.67193	0
V10	0.45734	0.18257	0.31716	0.01568	0.02726
V11	0.03578	0.06286	0.08463	0.13568	0.68104
V12	0.07676	0.09347	0.16075	0.36785	0.30118
V13	0.12615	0.0707	0.03389	0.48638	0.28289
V14	0.1455	0.05796	0.05664	0.67472	0.06518
V15	0.0104	0.04522	0.0064	0.9293	0.00867
V16	0.53774	0.09371	0.01424	0.34786	0.00645
V17	0.08176	0.18843	0.02442	0.12995	0.57544
V18	0.11172	0.37527	0.21844	0.29456	0
V19	0.02801	0.02809	0.00826	0.19522	0.74043
V20	0	0.20648	0.49723	0.28527	0.01102
V21	0.02808	0.23251	0.11537	0.24129	0.38275
V22	0.78598	0.12241	0.04943	0.01245	0.02973
V23	0.08012	0.04298	0.02508	0.20601	0.64581
V24	0.46813	0.12027	0.02228	0.08587	0.30346
V25	0.01838	0.04599	0.01826	0.50299	0.41438
V26	0.49686	0.18274	0.0536	0.077	0.18981
V27	0.17125	0.43013	0.17216	0.05045	0.176
V28	0.02288	0.126	0.14698	0.68558	0.01856
V29	0	0.11078	0.22747	0.65536	0.00639
V30	0.72568	0.11731	0.02364	0.04364	0.08973
V31	0.41765	0.13393	0.01688	0.28264	0.1489
V32	0.85413	0.06718	0.00796	0.01889	0.05185
V33	0.03041	0.15441	0.02387	0.19782	0.59349
V34	0.21659	0.71531	0.03105	0.03705	0
V35	0.14808	0.54086	0.24447	0.06659	0
V36	0.0331	0.18615	0.14119	0.16108	0.47848
V37	0.72097	0.0489	0.0021	0.03754	0.1905
V38	0.1237	0.16906	0.32969	0.25294	0.12461
V39	0.3263	0.15057	0.23511	0.05077	0.23725
V40	0.30323	0.47607	0.03303	0.16792	0.01974
V41	0.11894	0.72542	0.04024	0.04852	0.06688
V42	0.80669	0.08782	0.01788	0.0261	0.06152
V43	0.48316	0.2153	0.24231	0.04688	0.01236
V44	0.05011	0.366	0.43727	0.04079	0.10582
V45	0.07698	0.54617	0.10935	0.24058	0.02692
V46	0.19638	0.63501	0.08983	0.07877	0
V47	0	0.2819	0.67518	0.02825	0.01467
V48	0.17015	0.17036	0.16349	0.39136	0.10464
V49	0.45949	0.19138	0.16326	0.17534	0.01052
V50	0.02383	0.28612	0.65765	0.02607	0.00633
V51	0.12489	0.25421	0.16423	0.11997	0.3367
V52	0.13138	0.79303	0.03512	0.04047	0
V53	0.02389	0.13529	0.01507	0.82576	0
V54	0.20282	0.04119	0.01487	0.59477	0.14635
V55	0.0607	0.03649	0.00554	0.89534	0.00194
V56	0.06053	0.03093	0.0107	0.80985	0.08798
V57	0.17166	0.25895	0.39777	0.06247	0.10915
V58	0.06957	0.06019	0.10692	0.27666	0.48665
V59	0.79629	0.09575	0.06323	0.02513	0.0196
V60	0.43337	0.20081	0.10007	0.16915	0.09661
V61	0.19558	0.04647	0.02747	0.29246	0.43802
V62	0.05914	0.12173	0.22359	0.20075	0.39479
V63	0.42865	0.22018	0.057	0.07626	0.2179
V64	0.86458	0.08047	0.01851	0.01403	0.02241
V65	0.08086	0.09061	0.03565	0.68212	0.11076
V66	0.01652	0.06956	0.09692	0.81008	0.00692
V67	0.00675	0.12043	0.25204	0.16329	0.4575
V68	0.44839	0.15057	0.26446	0.06195	0.07463
V69	0.58315	0.17338	0.1414	0.04269	0.05938
V70	0.11167	0.56548	0.06242	0.26043	0
V71	0.16943	0.64107	0.06652	0.12299	0
V72	0.06188	0.30467	0.03594	0.10787	0.48963
V73	0.05029	0.06062	0.07681	0.63803	0.17425
V74	0.00388	0.06747	0.01279	0.85763	0.05823
V75	0.48299	0.24641	0.22109	0.03215	0.01736
V76	0	0.03728	0.01778	0.90026	0.04468
V77	0.0205	0.2658	0.63307	0.07447	0.00616
