CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.17276	0	0.78724	0	0.03999	0
V2	0.55329	0.12692	0.03064	0.08131	0.14737	0.06047
V3	0.31548	0.0595	0.21521	0	0.04025	0.36956
V4	0.32206	0.3843	0.00395	0.08456	0.14264	0.06248
V5	0.11306	0.02666	0	0.50762	0.35266	0
V6	0.31201	0.0277	0.1794	0	0.1993	0.28159
V7	0.15329	0.35306	0	0	0.49365	0
V8	0.64244	0.06741	0.04544	0.09474	0.04675	0.10322
V9	0.36623	0.15182	0	0.2194	0.09232	0.17024
V10	0.47516	0.03778	0.06249	0.26931	0.10061	0.05465
V11	0.23991	0.65329	0.00091	0.04998	0.05591	0
V12	0.33427	0.04249	0.07238	0	0.03974	0.51112
V13	0.21336	0.43088	0.28383	0.00324	0.0687	0
V14	0.18106	0	0	0.72374	0.0952	0
V15	0.48449	0.08765	0.01457	0.08578	0.24699	0.08052
V16	0.1675	0.00718	0	0.31957	0.43216	0.0736
V17	0.31485	0.04679	0.15965	0	0.03114	0.44757
V18	0.65919	0.14893	0.05091	0.02588	0.03558	0.07951
V19	0.54224	0.06553	0.20079	0	0.12592	0.06551
V20	0.57824	0.07797	0.10972	0.08514	0.05334	0.09559
V21	0.33766	0.05774	0.03294	0	0.07516	0.4965
V22	0.24673	0.06724	0	0.0091	0.6412	0.03573
V23	0.13075	0	0.3287	0	0.54055	0
V24	0.21534	0.02584	0	0.04554	0.67895	0.03433
V25	0.47566	0.25368	0.01045	0.12149	0.09057	0.04814
V26	0.31032	0.03319	0.00413	0	0.63236	0.02
V27	0.29453	0.02341	0.19039	0	0.04289	0.44879
V28	0.24233	0.2193	0.15021	0.17651	0.10116	0.11049
V29	0.23132	0.49821	0.08558	0.07415	0.05081	0.05993
V30	0.30776	0.18957	0.1106	0	0.24918	0.14288
V31	0.59182	0.04401	0.21042	0.00065	0.04738	0.10571
V32	0.1452	0	0.34156	0.41483	0.09842	0
V33	0.32859	0.3404	0.22672	0.01078	0.0562	0.03731
V34	0.07504	0	0.49591	0	0.42905	0
V35	0.14509	0.03343	0.16755	0.42837	0.22556	0
V36	0.22366	0.41562	0.10679	0.00173	0.24722	0.00498
V37	0.15062	0	0.74042	0	0.04192	0.06704
V38	0.31397	0.01846	0.15469	0	0.02736	0.48552
V39	0.55192	0.05887	0.02386	0.23294	0.06131	0.07109
V40	0.21772	0.42649	0	0.13992	0.1719	0.04397
V41	0.62345	0.0521	0.06472	0.00452	0.04474	0.21047
V42	0.30565	0.01133	0.52419	0	0.08021	0.07862
V43	0.29941	0.35291	0.00196	0.02688	0.26809	0.05075
V44	0.24993	0.66272	0	0.04803	0.03932	0
V45	0.44877	0.2811	0.06021	0.02735	0.05997	0.12261
V46	0.1917	0.01321	0.00139	0.20118	0.42002	0.17249
V47	0.20389	0.36167	0	0.11944	0.28628	0.02873
V48	0.19265	0.49921	0.17331	0.00101	0.13382	0
V49	0.23011	0.62804	0	0.03746	0.10439	0
V50	0.09383	0	0.26456	0	0.61786	0.02375
V51	0.04443	0.00089	0	0	0.95469	0
V52	0.19912	0.4485	0.23791	0.02191	0.09257	0
V53	0.20008	0.01162	0.08202	0	0.70628	0
V54	0.18025	0.0919	0.55149	0	0.14049	0.03588
V55	0.0697	0.03334	0.09633	0	0.80063	0
V56	0.10945	0.0055	0.75433	0	0.13072	0
