mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.29047	0.17275	0.27323	0.14768	0.11586
V2	0.08604	0.64461	0.11457	0.10207	0.05271
V3	0.06599	0.11792	0.42194	0.37141	0.02274
V4	0.02184	0.091	0.26972	0.04822	0.56922
V5	0.02658	0.05492	0.10202	0.08431	0.73217
V6	0.28857	0.11244	0.28447	0.22052	0.09399
V7	0.01871	0.1301	0.42616	0.07168	0.35336
V8	0.02076	0.17241	0.71198	0.08123	0.01362
V9	0.06038	0.08232	0.27746	0.56023	0.0196
V10	0.37138	0.14458	0.42242	0.03193	0.02969
V11	0.04441	0.07584	0.14524	0.05454	0.67997
V12	0.08293	0.08637	0.24734	0.27804	0.30531
V13	0.13365	0.08027	0.07288	0.40319	0.31002
V14	0.15481	0.05472	0.10491	0.5994	0.08616
V15	0.03383	0.04538	0.03071	0.85359	0.03649
V16	0.49822	0.11193	0.0449	0.32509	0.01986
V17	0.08078	0.21929	0.05639	0.06221	0.58133
V18	0.09713	0.35206	0.30015	0.22956	0.0211
V19	0.04062	0.05172	0.03759	0.09946	0.77061
V20	0.01311	0.14573	0.62242	0.19788	0.02086
V21	0.03457	0.23875	0.17931	0.16626	0.38112
V22	0.68222	0.1405	0.09805	0.04498	0.03425
V23	0.0867	0.06093	0.06018	0.12189	0.6703
V24	0.42524	0.14552	0.05562	0.06829	0.30533
V25	0.03443	0.05827	0.0495	0.4079	0.4499
V26	0.43667	0.20476	0.09837	0.07016	0.19004
V27	0.13845	0.41334	0.23959	0.03847	0.17016
V28	0.03865	0.1156	0.23105	0.57446	0.04024
V29	0.01556	0.08621	0.33871	0.53358	0.02593
V30	0.63365	0.14665	0.06103	0.06328	0.09539
V31	0.39389	0.15505	0.04706	0.24296	0.16104
V32	0.76653	0.08585	0.04141	0.05218	0.05402
V33	0.03703	0.18276	0.05636	0.11415	0.6097
V34	0.16495	0.70225	0.06134	0.05645	0.015
V35	0.11316	0.49076	0.31841	0.06496	0.01272
V36	0.03939	0.18675	0.21355	0.09152	0.4688
V37	0.64523	0.07794	0.03111	0.04923	0.1965
V38	0.11149	0.13269	0.45077	0.1847	0.12035
V39	0.28134	0.12809	0.3329	0.03647	0.22119
V40	0.2523	0.4922	0.06367	0.14788	0.04395
V41	0.08579	0.70983	0.06989	0.04674	0.08776
V42	0.71927	0.10879	0.05375	0.05394	0.06426
V43	0.39645	0.18555	0.34085	0.05738	0.01976
V44	0.0449	0.2908	0.53927	0.02994	0.09509
V45	0.06255	0.54327	0.15733	0.1848	0.05205
V46	0.14843	0.61606	0.13241	0.07468	0.02842
V47	0.01349	0.17964	0.76127	0.0266	0.01899
V48	0.15917	0.16128	0.24833	0.31451	0.1167
V49	0.3958	0.1813	0.24455	0.157	0.02135
V50	0.0297	0.18634	0.74446	0.02631	0.01319
V51	0.1112	0.25135	0.23952	0.07678	0.32116
V52	0.09484	0.7662	0.06608	0.05789	0.01499
V53	0.04124	0.1484	0.04237	0.74319	0.0248
