Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00145	0	0.11927	0.02091	0.39771	0	0.00458	0	0	0.45608
V2	0.62718	0	0.00051	0	0.02468	0.28064	0.03801	0.00081	0.01941	0.00877
V3	0.08187	0	0.1247	0.00143	0.48496	0.01087	0.05778	0.21153	0.01864	0.00821
V4	0.00052	0.04127	0.0783	0.03857	0.07514	0.05806	0.00316	0.02285	0.57164	0.11049
V5	0	0.08229	0.09389	0.10318	0.22563	0.05995	0.0078	0	0	0.42724
V6	0.00724	0	0.24206	0	0.63596	0.02016	0.00207	0.09243	9e-05	0
V7	0	0.34922	0.0134	0.00425	0.46768	0.01037	0.04159	0.11207	0.0014	0
V8	0.0011	0.37551	0.04519	0	0.16025	0.01082	0.00023	0.39226	0.00843	0.00622
V9	0	0	0.06414	0.12323	0.01382	0.01683	0.12712	0.61219	0.03413	0.00854
V10	0	0	0.03048	0.00343	0.71373	0.04881	0.00755	0.19285	0.00314	0
V11	0.00618	0.37206	0.00685	0.00283	0.15977	0.03162	0.00119	0.36196	0.04442	0.01311
V12	0	0.00741	0.17839	0.55933	0.05739	0.00432	0.07299	0.01032	0.01014	0.09971
V13	0.0758	0.00177	0.15063	0	0.02908	0.16301	0.35099	0.01434	0.19004	0.02433
V14	0.06155	0.34411	0.17441	0.03889	0.17184	0.05978	0.10239	0.02376	0.01843	0.00485
V15	0.18874	0	0.10008	0.64419	0	0.01417	0.02463	0.0099	0.01828	0
V16	0	0.02742	0.1983	0.59919	0.01262	0.03581	0.00609	0	0.11317	0.00738
V17	0.00723	0.09172	0.0713	0.0281	0.2537	0.0727	0.02721	0.00968	0.00299	0.43537
V18	0.03881	0.05081	0.10058	0.3649	0.13142	0.00108	0.00177	0	0	0.31062
V19	0	0	0.08792	0.10404	0.17829	0.07237	0.00378	0.00913	0	0.54447
V20	0	0.17956	0.00895	0.0089	0.09871	0.05376	0.45162	0.07352	0.04772	0.07727
V21	0.07884	0.3253	0.01574	0	0.13059	0.32616	0.02429	0.04866	0.03176	0.01867
V22	0	0	0.05605	0.02721	0.13448	0	0	0.37214	0.02774	0.38238
V23	0.23226	0.00736	0.64934	0	0.0261	0.00648	0.00126	0.00782	0	0.06938
V24	0.01972	0.44687	0.05218	0	0.20453	0.00454	0.0532	0.11808	0.09792	0.00296
V25	0.01121	0.06759	0.08301	0.04551	0.22007	0.11012	0.01953	0.00033	0.16996	0.27268
V26	0.00135	0.00089	0.04684	0.01389	0.01178	0	0.00234	0.91892	0	0.004
V27	0	0	0.06646	0.01769	0.59632	0	0.01506	0	0	0.30446
V28	0.2401	0	0.08068	0.01878	0.14085	0.01585	0.01758	0.04101	0	0.44515
V29	0.00659	0.51258	0.01184	0.00341	0.25949	0.0955	0.01013	0.03539	0	0.06507
V30	0.00084	0.00221	0.13142	0.01304	1e-04	0.2911	0.21967	0.00322	0.31317	0.02525
V31	0.00632	0.21579	0.20997	0	0.15065	0	0	0.41207	0.00123	0.00396
V32	0.42982	0	0.04873	0.00064	0.3352	0.03893	0.02661	0	0.10933	0.01076
V33	0.01383	0.00105	0.22838	0.55467	0	0.01492	0.15953	9e-05	0.0246	0.00294
V34	0	0.00534	0.07558	0.02481	0.4415	0	0.00467	0.01946	0.03072	0.39792
V35	0.00944	0.63674	0	0	0.29335	0.00942	0.01255	0.03829	0	0.00021
V36	0.04297	0.01345	0.00145	0	0.02629	0.08362	0.6791	0.04905	0.08275	0.02132
V37	0	0.42618	0.00038	0	0.20624	0.02462	0.24139	0.05404	0.03185	0.01529
V38	0.10744	0	0.04595	0.20751	0.00375	0.04957	0.49897	0.00222	0.06953	0.01506
V39	0.0606	0	0.05948	0.19489	0.04707	0.04653	0.4757	0.02848	0.06557	0.02167
V40	0.10892	0	0.77504	0	0.10318	0.00277	0.00176	0.00832	0	0
V41	0.5583	0.03172	0.0641	0.0089	0.02505	0	0.00472	0.00978	0.28445	0.01298
V42	0.00039	0.42107	0.0171	0	0.52536	0	0.00112	0.01082	0	0.02414
V43	0.10579	0	0.15083	0.07919	0.22607	0.04946	0.17181	0.03698	0.17382	0.00605
V44	0.02268	0	0.54483	0	0	0	0	0.43156	0.00094	0
V45	0.00249	0	0.07065	0.04666	0.00548	0.01829	0.19212	0.00168	0.62471	0.03792
V46	0.12857	0.05737	0.09784	0.27944	0.15749	0	0.00043	0.01939	0	0.25947
V47	0	0	0.00058	0	0.00031	0.09844	0.76228	0.00473	0.10065	0.03301
V48	0	0.00403	0.09551	0.03504	0.2155	0	0.00513	0	0.08351	0.56129
V49	0.11784	0	7e-05	0.01801	0.00844	0	0	0.85563	0	0
V50	0.269	0.12633	0.01616	0	0.06726	0.45101	0.01985	0.00223	0.03309	0.01507
V51	0.13416	0	0.6549	0	0.06468	0.00204	0.00528	0.08806	0.04464	0.00624
V52	0	0	0.20137	0.37238	0	0.03221	0.32261	0.01333	0.05039	0.00771
V53	0.36653	0	0.14189	0.09582	0.06013	0	0.00347	0.20621	0	0.12596
V54	0	0.0049	0.01968	0	0.21288	0.6492	0.03769	0.00371	0.04966	0.02229
V55	0	0	0.08875	0.79444	0.05563	0.00793	0.02712	0	0.01317	0.01296
V56	0.12545	0	0.63632	0	0.08197	0.13212	0.00758	0	0.00533	0.01124
V57	0.01909	0	0.64982	0.16536	0	0.00756	0.00737	0.04419	0.09219	0.01442
V58	0.00347	0.13257	0.08668	0.14742	0.0565	0.47583	0.03578	0.00305	0.04147	0.01723
V59	0.02139	0.04762	0	0	0.01906	0.08937	0.7067	0.00416	0.08929	0.02241
V60	0.71366	0	0.03154	0.00127	0.08001	0	0.00067	0	0.16873	0.00411
V61	0	0	0.04995	0.02031	0.00366	0.77941	0.04644	0.00559	0.05955	0.03509
V62	0.01163	0	0.05452	0.03397	0.11652	0.03191	0.3499	0.01283	0.07241	0.31632
V63	0	0.15288	0.03453	0	0.25408	0.46205	0.02863	0.00239	0.03776	0.02768
V64	0.04215	0	0.32625	0.22827	0.0034	0.00306	0.00089	0.36534	0	0.03064
V65	0.03415	0.00753	0.08604	0.37069	0.00511	7e-05	0.03745	0.34048	0.10042	0.01805
V66	0	0.01005	0.05946	0.00737	0.73252	0.02124	0.01654	0.03204	0.02276	0.09802
V67	0.01664	0.11517	0.60132	0	0.05775	0.04607	0.06133	0.02224	0.05984	0.01964
V68	0.00919	0.0014	0.05112	0.03434	0.01668	0	0	0.40892	0.47611	0.00224
V69	0.05201	0	0.9417	0	0	0.00358	0.00271	0	0	0
V70	0.69828	0	0.12631	0	0.00111	0.03147	0.02597	0.00959	0.10727	0
V71	0.01255	0.00077	0	0.02555	0.01646	0	0	0.93014	0	0.01453
V72	0.18166	0	0.08733	0.30867	0.25954	0	0.00136	0.00852	0.00274	0.15018
V73	0.01839	0.01536	0.05478	0.00865	0.86643	0.01498	0.00771	0.0096	0.00408	0
V74	0	0	0.10996	0.24253	0.14492	0.02779	0.00225	0.00883	0	0.46372
V75	0	0.03947	0.22947	0.49086	0.026	0.00474	0.00408	0.01054	0.19457	0.00026
V76	0	0.00482	0.01243	0	0	0.82969	0.05188	0.00631	0.06474	0.03013
V77	0	0	0.04346	0.35439	0	0.28435	0.24162	0.00258	0.05085	0.02275
V78	0.00099	0.36269	0.05111	0	0.20626	0.03463	0.25741	0.00133	0.02527	0.06031
V79	0	0.00729	0.08791	0.32774	0.00375	0.23866	0.01871	0.00151	0.28413	0.0303
V80	0.36968	0	0.06692	0.02598	0.11633	0	0.02319	0	0.05739	0.34052
V81	0	0.00415	0.03702	0.1693	0.17208	0.52722	0.02912	0.00277	0.04063	0.0177
V82	0.03939	0.35312	0.04888	0.28386	0.15925	0.01198	0.00233	0.09982	0	0.00136
V83	0.00705	0.02604	0.0904	0.49445	0.02776	0	0.00149	0.34972	0.00308	0
V84	0.01211	0	0.03195	0.02915	0.11907	0.53695	0.18384	0.00406	0.05915	0.02372
V85	0.17619	0	0.58091	0	0.05447	0	0.00074	0	0	0.18769
V86	0.23864	0	0.37234	0.3734	0	0.00492	0.00343	0	0.00476	0.00251
V87	0.00476	0.00683	0.08148	0.05798	0.04062	0	0.00402	0.00091	0.79958	0.00384
V88	0	0.22767	0.08633	0.58158	0.08937	0	0.00935	0	0.0056	1e-04
V89	0	0	0.00332	0.04136	0.00728	0.06758	0.62797	0.15627	0.07703	0.01919
V90	0.01131	0.03401	0.517	0	0.11886	0.01794	0.00148	0	0	0.29938
V91	0.05861	0	0.92024	0	0.00259	0.00335	0.00246	0.00913	0.00311	0.00053
V92	0	0.00662	0.00629	0.00208	0.00108	0.09042	0.7087	0.00438	0.15783	0.02261
V93	0.00511	0.01977	0.13006	0.02686	0.01707	0.01607	0.17266	0.02511	0.57876	0.00854
V94	0.8192	0	0.05191	0	0.00419	0.02996	0.016	0.05754	0.01087	0.01033
