cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.47182	0.24777	0.211	0.06941
V2	0.18327	0.29874	0.20206	0.31593
V3	0	0.935	0.00951	0.05549
V4	0.64496	0.35504	0	0
V5	0.0086	0.68784	0.30031	0.00325
V6	0	1	0	0
V7	0.09326	0.65087	0.13358	0.1223
V8	0	0.07277	0.92723	0
V9	0.22014	0.52761	0.08589	0.16636
V10	0	0.00587	0.99413	0
V11	0.04445	0.51625	0.43929	0
V12	0	0.64867	0.35133	0
V13	0.12159	0.87841	0	0
V14	0	1	0	0
V15	0.01943	0.85977	0.1208	0
V16	0.68762	0.31238	0	0
V17	0	1	0	0
V18	0.40097	0.59903	0	0
V19	0.03002	0.96998	0	0
V20	0.10748	0.78939	0.02359	0.07953
V21	0	0.12747	0.87253	0
V22	0	0.26113	0.44943	0.28944
V23	0.21878	0.16872	0.6125	0
V24	0.69579	0.30421	0	0
V25	0.2661	0.50393	0.16072	0.06925
V26	0.29746	0.68361	0	0.01893
V27	0.1525	0.24538	0.18846	0.41366
V28	0	0.00654	0.99346	0
V29	0.27336	0.1871	0.53954	0
V30	0.03991	0.41043	0.42398	0.12568
V31	0.11461	0.4152	0.39383	0.07635
V32	0.14374	0.19263	0.21791	0.44572
V33	0	0.61966	0.38034	0
V34	0	0.09564	0.90436	0
V35	0.03956	0.93611	0.02433	0
V36	0	0.10027	0.7246	0.17513
V37	0.46958	0.33387	0.12067	0.07588
V38	0.38771	0.21753	0.2633	0.13147
V39	0.05597	0.83219	0.11184	0
V40	0	0.99326	0.00674	0
V41	0	0.91749	0.05199	0.03052
V42	0.21257	0.19247	0.3874	0.20757
V43	0	0.46518	0.53482	0
V44	0	0.09903	0.87703	0.02395
V45	0	0.78703	0.21297	0
V46	0.60219	0.35112	0.04668	0
V47	0.27004	0.42324	0.30672	0
V48	0.59661	0.40339	0	0
V49	0.56527	0.43473	0	0
V50	0	0.98459	0.01541	0
V51	0.16434	0.59779	0.23787	0
V52	0	0.10427	0.89573	0
V53	0.52987	0.38723	0.0829	0
V54	0.24365	0.39788	0.35847	0
V55	0.15685	0.34605	0.36288	0.13422
V56	0.08911	0.16564	0.31523	0.43003
V57	0	1	0	0
V58	0.5841	0.3022	0.03573	0.07797
V59	0.27085	0.67209	0.05706	0
V60	0.06413	0.33908	0.47878	0.11802
V61	0.62754	0.37246	0	0
V62	0.67578	0.32422	0	0
V63	0	0.94061	0.05939	0
V64	0	1	0	0
V65	0.05831	0.15062	0.33902	0.45205
V66	0.09087	0.90913	0	0
V67	0.00364	0.4605	0.53586	0
V68	0.18693	0.38594	0.14067	0.28647
V69	0	0.33925	0.66075	0
V70	0.40037	0.41616	0.18048	0.00299
V71	0.09599	0.23486	0.54742	0.12173
V72	0.455	0.44184	0.08414	0.01902
V73	0.03691	0.84921	0.11388	0
V74	0	0.25334	0.74666	0
V75	0.56533	0.26603	0.16864	0
V76	0	0.33427	0.40744	0.25828
V77	0.03632	0.5815	0.10995	0.27223
V78	0.25364	0.34338	0.28288	0.1201
V79	0	0.09937	0.90063	0
V80	0.21696	0.15713	0.62514	0.00077
V81	0	0.17304	0.82696	0
V82	0	0.0249	0.9751	0
V83	0.13285	0.41179	0.22111	0.23425
V84	0.34478	0.2788	0.25166	0.12476
V85	0	0.49839	0.48305	0.01856
V86	0	0.04853	0.95147	0
V87	0	1	0	0
V88	0.13136	0.22553	0.45809	0.18503
V89	0.01636	0.14513	0.48469	0.35382
V90	0	1	0	0
V91	0	0.8552	0.1448	0
V92	0.32257	0.21591	0.44545	0.01607
V93	0.71421	0.28579	0	0
V94	0	0.7607	0.0784	0.1609
V95	0.15011	0.69582	0.15266	0.00141
V96	0.11296	0.32229	0.18364	0.3811
V97	0.49452	0.3554	0.15008	0
V98	0.50498	0.49502	0	0
V99	0.60553	0.31167	0.0828	0
V100	0	0.04778	0.95222	0
V101	0.08234	0.18595	0.21446	0.51725
V102	0.70468	0.29532	0	0
V103	0.04077	0.21036	0.33468	0.41419
V104	0	1	0	0
V105	0	1	0	0
V106	0	0.67522	0.32478	0
V107	0.0392	0.33146	0.62934	0
V108	0.01431	0.9531	0.03259	0
V109	0	0.2205	0.72914	0.05036
V110	0	1	0	0
V111	0.69399	0.30601	0	0
V112	0.05959	0.19843	0.62131	0.12067
V113	0.16608	0.31596	0.32783	0.19013
V114	0.27079	0.24693	0.22458	0.2577
V115	0	0.82712	0.17288	0
V116	0.0333	0.50589	0.44149	0.01931
V117	0.50038	0.49962	0	0
V118	0.07935	0.88033	0.0236	0.01673
V119	0.15532	0.2932	0.21163	0.33984
V120	0	0.08426	0.91574	0
V121	0.48843	0.40712	0.08111	0.02333
V122	0.72238	0.27762	0	0
V123	0	0.79479	0.09031	0.1149
V124	0.49218	0.50782	0	0
V125	0.22875	0.64727	0.12398	0
V126	0.05384	0.38567	0.21932	0.34117
V127	0.13974	0.20593	0.45506	0.19927
V128	0.06742	0.15629	0.36416	0.41213
V129	0.39689	0.48942	0.11369	0
V130	0	0.70306	0.29694	0
V131	0	1	0	0
V132	0.71425	0.28575	0	0
V133	0.69184	0.30816	0	0
V134	0.04772	0.66643	0.1935	0.09235
V135	0.0841	0.16615	0.43283	0.31692
V136	0.19126	0.72293	0.00864	0.07717
V137	0.48719	0.28859	0.22422	0
V138	0.12055	0.65631	0.19858	0.02455
V139	0.261	0.45923	0.23127	0.0485
V140	0.06211	0.28836	0.25437	0.39516
V141	0	0.26652	0.68335	0.05013
V142	0.59435	0.26386	0.14179	0
V143	0.33721	0.5539	0.06671	0.04218
V144	0.13667	0.37494	0.31045	0.17793
V145	0	0.8274	0.1726	0
V146	0.12618	0.16857	0.23552	0.46973
V147	0.70211	0.29789	0	0
V148	0.01389	0.19539	0.7399	0.05082
V149	0.10375	0.72355	0.1727	0
V150	0	0.34054	0.65946	0
V151	0.10364	0.89636	0	0
V152	0.10561	0.68009	0.2143	0
V153	0.00494	0.99506	0	0
V154	0.09459	0.6549	0.25051	0
V155	0.3169	0.38528	0.29782	0
V156	0	0.19311	0.79684	0.01005
V157	0.20199	0.37487	0.37794	0.04519
V158	0.0792	0.14878	0.25003	0.522
V159	0.68134	0.31866	0	0
V160	0.6039	0.29426	0.05983	0.04201
V161	0.28425	0.19377	0.1779	0.34409
V162	0.03678	0.5724	0.19979	0.19103
V163	0.01269	0.74322	0.21083	0.03326
V164	0.2525	0.5859	0.11895	0.04264
V165	0.01104	0.5621	0.1123	0.31456
V166	0.02766	0.30156	0.28336	0.38742
V167	0.40942	0.23154	0.08754	0.2715
V168	0.15212	0.82801	0.01987	0
V169	0.2319	0.27658	0.1771	0.31442
V170	0.02023	0.14081	0.73504	0.10393
V171	0	0.36043	0.63957	0
V172	0.53252	0.24233	0.22515	0
V173	0.04733	0.3858	0.21028	0.3566
V174	0.01843	0.39361	0.26544	0.32252
V175	0	0.0472	0.93214	0.02066
V176	0	0.89318	0.10682	0
V177	0	1	0	0
V178	0	1	0	0
V179	0.10356	0.16038	0.58049	0.15557
V180	0	0.99376	0.00624	0
V181	0.04124	0.28126	0.65294	0.02456
V182	0.1514	0.35621	0.49239	0
V183	0.04355	0.95645	0	0
V184	0.73557	0.26443	0	0
V185	0.38097	0.61903	0	0
V186	0.01107	0.69345	0.29548	0
V187	0.72026	0.27974	0	0
V188	0.06753	0.52481	0.10518	0.30248
V189	0.68079	0.31921	0	0
V190	0.46676	0.24895	0.28429	0
V191	0.03758	0.34095	0.62147	0
V192	0.20312	0.7624	0.02635	0.00813
V193	0.4679	0.27098	0.25361	0.00751
V194	0	1	0	0
V195	0	0	1	0
V196	0.06683	0.27755	0.19607	0.45955
V197	0.42304	0.31514	0.07604	0.18578
V198	0	0.6306	0.3694	0
V199	0.17132	0.17437	0.39403	0.26028
V200	0.05944	0.87797	0.01848	0.04411
V201	0	0.79455	0.20545	0
V202	0	0.0392	0.93136	0.02944
V203	0.01792	0.59496	0.38712	0
V204	0	0.84552	0.03134	0.12314
V205	0	0.03547	0.96453	0
V206	0	0.09474	0.90526	0
V207	0.13535	0.44946	0.18277	0.23242
V208	0.08195	0.18683	0.73122	0
V209	0.19842	0.75638	0.04444	0.00076
V210	0	0.96325	0.03675	0
V211	0.43981	0.26606	0.09727	0.19686
V212	0.32145	0.23562	0.44293	0
V213	0.54802	0.29319	0.11487	0.04391
V214	0.26316	0.41686	0.2284	0.09157
V215	0.31724	0.3553	0.10073	0.22673
V216	0.1055	0.15076	0.24146	0.50228
V217	0	0.68075	0.29391	0.02534
V218	0.01878	0.69646	0.23099	0.05378
V219	0.03071	0.94702	0	0.02228
V220	0	1	0	0
V221	0.69366	0.30071	0	0.00563
V222	0.20166	0.35003	0.42078	0.02753
V223	0	0.14699	0.85301	0
V224	0.72226	0.27774	0	0
V225	0	1	0	0
V226	0.14405	0.21552	0.64042	0
V227	0.60598	0.25584	0.13819	0
V228	0.61438	0.3808	0.00482	0
V229	0	0.00223	0.99777	0
V230	0.07486	0.18591	0.23826	0.50096
V231	0	0.52036	0.26813	0.2115
V232	0	0.95951	0	0.04049
V233	0.43515	0.33619	0.21578	0.01289
V234	0	1	0	0
V235	0.22652	0.19896	0.57451	0
V236	0	0.09766	0.90234	0
V237	0.22814	0.18682	0.20455	0.38049
V238	0.0027	0.74471	0.25259	0
V239	0.03729	0.72824	0.0697	0.16477
V240	0.31604	0.23603	0.44793	0
V241	0	0.01297	0.98703	0
V242	0.00035	0.97469	0.02496	0
V243	0.09396	0.1746	0.73144	0
V244	0.06185	0.1168	0.81652	0.00483
V245	0.43312	0.56688	0	0
V246	0	0.17874	0.82126	0
V247	0	0.11391	0.88609	0
V248	0.08478	0.19992	0.25842	0.45688
V249	0	0.03498	0.96502	0
V250	0.57925	0.25297	0.16779	0
V251	0.71336	0.28664	0	0
V252	0	0.91584	0.08416	0
V253	0.31494	0.31084	0.24948	0.12474
V254	0	1	0	0
V255	0	1	0	0
V256	0.03785	0.37139	0.59076	0
V257	0.32547	0.33137	0.29049	0.05267
V258	0.05256	0.45143	0.49283	0.00319
V259	0	0.33547	0.66453	0
V260	0	0.27153	0.72847	0
V261	0.48974	0.28108	0.21245	0.01673
V262	0.15164	0.26106	0.18364	0.40365
V263	0	1	0	0
V264	0.08976	0.18911	0.6075	0.11363
V265	0.05688	0.12779	0.41154	0.40378
V266	0.44762	0.55238	0	0
V267	0	0.32609	0.48522	0.18869
V268	0.35768	0.25058	0.24192	0.14983
V269	0	0.61426	0.38574	0
V270	0.48809	0.27901	0.2329	0
V271	0.63681	0.36319	0	0
V272	0	1	0	0
V273	0.11858	0.18662	0.23861	0.45619
V274	0.57157	0.253	0.17543	0
V275	0	0	1	0
V276	0.38564	0.61436	0	0
V277	0.00224	0.43502	0.34161	0.22112
V278	0	0.191	0.56007	0.24894
V279	0.56715	0.33902	0.08862	0.00521
V280	0.0792	0.14878	0.25003	0.522
V281	0.46344	0.28198	0.1813	0.07328
V282	0	0.09619	0.90381	0
V283	0.10959	0.86486	0.02555	0
V284	0	1	0	0
V285	0	0.03291	0.96709	0
V286	0.11989	0.80798	0.07212	0
V287	0	1	0	0
V288	0	0.38871	0.55302	0.05827
V289	0.13679	0.41689	0.44632	0
V290	0.59385	0.40615	0	0
V291	0.30151	0.25951	0.43898	0
V292	0.73158	0.26842	0	0
V293	0.13689	0.1388	0.72432	0
V294	0.08029	0.68694	0.0459	0.18688
V295	0	0.37077	0.39999	0.22924
V296	0.03104	0.26664	0.70232	0
V297	0.13161	0.14565	0.29584	0.4269
V298	0.13266	0.23624	0.6311	0
V299	0.0692	0.56219	0.11941	0.24921
V300	0	0.15368	0.51752	0.3288
V301	0	0.23117	0.75695	0.01188
V302	0.45999	0.54001	0	0
V303	0	0.63984	0.36016	0
V304	0	0.07719	0.89088	0.03192
V305	0.01692	0.3256	0.5965	0.06098
V306	0.61911	0.38089	0	0
V307	0	1	0	0
V308	0.13028	0.44627	0.36998	0.05347
V309	0.27052	0.62859	0.02352	0.07737
V310	0.02201	0.57601	0.2573	0.14468
V311	0.33563	0.66437	0	0
V312	0	0.91505	0.08495	0
V313	0.03867	0.34118	0.19661	0.42354
V314	0	0.72433	0.17635	0.09932
V315	0.03967	0.91848	0.0263	0.01555
V316	0.18754	0.34118	0.44653	0.02475
V317	0	0.98166	0.01834	0
V318	0	0.86816	0.03632	0.09552
V319	0	0.07843	0.92157	0
V320	0	0.23306	0.7537	0.01324
V321	0.43664	0.56336	0	0
V322	0.13877	0.6294	0.11354	0.11829
V323	0.09517	0.179	0.31956	0.40627
V324	0.4712	0.5288	0	0
V325	0.15154	0.84846	0	0
V326	0	0.79576	0.13259	0.07165
V327	0.01776	0.35435	0.3105	0.31739
V328	0	0.06775	0.89869	0.03356
V329	0.15165	0.31474	0.33291	0.20071
V330	0.29789	0.19227	0.43802	0.07183
V331	0.34864	0.34713	0.11046	0.19376
V332	0	0.20942	0.44781	0.34278
V333	0.27228	0.28024	0.44292	0.00456
V334	0.26456	0.18838	0.46946	0.0776
V335	0	0.42672	0.57328	0
V336	0.06578	0.93422	0	0
V337	0.12276	0.60542	0.27182	0
V338	0	1	0	0
V339	0	0.06017	0.93983	0
V340	0	0.33976	0.63254	0.0277
V341	0.07038	0.20009	0.2883	0.44122
V342	0.11172	0.12598	0.73597	0.02633
V343	0.72981	0.27019	0	0
V344	0.46981	0.41244	0.11774	0
V345	0	0.01336	0.98664	0
V346	0.15277	0.33469	0.40248	0.11006
V347	0.06521	0.15824	0.38008	0.39648
V348	0	0.8654	0.1346	0
V349	0.20132	0.37791	0.42069	8e-05
V350	0	0.8949	0.1051	0
V351	0	0.11736	0.66641	0.21623
V352	0	0.03457	0.96543	0
V353	0.67967	0.32033	0	0
V354	0	0.81837	0.18163	0
V355	0.15804	0.24271	0.562	0.03726
V356	0.07008	0.16921	0.34837	0.41234
V357	0.02201	0.55219	0.36468	0.06113
V358	0.46301	0.40549	0.05467	0.07683
V359	0.50817	0.35944	0.03779	0.09461
V360	0.36397	0.63603	0	0
V361	0	0.45357	0.54643	0
V362	0	1	0	0
V363	0.06181	0.28801	0.59323	0.05694
V364	0.01574	0.18472	0.79087	0.00866
V365	0.31859	0.23329	0.13173	0.31639
V366	0	0.93887	0.06113	0
V367	0.49511	0.44155	0	0.06334
V368	0	0.95439	0.04561	0
V369	0	0.42066	0.57934	0
