CD56NK	CD4MemoryT	CD19B	CD14
V1	0.5462	0	0.13565	0.31816
V2	0.12702	0.04469	0.03012	0.79817
V3	0.05479	0.55832	0.00542	0.38147
V4	0.89265	0.08236	0	0.02499
V5	0.11487	0.44017	0.23318	0.21178
V6	0.08523	0.87346	0.0145	0.02681
V7	0.13749	0.29266	0.06054	0.50932
V8	0.14693	0	0.80954	0.04353
V9	0.22315	0.17226	0.0221	0.58249
V10	0.01619	0	0.91287	0.07094
V11	0.24154	0.33128	0.42172	0.00546
V12	0.02884	0.59266	0.3624	0.0161
V13	0.29724	0.67432	0.00256	0.02587
V14	0.077	0.91303	0.00354	0.00643
V15	0.12437	0.56749	0.1027	0.20544
V16	0.93088	0.02012	0.01435	0.03464
V17	0.09648	0.86876	0.00795	0.02681
V18	0.61888	0.30249	0.03209	0.04654
V19	0.17963	0.80158	0.00261	0.01618
V20	0.1622	0.39415	0.0105	0.43316
V21	0.14722	0.02217	0.78754	0.04308
V22	0.01263	0.04746	0.15658	0.78332
V23	0.43427	0.01353	0.54563	0.00657
V24	0.96346	0.01239	0.02381	0.00034
V25	0.35152	0.17947	0.10412	0.36489
V26	0.40817	0.3291	0.01131	0.25142
V27	0.07873	0.02179	0.00729	0.89218
V28	0.00196	0.01461	0.98282	0.00061
V29	0.49073	0.00478	0.46591	0.03857
V30	0.09472	0.15486	0.23665	0.51378
V31	0.20737	0.13766	0.26039	0.39459
V32	0.0597	0.00369	0.01492	0.92169
V33	0.0465	0.47705	0.34479	0.13166
V34	0.14626	0.00827	0.8024	0.04307
V35	0.1816	0.71268	0.06736	0.03836
V36	0.00503	0.00941	0.41125	0.57431
V37	0.54256	0.0363	0.07255	0.34859
V38	0.40886	0	0.13357	0.45757
V39	0.17668	0.53274	0.11151	0.17907
V40	0.11226	0.82254	0.0652	0
V41	0.0096	0.62358	0.03075	0.33607
V42	0.20662	0.00559	0.16339	0.62441
V43	0.14774	0.31291	0.49821	0.04114
V44	0.01379	0.03662	0.72183	0.22776
V45	0.1058	0.57618	0.20273	0.1153
V46	0.84775	0.04309	0.10338	0.00578
V47	0.50437	0.14322	0.29189	0.06052
V48	0.83901	0.13323	0.00335	0.02441
V49	0.75709	0.14575	0	0.09716
V50	0.07503	0.84674	0.07268	0.00555
V51	0.35445	0.36894	0.23821	0.0384
V52	0.02634	0.06968	0.85935	0.04463
V53	0.77918	0.08841	0.13241	0
V54	0.48122	0.14836	0.34368	0.02675
V55	0.20903	0.07726	0.20161	0.5121
V56	0.03185	0	0.05465	0.9135
V57	0.10935	0.85996	0.01472	0.01598
V58	0.616	0	0.02802	0.35597
V59	0.4787	0.37092	0.09132	0.05905
V60	0.12773	0.09904	0.28621	0.48702
V61	0.82849	0.06767	0.00732	0.09652
V62	0.91562	0.01416	0.05513	0.01509
V63	0.0213	0.84544	0.10628	0.02698
V64	0.01163	0.82225	0	0.16611
V65	0.00758	0	0.06538	0.92704
V66	0.23602	0.66698	0.01292	0.08408
V67	0.17695	0.30191	0.50502	0.01611
V68	0.13844	0.09114	0.01075	0.75968
V69	0.02614	0.28292	0.62337	0.06757
V70	0.58358	0.1048	0.15739	0.15423
V71	0.16089	0.03394	0.32848	0.47669
V72	0.6038	0.10917	0.07556	0.21147
V73	0.16558	0.59824	0.12313	0.11305
V74	0.06416	0.19577	0.74008	0
V75	0.72978	0	0.16196	0.10827
V76	0.00039	0.11334	0.14152	0.74475
V77	0.03047	0.22004	0.00065	0.74884
V78	0.30374	0.06795	0.15203	0.47628
V79	0.00609	0.0574	0.81414	0.12236
V80	0.38976	0	0.50008	0.11016
V81	0.06313	0.12539	0.80423	0.00724
V82	0.00071	0.03437	0.9558	0.00912
V83	0.11848	0.11854	0.05049	0.71248
V84	0.38735	0.01741	0.12943	0.46581
V85	0.11502	0.27251	0.3832	0.22927
