Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00059	0	0.09935	0	0.41786	0	0.00701	0	0	0.47519
V2	0.64418	0	0	0	0.00607	0.3032	0.04655	0	0	0
V3	0.10287	0	0.11144	0	0.52247	0.01424	0.05915	0.18149	0	0.00833
V4	0.02075	0.05323	0.03849	0.00125	0.10736	0.06406	0.01859	0.01656	0.58043	0.09927
V5	0	0.09978	0.08549	0.07282	0.21967	0.06676	0.01822	0	0	0.43725
V6	0.01312	0	0.21392	0	0.68061	0.01617	0.00046	0.07572	0	0
V7	0.00802	0.36957	0.02276	0	0.46575	0.00815	0.03515	0.09061	0	0
V8	0.01854	0.424	0.04955	0	0.16906	0	0.00021	0.33585	0	0.00279
V9	0.01475	0.00814	0.07758	0.1123	0.00503	0.02247	0.14316	0.59698	0.01562	0.00397
V10	0.00637	0	0.0273	0	0.75019	0.04447	0.00862	0.16304	0	0
V11	0.02568	0.4243	0.01295	0	0.17536	0.01818	0.00586	0.31136	0.01542	0.0109
V12	0	0.02631	0.17423	0.52848	0.05718	0.02098	0.09109	0.00569	0.00144	0.09461
V13	0.08742	0.0287	0.12472	0	0.01479	0.22615	0.33975	0.00812	0.16196	0.00839
V14	0.07083	0.38146	0.169	0.02643	0.16839	0.07076	0.09513	0.01799	0	0
V15	0.20333	0.00726	0.09391	0.60968	0	0.02634	0.04331	0.00589	0.01027	0
V16	0	0.04451	0.18546	0.55777	0.02371	0.04388	0.02815	0	0.11653	0
V17	0.00991	0.11113	0.0586	0	0.25162	0.08373	0.03759	0.00335	0	0.44406
V18	0.04051	0.07149	0.09472	0.33464	0.12142	0.00514	0.01492	0	0	0.31716
V19	0	0	0.07437	0.06946	0.17095	0.08557	0.01685	0.00159	0	0.58122
V20	0	0.23976	0.02894	0	0.06848	0.1208	0.41001	0.06251	0.003	0.06651
V21	0.09022	0.35409	0.01581	0	0.13563	0.32438	0.03997	0.03296	0	0.00693
V22	0.00454	0	0.04744	0	0.13682	0	0.00697	0.36166	0.01793	0.42464
V23	0.28176	0.00568	0.60632	0	0.02645	0.00478	0	0.00096	0	0.07405
V24	0.03413	0.49417	0.05001	0	0.20857	0.00396	0.0495	0.09627	0.06339	0
V25	0.01957	0.08174	0.06767	0.01144	0.23344	0.12048	0.03423	0	0.16094	0.2705
V26	0.02909	0	0.05174	0	0	0	0.00417	0.9132	0	0.00179
V27	0	0	0.05178	0	0.6233	0	0.01561	0	0	0.30931
V28	0.28259	0	0.03973	0	0.11972	0.02132	0.02327	0.03422	0	0.47915
V29	0.0134	0.54427	0.02156	0	0.24481	0.08568	0.01148	0.02579	0	0.05301
V30	0.0071	0.01836	0.11033	0	0	0.33653	0.22878	0	0.29334	0.00556
V31	0.02541	0.24408	0.19939	0	0.16882	0	0	0.36185	0	0.00044
V32	0.4722	0	0.00046	0	0.35747	0.04669	0.02593	0	0.08748	0.00977
V33	0.00805	0.0229	0.22741	0.51701	0	0.04465	0.16818	0	0.01181	0
V34	0	0.00193	0.06107	0	0.47965	0	0.01134	0.01545	0.01302	0.41754
V35	0.01869	0.66437	0.01106	0	0.26666	0.00121	0.00754	0.03046	0	0
V36	0.03955	0.06616	0.01857	0	0	0.17989	0.61513	0.04244	0.03407	0.00418
V37	0.00535	0.47827	0.0162	0	0.18805	0.05144	0.20775	0.04505	0	0.00789
V38	0.10731	0.03205	0.05686	0.18175	0	0.12946	0.46139	0.00163	0.02956	0
V39	0.06037	0.03847	0.07543	0.17149	0.02139	0.1234	0.4456	0.02514	0.02901	0.0097
V40	0.12778	0	0.74482	0	0.1262	0	0	0.00119	0	0
V41	0.62317	0.04301	0	0	0.03023	0.00222	0.00466	0.00773	0.28105	0.00793
V42	0.00691	0.43218	0.0227	0	0.51149	0	0	0.00747	0	0.01926
V43	0.12473	0.01052	0.13824	0.05121	0.24181	0.08075	0.16977	0.03007	0.15289	0
V44	0.04533	0	0.53869	0	0	0	0	0.41598	0	0
V45	0.01897	0.01593	0.03477	0.01035	0.02298	0.05089	0.19377	0	0.62846	0.02388
V46	0.14525	0.07541	0.08924	0.25022	0.1508	0	0.00893	0.01426	0	0.26589
V47	0	0.04746	0.01615	0	0	0.19732	0.67592	0.00442	0.04811	0.01063
V48	0.0019	0.01063	0.07532	0	0.2209	0	0.01342	0	0.08423	0.59362
V49	0.16495	0	0	0	0	0	0	0.83505	0	0
V50	0.28715	0.13775	0	0	0.06814	0.46087	0.04019	0	0.00554	0.00036
V51	0.166	0	0.6168	0	0.08141	0	0.00208	0.07673	0.05173	0.00524
V52	0	0.02133	0.19871	0.34565	0	0.08607	0.31318	0.00955	0.0255	0
V53	0.43666	0	0.12176	0.0667	0.04801	0	0.00364	0.18944	0	0.13381
V54	0	0	0.0156	0	0.2155	0.67953	0.06787	0	0.01936	0.00214
V55	0	0.01505	0.08954	0.74484	0.06602	0.01878	0.05113	0	0.0086	0.00605
V56	0.14732	0	0.59515	0	0.09444	0.14245	0.01234	0	0.00208	0.00621
V57	0.02829	0	0.65117	0.14083	0.00069	0.00892	0.01535	0.03607	0.10765	0.01102
V58	0.00203	0.14673	0.08632	0.13706	0.0591	0.48779	0.06342	0	0.01754	0
V59	0.01472	0.10501	0.02037	0	0	0.18455	0.62932	0.0038	0.03864	0.00359
V60	0.75921	0	0	0	0.08185	0.00138	0	0	0.15696	6e-04
V61	0	0	0.03994	0.02238	0	0.80415	0.0851	0	0.03953	0.00891
V62	0.01098	0.02054	0.05844	0.00302	0.09382	0.09306	0.34622	0.01024	0.04585	0.31784
V63	0	0.15889	0.03585	0	0.26446	0.47304	0.05113	0	0.00368	0.01294
V64	0.06443	0	0.33351	0.21909	0	0	0.0092	0.34411	0	0.02967
V65	0.05254	0.02021	0.08126	0.35855	0.00553	0	0.05676	0.31272	0.09952	0.01291
V66	0.00281	0	0.05162	0	0.78207	0.02312	0.01805	0.02588	0	0.09645
V67	0.02638	0.13737	0.56171	0	0.06925	0.0554	0.06399	0.0142	0.05709	0.01462
V68	0.04099	0.00086	0.01997	0.00315	0.04052	0	0.00821	0.38208	0.50422	0
V69	0.05743	0	0.93404	0	0.0026	0	0	0	0.00592	0
V70	0.77608	0	0.05599	0	0	0.0405	0.02339	0.00662	0.09743	0
V71	0.04316	0	0.00298	0.01061	0.00164	0	0	0.92803	0	0.01358
V72	0.20341	0	0.07827	0.27638	0.27625	0	0.00993	0.00522	0	0.15052
V73	0.02233	0	0.04997	0	0.90087	0.01538	0.00507	0.00615	0	0.00022
V74	0	0	0.09941	0.21477	0.13912	0.03575	0.01679	0.00229	0	0.49187
V75	0.00037	0.05743	0.21317	0.44998	0.04206	0.01032	0.02223	0.00552	0.19892	0
V76	0	0	0.00507	0.00539	0	0.84784	0.0918	0	0.04736	0.00253
V77	0	0.01353	0.04486	0.32875	0	0.33449	0.25032	0	0.02389	0.00415
V78	0.00334	0.40922	0.05785	0	0.18818	0.0666	0.22435	0.00035	0	0.0501
V79	0	0.01619	0.06819	0.29883	0.01572	0.25742	0.04783	0	0.28181	0.01401
V80	0.4289	0	0.02216	0	0.10765	0.00407	0.02749	0	0.04866	0.36106
V81	0	0	0.03539	0.15497	0.18073	0.55431	0.06061	0	0.01399	0
V82	0.0469	0.39245	0.05655	0.25051	0.15764	0.00754	0.00837	0.08004	0	0
V83	0.0143	0.03846	0.09559	0.48145	0.03016	0	0.01733	0.32272	0	0
V84	0.00914	0.00192	0.03819	0.0235	0.11579	0.58587	0.19886	0	0.02397	0.00275
V85	0.21374	0	0.53354	0	0.04885	0	0	0	0	0.20387
V86	0.27016	0	0.35694	0.34812	0	0.01094	0.01319	0	0.00066	0
V87	0.02884	0.01403	0.02831	0.01786	0.08124	0.0031	0.0167	0	0.80991	0
V88	0	0.26581	0.09034	0.52363	0.09384	0.00213	0.02424	0	0	0
V89	0	0.04033	0.02629	0.02871	0	0.15562	0.57847	0.13876	0.03041	0.00141
V90	0.01556	0.0402	0.48626	0	0.12071	0.01689	0.00341	0	0	0.31698
V91	0.06649	0	0.90959	0	0.00938	0	0	0.00076	0.01377	0
V92	0	0.05414	0.01797	0	0	0.1847	0.63068	0.00382	0.10755	0.00115
V93	0.02372	0.0438	0.089	0	0.03311	0.04404	0.17251	0.02072	0.5731	0
V94	0.89631	0	0	0	0	0.03601	0.01053	0.05083	0	0.00633
V95	0.00787	0.0355	0.01421	0	0	0.09282	0.39151	0.43628	0.0199	0.00191
V96	0.0153	0.09228	0.40631	0.37831	0.03237	0.01693	0.01764	0.01544	0.02543	0
V97	0	0.04817	0.02375	0	0	0.17048	0.61841	0.00279	0.04627	0.09012
V98	0.01013	0.19312	0.0489	0.04303	0.3302	0.01278	0.03175	0.12009	0.13789	0.07209
V99	0.59035	0	0	0	0.01104	0.01691	0.05733	0.00786	0.31487	0.00163
V100	0.17114	0.00487	0.05563	0.21896	0.03087	0.3173	0.0499	0	0.1425	0.00885
V101	0	0.00271	0.04763	0	0.14086	0.11747	0.13679	0.04823	0	0.5063
V102	0.03945	0.1645	0.01358	0	0.16576	0.33271	0.125	0.14568	0	0.01331
V103	0.08738	0.0061	0.02734	0.01408	0.04092	0.00238	0.01588	0.00836	0.79756	0
V104	0.06641	0	0.89708	0	0	0	0	0	0.03651	0
V105	0.32136	0	0.08085	0	0	0.11331	0.01077	0.47372	0	0
V106	0.02832	0.51876	0.22399	0	0.21287	0.01458	0	0	0	0.00147
V107	0.24978	0.12437	0.02366	0	0.41729	0.01202	0.00676	0.04855	0.11756	0
V108	0	0	0.05151	0.16062	0.06621	0.41453	0.05022	0.01831	0.00751	0.2311
V109	0	0.01413	0.00871	0.01116	0.00628	0.81328	0.09195	0	0.05108	0.00341
V110	0.00664	0	0.04135	0	0.86379	0	0	0.08823	0	0
V111	0	0.05295	0.03024	0	0.09095	0.16753	0.60542	0.00313	0.0355	0.01428
V112	0	0.04921	0.03212	0	0.01813	0.13803	0.50249	0.00165	0.09195	0.16642
V113	0.03232	0	0.03643	0.00356	0.05984	0.05153	0.02871	0.02782	0.66898	0.09082
V114	0.03989	0.00713	0.03684	0.00953	0.04314	0.00302	0.01736	0.00861	0.83447	0
V115	0.01111	0.67025	0.02406	0	0.27572	0	0.01357	0.00117	0	0.00411
V116	0.40795	0.05152	0	0	0.01747	0	0.00114	0.52192	0	0
V117	0.00126	0.04765	0.02116	0	0	0.18926	0.68548	0.0051	0.04857	0.00151
V118	0.00783	0	0.01146	0.00289	0	0.83908	0.09458	0	0.04236	0.00181
V119	0	0.02337	0.07915	0.55531	0.00648	0.1836	0.05625	0	0.09584	0
V120	0.68758	0	0.21132	0	0	0.09859	0.00251	0	0	0
V121	0.04307	0.0915	0.30333	0	0.04502	0.19574	0.25232	0.01649	0.01619	0.03633
V122	0.02637	0.01877	0.13875	0	0.03624	0.07686	0.10457	0	0.59838	5e-05
V123	0.02688	0	0.02375	0	0.42528	0	0	0.5241	0	0
V124	0.68013	0.02175	0	0	0	0	0	0.29812	0	0
V125	0.0209	0.10729	0.1038	0.00656	0.05585	0.08721	0.02332	0.59507	0	0
V126	0.00938	0.02524	0.04399	0	0.85003	0	0.00122	0.07013	0	0
V127	0.03651	0.00659	0.62431	0	0	0.04232	0.1594	0	0.13001	0.00086
V128	0.02478	0.09545	0.43202	0	0.40182	0.04246	0.00194	0.00153	0	0
