CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.06544	0.02686	0.8707	0.03471	0	0.00229
V2	0.33299	0.12518	0.03766	0.18157	0.31134	0.01126
V3	0.13582	0.12314	0.41064	0.05976	0.12449	0.14615
V4	0.09929	0.43447	0.02769	0.15374	0.26688	0.01793
V5	0.01474	0.0508	0	0.55929	0.37357	0.00161
V6	0.13787	0.04485	0.21661	0.10198	0.4085	0.09019
V7	0.02501	0.30047	0	0.04732	0.62541	0.00179
V8	0.44942	0.05231	0.09648	0.22903	0.14727	0.02549
V9	0.14549	0.19624	0.02792	0.40266	0.17878	0.04892
V10	0.24626	0.04198	0.10301	0.46469	0.13167	0.01239
V11	0.01036	0.71374	0.07168	0.07807	0.12532	0.00083
V12	0.14415	0.10106	0.16122	0.08163	0.2681	0.24385
V13	0.02897	0.48452	0.37653	0.08441	0.02476	0.00082
V14	0.03179	0.03572	0.03143	0.84605	0.05184	0.00318
V15	0.26554	0.07911	0	0.18616	0.45221	0.01698
V16	0.03351	0.02405	0	0.41974	0.50283	0.01988
V17	0.12893	0.10677	0.34488	0.0599	0.16142	0.1981
V18	0.46849	0.17281	0.11306	0.0896	0.13829	0.01776
V19	0.35801	0.05632	0.27778	0.05839	0.23644	0.01307
V20	0.38109	0.07384	0.19295	0.21954	0.1093	0.02328
V21	0.15012	0.11214	0.04972	0.07491	0.38991	0.22321
V22	0.09106	0.04991	0	0.08086	0.77066	0.00751
V23	0.05407	0.02157	0.20718	0.03364	0.68246	0.00108
V24	0.0765	0.01871	0	0.11789	0.77885	0.00805
V25	0.23715	0.29632	0.0461	0.22393	0.18603	0.01046
V26	0.13619	0.01911	0	0.01776	0.82281	0.00412
V27	0.10438	0.07116	0.38737	0.07763	0.16429	0.19518
V28	0.04818	0.27198	0.21658	0.3246	0.10742	0.03123
V29	0.00631	0.58811	0.16412	0.14595	0.07714	0.01836
V30	0.12113	0.22272	0.10043	0.04274	0.47434	0.03864
V31	0.43236	0.0263	0.35401	0.09882	0.06156	0.02695
V32	0.01312	0.03532	0.36019	0.58424	0	0.00713
V33	0.11396	0.41429	0.33644	0.08886	0.03617	0.01027
V34	0.02666	0.01587	0.4083	0.05073	0.49605	0.00239
V35	0.01464	0.06522	0.16734	0.5661	0.1808	0.00591
V36	0.04342	0.42148	0.10946	0.05972	0.36191	0.00401
V37	0.03683	0.03162	0.86037	0.04772	0	0.02345
V38	0.12847	0.06013	0.34373	0.05935	0.18315	0.22517
V39	0.32668	0.0456	0.07103	0.42758	0.11284	0.01627
V40	0.01911	0.46036	0.01809	0.21334	0.27474	0.01436
V41	0.50675	0.03467	0.12587	0.07095	0.18951	0.07225
V42	0.1557	0.03622	0.70339	0.05756	0.02352	0.02362
V43	0.09625	0.3652	0	0.07675	0.44897	0.01282
V44	0.01146	0.73356	0.07112	0.07203	0.10831	0.00351
V45	0.21987	0.37286	0.12433	0.09333	0.15414	0.03547
V46	0.03866	0.02889	0	0.31791	0.57328	0.04126
V47	0.03002	0.3615	0	0.18794	0.41119	0.00934
V48	0.01082	0.53546	0.22524	0.05975	0.16873	0
V49	0.01263	0.66949	0.043	0.06451	0.20946	0.00091
V50	0.03127	0.01366	0.12093	0.02722	0.79641	0.01051
V51	0.02235	0.00778	0	0.01028	0.95797	0.00161
V52	0.01665	0.49524	0.31299	0.10035	0.07355	0.00123
V53	0.0839	0.01094	0	0.04166	0.86148	0.00202
V54	0.04544	0.13602	0.63016	0.10938	0.06606	0.01294
V55	0.02485	0.0381	0	0.03647	0.89886	0.00172
V56	0.01752	0.05264	0.76595	0.1631	0	0.00079
V57	0.08137	0.39455	0.05333	0.05066	0.36717	0.05293
V58	0.02419	0.02707	0.88905	0.05253	0	0.00716
V59	0.02432	0.02692	0.00556	0.85069	0.09008	0.00244
V60	0.26816	0.01897	0.05582	0.55884	0.08922	0.00898
