B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.5713	0	0.17001	0.2587
V2	0.18417	0.08245	0.06698	0.66641
V3	0.06352	0.63436	0.0209	0.28122
V4	0.86796	0.09325	0	0.0388
V5	0.10913	0.48282	0.26794	0.14012
V6	0.08605	0.85168	0.03866	0.02361
V7	0.15807	0.37087	0.09549	0.37557
V8	0.1224	0.02567	0.81524	0.03669
V9	0.26311	0.24207	0.03977	0.45504
V10	0.00221	0.0305	0.9102	0.05708
V11	0.20421	0.36554	0.43025	0
V12	0.02113	0.59071	0.3836	0.00455
V13	0.28099	0.69168	0.00979	0.01755
V14	0.0792	0.89409	0.02038	0.00634
V15	0.12548	0.59689	0.1386	0.13903
V16	0.89786	0.03133	0.01326	0.05754
V17	0.09689	0.85238	0.02726	0.02347
V18	0.57758	0.34162	0.04198	0.03881
V19	0.17215	0.80094	0.01468	0.01223
V20	0.18108	0.47274	0.02251	0.32368
V21	0.12286	0.07994	0.76423	0.03297
V22	0.02377	0.09695	0.23509	0.64419
V23	0.38159	0.05295	0.56046	0.005
V24	0.95016	0.02228	0.02756	0
V25	0.35516	0.24223	0.13482	0.2678
V26	0.40851	0.38878	0.01368	0.18903
V27	0.14179	0.0494	0.03589	0.77292
V28	0	0.0749	0.9251	0
V29	0.44175	0.03582	0.49119	0.03124
V30	0.10415	0.23219	0.29436	0.36931
V31	0.20848	0.20589	0.30582	0.2798
V32	0.12454	0.01495	0.06213	0.79838
V33	0.03953	0.50878	0.36912	0.08257
V34	0.12246	0.05891	0.78397	0.03466
V35	0.17133	0.70566	0.09996	0.02305
V36	0	0.0486	0.51197	0.43943
V37	0.56294	0.06179	0.09779	0.27748
V38	0.45624	0	0.17073	0.37303
V39	0.17155	0.56264	0.14536	0.12046
V40	0.10161	0.80494	0.09346	0
V41	0.00184	0.69027	0.0666	0.2413
V42	0.25139	0.01959	0.2292	0.49982
V43	0.12789	0.3558	0.49862	0.01769
V44	0	0.09966	0.74903	0.1513
V45	0.10016	0.58782	0.23719	0.07483
V46	0.80651	0.06836	0.11644	0.00869
V47	0.44898	0.19697	0.31133	0.04272
V48	0.81118	0.15541	0	0.03341
V49	0.74184	0.16946	0	0.0887
V50	0.07408	0.81937	0.10655	0
V51	0.3145	0.40533	0.26327	0.0169
V52	0.00897	0.13821	0.81612	0.0367
V53	0.73847	0.11749	0.14403	0
V54	0.42459	0.20163	0.36152	0.01226
V55	0.22853	0.13454	0.25672	0.38021
V56	0.08367	0	0.12029	0.79604
V57	0.10838	0.84086	0.03877	0.01198
V58	0.67304	0	0.02581	0.30115
V59	0.43857	0.40707	0.11253	0.04182
V60	0.13873	0.16663	0.34449	0.35015
V61	0.81199	0.09313	0	0.09489
V62	0.87855	0.02758	0.06146	0.03241
V63	0.01868	0.81633	0.14622	0.01877
V64	0.01342	0.86907	0.00068	0.11683
V65	0.03985	0	0.12942	0.83073
V66	0.22836	0.68371	0.02817	0.05977
