Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.33175	0.14158	0.23468	0.13199	0.16
V2	0.06092	0.79612	0.04098	0.05097	0.05101
V3	0.06614	0.00789	0.43971	0.43457	0.05169
V4	0.00221	0	0.20401	0.07477	0.719
V5	0.00037	0	0.04532	0.11506	0.83925
V6	0.3454	0.02658	0.26084	0.22596	0.14122
V7	0.00232	0.02394	0.38536	0.08771	0.50068
V8	0.01149	0.00528	0.90402	0.0699	0.00931
V9	0.0526	0	0.25481	0.62932	0.06326
V10	0.49571	0.02787	0.45565	0	0.02078
V11	0.02139	0.00619	0.08417	0.08667	0.80159
V12	0.0719	0.00057	0.19895	0.30168	0.4269
V13	0.11673	0.04082	0.0289	0.40033	0.41322
V14	0.15105	0	0.06488	0.63026	0.15381
V15	0.01637	0.0169	0	0.85634	0.11038
V16	0.57193	0.0885	0.00417	0.30332	0.03208
V17	0.05387	0.23079	0.00633	0.07366	0.63535
V18	0.0904	0.44687	0.23723	0.19704	0.02847
V19	0.01285	0	0	0.12586	0.86128
V20	0	0	0.73724	0.22872	0.03404
V21	0.01638	0.25095	0.11102	0.16238	0.45929
V22	0.82427	0.09428	0.05785	0	0.02361
V23	0.05944	0.0062	0.01352	0.14278	0.77806
V24	0.42742	0.12844	0.00909	0.04883	0.38621
V25	0.01391	0.01831	0.00903	0.39659	0.56216
V26	0.4596	0.21654	0.04785	0.03972	0.23628
V27	0.12173	0.51174	0.15986	0.01207	0.19461
V28	0.02616	0.07229	0.19385	0.6145	0.0932
V29	0	0	0.32383	0.60347	0.0727
V30	0.7292	0.12114	0.01803	0.01619	0.11544
V31	0.40595	0.15793	0.0029	0.21851	0.21471
V32	0.93689	0.00552	0.00132	0	0.05627
V33	0.01443	0.18183	0.00747	0.12426	0.67201
V34	0.12211	0.8647	0.00019	0.00582	0.00718
V35	0.10029	0.64163	0.23204	0.0214	0.00464
V36	0.02044	0.16241	0.14293	0.10205	0.57218
V37	0.72938	0.00083	0	0.01149	0.25831
V38	0.12334	0.01947	0.46334	0.20389	0.18995
V39	0.32602	0.03474	0.30585	0.01807	0.31531
V40	0.22049	0.63613	0.00751	0.09036	0.04551
V41	0.05683	0.84829	0.00618	0.00748	0.08121
V42	0.86854	0.04632	0.01349	0	0.07165
V43	0.50483	0.1386	0.33527	0.01161	0.00969
V44	0.03869	0.29928	0.53157	0.00391	0.12656
V45	0.04439	0.68974	0.08037	0.12679	0.05872
V46	0.11781	0.77941	0.05518	0.02503	0.02257
V47	0.00074	0	0.98574	0	0.01352
V48	0.16379	0.13442	0.20435	0.32311	0.17433
V49	0.47919	0.16274	0.212	0.12579	0.02028
V50	0.02572	0.01914	0.95385	0	0.00129
V51	0.09702	0.26388	0.16972	0.07114	0.39825
V52	0.06136	0.91925	0.00273	0.00827	0.0084
V53	0.02426	0.17975	0.00431	0.71187	0.07981
V54	0.20376	0	0.00588	0.53268	0.25768
V55	0.06761	0	0	0.83632	0.09607
V56	0.06138	0	0.00096	0.73316	0.2045
V57	0.16242	0.13095	0.54177	0.02455	0.14032
V58	0.05234	0	0.11336	0.20579	0.62851
V59	0.87833	0.02849	0.08251	0	0.01068
V60	0.42137	0.22127	0.10897	0.11548	0.13291
V61	0.17141	0	0.01886	0.22132	0.58842
V62	0.05013	0.0115	0.26827	0.14654	0.52355
