Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.06078	0.05852	0.88069	0	0	0
V2	0.66646	0.16964	0	0.10051	0.06339	0
V3	0.00721	0.07064	0.18191	0	0	0.74024
V4	0.24875	0.55138	0	0.11753	0.04323	0.03912
V5	0	0.05117	0	0.71993	0.2289	0
V6	0.12424	0.0393	0.15615	0.05135	0.10196	0.527
V7	0	0.44435	0	0.05827	0.49738	0
V8	0.82378	0.09719	0	0.07903	0	0
V9	0.24731	0.20311	0	0.29822	0	0.25136
V10	0.52569	0.08889	0.00491	0.38051	0	0
V11	0	0.97926	0	0.02074	0	0
V12	0	0.00659	0	0	0	0.99341
V13	0	0.61912	0.38088	0	0	0
V14	0	0.0595	0	0.9405	0	0
V15	0.58282	0.12085	0	0.13265	0.16368	0
V16	0	0.03682	0	0.52062	0.33529	0.10727
V17	0	0.02071	0.10067	0	0	0.87862
V18	0.81435	0.18565	0	0	0	0
V19	0.6936	0.10491	0.15339	0	0.04809	0
V20	0.75977	0.11234	0.03661	0.09129	0	0
V21	0	0.02855	0	0	0	0.97145
V22	0.19821	0.09417	0	0.11587	0.59175	0
V23	0.02817	0.05858	0.34872	0.04711	0.51742	0
V24	0.15612	0.05177	0	0.17634	0.61577	0
V25	0.52624	0.33118	0	0.14258	0	0
V26	0.29858	0.06646	0	0.03182	0.60314	0
V27	0	0	0.14301	0	0	0.85699
V28	0.00965	0.31298	0.17265	0.29019	0	0.21453
V29	0	0.73797	0.09579	0.06207	0	0.10417
V30	0.23555	0.25136	0.08766	0.00539	0.20819	0.21184
V31	0.78241	0.07293	0.14466	0	0	0
V32	0	0.03697	0.37859	0.58444	0	0
V33	0.26799	0.47408	0.25793	0	0	0
V34	0	0.02301	0.56108	0.04908	0.36683	0
V35	0	0.07453	0.18712	0.65442	0.08393	0
V36	0.04495	0.60671	0.12315	0.03311	0.19208	0
V37	0	0.0392	0.86026	0	0	0.10054
V38	0	0	0.08504	0	0	0.91496
V39	0.64708	0.08996	0	0.26296	0	0
V40	0	0.61824	0	0.23417	0.07647	0.07112
V41	0.82737	0.05714	0	0	0	0.1155
V42	0.3012	0.05422	0.61027	0	0	0.0343
V43	0.24042	0.48808	0	0.05171	0.21964	0.00015
V44	0.00347	0.99653	0	0	0	0
V45	0.53429	0.37895	0	0	0	0.08675
V46	0	0.01697	0	0.37432	0.32947	0.27924
V47	0.00942	0.50725	0	0.2249	0.22995	0.02848
V48	0	0.71782	0.23887	0.01248	0.03083	0
V49	0	0.9392	0	0.02858	0.03221	0
V50	0	0.0309	0.27507	0.05751	0.61494	0.02158
V51	0	0.01786	0	0.08103	0.90111	0
V52	0	0.63944	0.32783	0.03273	0	0
V53	0.14438	0.05066	0.02625	0.08459	0.69412	0
V54	0.03642	0.16293	0.70162	0.05348	0.01078	0.03476
V55	0	0.05905	0.05611	0.09673	0.78812	0
V56	0	0.05411	0.84204	0.10385	0	0
V57	0.0814	0.43538	0.00025	0.00804	0.0941	0.38083
V58	0	0.04462	0.95538	0	0	0
V59	0	0.03801	0	0.96199	0	0
V60	0.51058	0.07191	0	0.41751	0	0
V61	0.28441	0.16278	0	0.19618	0	0.35663
V62	0.65918	0.07645	0.03295	0.136	0.05236	0.04306
V63	0	0.59556	0	0.07183	0	0.33261
V64	0	0.11242	0	0.05724	0.83034	0
V65	0.64572	0.1711	0	0.00699	0	0.17618
V66	0.54775	0.08984	0.07749	0.02752	0.25741	0
V67	0	0.17174	0.3604	0.2652	0	0.20266
V68	0.90657	0.09034	0	0.00308	0	0
V69	0.5923	0.06258	0	0	0	0.34512
V70	0	0.04197	0.23142	0.70458	0.02203	0
V71	0	0.30166	0	0.16901	0.37606	0.15328
V72	0.75438	0.17125	0.03674	0.01581	0.02182	0
V73	0	0.04303	0.07325	0.88373	0	0
V74	0	0.14245	0	0.85755	0	0
V75	0	0.9548	0	0.0452	0	0
V76	0	0.03567	0.8062	0.03998	0.11814	0
V77	0.05936	0.18309	0.08115	0.64889	0	0.02751
V78	0.63269	0.16402	0.00576	0.1258	0	0.07173
V79	0	0.59099	0	0	0	0.40901
V80	0	0.64176	0	0	0	0.35824
V81	0.81278	0.16298	0.02423	0	0	0
V82	0	0.87236	0	0.08366	0.04398	0
V83	0.11855	0.19548	0	0.52139	0.11994	0.04463
V84	0.37877	0.06921	0.05529	0.49673	0	0
V85	0.88368	0.0878	0.02852	0	0	0
V86	0.21404	0.06809	0.10491	0.34081	0	0.27216
V87	0	0.024	0	0.976	0	0
V88	0	0.04997	0	0.64574	0	0.30429
V89	0	0.17216	0.50397	0	0	0.32388
V90	0.02915	0.77548	0.15379	0.02799	0.01359	0
V91	0.00414	0.05116	0	0.18725	0.75745	0
V92	0	0.0835	0	0.071	0.8455	0
V93	0.11488	0.09396	0	0.13442	0.23468	0.42206
V94	0	0.01673	0.25925	0.72402	0	0
V95	0	0.02753	0.30855	0.17249	0.49143	0
V96	0	0.43069	0	0.08579	0.30848	0.17505
V97	0	0.0253	0	0.13846	0.83624	0
V98	0	0.09314	0	0.86072	0.04614	0
V99	0	0.01919	0	0.98081	0	0
V100	0	0.03531	0.5474	0.32228	0.09502	0
V101	0	0.3735	0.54534	0.08116	0	0
V102	0.85607	0.09432	0.04961	0	0	0
V103	0.72393	0.09467	0	0.17488	0.00652	0
V104	0	0.02743	0.22331	0.74926	0	0
V105	0	0	0.01078	0	0	0.98922
V106	0	0.00526	0.68473	0	0	0.31001
V107	0.02097	0.70838	0.27065	0	0	0
V108	0	0.02577	0	0.02111	0.17768	0.77544
V109	0	0	0	0.00495	0.13983	0.85523
V110	0.00269	0.19035	0.80696	0	0	0
V111	0	0.04175	0.95825	0	0	0
V112	0	0.32857	0	0.67143	0	0
V113	0	0.11862	0.74637	0.04724	0.08778	0
V114	0.1029	0.05562	0.72518	0.1163	0	0
V115	0.47394	0.10802	0	0.02886	0.08992	0.29926
V116	0.88757	0.08975	0	0.02268	0	0
V117	0.56621	0.08049	0	0.11067	0.24262	0
V118	0	0.78566	0.12381	0.06712	0.02341	0
V119	0	0.94769	0	0.05231	0	0
V120	0.05877	0.24893	0.08873	0.54744	0.05614	0
V121	0.25049	0.04456	0	0.27755	0	0.4274
V122	0.2636	0.08052	0	0.65588	0	0
V123	0.29141	0.04203	0	0.05692	0.0894	0.52024
V124	0	0.02915	0.28651	0.06032	0.62402	0
V125	0	0.18133	0.7793	0.02539	0	0.01397
V126	0	0.26362	0	0	0	0.73638
