cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.55027	0.023	0.17063	0.25611
V2	0.14032	0.09463	0.07183	0.69323
V3	0.07475	0.61859	0.02128	0.28538
V4	0.84369	0.13846	0.00235	0.0155
V5	0.12705	0.47504	0.25153	0.14637
V6	0.10102	0.86169	0.02067	0.01662
V7	0.15283	0.35018	0.08989	0.4071
V8	0.13662	0.02456	0.81109	0.02773
V9	0.23578	0.22904	0.05054	0.48465
V10	0.03468	0.02665	0.89201	0.04666
V11	0.22375	0.34946	0.42299	0.0038
V12	0.05223	0.58542	0.35181	0.01054
V13	0.27349	0.70403	0.00663	0.01585
V14	0.09604	0.88787	0.01087	0.00523
V15	0.13814	0.60621	0.11416	0.1415
V16	0.89218	0.06646	0.0197	0.02166
V17	0.11021	0.85882	0.01428	0.01669
V18	0.58044	0.35192	0.03901	0.02863
V19	0.17509	0.80682	0.008	0.01008
V20	0.17553	0.45708	0.02888	0.33851
V21	0.13731	0.05023	0.78586	0.02659
V22	0.0238	0.09263	0.21942	0.66415
V23	0.38611	0.04629	0.56337	0.00423
V24	0.89229	0.0727	0.035	0
V25	0.35531	0.22777	0.13097	0.28595
V26	0.40461	0.38613	0.0218	0.18746
V27	0.09409	0.07524	0.05125	0.77942
V28	0.02572	0.09556	0.87615	0.00258
V29	0.44561	0.0322	0.49842	0.02377
V30	0.10565	0.19729	0.28913	0.40793
V31	0.21045	0.17558	0.30808	0.30589
V32	0.07812	0.05282	0.06406	0.805
V33	0.06543	0.49475	0.35401	0.08581
V34	0.13662	0.03628	0.80017	0.02692
V35	0.17908	0.72617	0.0721	0.02265
V36	0.01582	0.04005	0.49028	0.45385
V37	0.5486	0.07346	0.09796	0.27997
V38	0.41777	0.0187	0.1791	0.38443
V39	0.18284	0.57215	0.123	0.122
V40	0.12222	0.80854	0.06923	0
V41	0.03236	0.67494	0.04906	0.24364
V42	0.21446	0.03716	0.22053	0.52785
V43	0.14668	0.32567	0.50327	0.02438
V44	0.02703	0.05911	0.75898	0.15488
V45	0.11822	0.59683	0.21028	0.07467
V46	0.7927	0.09012	0.11471	0.00246
V47	0.46912	0.17986	0.31275	0.03827
V48	0.791	0.18774	0.00641	0.01485
V49	0.73208	0.19892	0.00142	0.06758
V50	0.09314	0.82867	0.07391	0.00427
V51	0.32907	0.39957	0.24862	0.02273
V52	0.04118	0.09672	0.8344	0.0277
V53	0.71477	0.14299	0.14224	0
V54	0.43946	0.18424	0.36088	0.01542
V55	0.21559	0.11677	0.25283	0.4148
V56	0.04686	0.04125	0.11497	0.79692
V57	0.11921	0.84978	0.02085	0.01015
V58	0.63071	0.02796	0.04846	0.29286
V59	0.45062	0.41332	0.09878	0.03728
V60	0.13678	0.13518	0.34338	0.38466
V61	0.80628	0.11443	0.01222	0.06708
V62	0.86803	0.05948	0.06413	0.00836
V63	0.0482	0.8286	0.10655	0.01665
V64	0.04085	0.8432	0.00549	0.11045
V65	0.02287	0.03645	0.13494	0.80574
V66	0.22916	0.69916	0.01852	0.05316
V67	0.16852	0.31709	0.50433	0.01006
V68	0.15238	0.14753	0.04612	0.65396
V69	0.04353	0.29117	0.62345	0.04185
V70	0.56587	0.14519	0.17913	0.10981
V71	0.16575	0.06211	0.39349	0.37865
V72	0.5958	0.15339	0.09356	0.15725
V73	0.1716	0.62571	0.12934	0.07334
V74	0.07713	0.22305	0.6989	0.00091
V75	0.71441	0.02108	0.18723	0.07727
V76	0.01072	0.16819	0.19766	0.62343
V77	0.04747	0.29134	0.03256	0.62862
