CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55728	0	0.16112	0.2816
V2	0.1492	0.04529	0.04593	0.75958
V3	0.06563	0.53609	0.01147	0.3868
V4	0.90244	0.07372	0	0.02384
V5	0.12869	0.38694	0.28628	0.19809
V6	0.10005	0.84634	0.02333	0.03027
V7	0.15964	0.26775	0.08502	0.48759
V8	0.14039	0.00146	0.82111	0.03703
V9	0.25027	0.16121	0.03333	0.55519
V10	0.01655	0.00188	0.92202	0.05954
V11	0.24322	0.27702	0.47267	0.00709
V12	0.02964	0.51838	0.43375	0.01823
V13	0.33354	0.63308	0.0053	0.02808
V14	0.09008	0.89462	0.00674	0.00856
V15	0.14373	0.51875	0.13715	0.20036
V16	0.93149	0.01888	0.0178	0.03182
V17	0.11366	0.84245	0.01369	0.0302
V18	0.64327	0.26899	0.04289	0.04485
V19	0.20656	0.76905	0.00582	0.01857
V20	0.18969	0.36862	0.01822	0.42348
V21	0.14129	0.01883	0.80271	0.03718
V22	0.01807	0.04662	0.20043	0.73488
V23	0.40812	0.01247	0.57223	0.00718
V24	0.95954	0.0112	0.029	0.00026
V25	0.37453	0.16003	0.13147	0.33397
V26	0.44426	0.2997	0.01754	0.2385
V27	0.09583	0.02399	0.01556	0.86462
V28	0.00114	0.0133	0.98391	0.00164
V29	0.46438	0.0055	0.49578	0.03434
V30	0.10745	0.13806	0.28653	0.46797
V31	0.21973	0.1204	0.30739	0.35248
V32	0.07502	0.00751	0.02634	0.89113
V33	0.0513	0.41352	0.41146	0.12372
V34	0.14066	0.00827	0.81393	0.03714
V35	0.20535	0.66132	0.09305	0.04028
V36	0.00764	0.0108	0.47412	0.50744
V37	0.56158	0.03324	0.0925	0.31268
V38	0.42684	0	0.16151	0.41166
V39	0.20001	0.48012	0.14635	0.17352
V40	0.12823	0.78281	0.08896	0
V41	0.00873	0.60131	0.04774	0.34221
V42	0.22254	0.0078	0.20033	0.56933
V43	0.15178	0.25857	0.55093	0.03871
V44	0.01576	0.03062	0.76405	0.18956
V45	0.12014	0.51366	0.25358	0.11262
V46	0.83612	0.03808	0.11949	0.0063
V47	0.49687	0.12085	0.32678	0.05551
V48	0.85139	0.12016	0.00468	0.02376
V49	0.77834	0.13135	0	0.09031
V50	0.08698	0.80505	0.1002	0.00778
V51	0.36463	0.31785	0.27997	0.03755
V52	0.02625	0.05629	0.87862	0.03884
V53	0.77249	0.07705	0.15035	1e-04
V54	0.47019	0.12445	0.38002	0.02534
V55	0.22392	0.07042	0.24329	0.46237
V56	0.0419	0.0024	0.07813	0.87757
V57	0.12718	0.83035	0.02354	0.01892
V58	0.63919	0	0.03805	0.32276
V59	0.50136	0.32509	0.11592	0.05763
V60	0.13935	0.08906	0.33734	0.43425
V61	0.84054	0.06095	0.01018	0.08833
V62	0.90638	0.01286	0.06591	0.01484
V63	0.02114	0.80341	0.14525	0.03021
V64	0.01019	0.81464	0	0.17517
V65	0.01283	0	0.09103	0.89614
V66	0.26795	0.62617	0.02025	0.08563
V67	0.17865	0.25002	0.55415	0.01717
V68	0.16204	0.0895	0.01927	0.72919
V69	0.02684	0.23244	0.67928	0.06144
V70	0.58818	0.09064	0.18407	0.13711
V71	0.17181	0.03123	0.37811	0.41885
V72	0.61912	0.09649	0.09503	0.18937
V73	0.18753	0.5405	0.16043	0.11154
V74	0.06536	0.1572	0.77674	7e-04
