CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.14593	0.01441	0.65589	0.01851	0.10942	0.05584
V2	0.46054	0.08666	0.07136	0.08978	0.19777	0.09388
V3	0.27718	0.04038	0.21147	0.02087	0.13008	0.32002
V4	0.25215	0.29581	0.0628	0.08513	0.20252	0.10159
V5	0.08859	0.03687	0.02977	0.44445	0.35596	0.04436
V6	0.2727	0.01386	0.17698	0.04963	0.23321	0.25362
V7	0.12602	0.26906	0.03956	0.05237	0.45931	0.05367
V8	0.53723	0.03838	0.0814	0.09387	0.12614	0.12298
V9	0.29499	0.11536	0.05491	0.19757	0.1616	0.17557
V10	0.38211	0.03046	0.0958	0.24284	0.1558	0.093
V11	0.1701	0.49873	0.07533	0.04554	0.15712	0.05318
V12	0.29537	0.01746	0.10771	0.02971	0.13851	0.41123
V13	0.1541	0.3469	0.26993	0.04132	0.13601	0.05173
V14	0.12656	0.0181	0.04745	0.58295	0.17277	0.05217
V15	0.40455	0.05787	0.058	0.1045	0.26736	0.10772
V16	0.13148	0.01058	0.04068	0.30542	0.39782	0.11402
V17	0.27906	0.02518	0.17338	0.02165	0.12793	0.37279
V18	0.55113	0.10107	0.08634	0.03433	0.11906	0.10807
V19	0.46286	0.04284	0.19389	0.02532	0.17662	0.09847
V20	0.48539	0.04868	0.12909	0.09323	0.12506	0.11856
V21	0.30037	0.0253	0.07874	0.03081	0.1656	0.39918
V22	0.20968	0.04399	0.04408	0.08134	0.54156	0.07936
V23	0.11742	0.01324	0.28861	0.03916	0.49213	0.04944
V24	0.18534	0.01531	0.03532	0.11534	0.56785	0.08084
V25	0.38465	0.19089	0.06279	0.11306	0.16044	0.08817
V26	0.26982	0.02107	0.04872	0.03685	0.5535	0.07003
V27	0.26031	0.01074	0.19386	0.02749	0.13408	0.37352
V28	0.1808	0.17726	0.167	0.17802	0.16038	0.13654
V29	0.16535	0.3886	0.12752	0.07725	0.13916	0.10212
V30	0.25865	0.14209	0.13254	0.02862	0.28138	0.15673
V31	0.50353	0.0236	0.20003	0.03554	0.11191	0.12539
V32	0.09215	0.01622	0.30112	0.38202	0.14333	0.06516
V33	0.2571	0.27129	0.22344	0.0394	0.12582	0.08294
V34	0.07349	0.00449	0.41912	0.04256	0.40885	0.05149
V35	0.09278	0.04336	0.17667	0.38447	0.24127	0.06145
V36	0.16546	0.32506	0.13548	0.0407	0.27327	0.06002
V37	0.12382	0.01076	0.61539	0.02342	0.11201	0.11459
V38	0.27892	0.0039	0.16894	0.02189	0.12854	0.39781
V39	0.45647	0.03443	0.06945	0.20186	0.13361	0.10418
