Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0	1	0	0	0
V2	0.91686	0.02752	0	0.01295	0.04266	0
V3	0	0	0.18262	0	0	0.81738
V4	0.23401	0.68549	0	0.02573	0	0.05476
V5	0	0	0	0.70084	0.29916	0
V6	0.06072	0	0.1908	0	0.06113	0.68735
V7	0	0.41825	0	0	0.58175	0
V8	1	0	0	0	0	0
V9	0.27936	0.12973	0	0.28525	0	0.30567
V10	0.65016	0	0.01173	0.33812	0	0
V11	0	1	0	0	0	0
V12	0	0	0	0	0	1
V13	0	0.63919	0.36081	0	0	0
V14	0	0	0.01474	0.98526	0	0
V15	0.76921	0	0	0.03582	0.19497	0
V16	0	0	0	0.46787	0.44456	0.08757
V17	0	0	0.06246	0	0	0.93754
V18	0.99901	0.00099	0	0	0	0
V19	0.84425	0	0.15575	0	0	0
V20	0.95943	0	0.04057	0	0	0
V21	0	0	0	0	0	1
V22	0.18294	0	0	0	0.81706	0
V23	0	0	0.39154	0	0.60846	0
V24	0.10629	0	0	0.03466	0.85905	0
V25	0.67108	0.27289	0	0.05603	0	0
V26	0.28377	0	0	0	0.71623	0
V27	0	0	0.09591	0	0	0.90409
V28	0	0.32645	0.20377	0.26119	0	0.20859
V29	0	0.89725	0.03534	0	0	0.06741
V30	0.23146	0.21085	0.07645	0	0.22123	0.26
V31	0.86754	0	0.13246	0	0	0
V32	0	0	0.44852	0.55148	0	0
V33	0.2396	0.49534	0.26507	0	0	0
V34	0	0	0.59373	0	0.40627	0
V35	0	0	0.2635	0.65525	0.08126	0
V36	0	0.71398	0.09858	0	0.18744	0
V37	0	0	0.97299	0	0	0.02701
V38	0	0	0.03875	0	0	0.96125
V39	0.79322	0	0	0.20678	0	0
V40	0	0.77819	0	0.15533	0.02374	0.04274
V41	0.87178	0	0	0	0	0.12822
V42	0.26627	0	0.73373	0	0	0
V43	0.19729	0.5584	0	0	0.24431	0
V44	0	1	0	0	0	0
V45	0.57643	0.344	0	0	0	0.07958
V46	0	0	0	0.27007	0.41852	0.31141
V47	0	0.59831	0	0.12813	0.27356	0
V48	0	0.80342	0.19658	0	0	0
V49	0	1	0	0	0	0
V50	0	0	0.29177	0	0.70823	0
V51	0	0	0	0	1	0
V52	0	0.69756	0.30244	0	0	0
V53	0.08698	0	0.06079	0	0.85223	0
V54	0	0.08545	0.89645	0	0.00818	0.00993
V55	0	0	0.08326	0	0.91674	0
V56	0	0	0.97762	0.02238	0	0
V57	0	0.51501	0	0	0.00988	0.47511
V58	0	0	1	0	0	0
V59	0	0	5e-04	0.9995	0	0
V60	0.61024	0	0	0.38976	0	0
V61	0.34181	0.07141	0	0.11516	0	0.47162
V62	0.83396	0	0.04342	0.04343	0.01254	0.06665
V63	0	0.67058	0	0	0	0.32942
V64	0	0	0	0	1	0
V65	0.74905	0.03475	0	0	0	0.2162
V66	0.66126	0	0.0797	0	0.25904	0
V67	0	0.08619	0.47433	0.23897	0	0.2005
V68	1	0	0	0	0	0
V69	0.60216	0	0	0	0	0.39784
V70	0	0	0.31178	0.68822	0	0
V71	0	0.29678	0	0.02683	0.52175	0.15464
V72	0.9315	0.04154	0.02695	0	0	0
V73	0	0	0.12999	0.87001	0	0
V74	0	0.07656	0	0.92344	0	0
V75	0	1	0	0	0	0
V76	0	0	0.8677	0	0.1323	0
V77	0	0.1171	0.13472	0.74818	0	0
V78	0.80599	0.05209	0	0.04838	0	0.09354
V79	0	0.6081	0	0	0	0.3919
V80	0	0.6744	0	0	0	0.3256
V81	0.99035	0	0.00965	0	0	0
V82	0	1	0	0	0	0
V83	0.08559	0.1593	0	0.57629	0.1474	0.03142
V84	0.42825	0	0.08272	0.48904	0	0
V85	0.99667	0	0.00333	0	0	0
V86	0.21143	0	0.14229	0.32624	0	0.32004
V87	0	0	0.01447	0.98553	0	0
V88	0	0	0	0.66961	0	0.33039
V89	0	0.04933	0.62382	0	0	0.32684
V90	0	0.90127	0.09873	0	0	0
V91	0	0	0.00884	0.01987	0.97129	0
V92	0	0	0	0	1	0
V93	0.08806	0	0	0	0.32796	0.58397
V94	0	0	0.32011	0.67989	0	0
V95	0	0	0.37533	0.01399	0.61068	0
V96	0	0.47308	0	0	0.36919	0.15773
V97	0	0	0	0	1	0
V98	0	0.0219	0	0.92522	0.05288	0
V99	0	0	0.00462	0.99538	0	0
V100	0	0	0.65818	0.23009	0.11173	0
V101	0	0.3697	0.6303	0	0	0
V102	0.9733	0	0.0267	0	0	0
V103	0.91627	0	0	0.08373	0	0
V104	0	0	0.2828	0.7172	0	0
V105	0	0	0	0	0	1
V106	0	0	0.74663	0	0	0.25337
V107	0	0.75809	0.24191	0	0	0
V108	0	0	0	0	0.09717	0.90283
V109	0	0	0	0	0.02905	0.97095
V110	0	0.06311	0.93689	0	0	0
V111	0	0	1	0	0	0
V112	0	0.29585	0	0.70415	0	0
V113	0	0.00309	0.8782	0	0.11871	0
V114	0.06645	0	0.88063	0.05292	0	0
V115	0.56687	0	0	0	0.03913	0.394
V116	1	0	0	0	0	0
V117	0.71815	0	0	0	0.28185	0
V118	0	0.93311	0.06689	0	0	0
V119	0	1	0	0	0	0
V120	0	0.23361	0.13776	0.59626	0.03237	0
V121	0.23644	0	0	0.24065	0	0.52291
V122	0.30822	0	0	0.69178	0	0
V123	0.28539	0	0	0	0.03867	0.67594
V124	0	0	0.30596	0	0.69404	0
V125	0	0.06784	0.93216	0	0	0
V126	0	0.17188	0	0	0	0.82812
V127	0	0	1	0	0	0
V128	0.48802	0.28418	0.09463	0.13317	0	0
V129	0	0	1	0	0	0
V130	0.72717	0.04724	0	0.22559	0	0
V131	0	0	0	0	0.93835	0.06165
V132	0	0.50207	0.49793	0	0	0
V133	0	0.17203	0.82797	0	0	0
V134	0.14639	0.85361	0	0	0	0
V135	0	0	0.97092	0	0	0.02908
V136	0	0.97642	0.02358	0	0	0
V137	0	0.09195	0.75205	0	0.156	0
V138	0	0	0	0.48222	0	0.51778
V139	0	0	0.1197	0	0.5432	0.3371
V140	0.82463	0.17537	0	0	0	0
V141	0.28353	0.29933	0.12744	0.28969	0	0
V142	0.02196	0.97017	0	0	0	0.00787
V143	0	0.00336	0.91789	0	0.07875	0
V144	0	0.09286	0	0	0	0.90714
V145	0	0	0.00653	0.99347	0	0
V146	0.03547	0	0.03118	0	0.92963	0.00372
V147	0.59711	0	0.06642	0	0	0.33647
V148	0	0.06318	0.93682	0	0	0
V149	0	0.51664	0	0	0	0.48336
V150	0	0	0.00281	0.99719	0	0
V151	0	0.38371	0	0	0	0.61629
V152	0	0.25018	0.66219	0	0.08764	0
V153	0	0	0.81687	0.18313	0	0
V154	0.43678	0.14028	0	0	0	0.42294
V155	0	0.42902	0.02562	0	0.54537	0
V156	0	0.50317	0	0	0.49683	0
V157	0	0	0	0.27112	0	0.72888
V158	0	0	1	0	0	0
V159	0.09425	0.2637	0.4967	0.14534	0	0
V160	0	0	1	0	0	0
V161	0	0.60289	0	0.39711	0	0
V162	0	0.71657	0	0.0825	0.20093	0
V163	0	0	1	0	0	0
V164	0	0.41564	0.54018	0.04418	0	0
V165	0	0	0	0	0.97964	0.02036
V166	0	0	0	0.03966	0.59344	0.36689
V167	0	0	0.52399	0.47601	0	0
V168	0.84577	0	0	0.15423	0	0
V169	0	0	0.88855	0.11145	0	0
V170	0.60395	0	0.09245	0.3036	0	0
V171	0	0.52945	0	0	0	0.47055
V172	0	0	0.83295	0.12524	0	0.04181
V173	0	0	0.98754	0	0	0.01246
V174	0.84775	0.00188	0	0	0.15037	0
V175	0	0.89675	0.10325	0	0	0
V176	0	0	1	0	0	0
V177	0.01199	0.00661	0.49495	0	0.15553	0.33092
V178	0	0	0	0	1	0
V179	0	0	0.03226	0.80691	0.03792	0.1229
V180	0.26637	0	0.24136	0.45068	0	0.04159
V181	0.81371	0.06129	0.01826	0	0	0.10675
V182	0	0	1	0	0	0
V183	0	0	0.00715	0.99285	0	0
V184	0.50688	0.46516	0	0	0.02797	0
V185	0	0.76519	0	0	0.03329	0.20153
V186	0	0	0.749	0.251	0	0
V187	0.32448	0.60939	0	0	0.06613	0
V188	0	0.72706	0	0	0	0.27294
V189	0	0	0.18683	0	0.75431	0.05886
V190	0	0.08772	0	0	0.79909	0.11319
V191	0	0.6707	0	0	0	0.3293
V192	0.76394	0.19218	0.04389	0	0	0
V193	0	0	0	0	0	1
V194	0	0	0	0.02242	0.97758	0
V195	0	0	0.91158	0	0.08842	0
V196	0	0	0.03598	0.96402	0	0
V197	0.14559	0	0	0	0.85441	0
V198	0.03735	0.55409	0	0.1427	0.26586	0
V199	0	0.20612	0.0855	0.02877	0.6796	0
V200	0	0	0.81808	0.17398	0	0.00794
V201	0	0	0	1	0	0
V202	0	0	0.64945	0	0.08369	0.26686
V203	0.70011	0	0	0.29989	0	0
V204	0	0	0	0.05536	0	0.94464
V205	0	0	1	0	0	0
V206	0	0	0.14326	0.85674	0	0
V207	0.56576	0.17304	0	0.2612	0	0
V208	0.49889	0	0.50111	0	0	0
V209	0.22934	0.59317	0	0	0	0.17749
V210	0	0	1	0	0	0
V211	0.74425	0	0.06473	0	0.09159	0.09944
V212	0	0.26949	0.26475	0.46576	0	0
V213	0	0	0.32172	0	0.67828	0
V214	1	0	0	0	0	0
V215	0	0.7693	0	0	0	0.2307
V216	0.02526	0.60714	0.36759	0	0	0
V217	0.08443	0	0	0	0.33459	0.58098
V218	0	0.32444	0	0.67556	0	0
V219	0.99245	0	0	0	0	0.00755
V220	0	0	0.01938	0.98062	0	0
V221	0	0.98243	0	0.01757	0	0
V222	0	0.34007	0	0.13119	0.52874	0
V223	0	0.30201	0.31174	0	0	0.38625
V224	0	0	0.44614	0	0.55386	0
V225	0	0	0	0	0	1
V226	0.34216	0	0.28828	0.31334	0.05622	0
