CD19B	CD56NK	CD4MemoryT	CD14
V1	0.44719	0.07408	0.18146	0.29728
V2	0.17498	0.15697	0.08748	0.58057
V3	0.09244	0.56237	0.04104	0.30415
V4	0.69727	0.15182	0.03797	0.11294
V5	0.12982	0.44833	0.21889	0.20296
V6	0.09808	0.75726	0.04271	0.10195
V7	0.16145	0.36509	0.10104	0.37242
V8	0.15109	0.08273	0.64755	0.11862
V9	0.2261	0.27162	0.0712	0.43109
V10	0.06577	0.09008	0.71053	0.13362
V11	0.19839	0.35516	0.35621	0.09025
V12	0.06514	0.53318	0.30603	0.09564
V13	0.23665	0.62886	0.03212	0.10237
V14	0.09208	0.78986	0.03126	0.0868
V15	0.13593	0.53848	0.12457	0.20102
V16	0.73042	0.08421	0.06265	0.12273
V17	0.10585	0.75564	0.03684	0.10167
V18	0.45387	0.35308	0.07198	0.12107
V19	0.1597	0.71481	0.03204	0.09345
V20	0.17279	0.44137	0.05021	0.33563
V21	0.15057	0.11499	0.61698	0.11746
V22	0.08452	0.16408	0.19646	0.55494
V23	0.32809	0.09464	0.48017	0.09711
V24	0.7693	0.06572	0.07101	0.09396
V25	0.29019	0.27021	0.13915	0.30044
V26	0.32254	0.3871	0.05045	0.2399
V27	0.14501	0.12768	0.06686	0.66046
V28	0.05513	0.09866	0.75701	0.0892
V29	0.36889	0.08209	0.42861	0.12041
V30	0.13182	0.25691	0.24163	0.36963
V31	0.20015	0.2372	0.25594	0.30671
V32	0.13159	0.10803	0.07567	0.6847
V33	0.08154	0.46421	0.29315	0.1611
V34	0.15041	0.09844	0.63281	0.11833
V35	0.16249	0.63505	0.094	0.10845
V36	0.06923	0.11601	0.39343	0.42133
V37	0.43683	0.13066	0.12191	0.31059
V38	0.36129	0.07221	0.1831	0.38341
V39	0.16662	0.51426	0.13159	0.18753
V40	0.11391	0.71852	0.08725	0.08032
V41	0.05539	0.60225	0.06695	0.27541
V42	0.22388	0.10687	0.20404	0.4652
V43	0.14519	0.34119	0.40127	0.11236
V44	0.06713	0.13926	0.57767	0.21594
V45	0.11877	0.53243	0.19593	0.15288
V46	0.64144	0.11504	0.14587	0.09766
V47	0.36501	0.22417	0.28014	0.13068
V48	0.64345	0.20303	0.04263	0.11089
V49	0.58201	0.22226	0.03525	0.16048
V50	0.09122	0.72769	0.09382	0.08727
V51	0.26678	0.39114	0.22955	0.11253
V52	0.07333	0.16068	0.6487	0.11729
V53	0.586	0.1603	0.16445	0.08925
V54	0.34812	0.22487	0.31842	0.10858
V55	0.21184	0.18738	0.22136	0.37942
V56	0.10961	0.10302	0.11331	0.67406
V57	0.11344	0.74942	0.04294	0.0942
V58	0.51602	0.06921	0.08268	0.33209
V59	0.35011	0.40216	0.1203	0.12743
V60	0.15673	0.2074	0.27951	0.35637
V61	0.63897	0.14834	0.04983	0.16286
V62	0.70954	0.07727	0.10674	0.10645
V63	0.05469	0.72328	0.12006	0.10197
V64	0.04998	0.74152	0.02507	0.18343
V65	0.08946	0.09758	0.12155	0.69141
V66	0.20016	0.61716	0.04491	0.13777
V67	0.16091	0.33191	0.41008	0.0971
V68	0.18062	0.20101	0.06556	0.5528
V69	0.07027	0.32151	0.48074	0.12749
V70	0.43207	0.19478	0.18536	0.18779
V71	0.18151	0.14115	0.31901	0.35833
V72	0.45643	0.2006	0.119	0.22397
V73	0.15785	0.55158	0.13798	0.15259
V74	0.09443	0.24827	0.57182	0.08548
V75	0.5689	0.05519	0.20415	0.17176
V76	0.06714	0.22797	0.17876	0.52613
V77	0.09491	0.31567	0.04791	0.54151
V78	0.27185	0.17485	0.18686	0.36644
V79	0.05582	0.15449	0.62898	0.16071
V80	0.30751	0.08027	0.45012	0.1621
V81	0.09578	0.20012	0.61084	0.09327
V82	0.05344	0.12134	0.72897	0.09625
V83	0.16285	0.22815	0.1022	0.50679
V84	0.33596	0.11309	0.17497	0.37598
V85	0.13233	0.32929	0.32681	0.21157
V86	0.09023	0.11164	0.67267	0.12546
V87	0.06901	0.72076	0.0725	0.13773
V88	0.18529	0.13365	0.24509	0.43596
V89	0.08973	0.10303	0.19842	0.60882
V90	0.06175	0.77042	0.07228	0.09554
V91	0.06975	0.6499	0.17032	0.11003
V92	0.38076	0.08491	0.33788	0.19645
V93	0.71652	0.06151	0.04299	0.17898
V94	0.07192	0.43782	0.05277	0.43748
V95	0.22934	0.41803	0.15542	0.19721
V96	0.12667	0.16647	0.07114	0.63572
V97	0.54903	0.14694	0.20826	0.09577
V98	0.55427	0.3118	0.03324	0.10069
V99	0.64306	0.09065	0.16753	0.09875
V100	0.11309	0.09458	0.68081	0.11153
V101	0.09404	0.11184	0.05845	0.73568
V102	0.75274	0.09086	0.04862	0.10778
V103	0.08726	0.12483	0.11973	0.66817
V104	0.06294	0.81908	0.03055	0.08743
V105	0.08233	0.79311	0.03704	0.08753
V106	0.13413	0.47662	0.27161	0.11764
V107	0.18716	0.23406	0.44955	0.12923
V108	0.15294	0.66453	0.10196	0.08056
V109	0.06776	0.21182	0.46402	0.2564
V110	0.08365	0.75655	0.05775	0.10204
V111	0.74759	0.04313	0.10828	0.101
V112	0.15814	0.13494	0.35572	0.35119
V113	0.19906	0.17156	0.18044	0.44895
V114	0.24126	0.12053	0.11253	0.52569
V115	0.04758	0.66393	0.20017	0.08833
V116	0.15654	0.32752	0.3044	0.21154
V117	0.53515	0.27504	0.06555	0.12425
V118	0.16851	0.5298	0.05911	0.24258
V119	0.15568	0.15013	0.08861	0.60559
V120	0.11096	0.12639	0.65973	0.10293
V121	0.47262	0.17663	0.11937	0.23137
V122	0.78707	0.048	0.0561	0.10883
V123	0.0611	0.48619	0.07113	0.38159
V124	0.52505	0.30626	0.03206	0.13663
V125	0.3194	0.40368	0.17215	0.10477
V126	0.1011	0.20816	0.08646	0.60428
V127	0.18556	0.12487	0.23901	0.45056
V128	0.09976	0.10234	0.13462	0.66329
V129	0.45765	0.25726	0.16871	0.11639
V130	0.04854	0.58795	0.27509	0.08842
V131	0.06108	0.77006	0.02451	0.14435
V132	0.76301	0.04898	0.07165	0.11635
V133	0.7395	0.05901	0.09379	0.1077
V134	0.13641	0.39041	0.13615	0.33704
V135	0.13166	0.1067	0.18428	0.57736
V136	0.22638	0.39879	0.04463	0.3302
V137	0.52043	0.09154	0.23934	0.14869
V138	0.20107	0.39701	0.17013	0.23179
V139	0.29766	0.24626	0.19077	0.2653
V140	0.09877	0.16304	0.09003	0.64816
V141	0.10484	0.21011	0.42794	0.25711
V142	0.64493	0.04976	0.2134	0.0919
V143	0.35014	0.2896	0.09598	0.26429
V144	0.18326	0.21248	0.17121	0.43305
V145	0.04092	0.67187	0.19919	0.08802
V146	0.11813	0.10222	0.07755	0.70211
V147	0.73863	0.06758	0.0634	0.1304
V148	0.15366	0.14114	0.46113	0.24406
V149	0.23432	0.4792	0.19748	0.08901
V150	0.11619	0.27121	0.46243	0.15016
V151	0.19519	0.56761	0.05718	0.18002
V152	0.21324	0.42764	0.1968	0.16232
V153	0.12351	0.66013	0.04377	0.17259
V154	0.21991	0.43323	0.23547	0.11138
V155	0.38372	0.18967	0.25937	0.16725
V156	0.0812	0.19423	0.53818	0.18638
V157	0.26816	0.20836	0.27283	0.25065
V158	0.09415	0.09816	0.07074	0.73696
V159	0.71553	0.10779	0.04039	0.13629
V160	0.55414	0.06713	0.10299	0.27575
V161	0.22189	0.09341	0.07716	0.60754
V162	0.11143	0.32676	0.10499	0.45683
V163	0.1234	0.46411	0.16194	0.25055
V164	0.28797	0.32724	0.12232	0.26247
V165	0.0777	0.30112	0.042	0.57918
V166	0.08457	0.1712	0.10284	0.64139
V167	0.31586	0.07698	0.05572	0.55143
V168	0.24831	0.52501	0.09599	0.13069
V169	0.20448	0.13136	0.08239	0.58177
V170	0.14265	0.10139	0.42531	0.33065
V171	0.14697	0.26874	0.4633	0.12099
V172	0.58205	0.05431	0.26432	0.09932
V173	0.09557	0.20792	0.08132	0.61519
V174	0.08536	0.22544	0.10486	0.58434
V175	0.10674	0.08657	0.61761	0.18908
V176	0.04665	0.70879	0.15617	0.08839
V177	0.04639	0.83336	0.02505	0.0952
V178	0.0517	0.6758	0.03316	0.23934
V179	0.18444	0.09142	0.32859	0.39555
V180	0.06255	0.77015	0.08653	0.08076
V181	0.17467	0.18712	0.43028	0.20793
V182	0.26466	0.22181	0.37725	0.13628
V183	0.17529	0.70603	0.03152	0.08716
V184	0.81307	0.04008	0.05145	0.0954
V185	0.45796	0.40651	0.04367	0.09186
V186	0.13724	0.45438	0.22639	0.18198
V187	0.77905	0.04805	0.0712	0.1017
V188	0.11333	0.27542	0.04279	0.56847
V189	0.65116	0.0758	0.05934	0.2137
V190	0.5354	0.06575	0.30033	0.09852
V191	0.18664	0.24168	0.4497	0.12198
V192	0.26071	0.44876	0.07353	0.217
V193	0.48345	0.09419	0.23215	0.19021
V194	0.06937	0.79768	0.03094	0.102
V195	0.06046	0.0977	0.74533	0.09652
V196	0.09018	0.14788	0.06206	0.69988
V197	0.35312	0.11883	0.07155	0.4565
V198	0.09574	0.47106	0.30047	0.13273
V199	0.1886	0.10943	0.18332	0.51865
V200	0.14594	0.52208	0.04745	0.28454
V201	0.12091	0.51107	0.17271	0.19531
V202	0.06943	0.09776	0.60884	0.22397
V203	0.16724	0.41211	0.31639	0.10426
V204	0.06101	0.50599	0.03947	0.39354
V205	0.06722	0.12015	0.70832	0.10431
V206	0.08981	0.15197	0.66405	0.09416
V207	0.16217	0.24355	0.08821	0.50607
V208	0.23547	0.12568	0.53615	0.10269
V209	0.2598	0.44637	0.09061	0.20323
V210	0.10616	0.6693	0.10143	0.12311
V211	0.36167	0.08873	0.07823	0.47137
V212	0.41778	0.09757	0.37368	0.11096
V213	0.5074	0.09165	0.13899	0.26196
V214	0.28518	0.21435	0.1706	0.32987
V215	0.26843	0.16612	0.06256	0.50289
V216	0.10711	0.09696	0.07005	0.72587
V217	0.08417	0.46745	0.20361	0.24477
V218	0.12474	0.43219	0.16283	0.28024
V219	0.12795	0.57698	0.04002	0.25506
V220	0.05057	0.72092	0.03116	0.19736
V221	0.65147	0.05876	0.04892	0.24084
V222	0.27577	0.19009	0.311	0.22313
V223	0.05562	0.1951	0.59673	0.15256
V224	0.80233	0.04017	0.06278	0.09472
V225	0.08368	0.75587	0.07357	0.08689
V226	0.27369	0.13979	0.48434	0.10219
V227	0.63717	0.05076	0.20475	0.10732
V228	0.6106	0.11672	0.10217	0.17051
V229	0.06771	0.09728	0.72327	0.11173
V230	0.09305	0.11191	0.07049	0.72455
V231	0.07834	0.3119	0.12762	0.48215
V232	0.08404	0.59188	0.02722	0.29686
V233	0.45036	0.14577	0.20079	0.20308
V234	0.06871	0.78466	0.05083	0.0958
V235	0.31976	0.11969	0.44146	0.11909
V236	0.08942	0.13605	0.62103	0.1535
V237	0.1865	0.09531	0.08068	0.63751
V238	0.14303	0.50822	0.22441	0.12435
V239	0.10955	0.40491	0.0531	0.43244
V240	0.40201	0.09753	0.36736	0.1331
V241	0.06656	0.09024	0.69598	0.14722
V242	0.13822	0.66669	0.10197	0.09312
V243	0.22918	0.10977	0.50772	0.15333
V244	0.20765	0.07873	0.55241	0.1612
V245	0.47182	0.31208	0.08039	0.13572
V246	0.09433	0.20009	0.59679	0.10878
V247	0.17528	0.08905	0.64756	0.08811
V248	0.09677	0.11799	0.08822	0.69703
V249	0.0519	0.11447	0.68638	0.14726
V250	0.62117	0.05177	0.22678	0.10029
V251	0.76875	0.08175	0.04908	0.10042
V252	0.04687	0.73125	0.14165	0.08024
V253	0.31165	0.14019	0.17289	0.37526
V254	0.04623	0.79936	0.06671	0.0877
V255	0.07619	0.784	0.02405	0.11576
V256	0.17965	0.25032	0.41198	0.15805
V257	0.3474	0.16205	0.22304	0.26751
V258	0.17952	0.29282	0.34291	0.18475
V259	0.07742	0.31227	0.48878	0.12153
V260	0.04949	0.30629	0.5531	0.09113
V261	0.49162	0.093	0.20313	0.21225
V262	0.14453	0.13507	0.06653	0.65388
V263	0.05516	0.81836	0.0249	0.10159
V264	0.18141	0.1161	0.35735	0.34514
V265	0.10074	0.095	0.15401	0.65025
V266	0.52129	0.3541	0.03845	0.08615
V267	0.06235	0.23732	0.24849	0.45184
V268	0.32928	0.09786	0.1619	0.41096
V269	0.04882	0.51172	0.31348	0.12599
V270	0.51328	0.08466	0.23933	0.16272
V271	0.63522	0.11494	0.07203	0.17781
V272	0.085	0.7132	0.03665	0.16514
V273	0.11751	0.10895	0.08293	0.69061
V274	0.56192	0.05631	0.19693	0.18484
V275	0.05443	0.09849	0.75073	0.09635
V276	0.4016	0.34904	0.04384	0.20552
V277	0.09184	0.25816	0.16384	0.48616
V278	0.09561	0.13977	0.26099	0.50363
V279	0.5442	0.11357	0.13737	0.20486
V280	0.09415	0.09816	0.07074	0.73696
V281	0.43772	0.09617	0.1614	0.30471
V282	0.09655	0.13604	0.62857	0.13885
V283	0.19612	0.52814	0.08121	0.19453
V284	0.06243	0.77725	0.07236	0.08796
V285	0.10626	0.08672	0.71855	0.08848
V286	0.21817	0.50324	0.11779	0.16079
V287	0.11294	0.74885	0.03728	0.10093
V288	0.06567	0.30941	0.34192	0.28299
V289	0.24862	0.25522	0.34504	0.15112
V290	0.6659	0.1926	0.05075	0.09076
V291	0.40051	0.12379	0.37278	0.10292
V292	0.76174	0.04951	0.0446	0.14415
V293	0.2681	0.08208	0.52408	0.12574
V294	0.12567	0.37763	0.03655	0.46014
V295	0.07935	0.23542	0.18546	0.49977
V296	0.18157	0.17781	0.48119	0.15942
V297	0.13095	0.09415	0.10639	0.6685
V298	0.26545	0.15626	0.47646	0.10184
V299	0.11619	0.30758	0.05345	0.52278
V300	0.07333	0.11772	0.21982	0.58913
V301	0.14379	0.17306	0.5034	0.17975
V302	0.52178	0.34507	0.03343	0.09971
V303	0.04279	0.54138	0.30443	0.11139
V304	0.09961	0.10361	0.57963	0.21715
V305	0.14583	0.21539	0.36777	0.27101
V306	0.63902	0.14019	0.08658	0.13421
V307	0.05491	0.8116	0.03814	0.09534
V308	0.21375	0.26786	0.25529	0.2631
V309	0.28085	0.33353	0.05885	0.32676
