Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02289	0.02443	0.02576	0.00968	0.16214	0.00499	0.04818	0.00436	0	0.69756
V2	0.60571	0.01863	0.04591	0.00729	0.0322	0.23423	0.0451	0.00931	0.00161	0
V3	0.11419	0.07661	0.08213	0.01829	0.38742	0.01917	0.09847	0.11125	0.05664	0.03584
V4	0.00171	0.10989	0.04056	0	0.06471	0.07572	0.04158	0.02376	0.49329	0.14878
V5	0.00938	0.13368	0.03606	0.07702	0	0.0687	0.05661	0.00454	0.00273	0.61128
V6	0.0214	0.10479	0.15012	0.03579	0.54203	0.02489	0.00058	0.04585	0.04808	0.02646
V7	0	0.54098	0	0.00788	0.21754	0.00935	0.0911	0.04876	0.08439	0
V8	0	0.57095	0.02893	0.01049	0	0.02317	0.06534	0.19921	0.10191	0
V9	0.01221	0	0.09832	0.10581	0.03425	0.04811	0.24061	0.37464	0.07695	0.00911
V10	0	0.11523	0	0	0.61413	0.06654	0.02014	0.10628	0.05476	0.02292
V11	0.00485	0.56511	0	0.00222	0	0.04609	0.06704	0.18283	0.13187	0
V12	0.02554	0.01812	0.203	0.44219	0.03358	0	0.08934	0.01423	0.02448	0.14953
V13	0.08464	0	0.12591	0.00828	0.07784	0.13235	0.39823	0.02687	0.13055	0.01533
V14	0.07225	0.44678	0.12183	0.06821	0.0205	0.04482	0.14565	0.00943	0.07053	0
V15	0.25135	0.00496	0.17649	0.48694	0.01729	0.0087	0.01254	0.01374	0.02798	0
V16	0.02928	0.05935	0.23398	0.48629	0.03172	0.0306	0	0.00478	0.11715	0.00686
V17	0.02578	0.14667	0.00386	0.00811	0.01432	0.0802	0.0881	0.01106	0.01599	0.60591
V18	0.07733	0.07714	0.0883	0.27765	0	0.00397	0.02447	0.00488	0.00611	0.44014
V19	0.00578	0	0.0155	0.06255	0	0.08595	0.0525	0.01466	0	0.76307
V20	0	0.2001	0.03199	0.0042	0.03357	0.03712	0.50153	0.05018	0.05694	0.08438
V21	0.09154	0.44736	0.01244	0.00263	0	0.29042	0.066	0.02195	0.06766	0
V22	0.00786	0	0.00398	0	0	0.02984	0.0713	0.22844	0.04882	0.60977
V23	0.28586	0.03415	0.45372	0.08238	0.01205	0.00036	0.00438	0.00619	0.01247	0.10842
V24	0.01797	0.61302	0.03155	0.0106	0	0.00173	0.11484	0.05059	0.15971	0
V25	0.02604	0.13173	0.02914	0.01997	0.07004	0.11714	0.06627	0.00593	0.15384	0.3799
V26	0.01577	0.00901	0.06441	0	0.0074	0.05592	0.10215	0.667	0.07836	0
V27	0.00357	0.0718	0	0	0.36347	0.00385	0.04746	0	0.01547	0.49438
V28	0.27743	0	0.02076	0.00537	0	0.02472	0.0613	0.03096	0	0.57946
V29	0.00074	0.69797	0	0.01228	0	0.08295	0.06682	0.00775	0.08726	0.04423
V30	0.00491	0.01045	0.11059	0.00935	0.06083	0.26671	0.28394	0.01892	0.23036	0.00393
V31	0.01913	0.37294	0.17006	0.03102	0.04228	0.01137	0.04893	0.22344	0.08082	0
V32	0.45721	0.05075	0.04236	0.0087	0.25422	0.03552	0.03392	0.00337	0.09643	0.01751
V33	0.05023	0.00322	0.24788	0.4339	0.03078	0.00398	0.17762	0.01139	0.03293	0.00807
V34	0.00745	0.06251	0	0.00177	0.2044	0.00609	0.0471	0.01553	0.04288	0.61227
V35	0	0.821	0	0.00474	0	0	0.06975	0.00367	0.10085	0
V36	0.03862	0	0.05227	0	0.07483	0.04987	0.67126	0.04859	0.04506	0.0195
V37	0	0.53186	0.00816	0.00457	0.02031	0.01215	0.30409	0.02678	0.09209	0
V38	0.11298	0	0.09673	0.13478	0.05013	0.0285	0.49985	0.02432	0.0385	0.0142
V39	0.07029	0	0.09875	0.1306	0.07983	0.02872	0.48956	0.03546	0.0411	0.02569
V40	0.14547	0.03591	0.56365	0.10028	0.10849	0	0	0.00177	0.02288	0.02155
V41	0.5656	0.0758	0.07275	0.01215	0.03138	0.00109	0.01701	0.01395	0.21028	0
V42	0	0.63657	0	0.00192	0.21634	0	0.03502	0	0.08899	0.02117
V43	0.12586	0.03643	0.119	0.07293	0.20331	0.04504	0.21114	0.03003	0.14868	0.00759
V44	0.05549	0.0107	0.47817	0.07917	0.01298	0.01474	0.03119	0.26561	0.04869	0.00325
V45	0	0.01127	0.06311	0	0.07807	0.02373	0.26904	0.02092	0.49264	0.04121
V46	0.17679	0.10182	0.08459	0.21612	0.01113	0	0.01947	0.01533	0.00932	0.36543
V47	0	0	0.05275	0	0.0564	0.05405	0.72769	0.0314	0.04471	0.033
V48	0.01847	0.01055	0.00927	0.00544	0	0.00795	0.06607	0.01016	0.06613	0.80596
V49	0.1942	0.00794	0.02718	0	0.00305	0.0449	0.07476	0.58736	0.06062	0
V50	0.29375	0.1935	0.02992	0.0019	0.02161	0.39245	0.03672	0.00373	0.02643	0
V51	0.1821	0.02283	0.48107	0.0826	0.0833	0	0.0088	0.04853	0.06534	0.02542
V52	0.0192	0	0.20775	0.28481	0.0372	0.01763	0.35495	0.02419	0.04091	0.01337
V53	0.42359	0.01325	0.12249	0.10066	0.00895	0.00539	0.02587	0.10991	0.0115	0.17837
V54	0.00067	0.05207	0.00425	0	0.19975	0.66401	0.04979	0.00731	0.02215	0
V55	0.02674	0.01232	0.19094	0.62257	0.07052	0.00171	0.01086	0.0066	0.03227	0.02548
V56	0.16897	0.03172	0.44923	0.09569	0.08879	0.12029	0.00566	0	0.01892	0.02074
V57	0.05505	0.01166	0.49056	0.24519	0.02587	0.00283	0.00606	0.02758	0.09971	0.03551
V58	0.0175	0.20602	0.08542	0.12703	0.01989	0.44474	0.0554	0.00424	0.03978	0
V59	0.01663	0.02315	0.05307	0	0.06709	0.04927	0.69054	0.02915	0.05192	0.01919
V60	0.69031	0.02495	0.05802	0.01381	0.08064	0	0.00284	0.00794	0.12149	0
V61	0.00301	0.01571	0.04784	0.01493	0.04048	0.78279	0.06553	0.01372	0.01599	0
V62	0.02205	0	0.0363	0.00776	0.02316	0.02756	0.41625	0.02778	0.04014	0.39901
V63	4e-04	0.2664	0.01688	0	0.15788	0.45137	0.05582	0.00065	0.05059	0
V64	0.09294	0.00567	0.29622	0.25559	0.00601	0.01724	0.02149	0.21264	0.03506	0.05714
V65	0.07473	0.02311	0.13212	0.30629	0.0189	0.01457	0.07954	0.19934	0.1271	0.02429
