B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.60927	0.01132	0.13637	0.24304
V2	0.23575	0.09696	0.0129	0.65439
V3	0.11167	0.628	0	0.26033
V4	0.86751	0.10408	0	0.02841
V5	0.15791	0.48999	0.22789	0.12421
V6	0.13759	0.85441	0	0.00801
V7	0.20693	0.38422	0.05002	0.35882
V8	0.17716	0.02654	0.76807	0.02823
V9	0.30922	0.25237	0	0.43841
V10	0.06482	0.03314	0.85285	0.0492
V11	0.24525	0.36988	0.38487	0
V12	0.06953	0.58942	0.34105	0
V13	0.31831	0.68066	0	0.00104
V14	0.12501	0.87499	0	0
V15	0.17364	0.60534	0.09806	0.12296
V16	0.90424	0.04935	0	0.04641
V17	0.14576	0.84673	0	0.00752
V18	0.61102	0.35559	0.00807	0.02531
V19	0.21252	0.78748	0	0
V20	0.2242	0.473	0	0.30279
V21	0.17782	0.08849	0.71171	0.02199
V22	0.07841	0.11133	0.17597	0.63429
V23	0.41847	0.06597	0.51556	0
V24	0.95959	0.04041	0	0
V25	0.40019	0.25734	0.09369	0.24878
V26	0.44362	0.38896	0	0.16742
V27	0.19238	0.05393	0	0.75369
V28	0.00469	0.09535	0.89996	0
V29	0.47865	0.05	0.45206	0.01929
V30	0.15426	0.2441	0.2489	0.35275
V31	0.25708	0.21832	0.26309	0.26151
V32	0.17967	0.02638	0.00826	0.78569
V33	0.09144	0.51109	0.32854	0.06893
V34	0.17735	0.06691	0.73118	0.02456
V35	0.21913	0.71248	0.06097	0.00742
V36	0.05366	0.06318	0.45958	0.42358
V37	0.60132	0.08005	0.05855	0.26007
V38	0.4995	0	0.13906	0.36144
V39	0.21789	0.57077	0.1056	0.10574
V40	0.14176	0.81904	0.0392	0
V41	0.05278	0.69892	0.02327	0.22503
V42	0.30185	0.03512	0.17863	0.48441
V43	0.17951	0.36015	0.4564	0.00394
V44	0.05362	0.10912	0.69923	0.13803
V45	0.14926	0.5922	0.19819	0.06035
V46	0.82978	0.0912	0.07902	0
V47	0.48748	0.21009	0.27376	0.02867
V48	0.81819	0.1613	0	0.02051
V49	0.75264	0.17441	0	0.07295
V50	0.11843	0.82335	0.05822	0
V51	0.35918	0.41442	0.22362	0.00278
V52	0.06878	0.14516	0.75913	0.02694
V53	0.7667	0.13583	0.09748	0
V54	0.46325	0.2142	0.32255	0
V55	0.27797	0.14818	0.21121	0.36265
V56	0.13758	0.01131	0.05977	0.79134
V57	0.15644	0.84356	0	0
V58	0.70705	0.00519	0	0.28777
V59	0.47725	0.41887	0.07558	0.0283
V60	0.18893	0.17878	0.29906	0.33324
