Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0.14307	0.79976	0	0	0.05717
V2	0.63676	0.35758	0	0	0	0.00566
V3	0	0.11955	0	0	0	0.88045
V4	0.28705	0.63803	0	0	0	0.07491
V5	0	0.14769	0	0.85231	0	0
V6	0	0.12636	0.09541	0	0.03996	0.73827
V7	0	0.56624	0	0	0.43376	0
V8	0.61003	0.29442	0	0	0	0.09555
V9	0.00448	0.31434	0	0.1574	0	0.52378
V10	0.39941	0.28029	0	0.20537	0	0.11494
V11	0.07727	0.92273	0	0	0	0
V12	0	0.0691	0	0	0	0.9309
V13	0.04599	0.70551	0.24849	0	0	0
V14	0	0.14161	0	0.85839	0	0
V15	0.51906	0.30199	0	0	0.05507	0.12388
V16	0	0.13472	0	0.51978	0.18713	0.15837
V17	0	0.07837	0	0	0	0.92163
V18	0.62098	0.36459	0	0	0	0.01443
V19	0.66	0.27596	0.01384	0	0	0.0502
V20	0.60052	0.30361	0	0	0	0.09587
V21	0	0.08518	0	0	0	0.91482
V22	0	0.23106	0	0.03667	0.55443	0.17785
V23	0	0.15053	0.3354	0	0.47278	0.04129
V24	0	0.1796	0	0.10897	0.56141	0.15001
V25	0.5208	0.47634	0	0	0	0.00285
V26	0.1617	0.21745	0	0	0.52052	0.10033
V27	0	0.05273	0	0	0	0.94727
V28	0	0.39413	0.08926	0.20959	0	0.30702
V29	0.13575	0.77219	0	0	0	0.09206
V30	0.12215	0.33352	0.03848	0	0.13064	0.3752
V31	0.61332	0.2681	0	0	0	0.11858
V32	0	0.14518	0.18955	0.6504	0	0.01487
V33	0.28129	0.57671	0.10004	0	0	0.04197
V34	0	0.10771	0.65589	0	0.21834	0.01807
V35	0	0.18728	0.0123	0.80042	0	0
V36	0.1238	0.6859	0.0629	0	0.12741	0
V37	0	0.09338	0.68599	0	0	0.22063
V38	0	0.04803	0	0	0	0.95197
V39	0.63555	0.28295	0	0	0	0.0815
V40	0	0.68052	0	0.17491	0.0331	0.11147
V41	0.43442	0.24496	0	0	0	0.32063
V42	0.00085	0.18553	0.51014	0	0	0.30348
V43	0.22686	0.58719	0	0	0.1138	0.07216
V44	0.07363	0.92637	0	0	0	0
