CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42273	0.07812	0.17812	0.32103
V2	0.14968	0.14699	0.10367	0.59966
V3	0.06842	0.53005	0.07103	0.3305
V4	0.6763	0.15843	0.03972	0.12556
V5	0.11145	0.43478	0.22941	0.22436
V6	0.07362	0.72858	0.07644	0.12136
V7	0.13687	0.34477	0.12015	0.39821
V8	0.14221	0.10477	0.61554	0.13748
V9	0.19912	0.2558	0.08956	0.45553
V10	0.06076	0.11212	0.67507	0.15206
V11	0.18079	0.35839	0.35269	0.10813
V12	0.04856	0.52353	0.31282	0.11509
V13	0.21159	0.61012	0.05878	0.11951
V14	0.06639	0.76186	0.06527	0.10648
V15	0.11439	0.51823	0.14428	0.22311
V16	0.70901	0.09547	0.05975	0.13576
V17	0.0812	0.72813	0.06975	0.12091
V18	0.43086	0.35115	0.08175	0.13625
V19	0.13393	0.69178	0.06208	0.11221
V20	0.14658	0.41679	0.07509	0.36154
V21	0.14139	0.13423	0.5885	0.13588
V22	0.06792	0.15586	0.20212	0.57411
V23	0.31463	0.11465	0.45606	0.11466
V24	0.74882	0.07948	0.06428	0.10743
V25	0.26611	0.2628	0.14753	0.32355
V26	0.29612	0.37357	0.06809	0.26221
V27	0.12229	0.11767	0.08555	0.67449
V28	0.04881	0.12109	0.72019	0.10991
V29	0.35454	0.10235	0.40805	0.13505
V30	0.11334	0.24844	0.24379	0.39444
V31	0.17908	0.23453	0.25522	0.33117
V32	0.11051	0.09928	0.09351	0.6967
V33	0.06524	0.45417	0.29853	0.18206
V34	0.14125	0.11965	0.6021	0.137
V35	0.1381	0.61681	0.11798	0.1271
V36	0.05858	0.11992	0.37652	0.44499
V37	0.41005	0.13225	0.12386	0.33385
V38	0.33532	0.0761	0.18066	0.40792
V39	0.14418	0.4984	0.1494	0.20803
V40	0.09087	0.69566	0.1143	0.09918
V41	0.03363	0.56831	0.09697	0.30109
V42	0.20165	0.10573	0.20435	0.48827
V43	0.13004	0.34643	0.393	0.13053
V44	0.05958	0.15188	0.54957	0.23897
V45	0.10031	0.51714	0.21009	0.17246
V46	0.62239	0.1272	0.13939	0.11102
V47	0.34703	0.2315	0.27428	0.14718
V48	0.62236	0.20769	0.04608	0.12387
V49	0.55868	0.22479	0.0401	0.17643
V50	0.06869	0.70315	0.12232	0.10584
V51	0.24711	0.38962	0.23377	0.1295
V52	0.0643	0.17658	0.62339	0.13573
V53	0.56657	0.17005	0.16015	0.10323
V54	0.33114	0.23479	0.30974	0.12434
V55	0.18917	0.18429	0.2227	0.40384
V56	0.09058	0.09359	0.12892	0.68691
V57	0.08845	0.7222	0.07576	0.11359
V58	0.4855	0.07144	0.0872	0.35586
V59	0.32766	0.3974	0.13087	0.14407
V60	0.13782	0.20529	0.27553	0.38136
V61	0.61661	0.15132	0.05385	0.17823
V62	0.68962	0.09109	0.09932	0.11997
V63	0.03307	0.69801	0.14796	0.12096
V64	0.02765	0.70598	0.06077	0.20559
V65	0.07187	0.08939	0.13659	0.70214
V66	0.17451	0.59629	0.07265	0.15655
V67	0.14534	0.33741	0.40208	0.11517
V68	0.15419	0.18691	0.08509	0.57381
V69	0.05749	0.32682	0.46904	0.14666
V70	0.40985	0.19982	0.18446	0.20588
V71	0.1627	0.14409	0.30978	0.38343
V72	0.43169	0.20205	0.12174	0.24452
V73	0.13607	0.53548	0.15669	0.17176
V74	0.08316	0.26084	0.55181	0.1042
V75	0.55011	0.06701	0.19543	0.18744
V76	0.05079	0.21412	0.18853	0.54656
V77	0.07353	0.28968	0.07504	0.56176
V78	0.24881	0.17181	0.18874	0.39064
V79	0.05074	0.16849	0.60014	0.18064
