cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.61597	0.01212	0.16302	0.20889
V2	0.18298	0.09332	0.0621	0.66159
V3	0.05566	0.68419	0.0141	0.24606
V4	0.86837	0.11748	0	0.01415
V5	0.11517	0.50542	0.25299	0.12642
V6	0.07357	0.89346	0.01793	0.01505
V7	0.16375	0.39324	0.08755	0.35547
V8	0.13959	0.04545	0.79069	0.02427
V9	0.27817	0.25194	0.04104	0.42884
V10	0.02074	0.05417	0.88596	0.03913
V11	0.22205	0.36574	0.40758	0.00463
V12	0.0251	0.61642	0.34828	0.0102
V13	0.26867	0.71199	0.0047	0.01464
V14	0.06672	0.92256	0.00615	0.00457
V15	0.1243	0.63978	0.11428	0.12164
V16	0.9184	0.04724	0.0151	0.01926
V17	0.08394	0.8896	0.01143	0.01502
V18	0.59564	0.34211	0.0363	0.02596
V19	0.15813	0.82739	0.00509	0.00938
V20	0.18353	0.50287	0.02139	0.29221
V21	0.14053	0.07005	0.7652	0.02422
V22	0.0198	0.09814	0.2477	0.63436
V23	0.40768	0.05443	0.53287	0.00502
V24	0.9254	0.04673	0.0277	0.00017
V25	0.39309	0.2362	0.12914	0.24156
V26	0.42919	0.39828	0.01759	0.15494
V27	0.12403	0.06403	0.03172	0.78021
V28	0.00433	0.10454	0.88897	0.00216
V29	0.47227	0.03731	0.4687	0.02172
V30	0.11179	0.22209	0.30667	0.35944
V31	0.23216	0.18958	0.31582	0.26244
V32	0.10013	0.03393	0.04703	0.81891
V33	0.04417	0.52712	0.35337	0.07534
V34	0.13975	0.0559	0.78013	0.02423
V35	0.16287	0.74531	0.07078	0.02104
V36	0.00845	0.04364	0.5403	0.40761
V37	0.61562	0.0628	0.09216	0.22942
V38	0.49253	0.00826	0.1773	0.32191
V39	0.1736	0.59923	0.12263	0.10455
V40	0.09689	0.83575	0.06719	0.00017
V41	0.0061	0.73937	0.04484	0.20969
V42	0.26673	0.02817	0.23429	0.47081
V43	0.13912	0.34868	0.489	0.0232
V44	0.01639	0.07807	0.77202	0.13352
V45	0.09918	0.62532	0.20969	0.06581
V46	0.81562	0.07645	0.1039	0.00403
V47	0.48972	0.17928	0.29623	0.03477
V48	0.81262	0.16975	0.00367	0.01397
V49	0.76189	0.18237	0	0.05574
V50	0.0648	0.85888	0.07208	0.00424
V51	0.33213	0.40671	0.23955	0.02161
V52	0.02807	0.12254	0.82439	0.025
V53	0.74175	0.1262	0.13189	0.00016
V54	0.45727	0.18522	0.34222	0.01529
V55	0.25144	0.12332	0.2635	0.36174
V56	0.05607	0.02069	0.11832	0.80493
V57	0.09478	0.87745	0.01835	0.00942
V58	0.71143	0.0107	0.04049	0.23738
V59	0.46118	0.41025	0.0951	0.03347
V60	0.15207	0.14873	0.3618	0.3374
V61	0.83819	0.0976	0.0089	0.05531
V62	0.89223	0.04225	0.05672	0.0088
V63	0.01519	0.86406	0.10547	0.01528
V64	0.00716	0.89744	0.00113	0.09426
V65	0.0196	0.01303	0.14333	0.82404
V66	0.22007	0.7166	0.01679	0.04655
V67	0.16327	0.33834	0.48801	0.01038
V68	0.19362	0.16033	0.0304	0.61565
V69	0.02534	0.32133	0.6155	0.03782
V70	0.59922	0.13878	0.16964	0.09236
V71	0.19056	0.06611	0.41408	0.32925
V72	0.63583	0.14644	0.08856	0.12917
V73	0.15776	0.64939	0.12867	0.06418
V74	0.06229	0.24179	0.69475	0.00117
V75	0.75095	0.01228	0.17312	0.06365
V76	0.00085	0.19314	0.21799	0.58802
V77	0.04309	0.3469	0.01481	0.5952
V78	0.36167	0.1079	0.19879	0.33164
V79	0.00841	0.10635	0.81665	0.06859
V80	0.38367	0.02915	0.52334	0.06384
V81	0.0613	0.17599	0.75683	0.00588
V82	0.00298	0.10391	0.88533	0.00777
V83	0.16268	0.19223	0.08688	0.5582
V84	0.46335	0.04087	0.17022	0.32557
V85	0.11773	0.32517	0.41894	0.13817
V86	0.04984	0.0697	0.84878	0.03169
V87	0.03221	0.87314	0.04754	0.0471
V88	0.19748	0.05558	0.3061	0.44084
V89	0.02354	0.02024	0.25834	0.69788
V90	0.02485	0.91745	0.04808	0.00961
V91	0.03311	0.7748	0.17047	0.02162
V92	0.50332	0.02655	0.37027	0.09986
V93	0.91089	0.02374	0	0.06537
V94	0.01687	0.51845	0.02653	0.43814
V95	0.28194	0.45177	0.15178	0.11451
V96	0.08978	0.11733	0.039	0.75388
V97	0.70967	0.10386	0.18237	0.0041
V98	0.69211	0.29889	0	0.009
V99	0.81488	0.05315	0.12788	0.0041
V100	0.08425	0.05748	0.83977	0.01849
V101	0.03485	0.07204	0.01702	0.87608
V102	0.92607	0.06094	0.00397	0.00902
V103	0.01413	0.06017	0.12914	0.79656
V104	0.02788	0.96058	0.0068	0.00475
V105	0.056	0.9265	0.01296	0.00455
V106	0.12422	0.5378	0.30879	0.02919
V107	0.20323	0.19855	0.56103	0.03719
V108	0.15065	0.76687	0.0823	0.00018
V109	0.01557	0.15944	0.63325	0.19174
V110	0.05323	0.89931	0.03237	0.01508
V111	0.91867	0.0182	0.05885	0.00429
V112	0.14873	0.05883	0.47464	0.3178
V113	0.22775	0.1047	0.20218	0.46538
V114	0.30169	0.04651	0.09513	0.55667
V115	0.00763	0.78334	0.2044	0.00463
V116	0.15654	0.32246	0.38305	0.13795
V117	0.70077	0.24516	0.02848	0.02559
V118	0.1745	0.62248	0.03426	0.16875
V119	0.1437	0.08623	0.0653	0.70477
V120	0.08449	0.08783	0.81564	0.01205
V121	0.65938	0.11711	0.08798	0.13552
V122	0.95657	0.0238	0.0105	0.00913
V123	0.00681	0.58389	0.05006	0.35925
V124	0.67681	0.28575	0	0.03743
V125	0.40955	0.41854	0.15704	0.01487
V126	0.04658	0.17523	0.06689	0.71129
V127	0.19827	0.04661	0.29552	0.45961
V128	0.04117	0.02069	0.15219	0.78595
V129	0.61499	0.22128	0.14327	0.02046
V130	0.00752	0.68712	0.30056	0.0048
V131	0.02428	0.92249	0.00089	0.05235
V132	0.94321	0.02036	0.02235	0.01408
V133	0.91999	0.02815	0.04299	0.00887
V134	0.12132	0.43154	0.13752	0.30962
V135	0.09795	0.02412	0.22482	0.6531
V136	0.27469	0.43336	0.01344	0.27852
V137	0.69429	0.03789	0.2224	0.04542
V138	0.23578	0.42443	0.17904	0.16075
V139	0.40553	0.20096	0.19879	0.19472
V140	0.03784	0.10991	0.07365	0.77859
V141	0.07024	0.15574	0.58009	0.19393
V142	0.79599	0.02538	0.17827	0.00036
V143	0.48686	0.26155	0.06672	0.18487
V144	0.20039	0.15978	0.19048	0.44936
V145	0.00101	0.79071	0.20356	0.00473
V146	0.07781	0.02412	0.05259	0.84548
V147	0.9293	0.03097	0.0151	0.02464
V148	0.14389	0.07482	0.61125	0.17004
V149	0.2741	0.52587	0.19578	0.00425
V150	0.09201	0.24658	0.60027	0.06114
V151	0.21647	0.65946	0.03193	0.09214
V152	0.25269	0.46388	0.20994	0.07348
V153	0.10697	0.79232	0.01792	0.08279
V154	0.25782	0.46842	0.25188	0.02188
V155	0.52383	0.13472	0.27061	0.07084
V156	0.03591	0.14322	0.71923	0.10164
V157	0.34821	0.15166	0.32206	0.17807
V158	0.03516	0.00966	0.06453	0.89066
V159	0.89916	0.07046	0	0.03038
V160	0.75543	0.01213	0.06101	0.17143
V161	0.26897	0.01457	0.0446	0.67186
V162	0.07583	0.34536	0.09474	0.48407
V163	0.10384	0.53609	0.17087	0.1892
V164	0.38502	0.31696	0.10677	0.19125
V165	0.01177	0.33435	0.00899	0.6449
V166	0.01216	0.12371	0.09764	0.76649
V167	0.43124	0.00723	0.01451	0.54702
V168	0.29903	0.58878	0.07132	0.04087
V169	0.2383	0.06074	0.05108	0.64987
V170	0.1213	0.03121	0.56769	0.2798
V171	0.14033	0.24728	0.58187	0.03052
V172	0.73435	0.02239	0.23885	0.00442
V173	0.03454	0.17959	0.05802	0.72785
V174	0.02091	0.19944	0.09815	0.6815
V175	0.06956	0.04019	0.79257	0.09769
V176	0.00767	0.83867	0.1491	0.00455
V177	0.01007	0.97877	0.00089	0.01027
V178	0.00648	0.82693	0.00738	0.15921
V179	0.18957	0.01998	0.42291	0.36754
V180	0.02836	0.90225	0.0692	0.00019
V181	0.18265	0.13084	0.55915	0.12736
V182	0.33037	0.17905	0.44674	0.04384
V183	0.17997	0.81036	0.00536	0.00432
V184	0.95973	0.02756	0.01244	0.00027
V185	0.57209	0.41377	0.01013	0.00401
V186	0.12707	0.51333	0.25981	0.09979
V187	0.94646	0.02521	0.02399	0.00434
V188	0.07066	0.28723	0.00824	0.63387
V189	0.85852	0.02553	0.01553	0.10042
V190	0.68024	0.02948	0.2858	0.00448
V191	0.20285	0.21021	0.55684	0.0301
V192	0.32893	0.4875	0.04888	0.1347
V193	0.65442	0.03608	0.22041	0.08909
V194	0.0349	0.944	0.00586	0.01524
V195	0.01518	0.07608	0.90081	0.00794
