CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55071	0	0.1489	0.30039
V2	0.13536	0.0471	0.03662	0.78092
V3	0.05519	0.56235	0.00798	0.37448
V4	0.8951	0.08057	0	0.02433
V5	0.11559	0.42594	0.25728	0.20119
V6	0.08406	0.86991	0.01827	0.02776
V7	0.14356	0.29158	0.07147	0.49339
V8	0.14046	0.00058	0.81938	0.03957
V9	0.23303	0.17196	0.02737	0.56764
V10	0.01547	0.00152	0.91907	0.06394
V11	0.23547	0.31378	0.44463	0.00612
V12	0.02624	0.5672	0.38945	0.0171
V13	0.30139	0.6681	0.00399	0.02652
V14	0.0755	0.91167	0.00522	0.00762
V15	0.12628	0.55844	0.11719	0.1981
V16	0.93041	0.02025	0.01614	0.0332
V17	0.09596	0.86559	0.01066	0.02778
V18	0.62153	0.29655	0.03673	0.0452
V19	0.18096	0.79759	0.00421	0.01724
V20	0.16887	0.3953	0.01384	0.422
V21	0.14078	0.02161	0.79797	0.03963
V22	0.01397	0.04958	0.17844	0.75801
V23	0.41614	0.01398	0.5634	0.00647
V24	0.96087	0.01262	0.02643	8e-05
V25	0.3583	0.17526	0.1179	0.34855
V26	0.41763	0.32551	0.01413	0.24273
V27	0.08474	0.02443	0.01039	0.88045
V28	0.00075	0.01558	0.98258	0.00108
V29	0.47146	0.00578	0.48651	0.03626
V30	0.09749	0.15078	0.26216	0.48957
V31	0.21028	0.13262	0.2848	0.37231
V32	0.06463	0.00613	0.01968	0.90957
V33	0.04507	0.45737	0.37273	0.12483
V34	0.13989	0.0092	0.81131	0.0396
V35	0.18341	0.70023	0.07781	0.03856
V36	0.00548	0.01068	0.44518	0.53867
V37	0.54975	0.03607	0.08296	0.33123
V38	0.41568	0	0.14788	0.43644
V39	0.17908	0.52215	0.12651	0.17225
V40	0.11123	0.81516	0.07362	0
V41	0.0073	0.62674	0.03708	0.32888
V42	0.21282	0.00703	0.18206	0.59809
V43	0.14339	0.29464	0.52257	0.0394
V44	0.0136	0.03512	0.74552	0.20576
V45	0.10567	0.56045	0.22276	0.11113
V46	0.84033	0.04233	0.11168	0.00566
V47	0.49479	0.13567	0.31172	0.05782
V48	0.84113	0.13071	0.0042	0.02395
V49	0.76326	0.14308	0	0.09366
V50	0.07329	0.83735	0.08272	0.00665
V51	0.35122	0.35385	0.25736	0.03758
V52	0.02471	0.06505	0.86922	0.04102
V53	0.77238	0.0855	0.14212	0
V54	0.46947	0.1402	0.36428	0.02604
V55	0.21378	0.07617	0.22292	0.48713
V56	0.03466	0.00066	0.06545	0.89924
V57	0.10898	0.8553	0.01844	0.01729
V58	0.6269	0	0.03252	0.34058
V59	0.47871	0.36089	0.10244	0.05796
V60	0.13035	0.09602	0.31352	0.46011
V61	0.83212	0.06667	0.00879	0.09242
V62	0.91031	0.01414	0.06066	0.01489
V63	0.01763	0.83474	0.11985	0.02778
V64	0.00842	0.8286	0	0.16298
V65	0.00862	0	0.07748	0.91391
V66	0.23985	0.66152	0.01614	0.08249
V67	0.17103	0.28403	0.52837	0.01657
V68	0.14668	0.09344	0.01419	0.74569
V69	0.02467	0.26548	0.64656	0.0633
V70	0.58252	0.10057	0.17122	0.14569
V71	0.16322	0.03361	0.35599	0.44719
V72	0.60804	0.10563	0.0858	0.20052
V73	0.16735	0.58461	0.13848	0.10956
V74	0.06099	0.18243	0.75634	0.00025
V75	0.72294	0	0.1752	0.10187
V76	0.00037	0.11548	0.16082	0.72334
V77	0.03246	0.2271	0.00232	0.73812
V78	0.30925	0.06713	0.16925	0.45437
V79	0.00548	0.05424	0.82969	0.11058
V80	0.37655	2e-04	0.52219	0.10106
V81	0.05966	0.11589	0.8171	0.00735
V82	0.00016	0.03328	0.95743	0.00913
V83	0.12585	0.12015	0.06052	0.69348
V84	0.39359	0.01797	0.1445	0.44394
V85	0.11426	0.25917	0.41246	0.21411
V86	0.04623	0.01778	0.88446	0.05152
V87	0.03616	0.82842	0.05013	0.0853
V88	0.15939	0.02618	0.24573	0.5687
V89	0.01475	0	0.176	0.80925
V90	0.02828	0.90027	0.0537	0.01774
V91	0.03612	0.7319	0.19215	0.03984
V92	0.47863	0.00315	0.36328	0.15494
V93	0.8889	0.00322	0	0.10788
V94	0.01455	0.37727	0.01388	0.59429
V95	0.28272	0.38091	0.15411	0.18226
V96	0.06216	0.05854	0.01607	0.86323
V97	0.73169	0.06612	0.19639	0.0058
V98	0.72831	0.25599	0	0.01571
V99	0.83564	0.02169	0.13695	0.00571
V100	0.08228	0.00534	0.88346	0.02893
V101	0.01146	0.01215	0.00302	0.97336
V102	0.94938	0.03002	0.00493	0.01567
V103	0.00811	0.01893	0.0751	0.89786
V104	0.03092	0.95595	0.00529	0.00784
V105	0.06328	0.91737	0.01193	0.00742
V106	0.13046	0.48269	0.33633	0.05053
V107	0.20926	0.14744	0.58182	0.06148
V108	0.17257	0.73604	0.09139	0
V109	0.01347	0.10527	0.59444	0.28683
V110	0.06063	0.87809	0.03336	0.02793
V111	0.93146	0	0.06211	0.00643
V112	0.12699	0.02775	0.40981	0.43545
V113	0.18569	0.05977	0.1571	0.59743
V114	0.23239	0.01904	0.06705	0.68152
V115	0.00837	0.75138	0.23343	0.00682
V116	0.15178	0.25728	0.37778	0.21316
V117	0.72385	0.2029	0.02901	0.04423
V118	0.17429	0.52861	0.02938	0.26772
V119	0.10324	0.04177	0.03807	0.81692
V120	0.08221	0.03379	0.86569	0.01831
V121	0.62446	0.08009	0.08513	0.21032
V122	0.97351	0	0.01081	0.01568
V123	0.00699	0.44912	0.03658	0.5073
V124	0.69513	0.2404	0	0.06448
V125	0.43465	0.3676	0.17178	0.02597
V126	0.03198	0.09892	0.03841	0.83069
V127	0.15749	0.01986	0.23368	0.58897
V128	0.02438	0.00064	0.09123	0.88375
V129	0.63038	0.17953	0.15438	0.0357
V130	0.0076	0.64472	0.34099	0.0067
V131	0.02733	0.87766	0	0.09501
V132	0.9533	0	0.02286	0.02383
V133	0.93596	0.00352	0.04533	0.01519
V134	0.11046	0.32796	0.12241	0.43917
V135	0.06961	0.00367	0.15584	0.77088
V136	0.25235	0.33765	0.00761	0.4024
V137	0.68352	0.01329	0.22904	0.07416
V138	0.22956	0.34726	0.17385	0.24932
V139	0.37702	0.1483	0.18581	0.28888
V140	0.02403	0.05249	0.04038	0.8831
V141	0.0639	0.10376	0.54416	0.28819
V142	0.81208	0	0.18789	3e-05
V143	0.458	0.20163	0.06027	0.2801
V144	0.16295	0.10125	0.15151	0.58429
V145	0.00126	0.75896	0.23285	0.00693
V146	0.04568	0.00145	0.02064	0.93223
V147	0.9341	0.0079	0.01599	0.04201
V148	0.13297	0.03659	0.57436	0.25608
V149	0.29657	0.47901	0.21845	0.00597
V150	0.09233	0.19081	0.61629	0.10057
V151	0.22682	0.58756	0.03002	0.1556
V152	0.26141	0.39829	0.21894	0.12136
V153	0.1157	0.7246	0.01612	0.14358
V154	0.27473	0.41447	0.27258	0.03822
V155	0.51551	0.09465	0.27597	0.11388
V156	0.03208	0.09074	0.71636	0.16082
V157	0.32543	0.10427	0.30451	0.26578
V158	0.01144	0	0.01641	0.97215
V159	0.90822	0.0397	0	0.05208
V160	0.6883	0	0.05521	0.25649
V161	0.19719	0	0.02267	0.78013
V162	0.06209	0.23626	0.07071	0.63094
V163	0.10254	0.44057	0.16573	0.29116
V164	0.36372	0.24774	0.10004	0.28849
V165	0.00794	0.21075	0	0.78131
V166	0.00799	0.0596	0.05692	0.87549
V167	0.32995	0	0.00306	0.667
V168	0.31926	0.53468	0.07465	0.07141
V169	0.17825	0.0271	0.02885	0.7658
V170	0.10448	0.00396	0.49883	0.39273
V171	0.14238	0.19386	0.61307	0.05068
V172	0.74406	0	0.24996	0.00598
V173	0.02375	0.10101	0.03071	0.84453
V174	0.01471	0.11518	0.06304	0.80707
V175	0.06408	0	0.78218	0.15373
V176	0.00842	0.81396	0.17075	0.00687
V177	0.01057	0.97063	0	0.0188
V178	0.00783	0.72865	0.00274	0.26078
V179	0.15803	0	0.3536	0.48837
V180	0.03083	0.89254	0.07663	0
V181	0.17535	0.08501	0.54343	0.19622
V182	0.33382	0.13088	0.46322	0.07209
V183	0.20506	0.78344	0.00457	0.00693
V184	0.99231	0	0.00744	0.00024
V185	0.61141	0.3721	0.0106	0.00589
V186	0.12794	0.44147	0.26822	0.16237
V187	0.96926	2e-04	0.02385	0.00668
V188	0.05285	0.18008	0	0.76707
V189	0.81907	0.00624	0.01414	0.16055
V190	0.69311	0.00057	0.30031	0.00602
V191	0.20931	0.15869	0.58207	0.04993
V192	0.32686	0.41287	0.04462	0.21565
V193	0.6269	0.01185	0.22112	0.14013
V194	0.04022	0.927	0.00422	0.02856
V195	0.00799	0.01074	0.97195	0.00931
V196	0.00962	0.04327	0.00659	0.94052
V197	0.40042	0.02384	0.02011	0.55562
V198	0.06837	0.47416	0.38228	0.07519
V199	0.15659	0.00732	0.15372	0.68237
V200	0.13411	0.51222	0.01417	0.33949
V201	0.10411	0.51869	0.18959	0.18761
V202	0.01339	0.0037	0.76978	0.21313
V203	0.18533	0.38961	0.39764	0.02743
V204	0.00735	0.47403	0.00181	0.51681
V205	0.01619	0.02913	0.93553	0.01916
V206	0.04887	0.06025	0.88298	0.0079
V207	0.12629	0.13668	0.04402	0.69301
V208	0.278	0.03496	0.67012	0.01691
V209	0.32925	0.41627	0.06321	0.19127
V210	0.09504	0.75332	0.08954	0.0621
V211	0.40379	0.00215	0.02676	0.56731
V212	0.54651	0.01643	0.41188	0.02518
V213	0.64429	0.01093	0.09917	0.24561
V214	0.34085	0.10848	0.15359	0.39708
V215	0.27988	0.05932	0.01337	0.64743
V216	0.02887	0	0.01567	0.95547
V217	0.04395	0.44441	0.23162	0.28002
V218	0.10157	0.39304	0.16371	0.34169
V219	0.11246	0.59007	0.00829	0.28919
V220	0.00792	0.80062	0.00283	0.18862
V221	0.8006	0	0.00316	0.19624
V222	0.33802	0.08742	0.35947	0.21508
V223	0.00562	0.09534	0.79992	0.09912
V224	0.97991	0	0.01991	0.00018
V225	0.06263	0.87681	0.0537	0.00686
V226	0.34002	0.05053	0.59298	0.01647
V227	0.80915	0	0.17625	0.0146
V228	0.80181	0.03752	0.0577	0.10296
V229	0.01594	0.00757	0.94621	0.03028
V230	0.01011	0.01114	0.01568	0.96307
V231	0.01377	0.21635	0.0983	0.67158
V232	0.0453	0.59976	0	0.35495
V233	0.59592	0.05262	0.18604	0.16543
V234	0.04036	0.91569	0.02608	0.01786
V235	0.41024	0.03124	0.52155	0.03696
V236	0.04455	0.03741	0.81992	0.09811
V237	0.14613	0	0.02411	0.82976
V238	0.14293	0.52826	0.26668	0.06213
V239	0.06283	0.33771	0.01343	0.58602
V240	0.52206	0.01526	0.40644	0.05625
V241	0.01495	0.00132	0.89756	0.08616
V242	0.14528	0.748	0.09004	0.01667
V243	0.2599	0.0181	0.62836	0.09364
V244	0.21757	0	0.67893	0.10349
V245	0.64641	0.24315	0.04377	0.06666
V246	0.05793	0.10939	0.80407	0.02862
V247	0.18282	0.00747	0.80917	0.00054
V248	0.01697	0.01377	0.03531	0.93395
V249	0	0.01933	0.89383	0.08684
V250	0.79073	0	0.20331	0.00595
V251	0.9628	0.02506	0.00546	0.00668
V252	0.0103	0.83607	0.15363	0
V253	0.36392	0.03722	0.14626	0.4526
V254	0.00988	0.93664	0.04585	0.00762
V255	0.04963	0.90018	0	0.05019
V256	0.19354	0.16424	0.53194	0.11029
V257	0.44043	0.06021	0.22065	0.2787
V258	0.19263	0.2136	0.43272	0.16106
V259	0.03406	0.25585	0.65832	0.05178
V260	0.00019	0.25561	0.73662	0.00758
V261	0.63514	0.01136	0.1815	0.17199
V262	0.08436	0.03108	0.01037	0.87419
V263	0.01968	0.95119	0	0.02913
V264	0.16282	0.01422	0.40624	0.41671
V265	0.02388	0	0.11526	0.86086
V266	0.6836	0.31125	0.00514	0
V267	0	0.12508	0.26195	0.61297
V268	0.3746	0.0062	0.12519	0.49401
V269	0.00673	0.53048	0.39982	0.06298
V270	0.66981	0.00714	0.22806	0.09499
V271	0.82211	0.03758	0.02708	0.11323
V272	0.05788	0.80089	0.00905	0.13217
V273	0.04453	0.00699	0.02736	0.92112
