CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.15368	0.02652	0.66686	0.03773	0.03086	0.08435
V2	0.48663	0.12211	0.03544	0.10375	0.10769	0.14438
V3	0.26691	0.06393	0.17558	0.01393	0.03365	0.44599
V4	0.25163	0.37135	0.02707	0.09254	0.10767	0.14974
V5	0.08548	0.06557	0.00907	0.48867	0.2925	0.0587
V6	0.27098	0.03094	0.15109	0.04668	0.13589	0.36442
V7	0.11999	0.34564	0.02049	0.06438	0.37076	0.07874
V8	0.5629	0.0676	0.03906	0.10612	0.03765	0.18668
V9	0.30038	0.15557	0.02008	0.19637	0.07354	0.25406
V10	0.4093	0.05439	0.06442	0.25497	0.07603	0.14089
V11	0.15849	0.61308	0.03496	0.05795	0.05911	0.07642
V12	0.27631	0.04217	0.06765	0.0146	0.03438	0.56489
V13	0.14837	0.431	0.24418	0.05414	0.04652	0.07579
V14	0.13018	0.04496	0.01895	0.63417	0.10217	0.06958
V15	0.42855	0.08711	0.02708	0.11643	0.17721	0.16361
V16	0.13246	0.02826	0.02327	0.32291	0.32462	0.16848
V17	0.26369	0.04813	0.13465	0.01005	0.02754	0.51595
V18	0.57361	0.14092	0.04179	0.04984	0.02857	0.16527
V19	0.48852	0.06818	0.16187	0.04209	0.08802	0.15133
V20	0.50879	0.07776	0.09041	0.1051	0.0384	0.17954
V21	0.28209	0.05096	0.04045	0.01624	0.05912	0.55114
V22	0.22286	0.06629	0.03277	0.09597	0.46049	0.12162
V23	0.12128	0.02506	0.3042	0.05695	0.4177	0.07481
V24	0.19671	0.03151	0.02504	0.1317	0.49185	0.1232
V25	0.40002	0.24638	0.02452	0.12388	0.07142	0.13378
V26	0.29226	0.03778	0.03706	0.05254	0.4706	0.10975
V27	0.24524	0.03055	0.15698	0.01504	0.03458	0.51759
V28	0.17805	0.22751	0.14162	0.18142	0.07465	0.19676
V29	0.15506	0.47705	0.09253	0.08403	0.04486	0.14648
V30	0.26119	0.1834	0.10801	0.03371	0.18495	0.22875
V31	0.5258	0.04733	0.16169	0.04979	0.02561	0.18979
V32	0.09106	0.03485	0.30196	0.40897	0.07134	0.09181
V33	0.25962	0.33827	0.19121	0.05175	0.03615	0.123
V34	0.07149	0.01342	0.44402	0.06093	0.33387	0.07628
V35	0.09151	0.06874	0.17037	0.41284	0.17021	0.08633
V36	0.16065	0.40852	0.11112	0.05203	0.1785	0.08918
V37	0.12416	0.02229	0.61931	0.03627	0.03025	0.16771
V38	0.2621	0.02509	0.12957	0.00814	0.02707	0.54803
V39	0.48575	0.06192	0.03208	0.21237	0.05022	0.15766
V40	0.14892	0.41602	0.02795	0.14019	0.13429	0.13264
V41	0.54519	0.05068	0.05008	0.03414	0.03109	0.28883
V42	0.27083	0.03236	0.43095	0.03215	0.06118	0.17253
V43	0.23723	0.34146	0.02832	0.06177	0.19645	0.13478
V44	0.16326	0.61948	0.02997	0.05322	0.04811	0.08596
V45	0.37271	0.26815	0.05925	0.04784	0.04614	0.2059
V46	0.15353	0.02566	0.03463	0.22211	0.30459	0.25948
V47	0.14572	0.35833	0.02281	0.14032	0.21786	0.11497
V48	0.13047	0.49122	0.1635	0.04739	0.09917	0.06824
V49	0.15572	0.59258	0.02859	0.05283	0.09468	0.0756
V50	0.08629	0.01355	0.25253	0.05462	0.47243	0.12057
V51	0.06506	0.01852	0.03022	0.07057	0.7391	0.07654
V52	0.13453	0.44484	0.21093	0.06626	0.06597	0.07746
V53	0.18749	0.02249	0.10373	0.07422	0.52301	0.08906
V54	0.13678	0.11414	0.46042	0.067	0.09571	0.12597
V55	0.06968	0.05082	0.12631	0.07754	0.6033	0.07235
V56	0.07545	0.047	0.62721	0.11972	0.0695	0.06113
V57	0.22811	0.29461	0.05607	0.03123	0.12502	0.26497
V58	0.0922	0.02289	0.70208	0.04922	0.03296	0.10065
V59	0.11343	0.03705	0.00411	0.65732	0.12653	0.06156
V60	0.43276	0.04125	0.02834	0.30637	0.06202	0.12926
V61	0.3261	0.1244	0.03096	0.13113	0.08438	0.30304
V62	0.43537	0.05512	0.08365	0.10919	0.09873	0.21794
V63	0.18777	0.4	0.03261	0.08163	0.05496	0.24303
V64	0.07543	0.1101	0.02634	0.06008	0.6545	0.07355
V65	0.44323	0.13128	0.05091	0.04465	0.05913	0.27079
V66	0.4135	0.05266	0.12239	0.05618	0.21971	0.13555
V67	0.14962	0.13935	0.25793	0.19007	0.05533	0.2077
V68	0.62602	0.05908	0.04378	0.06714	0.02715	0.17683
V69	0.47273	0.05917	0.03561	0.02786	0.04377	0.36086
