CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.09606	0.02402	0.77488	0.03563	0.04804	0.02136
V2	0.38619	0.10387	0.10196	0.13388	0.21346	0.06063
V3	0.26905	0.05661	0.292	0.02527	0.1267	0.23036
V4	0.20787	0.3331	0.08	0.11559	0.20467	0.05877
V5	0.06125	0.03654	0.03088	0.52805	0.33393	0.00935
V6	0.25231	0.01643	0.23067	0.07325	0.26859	0.15875
V7	0.09886	0.28242	0.03111	0.072	0.4904	0.02521
V8	0.4753	0.04658	0.12773	0.1444	0.12255	0.08344
V9	0.25117	0.13502	0.08044	0.27256	0.15663	0.10419
V10	0.3091	0.03257	0.13126	0.33383	0.14074	0.05251
V11	0.13622	0.55449	0.08656	0.05589	0.13278	0.03407
V12	0.32176	0.02274	0.16575	0.03239	0.15394	0.30342
V13	0.11669	0.38731	0.30655	0.0577	0.10234	0.0294
V14	0.08711	0.01774	0.06376	0.69178	0.12539	0.01421
V15	0.33739	0.06617	0.07968	0.15182	0.30029	0.06465
V16	0.10238	0.00967	0.04084	0.38801	0.4098	0.04929
V17	0.28712	0.03671	0.25002	0.02218	0.1309	0.27306
V18	0.49051	0.12934	0.13406	0.05534	0.11367	0.07708
V19	0.39456	0.0536	0.25634	0.04441	0.18607	0.06502
V20	0.42056	0.06009	0.18354	0.14236	0.1157	0.07775
V21	0.31928	0.03381	0.12049	0.03552	0.1976	0.29331
V22	0.16134	0.04705	0.03558	0.11516	0.60585	0.03503
V23	0.08171	0.01479	0.29885	0.06214	0.52873	0.01378
V24	0.14148	0.01456	0.02355	0.15673	0.62947	0.03423
V25	0.31844	0.22186	0.08998	0.15963	0.15625	0.05384
V26	0.20943	0.02095	0.04162	0.05995	0.63643	0.03163
V27	0.26767	0.01551	0.27579	0.03279	0.13667	0.27158
V28	0.14869	0.20024	0.19949	0.23569	0.13997	0.07592
V29	0.13209	0.44303	0.1503	0.10042	0.11386	0.06029
V30	0.22119	0.16696	0.15929	0.04283	0.31639	0.09335
V31	0.44882	0.02918	0.28072	0.05926	0.09738	0.08464
V32	0.06063	0.01923	0.32957	0.48039	0.08796	0.02222
V33	0.20714	0.31492	0.27085	0.05736	0.10001	0.04972
V34	0.04355	0.00684	0.44667	0.06646	0.42262	0.01387
V35	0.06278	0.04697	0.1893	0.47455	0.20595	0.02046
V36	0.12995	0.35126	0.14838	0.05689	0.2802	0.03333
V37	0.08733	0.01903	0.73654	0.04046	0.05678	0.05985
V38	0.29625	0.00555	0.24851	0.02041	0.13435	0.29492
V39	0.38003	0.03936	0.10675	0.28908	0.12104	0.06374
V40	0.12904	0.35966	0.07002	0.17103	0.22209	0.04816
V41	0.50843	0.0301	0.14786	0.0398	0.13093	0.14288
V42	0.20788	0.02552	0.54798	0.03557	0.11614	0.06691
V43	0.19341	0.29762	0.0666	0.07304	0.3181	0.05123
V44	0.14295	0.56382	0.08386	0.04942	0.12219	0.03777
V45	0.32013	0.25796	0.13796	0.05809	0.13351	0.09235
V46	0.13189	0.00867	0.05617	0.28615	0.42413	0.09299
V47	0.12119	0.29961	0.05316	0.16866	0.31689	0.04049
V48	0.10685	0.4371	0.20971	0.04658	0.17387	0.02589
V49	0.13303	0.53113	0.07545	0.05017	0.17713	0.03309
V50	0.0647	0.00366	0.24118	0.06195	0.59824	0.03028
V51	0.0493	0.00302	0	0.076	0.85994	0.01173
V52	0.10658	0.39686	0.26574	0.07333	0.12809	0.0294
V53	0.13024	0.00841	0.09494	0.08412	0.66249	0.0198
V54	0.10265	0.10349	0.52638	0.08029	0.1451	0.04209
V55	0.05154	0.03295	0.09917	0.08605	0.71842	0.01187
V56	0.0413	0.04079	0.67854	0.14142	0.08813	0.00982
V57	0.20636	0.27649	0.10864	0.03956	0.24212	0.12684
V58	0.05036	0.02098	0.80097	0.05264	0.04789	0.02717
V59	0.07534	0.01036	0.04814	0.70643	0.14885	0.01088
V60	0.32102	0.01803	0.09434	0.40027	0.11871	0.04763
V61	0.2896	0.10906	0.0956	0.19048	0.18603	0.12923
V62	0.35844	0.03798	0.15837	0.1531	0.20127	0.09084
V63	0.17316	0.3775	0.08937	0.1073	0.13774	0.11494
V64	0.05985	0.08135	0.00324	0.06633	0.77549	0.01374
V65	0.39964	0.11969	0.13403	0.05741	0.16409	0.12515
V66	0.31935	0.03574	0.17785	0.06658	0.35217	0.04831
V67	0.12515	0.12148	0.32326	0.24866	0.10289	0.07856
V68	0.54511	0.03604	0.14067	0.08288	0.11225	0.08306
V69	0.45905	0.04139	0.1235	0.03597	0.16036	0.17972
V70	0.06849	0.01194	0.22265	0.52569	0.15899	0.01225
V71	0.12116	0.19224	0.06599	0.13679	0.41822	0.0656
V72	0.39402	0.1138	0.1679	0.06035	0.17141	0.09252
V73	0.07931	0.0044	0.12436	0.6372	0.14166	0.01307
V74	0.06837	0.10746	0.05871	0.6261	0.12874	0.01062
V75	0.12546	0.55594	0.07182	0.06874	0.14569	0.03236
V76	0.04825	0.00977	0.64116	0.0683	0.21941	0.01311
V77	0.12094	0.10699	0.14094	0.47759	0.11519	0.03834
V78	0.35949	0.10807	0.14864	0.15549	0.1302	0.0981
V79	0.19728	0.40419	0.09922	0.03667	0.12653	0.1361
V80	0.18691	0.41699	0.08822	0.04572	0.13968	0.12249
V81	0.45556	0.10474	0.18319	0.05315	0.12534	0.07803
V82	0.12338	0.49864	0.06977	0.08283	0.19114	0.03423
V83	0.14646	0.11432	0.07147	0.37482	0.24672	0.04621
V84	0.23687	0.02151	0.14885	0.41039	0.13789	0.04448
V85	0.52216	0.03537	0.20373	0.05371	0.1053	0.07974
V86	0.23273	0.03373	0.19331	0.30723	0.12718	0.10581
V87	0.06007	0.01578	0.06767	0.71703	0.12701	0.01242
V88	0.15005	0.0252	0.06862	0.4796	0.18086	0.09568
V89	0.15626	0.14125	0.46571	0.03848	0.0875	0.1108
V90	0.131	0.44874	0.16385	0.05337	0.1665	0.03654
V91	0.0723	0.01142	0.0449	0.14959	0.70354	0.01826
V92	0.06044	0.05331	0.00939	0.07239	0.78714	0.01733
V93	0.23189	0.05568	0.07206	0.1328	0.37665	0.13092
V94	0.04817	0.01148	0.25832	0.57557	0.09871	0.00776
V95	0.04389	0.01243	0.27107	0.15202	0.512	0.00859
V96	0.1375	0.2691	0.06048	0.08832	0.37866	0.06593
V97	0.04893	0.0101	0.00649	0.12084	0.80435	0.0093
V98	0.07468	0.05693	0.04891	0.61088	0.19594	0.01266
V99	0.05591	0.0156	0.05317	0.73459	0.13238	0.00836
V100	0.05818	0.01259	0.42651	0.2705	0.20979	0.02243
V101	0.08292	0.26457	0.41125	0.12666	0.08912	0.02547
V102	0.50681	0.0422	0.21769	0.05315	0.1031	0.07705
V103	0.40829	0.0422	0.11697	0.19629	0.16503	0.07122
V104	0.06553	0.00461	0.22575	0.57321	0.11728	0.01362
V105	0.32057	0.0038	0.19796	0.01999	0.14275	0.31493
V106	0.12824	0.00959	0.63192	0.02694	0.08342	0.11989
V107	0.13381	0.43965	0.25032	0.04417	0.10176	0.03028
V108	0.23615	0.03042	0.11037	0.04309	0.35418	0.22579
V109	0.26075	0.0114	0.09414	0.03035	0.34797	0.25539
V110	0.08753	0.13623	0.64545	0.03543	0.06721	0.02815
V111	0.03568	0.02894	0.80585	0.05475	0.06155	0.01322
V112	0.09548	0.2176	0.05228	0.48672	0.12962	0.01832
V113	0.06241	0.07878	0.56946	0.07494	0.19774	0.01666
V114	0.12161	0.01236	0.61345	0.16965	0.06107	0.02185
V115	0.3532	0.06789	0.11072	0.06812	0.2622	0.13788
V116	0.53441	0.03437	0.13815	0.10044	0.11164	0.081
V117	0.34284	0.02709	0.07413	0.13829	0.36673	0.05092
V118	0.11827	0.45143	0.14644	0.07498	0.17464	0.03424
V119	0.13275	0.53509	0.08466	0.08001	0.12678	0.0407
V120	0.11745	0.14691	0.13423	0.38169	0.19205	0.02767
V121	0.30243	0.01827	0.10328	0.29853	0.12744	0.15005
V122	0.20095	0.02656	0.07025	0.52206	0.15135	0.02882
V123	0.33929	0.01869	0.09378	0.08544	0.28499	0.17781
V124	0.04933	0.00523	0.25352	0.06526	0.61484	0.01181
V125	0.08162	0.12621	0.59548	0.09467	0.06431	0.03771
V126	0.24921	0.21783	0.14599	0.03791	0.13876	0.21029
V127	0.06291	0.01147	0.72631	0.12471	0.05942	0.01518
V128	0.23787	0.19903	0.16379	0.18289	0.17118	0.04523
V129	0.04233	0.02663	0.75181	0.10676	0.0575	0.01497
V130	0.32743	0.11119	0.09646	0.26322	0.1458	0.05591
V131	0.09479	0.00265	0.03465	0.07541	0.74168	0.05082
V132	0.09697	0.33028	0.37151	0.04235	0.13231	0.02658
V133	0.09332	0.15166	0.5042	0.11375	0.11875	0.01832
V134	0.18521	0.44125	0.07879	0.0549	0.19515	0.0447
V135	0.09724	0.01886	0.68592	0.03426	0.11291	0.05081
V136	0.14887	0.4738	0.12814	0.0613	0.14854	0.03935
V137	0.07509	0.13071	0.48599	0.05971	0.2342	0.0143
V138	0.18366	0.00048	0.08365	0.39702	0.21091	0.12428
V139	0.13213	0.04437	0.16951	0.05448	0.49726	0.10224
V140	0.37137	0.19087	0.14147	0.11193	0.11943	0.06493
V141	0.19413	0.19931	0.16972	0.25953	0.1368	0.0405
V142	0.16988	0.47569	0.08974	0.0944	0.11941	0.05089
V143	0.08929	0.05748	0.56096	0.10886	0.159	0.02441
V144	0.25112	0.14515	0.11039	0.14899	0.13952	0.20483
V145	0.06076	0.00217	0.06169	0.741	0.12013	0.01426
V146	0.12383	0.01426	0.08081	0.06629	0.67564	0.03917
V147	0.37199	0.0786	0.21367	0.08227	0.11395	0.13952
V148	0.06718	0.14902	0.67286	0.0361	0.05587	0.01896
V149	0.20491	0.36814	0.0862	0.05962	0.1298	0.15133
V150	0.05871	0.00258	0.04617	0.737	0.14701	0.00852
V151	0.22616	0.3137	0.08893	0.04189	0.15591	0.1734
V152	0.10836	0.17992	0.39543	0.07405	0.20465	0.0376
V153	0.04636	0.03848	0.55523	0.25762	0.09074	0.01158
V154	0.3597	0.18974	0.11806	0.03525	0.1262	0.17105
V155	0.11164	0.25954	0.10504	0.05201	0.43544	0.03634
V156	0.09355	0.3213	0.04012	0.05775	0.46417	0.02312
V157	0.19462	0.0923	0.11769	0.28199	0.14199	0.17141
V158	0.05316	0.06136	0.78437	0.03552	0.0475	0.01809
V159	0.14384	0.17989	0.32483	0.18832	0.12956	0.03358
V160	0.05714	0.01221	0.80543	0.04265	0.04765	0.03492
V161	0.09944	0.32505	0.05107	0.29996	0.20238	0.0221
V162	0.11383	0.35909	0.04887	0.15093	0.29582	0.03146
V163	0.04357	0.01443	0.84601	0.0358	0.04295	0.01724
V164	0.08407	0.25611	0.33579	0.13627	0.1645	0.02327
V165	0.08678	0.01819	0.04038	0.0763	0.7365	0.04186
V166	0.14144	0.00878	0.0371	0.17977	0.52811	0.1048
V167	0.0512	0.00559	0.37721	0.45056	0.10479	0.01063
V168	0.40974	0.03433	0.11245	0.26488	0.11263	0.06598
V169	0.05822	0.01587	0.62119	0.21742	0.06978	0.01751
V170	0.28176	0.03898	0.16373	0.30129	0.16982	0.04442
V171	0.22326	0.34976	0.10219	0.03624	0.14296	0.1456
V172	0.112	0.06361	0.50195	0.19279	0.08359	0.04606
V173	0.07382	0.02751	0.7392	0.03234	0.07399	0.05314
V174	0.38177	0.10427	0.09568	0.05876	0.29895	0.06056
V175	0.13571	0.44832	0.16419	0.0613	0.15892	0.03156
V176	0.03316	0.01316	0.83537	0.04615	0.05912	0.01304
V177	0.16895	0.07368	0.33603	0.06405	0.26258	0.09471
V178	0.06558	0.0327	0.03152	0.06403	0.78807	0.0181
V179	0.09384	0.00216	0.08217	0.55451	0.21053	0.05679
V180	0.20756	0.01768	0.23161	0.37925	0.09957	0.06433
V181	0.35444	0.10905	0.15212	0.10375	0.18235	0.0983
V182	0.06108	0.08103	0.68405	0.09577	0.05586	0.02222
V183	0.063	0.00262	0.05474	0.75258	0.11809	0.00897
V184	0.26819	0.29726	0.08701	0.07228	0.22505	0.05021
V185	0.17047	0.37296	0.08723	0.05225	0.24213	0.07496
V186	0.04103	0.0072	0.54256	0.32586	0.07504	0.00831
V187	0.22961	0.34468	0.07211	0.06542	0.24578	0.04241
V188	0.20156	0.42188	0.09113	0.06301	0.12598	0.09643
V189	0.08682	0.05841	0.16963	0.07677	0.55775	0.05063
V190	0.10901	0.13676	0.03131	0.07006	0.58763	0.06521
V191	0.18508	0.42169	0.08138	0.04601	0.14154	0.12428
