Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01889	0.07667	0.10024	0.01866	0.10723	0	0.0676	0.01312	0	0.59759
V2	0.54891	0.03903	0.07103	0.0305	0	0.22809	0.07508	0.00736	0	0
V3	0.05729	0.12454	0.12101	0.04381	0.33341	0.02042	0.13147	0.10765	0.0604	0
V4	0	0.16812	0.06579	0.02986	0.03758	0.06374	0.11084	0.02205	0.44939	0.05264
V5	0	0.1591	0.09116	0.10241	0	0.06185	0.09221	0.01119	0	0.48208
V6	0	0.15414	0.16429	0.05604	0.46085	0.02491	0.02765	0.04912	0.06299	0
V7	0	0.54576	0.01559	0.01849	0.15473	0.00134	0.13091	0.05295	0.08022	0
V8	0	0.55331	0.03116	0.02033	0	0.01455	0.11803	0.18095	0.08167	0
V9	0	0.02834	0.10181	0.14431	0.02817	0.05617	0.2727	0.32382	0.04467	0
V10	0	0.16743	0.01391	0.01652	0.50592	0.06131	0.05495	0.10446	0.0755	0
V11	0	0.54618	0.00845	0.01408	0	0.03328	0.1226	0.16556	0.10985	0
V12	0	0.03721	0.22166	0.47977	0.01816	0.01348	0.12343	0.02129	0	0.08499
V13	0.028	0.0466	0.16292	0.06113	0.05194	0.12242	0.41988	0.02783	0.07927	0
V14	0.01867	0.45664	0.1525	0.08803	0	0.03552	0.18897	0.01555	0.0441	0
V15	0.19317	0.01455	0.18656	0.52251	0	0.02164	0.04237	0.01921	0	0
V16	0	0.07754	0.22851	0.50501	0.01124	0.04145	0.03888	0.01096	0.08641	0
V17	0.00586	0.18838	0.0739	0.02555	0	0.07187	0.13035	0.01875	0	0.48534
V18	0.05459	0.0901	0.12887	0.32106	0	0.00619	0.05312	0.01077	0	0.3353
V19	0.00261	0	0.07672	0.09169	0	0.0822	0.07829	0.0211	0	0.64738
V20	0	0.22876	0.07002	0.05069	0.02133	0.0409	0.50973	0.05468	0.02006	0.00385
V21	0.02654	0.44765	0.05818	0.02389	0	0.24415	0.13175	0.02858	0.03925	0
V22	0	0.03133	0.06084	0.0206	0	0.03127	0.1219	0.23211	0.00258	0.49937
V23	0.28073	0.05165	0.45841	0.11923	0	0.00501	0.01417	0.00218	0	0.06863
V24	0	0.59289	0.04852	0.02001	0	0	0.15845	0.04999	0.13015	0
V25	0	0.18667	0.08904	0.046	0.03714	0.10532	0.12126	0.01193	0.13027	0.27237
V26	0	0.03505	0.06253	0.0307	0.01921	0.06597	0.14492	0.58151	0.0601	0
V27	0	0.13667	0.05612	0.01423	0.30836	0.00136	0.07539	0.01017	0	0.39771
V28	0.28252	0	0.06418	0.02267	0	0.02069	0.07998	0.03394	0	0.49602
V29	0	0.68772	0.01693	0.02092	0	0.06339	0.11799	0.01716	0.07589	0
V30	0	0.05993	0.11996	0.06101	0.02479	0.22549	0.32113	0.01945	0.16824	0
V31	0	0.38661	0.16714	0.04716	0.02129	0.01023	0.09492	0.20339	0.06925	0
V32	0.39501	0.09527	0.07626	0.02582	0.22077	0.03397	0.06057	0.00375	0.08857	0
V33	0.01034	0.02137	0.25082	0.46507	0.01332	0.01902	0.20276	0.01731	0	0
V34	0	0.12692	0.07121	0.0144	0.15674	0.00187	0.08141	0.02564	0.00975	0.51206
V35	0	0.79616	0	0.00879	0	0	0.10659	0.01108	0.07739	0
V36	0	0.03134	0.10375	0.05438	0.05353	0.0565	0.64924	0.05126	0	0
V37	0	0.5183	0.03221	0.02563	0	0.00627	0.32891	0.03312	0.05556	0
V38	0.05932	0.0106	0.13604	0.18776	0.03791	0.03809	0.5019	0.02838	0	0
V39	0.02144	0.01908	0.14053	0.18347	0.06496	0.0382	0.49299	0.03935	0	0
V40	0.13348	0.06422	0.55227	0.14334	0.09247	0	0.00914	0.00034	0.00473	0
V41	0.50319	0.11861	0.09477	0.02998	0.00483	0	0.0463	0.00998	0.19235	0
V42	0	0.65224	0.01262	0.00778	0.16171	0	0.06703	0.00362	0.09498	0
V43	0.05992	0.08299	0.15183	0.1109	0.15764	0.04361	0.24433	0.0306	0.11817	0
V44	0.02638	0.03342	0.44634	0.11831	0.00993	0.02666	0.06416	0.24849	0.02631	0
V45	0	0.0763	0.07723	0.04835	0.04234	0.02296	0.30522	0.01772	0.40988	0
V46	0.14941	0.12407	0.12564	0.25336	0	0	0.04716	0.02078	0	0.27957
