cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.60293	0.00506	0.16011	0.2319
V2	0.16022	0.09456	0.054	0.69121
V3	0.04567	0.71321	0.0115	0.22961
V4	0.84956	0.13413	0	0.01631
V5	0.10107	0.55861	0.22045	0.11988
V6	0.05947	0.91226	0.0147	0.01357
V7	0.14194	0.43062	0.07536	0.35208
V8	0.14638	0.00036	0.82598	0.02728
V9	0.24586	0.27747	0.03615	0.44052
V10	0.023	0.00013	0.93056	0.04631
V11	0.20704	0.40801	0.38086	0.00409
V12	0.02223	0.6651	0.30374	0.00893
V13	0.2252	0.75718	0.00406	0.01355
V14	0.05455	0.93551	0.00518	0.00475
V15	0.10465	0.68768	0.09589	0.11178
V16	0.91582	0.04717	0.01512	0.02189
V17	0.06784	0.90907	0.00944	0.01365
V18	0.54569	0.39538	0.0335	0.02543
V19	0.13057	0.85631	0.00434	0.00879
V20	0.15506	0.54506	0.01802	0.28186
V21	0.14607	0.03492	0.79282	0.0262
V22	0.01798	0.09445	0.21901	0.66856
V23	0.41933	0.0269	0.54862	0.00515
V24	0.93114	0.03918	0.02788	0.00179
V25	0.36168	0.26916	0.1191	0.25005
V26	0.37919	0.45043	0.01567	0.15471
V27	0.10564	0.05946	0.02667	0.80823
V28	0.00534	0.03242	0.96003	0.00221
V29	0.48279	0.01423	0.47983	0.02316
V30	0.10329	0.24365	0.27916	0.37389
V31	0.2185	0.20971	0.29606	0.27572
V32	0.08516	0.02894	0.03923	0.84666
V33	0.0394	0.58065	0.30933	0.07061
V34	0.14592	0.01567	0.8118	0.02661
V35	0.13478	0.78777	0.05906	0.01839
V36	0.00865	0.02358	0.51569	0.45208
V37	0.59255	0.06739	0.089	0.25106
V38	0.47206	0.00116	0.17008	0.3567
V39	0.14763	0.65115	0.10431	0.09691
V40	0.0807	0.86245	0.05633	0.00051
V41	0.00512	0.76522	0.03632	0.19334
V42	0.24899	0.02188	0.21799	0.51115
V43	0.13037	0.39078	0.45709	0.02176
V44	0.0175	0.05359	0.77826	0.15066
V45	0.08466	0.67705	0.17848	0.05981
V46	0.81252	0.07896	0.10378	0.00475
V47	0.47398	0.20323	0.28802	0.03477
V48	0.78315	0.198	0.00359	0.01526
V49	0.72727	0.21297	0	0.05976
V50	0.05323	0.88322	0.05965	0.0039
V51	0.30064	0.46159	0.21783	0.01993
V52	0.0298	0.09757	0.84552	0.0271
V53	0.73185	0.13681	0.13037	0.00098
V54	0.44409	0.20714	0.33375	0.01501
V55	0.2354	0.13212	0.24587	0.38662
V56	0.04795	0.01431	0.09988	0.83785
V57	0.07716	0.89907	0.01518	0.00859
V58	0.68822	0.00646	0.03929	0.26602
V59	0.41328	0.4692	0.08587	0.03164
V60	0.14369	0.15974	0.3387	0.35786
V61	0.81919	0.11161	0.00877	0.06043
V62	0.8946	0.03827	0.05699	0.01013
V63	0.01244	0.88784	0.08631	0.01341
V64	0.00564	0.90794	0.001	0.08542
V65	0.01668	9e-04	0.12072	0.8617
V66	0.18197	0.76176	0.01407	0.0422
