B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.56906	0	0.19298	0.23796
V2	0.23044	0.10897	0.05257	0.60802
V3	0.09039	0.616	0.02921	0.2644
V4	0.86056	0.10794	0.00969	0.02181
V5	0.12207	0.4591	0.29363	0.12521
V6	0.09882	0.8242	0.07111	0.00587
V7	0.18512	0.36254	0.09914	0.3532
V8	0.13556	0.01019	0.82939	0.02486
V9	0.29057	0.24668	0.03761	0.42515
V10	0.02408	0.01581	0.91099	0.04912
V11	0.20331	0.33052	0.46617	0
V12	0.02676	0.55537	0.41787	0
V13	0.28585	0.6705	0.04365	0
V14	0.08995	0.85868	0.05138	0
V15	0.1378	0.57638	0.16164	0.12417
V16	0.87386	0.02893	0.05467	0.04254
V17	0.1097	0.82667	0.05837	0.00526
V18	0.57507	0.32435	0.07973	0.02084
V19	0.17747	0.77489	0.04764	0
V20	0.20395	0.4615	0.03009	0.30446
V21	0.13428	0.06336	0.78051	0.02185
V22	0.07522	0.11524	0.22091	0.58862
V23	0.37133	0.03599	0.59268	0
V24	0.90836	0.01542	0.07621	0
V25	0.36839	0.23504	0.14933	0.24725
V26	0.41848	0.37684	0.03382	0.17086
V27	0.20332	0.09024	0.01588	0.69057
V28	0	0.06843	0.93157	0
V29	0.43394	0.01818	0.53074	0.01714
V30	0.13247	0.2252	0.29795	0.34438
V31	0.22828	0.19439	0.31876	0.25856
V32	0.19056	0.04996	0.04692	0.71256
V33	0.05005	0.48107	0.39903	0.06985
V34	0.13442	0.04406	0.79803	0.02349
V35	0.17698	0.6815	0.1359	0.00563
V36	0.03774	0.05595	0.49469	0.41162
V37	0.56497	0.05884	0.11962	0.25657
V38	0.46493	0	0.18691	0.34816
V39	0.1824	0.54069	0.17084	0.10607
V40	0.10584	0.76212	0.13204	0
V41	0.02386	0.667	0.08226	0.22688
V42	0.27986	0.03177	0.22759	0.46078
V43	0.1358	0.32689	0.53271	0.0046
V44	0.018	0.0892	0.75229	0.14051
V45	0.10874	0.56229	0.26865	0.06031
V46	0.7791	0.05298	0.16792	0
V47	0.44535	0.17628	0.35246	0.02591
V48	0.80148	0.15132	0.0312	0.016
