CD19B	CD56NK	CD4MemoryT	CD14
V1	0.44557	0.07539	0.18103	0.29801
V2	0.17509	0.15775	0.08816	0.57901
V3	0.09259	0.56004	0.04319	0.30418
V4	0.69403	0.15126	0.03952	0.11519
V5	0.1298	0.44756	0.21884	0.2038
V6	0.09806	0.7529	0.04557	0.10347
V7	0.1614	0.36448	0.10195	0.37216
V8	0.15075	0.08618	0.64271	0.12036
V9	0.22572	0.27141	0.07227	0.43059
V10	0.06619	0.09388	0.70478	0.13516
V11	0.19772	0.35527	0.35491	0.0921
V12	0.06552	0.53171	0.30555	0.09722
V13	0.23573	0.62538	0.03489	0.104
V14	0.09213	0.78502	0.03446	0.08839
V15	0.13585	0.53649	0.12582	0.20184
V16	0.72707	0.08403	0.0639	0.125
V17	0.10582	0.7512	0.03979	0.10319
V18	0.45181	0.3517	0.07361	0.12288
V19	0.15927	0.71063	0.03507	0.09504
V20	0.1726	0.43988	0.05189	0.33563
V21	0.15024	0.11798	0.61259	0.11919
V22	0.08519	0.16555	0.19589	0.55337
V23	0.32637	0.09696	0.47739	0.09928
V24	0.76572	0.06568	0.07215	0.09645
V25	0.28922	0.27026	0.13954	0.30098
V26	0.32124	0.38579	0.05221	0.24077
V27	0.14551	0.12851	0.06774	0.65824
V28	0.05568	0.10254	0.75066	0.09112
V29	0.36708	0.08422	0.42626	0.12243
V30	0.13191	0.25776	0.24092	0.36941
V31	0.19981	0.23811	0.25509	0.30699
V32	0.13218	0.10918	0.07641	0.68224
V33	0.08174	0.46343	0.2926	0.16223
V34	0.15008	0.1017	0.62816	0.12007
V35	0.16213	0.63189	0.09602	0.10996
V36	0.06984	0.11858	0.39099	0.42059
V37	0.43527	0.13128	0.1222	0.31125
V38	0.36014	0.07373	0.1826	0.38354
V39	0.16629	0.51249	0.13273	0.18849
V40	0.11379	0.71451	0.08965	0.08205
V41	0.05595	0.59968	0.06882	0.27555
V42	0.22359	0.10852	0.20335	0.46453
V43	0.14492	0.34156	0.39954	0.11399
V44	0.06757	0.1422	0.57352	0.21671
V45	0.11871	0.53073	0.19649	0.15406
V46	0.63842	0.11525	0.14634	0.09999
V47	0.36336	0.22477	0.27937	0.1325
V48	0.64044	0.20225	0.04427	0.11304
V49	0.57937	0.22139	0.03701	0.16222
V50	0.09125	0.72368	0.09616	0.08892
V51	0.26569	0.39048	0.22957	0.11426
V52	0.07367	0.16353	0.64389	0.11891
V53	0.58324	0.16042	0.16479	0.09156
V54	0.34641	0.22566	0.31732	0.1106
V55	0.21152	0.18856	0.22063	0.37929
V56	0.1104	0.10449	0.11346	0.67165
V57	0.11334	0.74515	0.04577	0.09574
V58	0.51416	0.06993	0.08322	0.33269
V59	0.34843	0.40093	0.12146	0.12918
V60	0.15671	0.2087	0.27834	0.35625
V61	0.63614	0.14801	0.05113	0.16473
V62	0.70621	0.07733	0.10767	0.10879
V63	0.05511	0.71943	0.12202	0.10344
V64	0.0505	0.73729	0.02806	0.18414
V65	0.09035	0.09914	0.12169	0.68882
V66	0.19951	0.61394	0.04741	0.13913
V67	0.16056	0.33225	0.40836	0.09884
V68	0.18065	0.2013	0.06665	0.5514
V69	0.0706	0.32235	0.47811	0.12894
V70	0.43027	0.19518	0.18533	0.18921
V71	0.18136	0.14308	0.3173	0.35826
V72	0.45464	0.20061	0.11956	0.22518
V73	0.15756	0.54945	0.13918	0.1538
V74	0.09453	0.25003	0.56808	0.08736
V75	0.56647	0.05632	0.20362	0.17359
V76	0.06787	0.2289	0.1785	0.52473
V77	0.0954	0.31525	0.04933	0.54001
V78	0.27111	0.1758	0.18658	0.36652
V79	0.05628	0.15737	0.62438	0.16197
V80	0.30611	0.08271	0.44747	0.16371
V81	0.09583	0.20243	0.60656	0.09518
V82	0.054	0.12478	0.72308	0.09813
V83	0.16299	0.22848	0.10282	0.50571
V84	0.33484	0.1143	0.17469	0.37617
V85	0.13229	0.32981	0.32553	0.21237
V86	0.09039	0.115	0.66752	0.12709
V87	0.06923	0.71677	0.07501	0.13898
V88	0.18524	0.13537	0.24401	0.43538
V89	0.09045	0.10492	0.19772	0.60691
V90	0.06207	0.76588	0.07495	0.0971
V91	0.06993	0.64716	0.17137	0.11154
V92	0.3792	0.08686	0.33618	0.19775
V93	0.71339	0.06156	0.04424	0.18081
V94	0.07248	0.43657	0.05436	0.43658
V95	0.22858	0.41706	0.15609	0.19828
V96	0.12728	0.16714	0.07199	0.63359
V97	0.54648	0.14746	0.20805	0.09801
V98	0.55162	0.31027	0.03533	0.10279
V99	0.64005	0.09108	0.16773	0.10115
V100	0.11305	0.09813	0.67553	0.11329
V101	0.09495	0.11294	0.05935	0.73276
V102	0.74932	0.09052	0.05	0.11015
V103	0.08815	0.1261	0.11994	0.66581
V104	0.06329	0.81386	0.03383	0.08902
V105	0.0824	0.78829	0.04017	0.08914
V106	0.13395	0.47552	0.27141	0.11912
V107	0.18663	0.23544	0.44708	0.13084
V108	0.15258	0.66099	0.10409	0.08233
V109	0.06823	0.21378	0.46118	0.25681
V110	0.08373	0.75224	0.06048	0.10356
V111	0.74407	0.04341	0.1091	0.10342
V112	0.15815	0.13712	0.35359	0.35114
V113	0.19887	0.17266	0.18016	0.44832
V114	0.24094	0.1216	0.11272	0.52474
V115	0.04803	0.66094	0.20108	0.08995
V116	0.15632	0.32789	0.3034	0.21239
V117	0.53274	0.27401	0.06701	0.12624
V118	0.16828	0.5277	0.06095	0.24307
V119	0.15599	0.15095	0.08923	0.60383
V120	0.11089	0.12948	0.65488	0.10475
V121	0.47076	0.17684	0.11986	0.23254
V122	0.78347	0.04796	0.05734	0.11123
V123	0.06166	0.48468	0.07263	0.38102
V124	0.52267	0.30485	0.03403	0.13845
V125	0.31793	0.40261	0.17284	0.10662
V126	0.10165	0.20869	0.08721	0.60246
V127	0.18549	0.12658	0.238	0.44992
V128	0.10045	0.10383	0.13474	0.66097
V129	0.45555	0.25694	0.16913	0.11838
V130	0.04899	0.58582	0.27511	0.09007
V131	0.06141	0.76549	0.02762	0.14548
V132	0.75958	0.04907	0.07268	0.11867
V133	0.73602	0.05903	0.0949	0.11005
V134	0.13646	0.38977	0.13679	0.33698
V135	0.13214	0.10841	0.18372	0.57573
V136	0.22583	0.39748	0.04639	0.3303
V137	0.51817	0.09271	0.23858	0.15054
V138	0.2006	0.39642	0.17045	0.23253
V139	0.29659	0.2467	0.19062	0.26609
V140	0.09951	0.16393	0.09062	0.64594
V141	0.10493	0.21196	0.4255	0.25761
V142	0.64192	0.05083	0.21296	0.0943
V143	0.34871	0.28908	0.09709	0.26512
V144	0.18321	0.21327	0.17108	0.43244
V145	0.04142	0.6688	0.20014	0.08964
V146	0.11877	0.10345	0.07831	0.69947
V147	0.73533	0.06755	0.06452	0.13261
V148	0.15347	0.14349	0.45832	0.24472
V149	0.23346	0.47768	0.19803	0.09084
V150	0.11619	0.27242	0.45988	0.15151
V151	0.19465	0.56513	0.05915	0.18107
V152	0.21259	0.42679	0.19697	0.16365
V153	0.12338	0.65674	0.04626	0.17362
V154	0.21915	0.43232	0.23549	0.11304
V155	0.38206	0.19043	0.25868	0.16883
V156	0.08151	0.19652	0.53458	0.1874
V157	0.26728	0.20943	0.27186	0.25143
V158	0.09506	0.09956	0.07138	0.734
V159	0.71235	0.10741	0.0418	0.13844
V160	0.55196	0.06788	0.10341	0.27675
V161	0.22188	0.09454	0.07774	0.60584
V162	0.1117	0.32653	0.10581	0.45597
V163	0.12343	0.46307	0.16251	0.25099
V164	0.28697	0.32677	0.12309	0.26317
V165	0.07848	0.30082	0.04337	0.57732
V166	0.08539	0.17218	0.10326	0.63917
V167	0.31511	0.07793	0.05658	0.55038
V168	0.24737	0.52277	0.09772	0.13214
V169	0.20442	0.13217	0.08311	0.5803
V170	0.14264	0.10399	0.42266	0.3307
V171	0.14665	0.26988	0.46086	0.1226
V172	0.57924	0.05559	0.26348	0.10169
V173	0.0962	0.20841	0.08218	0.61322
V174	0.08607	0.22599	0.1054	0.58253
V175	0.10678	0.09004	0.61303	0.19015
V176	0.04707	0.70528	0.15761	0.09003
V177	0.0468	0.82802	0.0285	0.09668
V178	0.05226	0.67236	0.03578	0.2396
V179	0.18431	0.0938	0.32664	0.39525
V180	0.06287	0.76562	0.08905	0.08245
V181	0.17432	0.18892	0.42789	0.20888
V182	0.26359	0.22295	0.37553	0.13792
V183	0.1748	0.70178	0.03457	0.08885
V184	0.8092	0.04012	0.05275	0.09792
V185	0.45581	0.40448	0.04581	0.0939
V186	0.13713	0.45349	0.22639	0.18299
V187	0.7755	0.04809	0.07225	0.10416
V188	0.11386	0.27527	0.04411	0.56676
V189	0.64851	0.07605	0.06021	0.21523
V190	0.53281	0.06727	0.2991	0.10083
V191	0.18609	0.24295	0.44731	0.12365
V192	0.25985	0.44729	0.07499	0.21788
V193	0.4815	0.09543	0.23136	0.19171
V194	0.06962	0.79276	0.03415	0.10347
V195	0.06089	0.1015	0.7392	0.09841
V196	0.0911	0.14871	0.06302	0.69717
V197	0.35221	0.11931	0.07241	0.45607
V198	0.09581	0.47018	0.2999	0.13412
V199	0.18858	0.111	0.18283	0.51759
V200	0.14581	0.52007	0.04936	0.28476
V201	0.12093	0.50964	0.17321	0.19622
V202	0.06991	0.10123	0.6042	0.22467
V203	0.16686	0.41166	0.31556	0.10592
V204	0.06157	0.50406	0.04151	0.39286
V205	0.06764	0.12354	0.70272	0.1061
V206	0.08995	0.15489	0.65911	0.09606
V207	0.16227	0.24371	0.08902	0.505
V208	0.23447	0.12809	0.53279	0.10465
V209	0.2589	0.44487	0.09201	0.20422
V210	0.10605	0.66599	0.10344	0.12452
V211	0.36072	0.08959	0.07881	0.47088
V212	0.41588	0.09944	0.37166	0.11302
V213	0.50545	0.09236	0.13916	0.26303
V214	0.2843	0.21491	0.1706	0.33019
V215	0.26786	0.16656	0.06348	0.5021
V216	0.10795	0.09826	0.07076	0.72302
V217	0.08438	0.46662	0.20373	0.24527
V218	0.12477	0.4314	0.16329	0.28055
V219	0.12785	0.57448	0.04226	0.25541
V220	0.05109	0.71696	0.03399	0.19796
V221	0.64884	0.0591	0.04992	0.24215
V222	0.27479	0.19136	0.3097	0.22415
V223	0.0561	0.19756	0.59246	0.15389
V224	0.79859	0.0402	0.06396	0.09725
V225	0.08373	0.75148	0.07627	0.08852
V226	0.27243	0.14184	0.48156	0.10417
V227	0.63427	0.05177	0.20428	0.10968
V228	0.60793	0.11682	0.10296	0.17229
V229	0.06814	0.10104	0.7174	0.11342
V230	0.09395	0.11313	0.07123	0.7217
V231	0.07895	0.3119	0.12817	0.48097
V232	0.08427	0.58915	0.02974	0.29683
V233	0.44853	0.14658	0.20044	0.20445
V234	0.06896	0.77999	0.0537	0.09734
V235	0.31817	0.12167	0.43907	0.12109
V236	0.0896	0.13903	0.61647	0.1549
V237	0.18667	0.09646	0.08136	0.6355
V238	0.14288	0.50677	0.22457	0.12578
V239	0.10987	0.40386	0.05463	0.43164
V240	0.4002	0.09937	0.36545	0.13498
V241	0.06697	0.094	0.69044	0.14859
V242	0.13794	0.66329	0.10405	0.09473
V243	0.22831	0.11229	0.50454	0.15486
V244	0.20699	0.0818	0.54856	0.16266
V245	0.46969	0.31098	0.08183	0.13749
V246	0.09441	0.20241	0.59269	0.11049
V247	0.17473	0.09238	0.64275	0.09014
V248	0.09765	0.11913	0.08878	0.69443
V249	0.05243	0.11791	0.68101	0.14865
V250	0.61825	0.05292	0.22613	0.1027
V251	0.76521	0.08146	0.0505	0.10283
V252	0.04728	0.72742	0.1434	0.08189
V253	0.31068	0.14125	0.17266	0.37541
V254	0.04661	0.79452	0.06962	0.08925
V255	0.07637	0.77925	0.02724	0.11714
V256	0.17921	0.25144	0.40993	0.15942
V257	0.34607	0.16311	0.22244	0.26838
V258	0.17916	0.29353	0.34146	0.18585
V259	0.07763	0.31319	0.4861	0.12308
V260	0.05004	0.30752	0.54958	0.09287
V261	0.48966	0.09406	0.20264	0.21364
V262	0.14501	0.13583	0.06744	0.65172
V263	0.05558	0.81312	0.02829	0.10301
V264	0.18124	0.11841	0.35518	0.34517
V265	0.10148	0.09671	0.15382	0.64799
V266	0.51877	0.35232	0.04058	0.08834
V267	0.06312	0.23847	0.24756	0.45085
V268	0.32826	0.09913	0.16175	0.41086
V269	0.04932	0.5105	0.31282	0.12736
V270	0.51107	0.08593	0.23852	0.16448
V271	0.63253	0.11493	0.07297	0.17958
V272	0.08509	0.70935	0.03936	0.16619
V273	0.11816	0.11015	0.08359	0.6881
V274	0.55957	0.05742	0.19651	0.1865
V275	0.05497	0.10233	0.74446	0.09823
V276	0.39992	0.34776	0.04564	0.20668
V277	0.09233	0.25886	0.16373	0.48508
V278	0.09611	0.14162	0.25981	0.50246
V279	0.54197	0.11406	0.13764	0.20633
V280	0.09506	0.09956	0.07138	0.734
V281	0.43609	0.0971	0.16138	0.30544
V282	0.09662	0.13902	0.62399	0.14036
V283	0.19557	0.52604	0.08292	0.19547
V284	0.06274	0.77264	0.07505	0.08957
V285	0.10626	0.09044	0.71284	0.09046
V286	0.21743	0.50134	0.11915	0.16208
V287	0.11282	0.74456	0.04019	0.10243
V288	0.06616	0.31026	0.34037	0.28322
V289	0.24771	0.25607	0.34357	0.15265
V290	0.66276	0.19185	0.0523	0.0931
V291	0.39863	0.12544	0.37088	0.10505
V292	0.75821	0.04956	0.04595	0.14628
V293	0.26693	0.08483	0.52069	0.12755
V294	0.12586	0.37658	0.03835	0.45921
V295	0.07995	0.23633	0.18514	0.49858
V296	0.18108	0.17977	0.47833	0.16082
V297	0.13152	0.09567	0.10658	0.66623
V298	0.26425	0.15817	0.47376	0.10382
V299	0.1166	0.3072	0.05476	0.52144
V300	0.07422	0.11954	0.21898	0.58726
V301	0.14359	0.17525	0.50027	0.18089
V302	0.5193	0.34332	0.03564	0.10174
V303	0.04333	0.53983	0.30397	0.11287
V304	0.09977	0.10686	0.57539	0.21797
V305	0.14577	0.217	0.36577	0.27146
V306	0.63606	0.14004	0.08762	0.13627
V307	0.05535	0.80648	0.04132	0.09686
V308	0.21327	0.26845	0.25459	0.26369
