CD56NK	CD4MemoryT	CD19B	CD14
V1	0.2362	0.00893	0.19407	0.5608
V2	0.03447	0.05516	0.0279	0.88248
V3	0.01885	0.51957	0.00771	0.45387
V4	0.64555	0.25765	0.00061	0.09619
V5	0.03983	0.45401	0.22569	0.28046
V6	0.0301	0.90116	0.02084	0.04789
V7	0.04153	0.29781	0.06276	0.5979
V8	0.05872	0	0.86436	0.07692
V9	0.06309	0.18977	0.026	0.72114
V10	0.00798	0	0.88308	0.10894
V11	0.09016	0.41452	0.4774	0.01792
V12	0.01141	0.60303	0.35284	0.03273
V13	0.11309	0.82676	0.00583	0.05432
V14	0.02643	0.95298	0.00534	0.01524
V15	0.04167	0.57334	0.10891	0.27609
V16	0.71334	0.10372	0.04836	0.13457
V17	0.03403	0.90511	0.01272	0.04814
V18	0.29854	0.52086	0.06489	0.1157
V19	0.06423	0.89684	0.00542	0.03351
V20	0.04774	0.39625	0.01417	0.54184
V21	0.05848	0.03953	0.82545	0.07653
V22	0.00408	0.05253	0.12078	0.82261
V23	0.19107	0.03656	0.75029	0.02208
V24	0.8378	0.08004	0.07862	0.00353
V25	0.12163	0.24084	0.12403	0.51351
V26	0.14975	0.43061	0.01967	0.39997
V27	0.02076	0.02802	0.00556	0.94565
V28	0.00016	0.01185	0.98767	0.00032
V29	0.22091	0.02284	0.66433	0.09191
V30	0.03205	0.17357	0.21612	0.57826
V31	0.06576	0.17393	0.26115	0.49915
V32	0.01569	0.01027	0.01087	0.96318
V33	0.01876	0.47992	0.32366	0.17765
V34	0.05868	0.01782	0.84665	0.07685
V35	0.06515	0.78121	0.08473	0.06891
V36	0.00223	0.01723	0.34944	0.63111
V37	0.22267	0.07881	0.10495	0.59357
V38	0.15539	0	0.16686	0.67775
V39	0.05956	0.56058	0.12199	0.25787
V40	0.04003	0.88452	0.07545	0
V41	0.00259	0.57066	0.03518	0.39157
V42	0.06043	0.01776	0.15506	0.76675
V43	0.05564	0.36415	0.50767	0.07253
V44	0.0069	0.05015	0.64266	0.30029
V45	0.03765	0.59111	0.20467	0.16657
V46	0.57841	0.15008	0.24053	0.03098
V47	0.21693	0.24904	0.40207	0.13196
V48	0.55146	0.34735	0.01263	0.08856
V49	0.42301	0.32339	0	0.2536
V50	0.02711	0.8758	0.08199	0.01511
V51	0.13564	0.49256	0.29222	0.07959
V52	0.01228	0.09291	0.82314	0.07168
V53	0.4899	0.2335	0.2747	0.0019
V54	0.20888	0.2539	0.47141	0.06582
V55	0.06625	0.10792	0.20351	0.62232
V56	0.00863	0.00437	0.04253	0.94448
V57	0.03879	0.90765	0.02154	0.03201
V58	0.28172	0.01006	0.04994	0.65828
V59	0.20166	0.53859	0.13539	0.12435
V60	0.04261	0.127	0.27494	0.55545
V61	0.50903	0.19535	0.02274	0.27288
V62	0.69946	0.08208	0.1512	0.06726
V63	0.00719	0.83385	0.11249	0.04647
V64	0.00296	0.77411	0	0.22293
V65	0.00149	0	0.04756	0.95095
V66	0.08472	0.75374	0.02075	0.14079
V67	0.06597	0.36197	0.53457	0.03749
V68	0.03887	0.10215	0.01169	0.84729
V69	0.01165	0.30724	0.57704	0.10407
V70	0.25487	0.19932	0.23105	0.31476
V71	0.05293	0.05422	0.3247	0.56815
V72	0.26092	0.20539	0.12001	0.41368
V73	0.05817	0.63534	0.13661	0.16988
V74	0.02598	0.22629	0.74766	7e-05
V75	0.40881	0.00401	0.30251	0.28468
V76	0	0.11131	0.11367	0.77502
V77	0.00992	0.2002	0.00074	0.78914
V78	0.10318	0.10435	0.16927	0.6232
V79	0.00354	0.07623	0.74784	0.17239
V80	0.15812	0.00849	0.62118	0.21221
V81	0.02604	0.15533	0.80119	0.01744
V82	7e-05	0.04283	0.93917	0.01793
V83	0.03331	0.12471	0.04792	0.79407
V84	0.14015	0.0408	0.15711	0.66194
V85	0.03979	0.29557	0.35841	0.30624
V86	0.02124	0.02742	0.85871	0.09264
V87	0.01401	0.80888	0.05087	0.12624
V88	0.04656	0.0404	0.20535	0.70769
V89	0.00406	0.00371	0.11933	0.87289
V90	0.011	0.90445	0.05373	0.03082
V91	0.01454	0.74474	0.17656	0.06415
V92	0.20326	0.0188	0.45767	0.32027
V93	0.60867	0.0376	0	0.35373
