B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.59065	0.00219	0.16055	0.24661
V2	0.21614	0.11178	0.02332	0.64875
V3	0.09648	0.62964	0	0.27388
V4	0.86578	0.09801	0	0.03621
V5	0.1457	0.47252	0.24634	0.13545
V6	0.12324	0.83638	0.01834	0.02204
V7	0.19023	0.38082	0.06354	0.36542
V8	0.17378	0	0.78684	0.03938
V9	0.2914	0.25873	0.0074	0.44247
V10	0.06163	0.00639	0.87041	0.06157
V11	0.24144	0.34378	0.41477	0
V12	0.0644	0.56706	0.36486	0.00367
V13	0.30851	0.67712	0	0.01437
V14	0.11902	0.87539	8e-04	0.00478
V15	0.15966	0.58929	0.11646	0.1346
V16	0.89424	0.03951	0.01349	0.05276
V17	0.13291	0.83775	0.00716	0.02218
V18	0.59564	0.33531	0.03563	0.03342
V19	0.2045	0.78605	0	0.00945
V20	0.20924	0.4766	0	0.31416
V21	0.17396	0.06108	0.7321	0.03287
V22	0.06308	0.11911	0.18768	0.63013
V23	0.41505	0.03948	0.54399	0.00148
V24	0.94974	0.02787	0.02239	0
V25	0.38386	0.24848	0.11226	0.2554
V26	0.43224	0.38913	0	0.17864
V27	0.17372	0.07827	0	0.74801
V28	0.00683	0.05993	0.93324	0
V29	0.47025	0.02411	0.47805	0.02759
V30	0.1411	0.23764	0.26217	0.35908
V31	0.24398	0.20662	0.28082	0.26859
V32	0.16008	0.04943	0.01544	0.77505
V33	0.08078	0.49069	0.34719	0.08134
V34	0.17381	0.03967	0.75107	0.03546
V35	0.20549	0.69126	0.08329	0.01996
V36	0.0442	0.05775	0.46926	0.42878
V37	0.58095	0.07225	0.08343	0.26337
V38	0.47896	0	0.15865	0.36239
V39	0.20415	0.55377	0.12505	0.11703
V40	0.13373	0.79106	0.07521	0
V41	0.03688	0.68746	0.03889	0.23677
V42	0.28416	0.03707	0.19541	0.48337
V43	0.17135	0.33453	0.47924	0.01489
V44	0.04795	0.08814	0.71495	0.14896
V45	0.13714	0.57316	0.21701	0.07268
V46	0.81399	0.06811	0.11565	0.00224
V47	0.47619	0.18699	0.30011	0.03672
V48	0.81534	0.15589	0	0.02877
V49	0.74717	0.17022	0	0.08261
V50	0.11132	0.80031	0.08836	0
V51	0.34776	0.39059	0.24918	0.01247
V52	0.06464	0.11749	0.7791	0.03877
V53	0.74952	0.11046	0.14002	0
V54	0.45367	0.18857	0.34997	0.00779
V55	0.26277	0.14264	0.22782	0.36677
V56	0.11868	0.03081	0.07236	0.77815
V57	0.14451	0.8268	0.01905	0.00965
V58	0.68548	0.00128	0.02323	0.29001
V59	0.46369	0.39879	0.09989	0.03762
V60	0.17646	0.17054	0.31374	0.33926
V61	0.81493	0.09701	0	0.08806
V62	0.88005	0.03224	0.0613	0.02642
V63	0.05676	0.79663	0.12837	0.01824
V64	0.04765	0.83833	0	0.11402
V65	0.0799	0	0.10084	0.81926
V66	0.25886	0.67383	0.01132	0.05598
V67	0.19146	0.32173	0.48681	0
V68	0.22181	0.16589	0	0.6123
V69	0.06087	0.31025	0.58897	0.03991
V70	0.56508	0.15179	0.1718	0.11132
V71	0.21277	0.08301	0.36515	0.33906
V72	0.60071	0.15921	0.0843	0.15578
V73	0.19317	0.59783	0.1377	0.0713
V74	0.08662	0.21592	0.69746	0
V75	0.72632	0	0.18165	0.09203
V76	0.02416	0.20696	0.17022	0.59866
V77	0.0837	0.30762	0	0.60868
V78	0.35588	0.12676	0.17332	0.34404
V79	0.03898	0.10898	0.76816	0.08388
V80	0.3893	0.01666	0.51578	0.07826
V81	0.10068	0.1634	0.73593	0
V82	0.02247	0.07951	0.86941	0.02861
V83	0.19358	0.20268	0.05064	0.5531
V84	0.44617	0.04934	0.15192	0.35258
V85	0.14563	0.32209	0.38679	0.1455
V86	0.08876	0.05734	0.80451	0.0494
V87	0.0746	0.80761	0.05867	0.05913
V88	0.22154	0.07261	0.25821	0.44765
V89	0.07981	0.03431	0.18732	0.69857
V90	0.0739	0.84999	0.06251	0.01359
V91	0.07429	0.71088	0.19233	0.02251
V92	0.49189	0.01915	0.36809	0.12087
V93	0.88821	0.00452	0	0.10727
V94	0.05678	0.48003	0	0.46319
V95	0.2952	0.43118	0.14894	0.12468
V96	0.14383	0.12901	0	0.72715
V97	0.70328	0.09871	0.19801	0
V98	0.70944	0.27342	0	0.01714
V99	0.8113	0.04163	0.14162	0.00546
V100	0.12282	0.03227	0.81129	0.03363
V101	0.09536	0.07277	0	0.83186
V102	0.91508	0.04893	0	0.03599
V103	0.06423	0.07615	0.07257	0.78705
