Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.09729	0.00664	0.89607	0	0	0
V2	0.77364	0.09988	0	0.05982	0.06666	0
V3	0	0.05639	0.20745	0	0	0.73615
V4	0.21819	0.59555	0	0.08152	0.0485	0.05624
V5	0	0.03035	0	0.69272	0.27693	0
V6	0.13506	0.02518	0.17608	0.001	0.11188	0.55081
V7	0	0.42229	0	0	0.57771	0
V8	0.91795	0.02436	0	0.05769	0	0
V9	0.2593	0.18511	0	0.29831	0	0.25729
V10	0.61111	0.03254	0.00608	0.35027	0	0
V11	0	1	0	0	0	0
V12	0	0	0	0	0	1
V13	0	0.60171	0.39829	0	0	0
V14	0.00072	0.03307	0.00407	0.96215	0	0
V15	0.66194	0.06619	0	0.08862	0.18326	0
V16	0	0.01265	0	0.48959	0.4004	0.09736
V17	0	0.00901	0.12061	0	0	0.87038
V18	0.90236	0.09764	0	0	0	0
V19	0.7873	0.03203	0.14036	0	0.04031	0
V20	0.85311	0.04987	0.03062	0.0664	0	0
V21	0	0.01864	0	0	0	0.98136
V22	0.22639	0.05084	0	0.03261	0.69016	0
V23	0.05496	0.00789	0.36462	0	0.57253	0
V24	0.17569	0.00957	0	0.0951	0.71965	0
V25	0.60469	0.28309	0	0.11223	0	0
V26	0.34857	0.00272	0	0	0.64871	0
V27	0	0	0.15654	0	0	0.84346
V28	0	0.31771	0.19921	0.28472	0	0.19836
V29	0	0.7958	0.09679	0.03021	0	0.07721
V30	0.2297	0.24064	0.08711	0	0.22001	0.22254
V31	0.85691	0.0055	0.13758	0	0	0
V32	0	0.00626	0.42204	0.5717	0	0
V33	0.25965	0.46315	0.2772	0	0	0
V34	0	0	0.57693	0	0.42307	0
V35	0	0.04987	0.22672	0.63302	0.09039	0
V36	0	0.64211	0.13309	0	0.2248	0
V37	0.00264	0.00982	0.9089	0	0	0.07864
V38	0	0	0.10331	0	0	0.89669
V39	0.73504	0.02281	0	0.24214	0	0
V40	0	0.66837	0	0.20316	0.07913	0.04933
V41	0.87072	0.0038	0	0	0	0.12549
V42	0.33415	0.0144	0.63723	0	0	0.01422
V43	0.21307	0.50773	0	0	0.26902	0.01018
V44	0	1	0	0	0	0
V45	0.54661	0.35648	0	0	0	0.09691
V46	0	0	0	0.33133	0.38523	0.28344
V47	0	0.53258	0	0.18258	0.28286	0.00198
V48	0	0.7356	0.24639	0	0.01801	0
V49	0	0.97126	0	0	0.02874	0
V50	0	0	0.30005	0	0.6958	0.00416
V51	0	0	0	0	1	0
V52	0	0.64967	0.35033	0	0	0
V53	0.18355	0	0.04344	0	0.77301	0
V54	0.03687	0.14187	0.7617	0.01017	0.03618	0.0132
V55	0	0.02496	0.08542	0	0.88962	0
V56	0	0.03042	0.88515	0.08443	0	0
V57	0.02211	0.47129	0	0	0.08129	0.42531
V58	0.0031	0.01237	0.98453	0	0	0
V59	0	0.01829	0	0.98171	0	0
V60	0.59799	0.00553	0	0.39648	0	0
V61	0.30032	0.1482	0	0.17191	0	0.37958
V62	0.72827	0.036	0.03079	0.1055	0.05227	0.04716
V63	0	0.63077	0	0.03711	0	0.33212
V64	0	0.07226	0	0	0.92774	0
V65	0.68102	0.13048	0	0	0	0.18849
V66	0.63484	0.02571	0.07094	0	0.26851	0
V67	0	0.15576	0.40544	0.26059	0	0.17821
V68	0.99781	0.00219	0	0	0	0
V69	0.62482	0.02202	0	0	0	0.35316
V70	0	0.0156	0.27555	0.67944	0.02941	0
V71	0	0.30247	0	0.10242	0.4523	0.14282
V72	0.82832	0.12705	0.02855	0	0.01608	0
V73	0	0.01474	0.11685	0.86841	0	0
V74	0	0.12282	0	0.87718	0	0
V75	0	1	0	0	0	0
V76	1e-04	0.00422	0.8234	0	0.17227	0
V77	0.04674	0.16582	0.1132	0.67424	0	0
V78	0.69018	0.12686	0.00121	0.10505	0	0.0767
V79	0	0.60459	0	0	0	0.39541
V80	0	0.65945	0	0	0	0.34055
V81	0.90183	0.08636	0.0118	0	0	0
V82	0	0.92716	0	0.02426	0.04858	0
V83	0.12129	0.18632	0	0.53029	0.13371	0.02838
V84	0.43747	0.02284	0.06562	0.47407	0	0
V85	0.97939	0.00266	0.01795	0	0	0
V86	0.2425	0.04167	0.12203	0.33559	0	0.25821
V87	0	0.00368	0.01018	0.98614	0	0
V88	0	0.03328	0	0.66176	0	0.30496
V89	0	0.14975	0.55151	0	0	0.29873
V90	0	0.83339	0.15949	0	0.00712	0
V91	0.01584	0.0125	0	0.09344	0.87822	0
V92	0	0.04356	0	0	0.95644	0
V93	0.11254	0.08109	0	0.08138	0.2742	0.45079
V94	0	0	0.30306	0.69694	0	0
V95	0	0	0.34282	0.09098	0.56619	0
V96	0	0.44641	0	0.01319	0.37363	0.16678
V97	0	0	0	0.03663	0.96337	0
V98	0	0.07469	0	0.86937	0.05594	0
V99	0	0.00376	0	0.99624	0	0
V100	0	0.00654	0.58713	0.27769	0.12863	0
V101	0	0.3527	0.59357	0.05373	0	0
V102	0.95134	0.01009	0.03857	0	0	0
V103	0.82485	0.03088	0	0.14301	0.00126	0
V104	0	0	0.26856	0.73144	0	0
V105	0	0	0.02892	0	0	0.97108
V106	0	0	0.71701	0	0	0.28299
V107	0	0.71203	0.28797	0	0	0
V108	0	0.0154	0	0	0.17845	0.80615
V109	0	0	0	0	0.13173	0.86827
V110	0	0.15024	0.84976	0	0	0
V111	0	0.01402	0.98598	0	0	0
V112	0	0.30971	0	0.69029	0	0
V113	0	0.08741	0.78458	0	0.12801	0
V114	0.14434	0.00357	0.75156	0.10053	0	0
V115	0.51122	0.07956	0	0	0.09107	0.31814
V116	0.99256	0.0048	0	0.00264	0	0
V117	0.66075	0.01411	0	0.05689	0.26826	0
V118	0	0.84348	0.12462	0.01054	0.02136	0
V119	0	0.98966	0	0.01034	0	0
V120	0.04054	0.2402	0.11726	0.55263	0.04937	0
V121	0.2745	0.01688	0	0.28153	0	0.4271
V122	0.32952	0.0285	0	0.64198	0	0
V123	0.31437	0.02246	0	0.01376	0.10035	0.54906
V124	0	0	0.30903	0	0.69097	0
V125	0	0.15082	0.83704	0.01214	0	0
V126	0	0.25665	0	0	0	0.74335
V127	0.0315	0.00544	0.90463	0.05843	0	0
V128	0.43832	0.28007	0.09165	0.17495	0.01501	0
V129	0	0.0143	0.94939	0.03631	0	0
V130	0.63636	0.11974	0	0.2439	0	0
V131	0	0	0	0	0.89673	0.10327
V132	0	0.47989	0.52011	0	0	0
V133	0.00827	0.20402	0.72943	0.05828	0	0
V134	0.15969	0.78777	0	0	0.05254	0
V135	0.05337	0.01517	0.87935	0	0	0.0521
V136	0.01266	0.90683	0.08052	0	0	0
V137	0	0.15715	0.67972	0	0.16313	0
V138	0	0.00561	0	0.51503	0.01475	0.4646
V139	0	0.03857	0.13856	0	0.50515	0.31772
V140	0.74537	0.22282	0	0.03182	0	0
V141	0.27939	0.29415	0.12316	0.3033	0	0
V142	0.04135	0.89667	0	0.0368	0	0.02517
V143	0.05153	0.06876	0.76594	0.04539	0.06838	0
V144	0	0.17372	0	0.08533	0	0.74096
V145	0	0	0.00116	0.99884	0	0
V146	0.1478	0.01094	0.02137	0	0.81912	0.00077
V147	0.55078	0.08433	0.07663	0	0	0.28825
V148	0	0.14186	0.85814	0	0	0
V149	0	0.52832	0	0	0	0.47168
V150	0	0	0	1	0	0
V151	0	0.41954	0	0	0	0.58046
V152	0.01949	0.27129	0.59423	0	0.11498	0
V153	0	0.02596	0.73968	0.23437	0	0
V154	0.41819	0.2124	0	0	0	0.36941
V155	0	0.422	0.05935	0	0.51866	0
V156	0	0.48725	0	0	0.51275	0
V157	0	0.09821	0	0.30933	0	0.59246
V158	0	0.04656	0.95344	0	0	0
V159	0.12639	0.26323	0.43091	0.17947	0	0
V160	0.01424	0.00093	0.9823	0	0	0.00253
V161	0	0.53572	0	0.42633	0.03796	0
V162	0	0.63269	0	0.13666	0.23066	0
V163	0.01416	0	0.98584	0	0	0
V164	0	0.37011	0.49789	0.1004	0.03161	0
V165	0	0.01917	0	0	0.92024	0.06059
V166	0	0	0	0.1433	0.53	0.3267
V167	0	0	0.4904	0.5096	0	0
V168	0.78565	0.01465	0	0.19971	0	0
V169	0	0.01098	0.81152	0.1775	0	0
V170	0.55239	0.04472	0.06943	0.3138	0.01967	0
V171	0	0.53579	0	0	0	0.46421
V172	0.03739	0.08184	0.68734	0.1561	0	0.03733
V173	0	0.01431	0.92218	0	0	0.0635
V174	0.7432	0.09246	0	0	0.16434	0
V175	0	0.83613	0.16064	0	0.00322	0
V176	0	0	1	0	0	0
V177	0.06998	0.10475	0.4128	0	0.1542	0.25828
V178	0	0.03036	0	0	0.96964	0
V179	0	0	0.02715	0.78278	0.0674	0.12268
V180	0.30753	0.01744	0.2009	0.4313	0	0.04282
V181	0.69647	0.13269	0.01844	0.04478	0.02262	0.085
V182	0	0.08038	0.90584	0.01378	0	0
V183	0	0	0	1	0	0
V184	0.47627	0.43226	0	0	0.09147	0
V185	0	0.68707	0	0	0.10706	0.20587
V186	0	0	0.69571	0.30429	0	0
V187	0.31717	0.55791	0	0	0.12493	0
V188	0	0.70791	0	0	0	0.29209
V189	0	0.06859	0.18194	0	0.66996	0.07951
V190	0	0.17653	0	0	0.70553	0.11794
V191	0	0.65728	0	0	0	0.34272
V192	0.69808	0.23548	0.05423	0	0.01221	0
V193	0	0.08355	0	0	0	0.91645
V194	0	0.0112	0	0.09894	0.88986	0
V195	0	5e-04	0.82796	0.06653	0.10501	0
V196	0	0	0.01946	0.97734	0.0032	0
V197	0.23535	0	0	0	0.76465	0
V198	0.06643	0.48473	0.00044	0.18295	0.26544	0
V199	0	0.23626	0.08036	0.09024	0.59314	0
V200	0.03519	0.01765	0.70391	0.21708	0	0.02618
V201	0	0	0	1	0	0
V202	0	0.0785	0.56382	0	0.11706	0.24062
V203	0.65482	0.03046	0	0.31472	0	0
V204	0	0.05698	0	0.15218	0	0.79084
V205	0	0.01751	0.98249	0	0	0
V206	0	0.03387	0.12322	0.84291	0	0
V207	0.50419	0.206	0	0.27686	0	0.01294
V208	0.47353	0.09071	0.43288	0.00208	8e-04	0
V209	0.23938	0.57263	0	0	0	0.18799
V210	0.09589	0.01475	0.88937	0	0	0
V211	0.68033	0.04197	0.06258	0	0.13004	0.08508
V212	0	0.27739	0.25273	0.46988	0	0
V213	0.00979	0.0725	0.29687	0	0.62085	0
V214	0.95721	0.0269	0	0.01589	0	0
V215	0	0.74763	0	0	0	0.25237
V216	0.06835	0.55171	0.37994	0	0	0
V217	0.15069	0.01073	0	0.07291	0.30334	0.46233
V218	0	0.33349	0	0.66651	0	0
V219	0.97389	0.00506	0	0	0	0.02105
V220	0.05265	0.02188	0	0.92547	0	0
V221	0	0.9198	0.00692	0.07327	0	0
V222	0.01766	0.33626	0	0.17747	0.4686	0
V223	0	0.31988	0.31784	0	0	0.36227
V224	0	0	0.44203	0	0.55797	0
V225	0	0.01496	0	0	0	0.98504
V226	0.32851	0.06547	0.22674	0.31107	0.06821	0
V227	0.7813	0.00759	0	0.20826	0	0.00285
V228	0.11348	0.2594	0.61424	0.01287	0	0
V229	0.18458	0.01818	0.43737	0.26002	0.09985	0
V230	0	0.14699	0.85301	0	0	0
V231	0	0.03018	0	0.96982	0	0
V232	0.39403	0.01649	0	0.29103	0	0.29845
V233	0.96167	0.01725	0	0.02109	0	0
V234	0.54463	0.00065	0	0	0.45472	0
V235	0.03439	0.01393	0.01503	0.93666	0	0
V236	0	0.00143	0.19792	0	0.61846	0.18219
V237	0	0.0024	0.92308	0.07453	0	0
V238	0.76411	0.01255	0	0.05929	0	0.16405
V239	0.6729	0.04256	0.07649	0.12033	0.08771	0
V240	0	0.22008	0	0.10002	0.67991	0
V241	0.67006	0.16068	0	0.16927	0	0
V242	0.26047	0.07688	0	0.2056	0.00497	0.45208
V243	0	0.39777	0.60223	0	0	0
V244	0.06819	0.01902	0	0	0.64999	0.2628
V245	0.84512	0.00428	0	0	0	0.1506
V246	0	0.03941	0.26064	0.41606	0.2839	0
V247	0.18183	0.09885	0	0.17573	0	0.54359
V248	0.2902	0.03358	0	0.23206	0.44416	0
V249	0.25875	0.18046	0.47367	0.03441	0	0.05271
V250	0	0.00563	0	0.99437	0	0
V251	0	0.64856	0.16051	0.19093	0	0
V252	0	0.00077	0.04017	0.95906	0	0
V253	0	0.05381	0	0.51377	0.05876	0.37366
V254	0	0.30815	0.05556	0.23937	0.39692	0
V255	0.46518	0.36359	0.04199	0.05189	0.00012	0.07722
V256	0	1	0	0	0	0
V257	0	0.51052	0	0	0.47788	0.0116
V258	0	0.22718	0.14417	0.62865	0	0
V259	0	0.58778	0.41222	0	0	0
V260	0.0925	0.04221	0	0	0.79218	0.07311
V261	0.63552	0.03232	0	0	0.21659	0.11558
V262	0.07261	0.0132	0.88718	0	0.02701	0
V263	0	0.05224	0.75959	0.18818	0	0
V264	0.75268	0.0393	0.07033	0.00278	0.01378	0.12113
V265	0.01109	0	0	0	0.98891	0
V266	0	0.04605	0	0	0	0.95395
V267	0.11348	0.82747	0	0.05905	0	0
V268	0.99835	0.00165	0	0	0	0
V269	0	0.04204	0.1372	0.82076	0	0
V270	0.32666	0.57816	0	0	0.09517	0
V271	0	0.11323	0.27654	0	0	0.61023
V272	0	0	0	0.06684	0.91339	0.01977
V273	0.04673	0.00351	0.00702	0.07412	0.86863	0
V274	0	0	0.15811	0	0	0.84189
V275	0.81937	0.18063	0	0	0	0
V276	0	0.32984	0.05181	0.0587	0	0.55965
V277	0.49195	0.03178	0	0	0.0806	0.39567
