CD56NK	CD4MemoryT	CD19B	CD14
V1	0.45239	0	0.17024	0.37737
V2	0.09475	0.05667	0.03444	0.81414
V3	0.04397	0.56165	0.00796	0.38642
V4	0.83393	0.12714	0	0.03893
V5	0.08988	0.45158	0.2413	0.21725
V6	0.06595	0.88288	0.019	0.03217
V7	0.1051	0.31089	0.0692	0.51481
V8	0.11551	0	0.83442	0.05007
V9	0.16476	0.1946	0.02826	0.61237
V10	0.01492	0	0.90765	0.07743
V11	0.18346	0.35856	0.44889	0.0091
V12	0.02389	0.5897	0.36589	0.02052
V13	0.22932	0.73307	0.00435	0.03326
V14	0.05848	0.92766	0.00471	0.00914
V15	0.09628	0.5774	0.11304	0.21328
V16	0.88357	0.03838	0.02475	0.0533
V17	0.07433	0.88222	0.01119	0.03227
V18	0.51301	0.37748	0.04714	0.06237
V19	0.13635	0.83848	0.00428	0.0209
V20	0.12177	0.41512	0.01467	0.44844
V21	0.116	0.02911	0.80512	0.04977
V22	0.01122	0.05702	0.15712	0.77464
V23	0.34629	0.02022	0.62305	0.01044
V24	0.93715	0.02355	0.03819	0.0011
V25	0.27002	0.21411	0.12222	0.39365
V26	0.31721	0.38132	0.01697	0.2845
V27	0.05845	0.02907	0.00818	0.9043
V28	7e-04	0.01242	0.9863	0.00058
V29	0.39613	0.00925	0.54429	0.05033
V30	0.07522	0.17308	0.24429	0.50741
V31	0.156	0.16107	0.27781	0.40513
V32	0.04474	0.00876	0.0155	0.931
V33	0.03913	0.47872	0.34633	0.13582
V34	0.11578	0.01153	0.8228	0.04989
V35	0.13829	0.73661	0.07959	0.0455
V36	0.00526	0.01476	0.41182	0.56817
V37	0.44224	0.05493	0.09385	0.40898
V38	0.32621	0	0.15975	0.51404
V39	0.13454	0.55055	0.12402	0.19089
V40	0.0852	0.84195	0.07284	0
V41	0.00736	0.61932	0.03732	0.336
V42	0.15469	0.01247	0.17673	0.65611
V43	0.11481	0.33057	0.50702	0.0476
V44	0.01342	0.04435	0.70843	0.23379
V45	0.08253	0.58241	0.21229	0.12277
V46	0.77372	0.06993	0.14536	0.01099
V47	0.40097	0.18247	0.34032	0.07624
V48	0.76279	0.193	0.00651	0.0377
V49	0.66394	0.20424	0	0.13182
V50	0.05832	0.85248	0.08064	0.00856
V51	0.2718	0.4138	0.26642	0.04798
V52	0.0235	0.08061	0.84632	0.04957
V53	0.69559	0.12699	0.17687	0.00055
V54	0.38182	0.18616	0.39632	0.0357
V55	0.15879	0.0973	0.21861	0.5253
V56	0.02467	0.00231	0.05664	0.91639
V57	0.08381	0.87637	0.01941	0.02041
V58	0.52295	0	0.04096	0.43609
V59	0.37923	0.43273	0.11391	0.07414
V60	0.10041	0.11796	0.29915	0.48248
V61	0.74571	0.10671	0.01332	0.13426
V62	0.86326	0.02814	0.08363	0.02496
V63	0.01653	0.83701	0.11464	0.03182
V64	0.00839	0.81626	0	0.17534
V65	0.00582	0	0.06508	0.9291
V66	0.18031	0.70517	0.01803	0.09649
V67	0.13507	0.32213	0.52119	0.02161
V68	0.10378	0.10677	0.01369	0.77576
V69	0.02312	0.29292	0.61029	0.07366
V70	0.47475	0.14224	0.19432	0.18869
V71	0.12457	0.04577	0.34719	0.48247
V72	0.49441	0.14908	0.09985	0.25666
V73	0.12742	0.61408	0.13587	0.12263
V74	0.05125	0.20493	0.74382	0
V75	0.63913	0	0.21561	0.14526
V76	7e-05	0.12436	0.1434	0.73217
V77	0.02533	0.22877	0.00141	0.74448
V78	0.23357	0.08896	0.17303	0.50444
V79	0.00643	0.06738	0.79738	0.12882
V80	0.30795	0.00101	0.55965	0.13139
