B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.57744	0.01437	0.17585	0.23234
V2	0.21882	0.11899	0.04217	0.62002
V3	0.0911	0.64142	0.01548	0.252
V4	0.85687	0.1211	0	0.02203
V5	0.1318	0.49111	0.26372	0.11337
V6	0.10947	0.84425	0.04336	0.00293
V7	0.18417	0.38873	0.08404	0.34306
V8	0.14735	0.04476	0.79569	0.0122
V9	0.28697	0.26652	0.02582	0.42068
V10	0.03633	0.05268	0.87632	0.03467
V11	0.21306	0.36582	0.42112	0
V12	0.04076	0.58518	0.37406	0
V13	0.28976	0.69298	0.01726	0
V14	0.09943	0.87587	0.0247	0
V15	0.14622	0.60347	0.13645	0.11386
V16	0.88051	0.05626	0.02382	0.03941
V17	0.11945	0.84582	0.03214	0.0026
V18	0.57672	0.35444	0.05133	0.01751
V19	0.18477	0.79434	0.02088	0
V20	0.20365	0.48701	0.01553	0.29382
V21	0.14803	0.10131	0.74328	0.00738
V22	0.0613	0.13068	0.20955	0.59847
V23	0.38049	0.06986	0.54965	0
V24	0.91699	0.04438	0.03863	0
V25	0.37071	0.26248	0.12878	0.23803
V26	0.41965	0.40294	0.0146	0.16281
V27	0.18436	0.09196	0.0066	0.71708
V28	0	0.10014	0.89986	0
V29	0.44611	0.05538	0.49176	0.00675
V30	0.13317	0.25362	0.27871	0.33449
V31	0.23194	0.22569	0.29572	0.24665
V32	0.17085	0.05439	0.03436	0.7404
V33	0.06357	0.51494	0.36278	0.05871
V34	0.14734	0.08086	0.76145	0.01035
V35	0.1876	0.70802	0.10383	0.00054
V36	0.03461	0.07814	0.48546	0.40178
V37	0.56841	0.0838	0.0973	0.2505
V38	0.47047	0.00128	0.18112	0.34712
V39	0.18966	0.56894	0.14435	0.09705
V40	0.1163	0.78703	0.09668	0
V41	0.03001	0.6946	0.06234	0.21305
V42	0.27684	0.04865	0.21362	0.46088
V43	0.1476	0.36334	0.48907	0
V44	0.02803	0.12371	0.72514	0.12313
V45	0.12135	0.59245	0.23523	0.05097
V46	0.7862	0.08591	0.12789	0
V47	0.45434	0.21386	0.31405	0.01775
V48	0.80237	0.1782	0.00434	0.01509
V49	0.73893	0.19265	0	0.06842
V50	0.09127	0.80105	0.10768	0
V51	0.32407	0.41144	0.26448	0
V52	0.04241	0.15848	0.78673	0.01238
V53	0.71615	0.12988	0.15397	0
V54	0.42512	0.21448	0.3604	0
V55	0.25268	0.15903	0.24346	0.34483
V56	0.12673	0.03848	0.09728	0.73752
V57	0.12674	0.83027	0.04299	0
V58	0.67438	0.01025	0.0389	0.27648
V59	0.44442	0.41693	0.1188	0.01984
V60	0.16582	0.1895	0.32926	0.31542
V61	0.80353	0.11598	0.0058	0.07469
V62	0.8616	0.05035	0.07627	0.01178
V63	0.04203	0.81003	0.14794	0
V64	0.04122	0.86531	0	0.09346
V65	0.08837	0.01211	0.12744	0.77208
V66	0.24151	0.68745	0.03291	0.03813
V67	0.16257	0.34618	0.49126	0
V68	0.22583	0.17959	0.00623	0.58835
V69	0.03858	0.34618	0.59948	0.01576
V70	0.54692	0.17183	0.18615	0.0951
V71	0.20068	0.10308	0.38007	0.31618
V72	0.58499	0.17589	0.09747	0.14165
V73	0.17706	0.61498	0.15722	0.05074
V74	0.06158	0.24993	0.68849	0
V75	0.71455	4e-04	0.20709	0.07796
V76	0.02382	0.2179	0.19216	0.56611
V77	0.09024	0.32531	0	0.58445
V78	0.34475	0.14126	0.18896	0.32503
V79	0.01482	0.14878	0.7778	0.0586
V80	0.36678	0.04789	0.52885	0.05648
V81	0.06902	0.19754	0.73344	0
V82	0	0.12417	0.87583	0
V83	0.19296	0.21104	0.06985	0.52615
V84	0.43555	0.06101	0.16776	0.33567
V85	0.12962	0.34644	0.40092	0.12302
V86	0.06484	0.09957	0.81285	0.02274
V87	0.06405	0.81505	0.08145	0.03945
V88	0.21275	0.08688	0.27651	0.42385
V89	0.08011	0.04508	0.21107	0.66374
V90	0.0585	0.8568	0.0847	0
V91	0.05881	0.72796	0.21098	0.00225
V92	0.47187	0.04328	0.38224	0.10261
V93	0.8862	0.01865	0	0.09515
V94	0.05561	0.48559	0.02022	0.43857
V95	0.27964	0.44757	0.16752	0.10526
V96	0.15268	0.14053	0.01352	0.69327
V97	0.67245	0.11794	0.20961	0
V98	0.69741	0.30036	0	0.00223
V99	0.78623	0.06011	0.15366	0
V100	0.09649	0.07576	0.82079	0.00697
V101	0.1103	0.09611	0	0.79359
V102	0.90292	0.07013	0.00391	0.02305
V103	0.07199	0.08614	0.0997	0.74217
V104	0.06705	0.90536	0.02759	0
V105	0.09001	0.87421	0.03579	0
V106	0.14162	0.52565	0.3304	0.00233
V107	0.20337	0.23722	0.54495	0.01446
V108	0.1636	0.72478	0.11162	0
V109	0.02686	0.20691	0.5864	0.17982
V110	0.0895	0.84389	0.06444	0.00218
V111	0.901	0	0.09038	0.00861
V112	0.16411	0.09722	0.4325	0.30617
V113	0.24002	0.13615	0.18228	0.44155
V114	0.30924	0.06587	0.08276	0.54213
V115	0.02251	0.7329	0.24459	0
V116	0.16463	0.34305	0.36937	0.12295
V117	0.67593	0.26271	0.03898	0.02238
V118	0.19506	0.59175	0.04286	0.17033
V119	0.19011	0.11178	0.04477	0.65335
V120	0.09518	0.11723	0.78759	0
V121	0.60767	0.14502	0.0972	0.15011
V122	0.9175	0.0201	0.02632	0.03608
V123	0.03569	0.54921	0.05446	0.36064
V124	0.6671	0.29352	0	0.03938
V125	0.39532	0.42011	0.18456	0
V126	0.10183	0.18932	0.04665	0.6622
V127	0.2152	0.07511	0.26639	0.4433
V128	0.10802	0.04255	0.12076	0.72866
V129	0.57755	0.24811	0.17033	0.00401
V130	0.02012	0.64476	0.33512	0
V131	0.05852	0.88426	0.00936	0.04786
V132	0.90347	0.01425	0.04316	0.03912
V133	0.88744	0.0297	0.06367	0.01919
V134	0.14384	0.42408	0.13765	0.29444
V135	0.14486	0.04611	0.18938	0.61966
V136	0.28611	0.42784	0.00187	0.28418
V137	0.64948	0.05207	0.25061	0.04784
V138	0.23735	0.42369	0.18703	0.15193
V139	0.37659	0.23301	0.20013	0.19026
V140	0.10034	0.13336	0.05253	0.71377
V141	0.08521	0.20105	0.53388	0.17985
V142	0.78367	0.00564	0.21069	0
V143	0.45545	0.28388	0.06872	0.19194
V144	0.21508	0.19096	0.17258	0.42137
V145	0	0.75065	0.24935	0
V146	0.15577	0.03956	0.04573	0.75894
V147	0.88767	0.03723	0.02532	0.04978
V148	0.15297	0.11593	0.56924	0.16186
V149	0.26897	0.50606	0.22497	0
V150	0.10569	0.28264	0.57009	0.04158
V151	0.23454	0.62978	0.04703	0.08865
V152	0.25326	0.45827	0.22891	0.05956
V153	0.13882	0.74801	0.0337	0.07947
V154	0.25872	0.46428	0.277	0
V155	0.4798	0.17092	0.28444	0.06484
V156	0.04743	0.19081	0.67327	0.08849
V157	0.32808	0.18947	0.31124	0.17121
V158	0.11577	0.00972	0.07442	0.80009
V159	0.8723	0.07638	0	0.05132
V160	0.71596	0.00824	0.06948	0.20632
V161	0.29061	0.02104	0.0344	0.65395
V162	0.11071	0.3422	0.08535	0.46174
V163	0.12469	0.5141	0.18277	0.17844
V164	0.3665	0.33285	0.11029	0.19036
V165	0.06139	0.30062	0	0.638
V166	0.06611	0.14557	0.07379	0.71453
V167	0.42172	0	0.00266	0.57562
V168	0.30633	0.57087	0.09627	0.02652
V169	0.26303	0.0832	0.03373	0.62003
V170	0.13816	0.06005	0.52552	0.27627
V171	0.14964	0.28041	0.56564	0.00431
V172	0.71415	0.00454	0.28131	0
V173	0.09049	0.19112	0.03808	0.68031
V174	0.06775	0.21128	0.07804	0.64293
V175	0.08595	0.05406	0.77241	0.08759
V176	0.02553	0.78391	0.19056	0
V177	0.04563	0.93573	0.00751	0.01114
