cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.60225	0.00415	0.15992	0.23368
V2	0.16172	0.08018	0.05449	0.70361
V3	0.05139	0.67543	0.01295	0.26023
V4	0.8677	0.11548	0	0.01683
V5	0.11073	0.51542	0.24139	0.13246
V6	0.06941	0.89739	0.01718	0.01602
V7	0.15181	0.38784	0.08058	0.37977
V8	0.14637	0.00018	0.82593	0.02752
V9	0.25612	0.24335	0.03765	0.46288
V10	0.023	0	0.9303	0.04671
V11	0.22121	0.36749	0.40686	0.00444
V12	0.02488	0.62605	0.33897	0.0101
V13	0.25541	0.72439	0.00464	0.01556
V14	0.06394	0.92428	0.0061	0.00568
V15	0.11725	0.64905	0.10739	0.12631
V16	0.92251	0.04001	0.01523	0.02225
V17	0.07912	0.89374	0.01103	0.01611
V18	0.58162	0.35528	0.03572	0.02738
V19	0.15073	0.83393	0.00505	0.01029
V20	0.16919	0.50097	0.01968	0.31016
V21	0.14686	0.02945	0.7971	0.02658
V22	0.01818	0.08009	0.22105	0.68068
V23	0.42114	0.02266	0.55098	0.00522
V24	0.9369	0.03321	0.02806	0.00183
V25	0.3769	0.23613	0.12411	0.26287
V26	0.40752	0.40787	0.01686	0.16775
V27	0.10595	0.05006	0.02672	0.81727
V28	0.00537	0.02756	0.96483	0.00225
V29	0.48382	0.01191	0.48085	0.02342
V30	0.1071	0.21256	0.28936	0.39098
V31	0.22547	0.18207	0.30546	0.287
V32	0.08498	0.02408	0.03912	0.85181
V33	0.04339	0.53812	0.34012	0.07837
V34	0.14626	0.01311	0.81372	0.02691
V35	0.15374	0.75768	0.06736	0.02121
V36	0.00866	0.01963	0.51567	0.45603
V37	0.59765	0.05713	0.08976	0.25546
V38	0.47074	0.00083	0.16959	0.35884
V39	0.16434	0.61074	0.11609	0.10883
V40	0.09331	0.84092	0.06511	0.00066
V41	0.0059	0.73167	0.04121	0.22121
V42	0.2488	0.01818	0.2178	0.51521
V43	0.13891	0.3508	0.48689	0.02341
V44	0.01764	0.04531	0.78396	0.1531
V45	0.09473	0.63818	0.19957	0.06752
V46	0.82272	0.06734	0.10508	0.00486
V47	0.48953	0.17677	0.29746	0.03625
V48	0.80814	0.17224	0.00371	0.01591
V49	0.75206	0.18558	0	0.06236
V50	0.06181	0.86436	0.0692	0.00463
V51	0.3241	0.41938	0.23481	0.02171
V52	0.03027	0.08339	0.85857	0.02777
V53	0.74789	0.11785	0.13323	0.00102
V54	0.45901	0.18035	0.34496	0.01567
V55	0.23964	0.11309	0.25026	0.39701
V56	0.04776	0.01169	0.09941	0.84114
V57	0.08981	0.88236	0.01769	0.01014
V58	0.68739	0.00534	0.03924	0.26804
V59	0.44601	0.42682	0.09268	0.03449
V60	0.14699	0.1374	0.34639	0.36922
V61	0.83341	0.09563	0.00892	0.06204
V62	0.89997	0.03239	0.05734	0.0103
V63	0.01454	0.86949	0.1002	0.01576
V64	0.00668	0.89175	0.00121	0.10037
V65	0.01659	0.00043	0.11988	0.8631
V66	0.20655	0.72908	0.016	0.04837
V67	0.16339	0.33831	0.48815	0.01015
V68	0.17182	0.14532	0.02675	0.65611
V69	0.02631	0.31671	0.61686	0.04012
V70	0.59402	0.13712	0.16895	0.09991
V71	0.18491	0.0524	0.39903	0.36367
V72	0.62405	0.14641	0.0874	0.14213
V73	0.14923	0.66313	0.1219	0.06574
V74	0.06546	0.21443	0.71907	0.00104
V75	0.75313	0.00124	0.1745	0.07113
V76	9e-04	0.1712	0.19579	0.63211
V77	0.03837	0.32	0.01287	0.62876
V78	0.3456	0.10004	0.18975	0.3646
V79	0.00952	0.06819	0.84408	0.07821
V80	0.39084	0.0042	0.53436	0.07061
V81	0.06446	0.14438	0.78518	0.00598
V82	0.00402	0.04323	0.94291	0.00984
V83	0.14725	0.17759	0.0779	0.59725
V84	0.44305	0.03296	0.16303	0.36097
V85	0.1161	0.3268	0.40861	0.14849
V86	0.05336	0.02211	0.8883	0.03623
V87	0.03029	0.87642	0.04455	0.04874
V88	0.18656	0.0434	0.28698	0.48306
V89	0.02095	0.00839	0.22566	0.74499
V90	0.02368	0.92006	0.04594	0.01032
V91	0.03179	0.78423	0.1622	0.02178
V92	0.50622	0.00931	0.3736	0.11087
V93	0.90822	0.01542	0	0.07637
V94	0.01547	0.49804	0.02367	0.46283
V95	0.26978	0.46448	0.1455	0.12023
V96	0.07787	0.10027	0.03318	0.78868
V97	0.71586	0.09492	0.18467	0.00456
V98	0.68245	0.30705	0	0.0105
V99	0.82431	0.04109	0.12965	0.00495
V100	0.08943	0.00713	0.88222	0.02121
V101	0.02888	0.04874	0.01377	0.90861
V102	0.93153	0.05312	0.00402	0.01133
V103	0.01201	0.04183	0.10907	0.83708
V104	0.02674	0.96036	0.00672	0.00617
V105	0.0536	0.92824	0.01266	0.0055
V106	0.12048	0.55138	0.29892	0.02922
V107	0.20551	0.18706	0.56823	0.03919
V108	0.14541	0.77407	0.07984	0.00068
V109	0.01632	0.14013	0.62896	0.21459
V110	0.05022	0.90307	0.03083	0.01587
V111	0.92903	0.00538	0.05959	0.00601
V112	0.14546	0.04238	0.45963	0.35253
V113	0.21253	0.09384	0.18766	0.50596
V114	0.27365	0.03747	0.0861	0.60278
V115	0.00752	0.78995	0.19767	0.00486
V116	0.15344	0.32567	0.3731	0.14779
V117	0.689	0.25534	0.02822	0.02744
V118	0.16291	0.62706	0.03197	0.17807
V119	0.12595	0.07216	0.05659	0.74529
V120	0.08957	0.04207	0.85522	0.01314
V121	0.64759	0.11548	0.08686	0.15007
V122	0.96522	0.01228	0.01062	0.01189
V123	0.00632	0.57028	0.04507	0.37833
V124	0.66283	0.29584	0	0.04133
V125	0.39799	0.43354	0.15356	0.01492
V126	0.04091	0.15502	0.05762	0.74646
V127	0.18636	0.03493	0.27574	0.50297
V128	0.03541	0.01048	0.12868	0.82543
V129	0.60948	0.22659	0.14266	0.02127
V130	0.00761	0.69506	0.29244	0.0049
V131	0.02284	0.91985	0.00099	0.05632
V132	0.95017	0.01039	0.02256	0.01689
V133	0.92854	0.01726	0.04348	0.01072
V134	0.11374	0.42991	0.12761	0.32874
V135	0.08779	0.0139	0.19842	0.69989
V136	0.2554	0.43317	0.01251	0.29892
V137	0.69925	0.02591	0.22505	0.04979
V138	0.22459	0.43459	0.17036	0.17046
V139	0.39384	0.1993	0.19346	0.21339
V140	0.03274	0.09018	0.06245	0.81462
V141	0.07109	0.13921	0.57386	0.21584
V142	0.81108	0.00571	0.18168	0.00153
V143	0.46667	0.26726	0.0643	0.20177
V144	0.18723	0.14899	0.17676	0.48703
V145	0.001	0.79661	0.19737	0.00503
V146	0.06511	0.01609	0.04336	0.87544
V147	0.93297	0.02314	0.01522	0.02867
V148	0.14539	0.05147	0.61156	0.19158
V149	0.26639	0.53843	0.19105	0.00414
V150	0.09354	0.23762	0.60338	0.06546
V151	0.20259	0.67121	0.03011	0.09609
V152	0.24281	0.47886	0.20219	0.07613
V153	0.09942	0.79726	0.0168	0.08652
V154	0.24994	0.4832	0.24507	0.02178
V155	0.52264	0.12964	0.2715	0.07622
V156	0.03762	0.1188	0.7298	0.11377
V157	0.34239	0.1448	0.31683	0.19598
V158	0.02918	0.00022	0.05248	0.91811
V159	0.89966	0.06474	0	0.0356
V160	0.74011	0.00502	0.06008	0.19478
V161	0.23507	0.00873	0.03878	0.71741
V162	0.06947	0.32927	0.08536	0.5159
V163	0.09824	0.54188	0.16032	0.19956
V164	0.3673	0.32338	0.10222	0.2071
V165	0.01023	0.30114	0.00769	0.68095
V166	0.01042	0.10235	0.08302	0.80421
V167	0.38766	0.00165	0.01291	0.59778
V168	0.28382	0.60618	0.06821	0.04179
V169	0.21102	0.0496	0.04501	0.69437
V170	0.12023	0.00953	0.55541	0.31483
V171	0.14227	0.23845	0.58754	0.03175
V172	0.74833	0.00245	0.24385	0.00537
V173	0.03017	0.15706	0.04968	0.76309
V174	0.01859	0.17651	0.08546	0.71944
V175	0.07282	0.00016	0.81402	0.113
V176	0.00746	0.84427	0.14335	0.00491
V177	0.00963	0.97645	0.00101	0.01291
V178	0.00599	0.81863	0.00689	0.16848
V179	0.18303	0.00374	0.40524	0.40799
V180	0.02748	0.90459	0.06717	0.00075
V181	0.18403	0.11476	0.56073	0.14048
