Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.0479	0.08825	0.86385	0	0	0
V2	0.6716	0.1961	0	0.09959	0.0327	0
V3	0	0.09772	0.19101	0	0	0.71127
V4	0.22132	0.57662	0	0.12358	0.0414	0.03707
V5	0	0.08003	0	0.72287	0.1971	0
V6	0.10154	0.07135	0.17974	0.05278	0.09012	0.50448
V7	0	0.47576	0	0.04258	0.48166	0
V8	0.82734	0.12097	0	0.05169	0	0
V9	0.25052	0.24719	0	0.27213	0	0.23015
V10	0.5365	0.1234	0.00169	0.33842	0	0
V11	0	0.95031	0.0037	0.04599	0	0
V12	0	0.02653	0.01447	0.00813	0	0.95087
V13	0	0.64126	0.35874	0	0	0
V14	0	0.1046	0	0.8954	0	0
V15	0.5845	0.15507	0	0.12605	0.13438	0
V16	0	0.08647	0	0.50864	0.33202	0.07287
V17	0	0.04425	0.11465	0	0	0.84111
V18	0.79729	0.20271	0	0	0	0
V19	0.69231	0.12763	0.1759	0	0.00417	0
V20	0.75409	0.13496	0.04379	0.06716	0	0
V21	0	0.04639	0	0.02724	0	0.92637
V22	0.17575	0.13935	0	0.09411	0.59079	0
V23	0	0.09346	0.38161	0.01987	0.50506	0
V24	0.13051	0.09765	0	0.15441	0.61743	0
V25	0.51305	0.36591	0	0.12105	0	0
V26	0.28624	0.10755	0	0.01291	0.5933	0
V27	0	0.0109	0.15733	0	0	0.83177
V28	0.00308	0.3595	0.18798	0.25936	0	0.19007
V29	0	0.74236	0.10276	0.06582	0	0.08906
V30	0.21086	0.28319	0.11279	0.00675	0.19572	0.19069
V31	0.77622	0.09453	0.12925	0	0	0
V32	0	0.07361	0.38433	0.54206	0	0
V33	0.24439	0.50872	0.24689	0	0	0
V34	0	0.03485	0.60657	0.01986	0.33872	0
V35	0	0.10729	0.19421	0.6432	0.0553	0
V36	0.01058	0.63709	0.14254	0.03386	0.17593	0
V37	0	0.06747	0.8478	0	0	0.08473
V38	0	0.00286	0.10335	0	0	0.89379
V39	0.65907	0.12647	0	0.21446	0	0
V40	0	0.64716	0	0.22729	0.07822	0.04733
V41	0.79759	0.08357	0	0	0	0.11884
V42	0.30683	0.08362	0.59209	0	0	0.01746
V43	0.20881	0.52474	0	0.05695	0.20951	0
V44	0	0.9733	0	0.0267	0	0
V45	0.49239	0.39794	0.01914	0.00496	0	0.08558
V46	0	0.05774	0	0.35749	0.33021	0.25456
V47	0	0.55841	0	0.21301	0.22735	0.00123
V48	0	0.72201	0.24717	0.0191	0.01172	0
V49	0	0.91499	0	0.05693	0.02808	0
V50	0	0.05524	0.29663	0.03288	0.61525	0
V51	0	0.02624	0	0.05236	0.92141	0
V52	0	0.65879	0.32474	0.01647	0	0
V53	0.1139	0.08974	0.03521	0.05975	0.70139	0
V54	0.03858	0.19934	0.73777	0.01353	0	0.01078
V55	0	0.06761	0.05468	0.06626	0.81145	0
V56	0	0.07481	0.89248	0.03271	0	0
V57	0.04212	0.45468	0.03325	0.02107	0.09484	0.35405
V58	0	0.06167	0.93833	0	0	0
V59	0	0.07657	0	0.92343	0	0
V60	0.52924	0.11373	0	0.35703	0	0
V61	0.27722	0.19672	0	0.1909	0	0.33517
V62	0.65709	0.10442	0.05298	0.13242	0.02624	0.02684
V63	0	0.60621	0	0.08731	0	0.30648
V64	0	0.12673	0	0.02467	0.8486	0
V65	0.61472	0.19474	0	0.01929	0	0.17125
V66	0.54338	0.1187	0.09533	0.01953	0.22307	0
V67	0	0.21806	0.37376	0.22562	0	0.18256
V68	0.89263	0.10737	0	0	0	0
V69	0.56227	0.09405	0	0	0	0.34368
V70	0	0.07559	0.23499	0.68942	0	0
V71	0	0.34384	0	0.15388	0.38552	0.11676
V72	0.72544	0.19111	0.06119	0.02226	0	0
V73	0	0.08443	0.0452	0.87037	0	0
V74	0	0.18629	0	0.81371	0	0
V75	0	0.93633	0	0.06367	0	0
V76	0	0.05215	0.87747	0.01292	0.05746	0
V77	0.07036	0.24221	0.07434	0.61309	0	0
V78	0.61863	0.1933	0.01843	0.11021	0	0.05943
V79	0	0.60873	0	0	0	0.39127
V80	0	0.65321	0	0.00465	0	0.34214
V81	0.79405	0.17922	0.02673	0	0	0
V82	0	0.86181	0	0.09928	0.0389	0
V83	0.14073	0.2476	0	0.50135	0.10949	0.00082
V84	0.39056	0.10942	0.04786	0.45216	0	0
V85	0.87815	0.10348	0.01837	0	0	0
V86	0.22793	0.10637	0.11037	0.30728	0	0.24804
V87	0	0.05946	0	0.94054	0	0
V88	0	0.09878	0	0.6142	0	0.28703
V89	0	0.20673	0.48828	0	0	0.305
V90	0.00481	0.77944	0.16989	0.04125	0.0046	0
V91	0	0.07058	0	0.15961	0.76981	0
V92	0	0.0962	0	0.039	0.86481	0
