cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.54462	0.01063	0.18816	0.2566
V2	0.1381	0.08481	0.06	0.7171
V3	0.05012	0.62876	0.01646	0.30465
V4	0.86841	0.11248	0.00012	0.01899
V5	0.10092	0.45596	0.29098	0.15214
V6	0.07201	0.88442	0.02436	0.01921
V7	0.13748	0.34486	0.09531	0.42235
V8	0.1135	0.02372	0.83654	0.02625
V9	0.23117	0.22036	0.04362	0.50485
V10	0.01619	0.02824	0.9133	0.04228
V11	0.19746	0.32528	0.47225	0.00501
V12	0.0226	0.56141	0.4044	0.0116
V13	0.26391	0.70987	0.00731	0.0189
V14	0.06627	0.9177	0.01026	0.00576
V15	0.1127	0.59958	0.13602	0.1517
V16	0.91272	0.04114	0.02056	0.02558
V17	0.08208	0.88246	0.01619	0.01926
V18	0.58322	0.33639	0.04705	0.03335
V19	0.15538	0.82436	0.00825	0.01201
V20	0.15999	0.45732	0.02409	0.35859
V21	0.11424	0.04481	0.81481	0.02613
V22	0.01442	0.08324	0.23448	0.66786
V23	0.35764	0.03616	0.60077	0.00543
V24	0.92519	0.03869	0.03574	0.00038
V25	0.34486	0.2124	0.14745	0.29529
V26	0.39895	0.37951	0.02155	0.19998
V27	0.09073	0.06547	0.0294	0.81441
V28	0.00328	0.06824	0.92673	0.00176
V29	0.41629	0.02354	0.53509	0.02508
V30	0.08881	0.18412	0.3209	0.40617
V31	0.19178	0.16054	0.34285	0.30482
V32	0.0732	0.04314	0.04282	0.84083
V33	0.03841	0.47017	0.40287	0.08855
V34	0.11359	0.03286	0.8274	0.02615
V35	0.15601	0.72827	0.08946	0.02626
V36	0.00593	0.03336	0.5278	0.43291
V37	0.55026	0.05681	0.10703	0.2859
V38	0.41458	0.0093	0.19389	0.38223
V39	0.15861	0.56344	0.14706	0.13089
V40	0.09523	0.8203	0.08442	5e-05
V41	0.00651	0.68099	0.05199	0.26051
V42	0.20919	0.02727	0.23827	0.52527
V43	0.11936	0.30105	0.55365	0.02593
V44	0.01202	0.05321	0.79003	0.14474
V45	0.08988	0.58099	0.24908	0.08005
V46	0.79562	0.06737	0.13197	0.00504
V47	0.44557	0.16056	0.35232	0.04155
V48	0.8103	0.16529	0.0059	0.01851
V49	0.74831	0.1775	0.00013	0.07406
V50	0.06298	0.84061	0.09128	0.00513
V51	0.30658	0.37901	0.28864	0.02578
V52	0.02188	0.08759	0.86394	0.02658
V53	0.71961	0.11596	0.16416	0.00027
V54	0.41469	0.16418	0.40334	0.01778
V55	0.20341	0.10373	0.279	0.41387
V56	0.04063	0.03208	0.10547	0.82181
V57	0.0927	0.87058	0.0248	0.01191
V58	0.64247	0.01136	0.04689	0.29928
V59	0.44084	0.39788	0.11915	0.04213
V60	0.12085	0.12187	0.37815	0.37912
V61	0.82185	0.09271	0.01201	0.07342
V62	0.88015	0.03483	0.07362	0.01139
V63	0.01525	0.83475	0.1311	0.0189
V64	0.00853	0.86654	0.00289	0.12204
V65	0.01475	0.02682	0.12488	0.83355
V66	0.21173	0.70598	0.02211	0.06018
V67	0.14149	0.29235	0.55479	0.01136
V68	0.14941	0.13814	0.03012	0.68233
V69	0.02064	0.26671	0.67091	0.04175
