CD19B	CD56NK	CD4MemoryT	CD14
V1	0.4412	0.06049	0.21882	0.27949
V2	0.16076	0.12837	0.13353	0.57735
V3	0.08996	0.52683	0.07426	0.30895
V4	0.69097	0.14388	0.06791	0.09724
V5	0.13017	0.41054	0.25854	0.20075
V6	0.10595	0.72719	0.06521	0.10164
V7	0.15713	0.33028	0.14203	0.37056
V8	0.15518	0.05528	0.68262	0.10692
V9	0.22025	0.24023	0.1133	0.42622
V10	0.06676	0.06018	0.75008	0.12298
V11	0.20645	0.31879	0.39422	0.08053
V12	0.06968	0.49381	0.34491	0.09159
V13	0.24971	0.59499	0.05534	0.09995
V14	0.10061	0.76226	0.05136	0.08576
V15	0.13904	0.50148	0.15884	0.20064
V16	0.7186	0.07987	0.09524	0.10629
V17	0.11411	0.72569	0.0588	0.1014
V18	0.46148	0.32349	0.1029	0.11213
V19	0.17247	0.6826	0.053	0.09192
V20	0.1717	0.40739	0.08514	0.33577
V21	0.15467	0.08489	0.65387	0.10657
V22	0.06752	0.13028	0.24917	0.55303
V23	0.33231	0.0747	0.51095	0.08204
V24	0.75436	0.0647	0.10402	0.07692
V25	0.29104	0.23955	0.17901	0.29039
V26	0.32909	0.3552	0.08177	0.23393
V27	0.12629	0.09845	0.11615	0.65911
V28	0.05759	0.06891	0.79713	0.07637
V29	0.37103	0.06351	0.45927	0.10619
V30	0.12532	0.22267	0.28827	0.36375
V31	0.19758	0.20527	0.2988	0.29836
V32	0.10959	0.07799	0.1287	0.68372
V33	0.08465	0.42412	0.33369	0.15754
V34	0.15449	0.07123	0.66732	0.10696
V35	0.17191	0.59807	0.12305	0.10697
V36	0.05879	0.08223	0.44656	0.41241
V37	0.43394	0.1103	0.1608	0.29496
V38	0.35522	0.05437	0.22468	0.36573
V39	0.17179	0.47623	0.16564	0.18634
V40	0.1227	0.68468	0.1145	0.07812
V41	0.04953	0.56845	0.10032	0.2817
V42	0.21404	0.0788	0.25309	0.45407
V43	0.1518	0.30388	0.43917	0.10516
V44	0.06407	0.10575	0.62458	0.2056
V45	0.12312	0.49418	0.23192	0.15078
V46	0.637	0.10553	0.17724	0.08023
V47	0.36907	0.19762	0.31405	0.11926
V48	0.64231	0.19063	0.06998	0.09707
V49	0.58127	0.20584	0.065	0.14789
V50	0.09977	0.69293	0.12195	0.08534
V51	0.27536	0.35602	0.26302	0.10561
V52	0.07683	0.1269	0.68873	0.10755
V53	0.58524	0.14724	0.19341	0.07411
V54	0.35519	0.19837	0.35061	0.09583
V55	0.20661	0.15704	0.26761	0.36874
V56	0.0872	0.07399	0.16605	0.67276
V57	0.12248	0.71782	0.06545	0.09426
V58	0.50955	0.05734	0.12032	0.31279
V59	0.36038	0.36745	0.15185	0.12032
V60	0.15075	0.17347	0.32862	0.34716
V61	0.6343	0.13833	0.07917	0.1482
V62	0.69874	0.07357	0.13759	0.09011
V63	0.05951	0.68746	0.15149	0.10154
V64	0.04983	0.71115	0.04916	0.18986
V65	0.06732	0.06702	0.17707	0.6886
V66	0.21096	0.58161	0.07007	0.13736
V67	0.1678	0.29568	0.44654	0.08998
V68	0.16676	0.17192	0.11095	0.55037
V69	0.07368	0.2823	0.52305	0.12097
V70	0.43415	0.17196	0.21829	0.1756
V71	0.17554	0.11063	0.36713	0.34669
V72	0.45662	0.17887	0.15429	0.21022
V73	0.16473	0.51447	0.17024	0.15056
V74	0.09781	0.21398	0.61241	0.0758
V75	0.56242	0.04826	0.23444	0.15488
V76	0.05221	0.19332	0.22796	0.52651
V77	0.07956	0.2818	0.09094	0.5477
V78	0.26904	0.14837	0.22831	0.35428
V79	0.05713	0.1202	0.6719	0.15077
V80	0.30819	0.05946	0.48416	0.14818
V81	0.0991	0.16729	0.65241	0.08121
V82	0.05536	0.08837	0.77116	0.08511
V83	0.1514	0.19671	0.14843	0.50347
V84	0.33178	0.0895	0.2185	0.36023
V85	0.13159	0.29197	0.37027	0.20617
V86	0.0928	0.07972	0.71251	0.11496
V87	0.07406	0.68648	0.09977	0.13968
V88	0.17608	0.10487	0.29283	0.42621
V89	0.07082	0.07169	0.25342	0.60406
