mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.20306	0.26988	0.25374	0.20526	0.06807
V2	0	0.7127	0.14189	0.14541	0
V3	0	0.18623	0.40494	0.40883	0
V4	0	0.22266	0.18454	0.14859	0.44421
V5	0	0.21585	0	0.21365	0.5705
V6	0.20775	0.19827	0.26017	0.28722	0.04659
V7	0	0.22771	0.36502	0.13963	0.26764
V8	0	0.20863	0.79137	0	0
V9	0	0.14577	0.24302	0.61121	0
V10	0.35673	0.18556	0.45771	0	0
V11	0	0.24146	0.05014	0.17339	0.53501
V12	0	0.21305	0.19431	0.37838	0.21426
V13	0.03891	0.21904	0.01673	0.51345	0.21187
V14	0.06884	0.14632	0.06172	0.71067	0.01245
V15	0	0.0985	0	0.9015	0
V16	0.44938	0.16767	0.01825	0.3647	0
V17	0	0.39923	0	0.17187	0.4289
V18	0.00723	0.45105	0.29796	0.24376	0
V19	0	0.19774	0	0.22058	0.58168
V20	0	0.17738	0.6446	0.17802	0
V21	0	0.35686	0.13383	0.25388	0.25543
V22	0.72676	0.17705	0.07327	0	0.02292
V23	0	0.238	0	0.23991	0.52209
V24	0.32733	0.26776	0.01493	0.15446	0.23552
V25	0	0.17824	0	0.50434	0.31742
V26	0.3506	0.30831	0.07513	0.12634	0.13962
V27	0.04154	0.52906	0.23135	0.09608	0.10197
V28	0	0.17811	0.19617	0.62572	0
V29	0	0.12109	0.30376	0.57516	0
V30	0.62913	0.20454	0.03462	0.04981	0.0819
V31	0.29523	0.25162	0.02059	0.33306	0.0995
V32	0.84696	0.10819	0	0	0.04485
V33	0	0.33512	0	0.22597	0.43891
V34	0.06394	0.75363	0.10677	0.07565	0
V35	0.02531	0.59126	0.32708	0.05635	0
V36	0	0.32201	0.15218	0.18786	0.33795
V37	0.6484	0.13426	0	0.04113	0.17621
V38	0.01818	0.23843	0.43967	0.23721	0.06652
V39	0.20104	0.23978	0.31264	0.06822	0.17832
V40	0.15126	0.56415	0.08712	0.19747	0
V41	0	0.7655	0.10889	0.10351	0.02211
V42	0.77018	0.14912	0.017	0	0.06371
V43	0.36514	0.25422	0.36747	0.01135	0.00182
V44	0	0.38827	0.54536	0.01919	0.04717
V45	0	0.61083	0.16696	0.22222	0
V46	0.05368	0.68698	0.15822	0.10111	0
V47	0	0.175	0.825	0	0
V48	0.06963	0.26754	0.22132	0.39362	0.0479
V49	0.33716	0.2555	0.23893	0.16841	0
V50	0	0.19216	0.80784	0	0
V51	0.00799	0.40486	0.20512	0.15239	0.22964
V52	0.00259	0.8099	0.11316	0.07436	0
V53	0	0.22057	0.01193	0.7675	0
V54	0.11884	0.14924	0	0.64217	0.08976
V55	0	0.10788	0	0.89212	0
V56	0	0.11893	0	0.85474	0.02633
V57	0.05662	0.31271	0.53604	0.03308	0.06155
V58	0	0.21621	0.09822	0.30553	0.38005
V59	0.76017	0.13373	0.09134	0	0.01476
V60	0.3001	0.30008	0.14097	0.19846	0.06039
V61	0.08678	0.22111	0	0.3388	0.35331
V62	0	0.23521	0.26047	0.21674	0.28758
V63	0.27969	0.35323	0.08194	0.12981	0.15533
V64	0.85594	0.11703	0.01494	0	0.01208
V65	0.00413	0.20951	0.03189	0.70248	0.05199
V66	0	0.11542	0.11918	0.7654	0
V67	0	0.21108	0.28473	0.17839	0.3258
V68	0.33265	0.19048	0.39048	0.03478	0.05162
V69	0.47008	0.23559	0.21278	0.03596	0.04559
V70	0.00574	0.64814	0.12078	0.22535	0
V71	0.03704	0.6984	0.13472	0.12984	0
V72	0	0.47798	0.03755	0.15075	0.33371
V73	0	0.15771	0.08143	0.65489	0.10598
V74	0	0.13911	0	0.86089	0
V75	0.35753	0.29038	0.3363	0.00993	0.00586
V76	0	0.09205	0	0.90795	0
V77	0	0.19454	0.80546	0	0
V78	0	0.18349	0.81651	0	0
V79	0	0.4801	0.06514	0.2459	0.20886
V80	0.06527	0.66849	0.08278	0.1541	0.02937
V81	0	0.17629	0.82371	0	0
V82	0.1406	0.2416	0.04373	0.57407	0
V83	0.01395	0.22012	0.0077	0.63892	0.11932
V84	0	0.35084	0	0.17719	0.47198
V85	0	0.174	0.826	0	0
V86	0	0.30644	0.30794	0.38562	0
V87	0.32866	0.13723	0.04169	0.49242	0
V88	0.19436	0.2878	0.05703	0.30239	0.15842
V89	0	0.26168	0.73832	0	0
V90	0	0.32565	0.0362	0.21827	0.41989
V91	0	0.09453	0.06152	0.84395	0
V92	0.12244	0.25815	0	0.18347	0.43595
V93	0	0.1929	0.15276	0.57367	0.08068
V94	0	0.30893	0.00309	0.35179	0.33619
V95	0	0.3789	0.00932	0.22332	0.38845
V96	0.68244	0.14359	0.01576	0.04175	0.11646
V97	0.05099	0.26378	0.00336	0.24251	0.43936
V98	0	0.43853	0.20527	0.21153	0.14466
V99	0.38344	0.23271	0.01212	0.3068	0.06493
V100	0.40262	0.27326	0.06199	0.13136	0.13077
V101	0.0108	0.79693	0.11901	0.07327	0
V102	0.19323	0.34137	0.15393	0.20021	0.11126
V103	0.01256	0.23082	0	0.1796	0.57703
V104	0	0.48111	0.10653	0.14043	0.27194
V105	0	0.21331	0	0.22008	0.56661
V106	0	0.68896	0.23608	0.07497	0
V107	0	0.34766	0.64607	0.00627	0
V108	0	0.27833	0.72167	0	0
V109	0	0.33624	0.05643	0.37843	0.22891
V110	0.09813	0.49648	0.23765	0.16774	0
V111	0.19088	0.32729	0.48183	0	0
V112	0.08496	0.16475	0.09308	0.55307	0.10413
V113	0.12402	0.21962	0.07662	0.27084	0.3089
V114	0.43665	0.1963	0.05361	0.24036	0.07307
V115	0.77594	0.11943	0	0.00468	0.09995
V116	0	0.18985	0	0.19514	0.615
V117	0	0.22656	0.74203	0.03141	0
V118	0	0.09369	0	0.90631	0
V119	0.20781	0.18765	0.37763	0.22691	0
V120	0	0.1991	0.73341	0.06749	0
V121	0.13038	0.65474	0.0859	0.10663	0.02236
V122	0	0.43027	0.11419	0.32671	0.12883
