Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01806	0.04514	0	0.00245	0.10007	0.00467	0.01643	0	0.01157	0.80161
V2	0.61158	0.02224	0.04777	0	0.0258	0.23775	0.05255	0.00231	0	0
V3	0.11576	0.102	0.07742	0.00624	0.39571	0.01632	0.1052	0.10411	0.02067	0.05657
V4	0.00843	0.105	0.01999	0	0.03386	0.08678	0.02023	0.00944	0.46436	0.2519
V5	0.01116	0.12308	0.00668	0.05376	0	0.06453	0.02235	0	0.0069	0.71154
V6	0.00852	0.13221	0.15758	0.01716	0.5467	0.03403	0.00589	0.04006	0.01628	0.04159
V7	0	0.58378	0	0.00806	0.24438	0.01138	0.07356	0.04696	0.01746	0.01443
V8	0	0.63303	0.03878	0.0103	0.00369	0.02363	0.03843	0.20485	0.03709	0.01019
V9	0.01442	0.00153	0.09449	0.09381	0.0318	0.02312	0.28264	0.39534	0.03628	0.02655
V10	0	0.14387	0	0	0.61975	0.07107	0.02355	0.09794	0.00625	0.03758
V11	0.00838	0.62213	0	0.00513	0.00386	0.04879	0.03906	0.18659	0.06348	0.02258
V12	0.04182	0.03932	0.19285	0.38617	0.01451	0.001	0.1012	0	0.01545	0.20767
V13	0.09667	0.01537	0.11632	0.00678	0.04477	0.12351	0.45838	0.00453	0.09449	0.03918
V14	0.07698	0.48639	0.13084	0.05892	0.02629	0.04856	0.14054	0.00341	0.02117	0.00689
V15	0.29977	0.02087	0.17331	0.42953	0.01172	0.01764	0.02803	0.00118	0.01664	0.0013
V16	0.04708	0.07406	0.24297	0.4399	0.02202	0.0491	0.00106	0	0.10108	0.02272
V17	0.01607	0.1396	0	0	0	0.07225	0.05055	0.00282	0.01254	0.70618
V18	0.08609	0.07884	0.0571	0.21153	0	0.00807	0.00537	0	0.00795	0.54505
V19	0.00595	0	0	0.03949	0	0.07662	0.02118	0.00394	0.00316	0.84967
V20	0	0.24831	0.00048	0.01319	0.00469	0.00297	0.55457	0.03161	0.00801	0.13618
V21	0.09716	0.46583	0.01722	0.00313	0.00622	0.31812	0.05415	0.01591	0.01756	0.0047
V22	0	0	0	0	0	0.01579	0.03381	0.19	0.0385	0.7219
V23	0.26761	0.03426	0.48152	0.04467	0	0.01049	0.00685	0	0.01617	0.13842
V24	0.02137	0.66931	0.03471	0.01541	0.01702	0.00221	0.09346	0.04985	0.09232	0.00435
V25	0.02881	0.13771	0.00542	0.0124	0.0339	0.1191	0.04123	0	0.1237	0.49772
V26	0.00945	0	0.06513	0	0.02171	0.02973	0.10382	0.72675	0.02965	0.01375
V27	0	0.09242	0	0	0.29516	0.00432	0.02491	0	0.00513	0.57807
V28	0.2563	0	0.00078	0	0	0.01963	0.03477	0.01932	0	0.66919
V29	0.00414	0.72017	0	0.01596	0.0011	0.09479	0.03128	0.00774	0.01973	0.10509
V30	0.00664	0.0123	0.10124	0.00575	0.02817	0.29312	0.32352	0	0.19483	0.03443
V31	0.01098	0.40334	0.19507	0.01818	0.05538	0.00979	0.03397	0.22512	0.02963	0.01854
V32	0.47969	0.06597	0.03858	0	0.23958	0.03994	0.03703	0	0.0648	0.03441
V33	0.06858	0.02359	0.25386	0.39614	0.01246	0	0.21331	0	0.01586	0.01622
V34	0	0.07873	0	0	0.14406	0.0049	0.01658	0.00746	0.03562	0.71266
V35	0.00236	0.89187	0	0.01878	0.00893	0.00804	0.03242	0.00798	0.02963	0
V36	0.05071	0.01868	0.01213	0.00605	0.04206	0	0.8084	0.02296	0.00355	0.03546
V37	0	0.59276	0	0.01205	0.02345	0	0.30715	0.01804	0.02228	0.02427
V38	0.14185	0.00294	0.06856	0.13231	0.02706	0	0.59125	4e-05	0.0088	0.02719
V39	0.09009	0.00892	0.07094	0.128	0.05782	0	0.57903	0.01222	0.01015	0.04282
V40	0.12426	0.04424	0.61799	0.059	0.08505	0.00591	0.00365	0	0.02467	0.03523
V41	0.6083	0.07748	0.0767	0.00113	0.01806	0.0048	0.01393	0.00725	0.172	0.02036
V42	0	0.66652	0	0.00501	0.23619	0.00233	0.0106	0	0.01979	0.05956
V43	0.14331	0.05519	0.11369	0.05994	0.1939	0.03965	0.23933	0.01484	0.11247	0.02767
V44	0.03545	0.00712	0.55568	0.04186	0.00262	0.01385	0.03467	0.25912	0.03464	0.015
V45	0.00787	0.00662	0.03538	0.00065	0.04012	0.00709	0.31018	0	0.49243	0.09966
V46	0.18275	0.10802	0.06139	0.16328	0	0.00215	0.00596	0.00745	0.00623	0.46278
V47	0	0	0.00941	0.00818	0.02389	0	0.89545	0.00227	0.00622	0.05457
V48	0.00818	0.00447	0	0	0	0.00393	0.02196	0	0.06827	0.89319
V49	0.22263	0.00088	0.02249	0	0.0187	0.02274	0.07478	0.62071	0.01706	0
V50	0.30211	0.18847	0.03183	0	0.02272	0.4147	0.04018	0	0	0
V51	0.16934	0.02731	0.53454	0.04488	0.06237	0.00718	0.01537	0.03893	0.05766	0.04243
V52	0.03004	0.00632	0.20717	0.27001	0.01579	0	0.42515	0.00216	0.01841	0.02494
V53	0.43502	0.02019	0.12286	0.06868	0	0.00475	0.02147	0.09627	0.00197	0.22879
V54	0	0.04854	0	0	0.18838	0.69726	0.06292	0	0	0.0029
V55	0.05237	0.03365	0.17955	0.57263	0.06772	0.01126	0.02688	0	0.01845	0.03748
V56	0.15225	0.03569	0.48623	0.05526	0.06684	0.13707	0.01386	0	0.01583	0.03697
V57	0.04647	0.01555	0.54644	0.19376	0.00404	0.01445	0.0127	0.0154	0.09364	0.05755
V58	0.02126	0.21008	0.08585	0.10291	0.02003	0.48992	0.06063	0	0.00931	0
V59	0.02423	0.0602	0.01031	0.00841	0.02616	0	0.82706	0.00121	0.00575	0.03666
V60	0.72494	0.03256	0.05981	0.00127	0.0676	0.00429	0.00621	0.00293	0.09261	0.00779
V61	0.00181	0.00307	0.0461	0.00528	0.02858	0.8279	0.08218	0	0	0.00509
V62	0.02373	0	0	0.00942	0	0	0.41685	0.00678	0.02738	0.51584
V63	0	0.26759	0.01148	0	0.15307	0.47915	0.05362	0	0.00737	0.02772
V64	0.0991	0.00956	0.32851	0.20823	0	0.01777	0.02586	0.20539	0.02078	0.0848
V65	0.0987	0.03124	0.12952	0.27891	0.01271	0.00902	0.09102	0.20002	0.09922	0.04963
V66	0	0.14844	0	0	0.53141	0.03001	0.02595	0.00778	0.02328	0.23313
V67	0.02894	0.19155	0.44464	0.07613	0.00867	0.04353	0.0911	0.0022	0.05899	0.05425
V68	0.02276	0.02281	0.02977	0	0.06118	0.02019	0.04275	0.28823	0.49294	0.01937
V69	0.04915	0.02831	0.76513	0.08567	0.00637	0.00606	0.00355	0	0.03027	0.02549
V70	0.69279	0.02558	0.13406	0.00892	0.01132	0.02823	0.03721	0.00713	0.05476	0
V71	0.03376	0	0.00784	0	0.01951	0.02964	0.09618	0.74372	0.02813	0.04123
V72	0.25265	0.04917	0.07101	0.18709	0.13461	0.00329	0.00198	0.00167	0.01142	0.28712
V73	0.01233	0.18917	0	0	0.69819	0.0238	0.00675	0	0.01221	0.05755
V74	0.02759	0	0.02565	0.12934	0	0.03612	0.01349	0.00312	0.00482	0.75987
V75	0.04356	0.09883	0.25603	0.36834	0.03414	0.01395	0.0011	0	0.17049	0.01356
V76	0	0.00983	0.00928	0	0.02234	0.87352	0.08503	0	0	0
V77	0.02104	0.00428	0.08274	0.23443	0.01751	0.27777	0.33316	0	0.00364	0.02543
V78	0	0.4952	0.02539	0.01534	0.02169	0.00442	0.31865	0	0.01361	0.10569
V79	0.02467	0.03294	0.10471	0.22258	0.02263	0.29231	0.03677	0	0.21321	0.05018
V80	0.38085	0	0.0146	0.00456	0	0.0027	0.03521	0.00264	0.03395	0.52549
V81	0.00906	0.04681	0.04174	0.1067	0.16252	0.57981	0.04946	0	0	0.0039
V82	0.07358	0.55152	0.07129	0.19968	0.01103	0.01721	0.014	0.04137	0.02032	0
V83	0.06623	0.07259	0.1619	0.39266	0.03589	0.00961	0.02307	0.21356	0.02126	0.00324
