cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.5714	0.00878	0.17157	0.24826
V2	0.14946	0.07513	0.05647	0.71894
V3	0.0507	0.63968	0.0144	0.29522
V4	0.86991	0.11277	0	0.01732
V5	0.10619	0.47516	0.26916	0.14948
V6	0.0717	0.88936	0.02061	0.01834
V7	0.14498	0.35281	0.08837	0.41384
V8	0.12769	0.03205	0.81312	0.02714
V9	0.24399	0.22142	0.04029	0.4943
V10	0.01934	0.03778	0.89852	0.04436
V11	0.21061	0.34548	0.43896	0.00494
V12	0.02298	0.59004	0.37546	0.01152
V13	0.26653	0.71002	0.00561	0.01784
V14	0.06582	0.92124	0.00749	0.00545
V15	0.1164	0.6131	0.12387	0.14662
V16	0.91616	0.04333	0.01705	0.02346
V17	0.08187	0.88646	0.01331	0.01836
V18	0.59002	0.33772	0.04099	0.03127
V19	0.15641	0.82607	0.00616	0.01137
V20	0.16645	0.46449	0.02171	0.34735
V21	0.1282	0.05533	0.78949	0.02699
V22	0.01564	0.07699	0.22652	0.68085
V23	0.3872	0.04381	0.56364	0.00535
V24	0.9283	0.04133	0.03027	1e-04
V25	0.3611	0.2168	0.13553	0.28657
V26	0.40886	0.38206	0.01891	0.19017
V27	0.09972	0.04907	0.02676	0.82445
V28	0.00463	0.08298	0.91049	0.00189
V29	0.44777	0.02911	0.49829	0.02483
V30	0.09632	0.19168	0.30442	0.40758
V31	0.20655	0.16774	0.32243	0.30328
V32	0.0809	0.02455	0.03964	0.85491
V33	0.0401	0.49574	0.37598	0.08818
V34	0.12758	0.04197	0.80342	0.02703
V35	0.15841	0.73696	0.07954	0.02508
V36	0.00691	0.03139	0.51412	0.44758
V37	0.57241	0.05607	0.09699	0.27453
V38	0.44125	0.00482	0.17939	0.37454
V39	0.16378	0.57631	0.1337	0.12621
V40	0.0964	0.82858	0.07495	7e-05
V41	0.00558	0.69447	0.04718	0.25276
V42	0.22707	0.02106	0.22603	0.52584
V43	0.12923	0.32445	0.52026	0.02606
V44	0.01399	0.06178	0.77339	0.15085
V45	0.09315	0.60067	0.22799	0.07819
V46	0.80905	0.07097	0.11541	0.00457
V47	0.46877	0.16877	0.32203	0.04043
V48	0.81358	0.16513	0.00434	0.01694
V49	0.75411	0.17685	0	0.06904
V50	0.06298	0.85117	0.0809	0.00494
V51	0.31914	0.3929	0.26293	0.02503
V52	0.02518	0.10244	0.84467	0.02771
V53	0.73517	0.1196	0.14513	1e-04
V54	0.43812	0.17392	0.37064	0.01732
V55	0.21909	0.10566	0.26266	0.41259
V56	0.0451	0.01367	0.10176	0.83947
V57	0.09285	0.87478	0.02105	0.01133
V58	0.66399	0.00793	0.04213	0.28595
V59	0.45106	0.40276	0.10618	0.04
V60	0.13167	0.12725	0.35951	0.38157
V61	0.82852	0.09324	0.00995	0.0683
V62	0.88851	0.03775	0.06334	0.01039
V63	0.01399	0.85028	0.1175	0.01823
V64	0.00715	0.87474	0.0012	0.11691
V65	0.01632	0.00702	0.1216	0.85506
V66	0.21448	0.70936	0.019	0.05716
V67	0.15269	0.31538	0.52057	0.01136
V68	0.16052	0.13225	0.02768	0.67954
V69	0.02256	0.29234	0.64241	0.04269
V70	0.57423	0.13059	0.18476	0.11042
V71	0.16497	0.05375	0.40988	0.37139
V72	0.60909	0.13787	0.09604	0.15701
V73	0.15029	0.63061	0.1418	0.0773
V74	0.05817	0.21691	0.72393	0.00099
V75	0.72581	0.00872	0.18889	0.07658
V76	6e-04	0.15726	0.20243	0.63972
V77	0.03658	0.29134	0.01279	0.65929
V78	0.32112	0.09401	0.20136	0.38351
V79	0.0072	0.0867	0.82856	0.07755
V80	0.35571	0.02129	0.54927	0.07373
V81	0.05608	0.15386	0.78387	0.00619
V82	0.00254	0.08337	0.90564	0.00845
V83	0.13588	0.16089	0.08222	0.62101
V84	0.41456	0.03383	0.17293	0.37867
V85	0.10654	0.29596	0.43702	0.16048
V86	0.04517	0.05295	0.86636	0.03553
V87	0.03028	0.85899	0.05315	0.05759
V88	0.16767	0.04438	0.29622	0.49173
V89	0.01893	0.0133	0.23065	0.73712
V90	0.02362	0.91058	0.05429	0.01151
V91	0.0309	0.75573	0.18788	0.02549
V92	0.46987	0.02065	0.3923	0.11718
V93	0.89855	0.02024	0	0.08121
V94	0.01421	0.45698	0.02555	0.50326
V95	0.26639	0.43124	0.16507	0.13731
V96	0.07288	0.093	0.03375	0.80037
V97	0.69761	0.09711	0.20079	0.0045
V98	0.69417	0.29497	0	0.01086
V99	0.80613	0.04788	0.14138	0.00461
V100	0.07658	0.04186	0.86101	0.02055
V101	0.02877	0.05464	0.01278	0.90381
V102	0.92789	0.05646	0.00471	0.01095
V103	0.01084	0.04455	0.11173	0.83288
V104	0.02727	0.95876	0.00823	0.00574
V105	0.05476	0.92478	0.01509	0.00538
V106	0.11695	0.51513	0.33423	0.03369
V107	0.18771	0.17969	0.5905	0.0421
V108	0.14971	0.75861	0.09156	0.00011
V109	0.01319	0.13542	0.63425	0.21714
V110	0.05152	0.89345	0.03677	0.01826
V111	0.9158	0.01407	0.06509	0.00504
V112	0.12849	0.04698	0.46772	0.35681
V113	0.19431	0.08721	0.19639	0.52208
V114	0.25517	0.0367	0.08976	0.61836
V115	0.00687	0.76365	0.2242	0.00528
V116	0.14239	0.29527	0.40154	0.16081
V117	0.69633	0.2405	0.03222	0.03094
V118	0.16366	0.59424	0.03675	0.20534
V119	0.11647	0.068	0.05863	0.7569
V120	0.07699	0.07059	0.83939	0.01304
V121	0.63054	0.10944	0.09521	0.16481
V122	0.95719	0.01977	0.01187	0.01117
V123	0.00588	0.5255	0.05015	0.41847
V124	0.67314	0.28073	0	0.04613
V125	0.39919	0.40889	0.17466	0.01726
V126	0.0378	0.14049	0.0599	0.76181
V127	0.1677	0.03648	0.28448	0.51134
V128	0.03311	0.01371	0.13178	0.8214
V129	0.60249	0.21437	0.15919	0.02396
V130	0.00685	0.66167	0.32611	0.00538
V131	0.02352	0.91011	0.00108	0.06529
V132	0.94096	0.01687	0.02509	0.01709
V133	0.91738	0.02411	0.04793	0.01058
V134	0.10785	0.39052	0.14077	0.36086
V135	0.07924	0.01679	0.20398	0.69999
V136	0.25177	0.4018	0.01358	0.33285
V137	0.67078	0.03271	0.24254	0.05397
V138	0.21856	0.39869	0.19086	0.19189
V139	0.37425	0.18463	0.20984	0.23128
V140	0.03027	0.08556	0.06438	0.8198
V141	0.06104	0.13338	0.58507	0.22051
V142	0.78632	0.0197	0.19373	0.00025
V143	0.45815	0.24603	0.07151	0.2243
V144	0.17134	0.13584	0.18615	0.50667
V145	0.00055	0.77086	0.22318	0.00542
V146	0.0629	0.01639	0.04398	0.87673
V147	0.9253	0.02745	0.017	0.03026
V148	0.12719	0.06126	0.6175	0.19404
V149	0.26604	0.51319	0.21613	0.00465
V150	0.08331	0.22238	0.6248	0.06951
V151	0.20798	0.64345	0.03536	0.1132
V152	0.23951	0.44438	0.22865	0.08746
V153	0.1022	0.77601	0.01981	0.10198
V154	0.24701	0.45223	0.27548	0.02528
V155	0.49838	0.12517	0.29281	0.08365
V156	0.03138	0.12196	0.73174	0.11492
V157	0.31821	0.13612	0.33656	0.2091
V158	0.02877	0.00474	0.0518	0.91469
V159	0.89635	0.06606	0	0.0376
V160	0.71731	0.0092	0.06503	0.20847
V161	0.22337	0.00955	0.03987	0.72721
V162	0.06446	0.29749	0.09154	0.54652
V163	0.0947	0.4998	0.18076	0.22474
V164	0.35856	0.29721	0.11381	0.23041
V165	0.00988	0.27707	0.00712	0.70593
V166	0.0093	0.09704	0.08547	0.80819
V167	0.37177	0.00386	0.01246	0.61191
V168	0.291	0.57996	0.07976	0.04928
V169	0.19719	0.04765	0.04645	0.70871
V170	0.10467	0.02214	0.5589	0.31429
V171	0.12912	0.2254	0.61116	0.03432
V172	0.71853	0.01673	0.25978	0.00495
V173	0.02786	0.14335	0.05149	0.7773
V174	0.0166	0.16088	0.08884	0.73369
V175	0.06179	0.02741	0.80006	0.11075
V176	0.00692	0.8228	0.16502	0.00525
V177	0.01001	0.97592	0.00136	0.01271
V178	0.00582	0.79171	0.00762	0.19485
V179	0.16266	0.01337	0.4125	0.41146
V180	0.02816	0.89491	0.07682	0.00011
V181	0.16444	0.11359	0.57612	0.14585
V182	0.30909	0.16428	0.47645	0.05018
V183	0.17938	0.80903	0.00648	0.00511
V184	0.96498	0.02196	0.01285	0.00021
V185	0.57322	0.41042	0.0117	0.00466
V186	0.11783	0.48563	0.27848	0.11806
V187	0.94715	0.0209	0.0268	0.00515
V188	0.05885	0.23861	0.00648	0.69605
V189	0.83682	0.02232	0.01689	0.12396
V190	0.66228	0.02306	0.30975	0.00491
V191	0.18793	0.19121	0.58696	0.03391
V192	0.3126	0.4695	0.05323	0.16467
V193	0.62463	0.03085	0.23842	0.10611
V194	0.03378	0.94039	0.00701	0.01882
V195	0.01442	0.05704	0.91988	0.00867
V196	0.015	0.08579	0.02348	0.87573
V197	0.43455	0.04224	0.0304	0.49281
V198	0.06122	0.50579	0.38199	0.051
V199	0.16894	0.02195	0.19702	0.61209
V200	0.12809	0.58303	0.02099	0.26789
V201	0.09386	0.56896	0.19954	0.13765
V202	0.01545	0.0317	0.79605	0.1568
V203	0.1634	0.42436	0.39421	0.01803
V204	0.00627	0.55536	0.00986	0.4285
V205	0.01943	0.07086	0.8955	0.01421
V206	0.04791	0.10188	0.84347	0.00674
V207	0.13551	0.18333	0.06264	0.61852
V208	0.25276	0.0679	0.6676	0.01173
V209	0.31272	0.47055	0.07178	0.14496
V210	0.08089	0.78848	0.0895	0.04113
V211	0.4429	0.01384	0.03955	0.50371
V212	0.51724	0.04147	0.4239	0.01738
V213	0.66428	0.02757	0.11157	0.19658
V214	0.34831	0.14302	0.17842	0.33024
V215	0.30559	0.08775	0.02483	0.58183
V216	0.05056	0.00369	0.04262	0.90312
V217	0.03985	0.49896	0.24793	0.21326
V218	0.09532	0.45141	0.1826	0.27066
V219	0.10395	0.66001	0.01348	0.22256
V220	0.00593	0.85116	0.00701	0.1359
V221	0.82857	0.01132	0.00506	0.15505
V222	0.32838	0.1177	0.38885	0.16507
V223	0.00678	0.12959	0.79473	0.0689
V224	0.95362	0.0206	0.02558	2e-04
V225	0.05319	0.88678	0.05497	0.00506
V226	0.31131	0.08132	0.59602	0.01136
V227	0.79267	0.01293	0.18386	0.01054
V228	0.80046	0.05943	0.06328	0.07683
V229	0.02036	0.04859	0.90942	0.02164
V230	0.01992	0.03944	0.04032	0.90032
V231	0.01408	0.27454	0.12422	0.58716
V232	0.04171	0.67785	0.0022	0.27824
V233	0.5932	0.07597	0.20351	0.12731
V234	0.03343	0.92537	0.02962	0.01158
V235	0.38227	0.0591	0.53342	0.02521
V236	0.04233	0.06777	0.82145	0.06844
V237	0.16732	0.01071	0.04299	0.77898
V238	0.12813	0.56132	0.26864	0.04191
V239	0.0644	0.41119	0.0246	0.49981
V240	0.49993	0.03834	0.4221	0.03963
V241	0.01832	0.03518	0.88644	0.06005
V242	0.12517	0.77517	0.08876	0.0109
V243	0.24109	0.04345	0.64887	0.0666
V244	0.20369	0.02303	0.69881	0.07447
V245	0.61981	0.28429	0.04897	0.04693
V246	0.05397	0.14568	0.78072	0.01963
V247	0.16858	0.04812	0.78216	0.00114
V248	0.02531	0.03814	0.06382	0.87273
V249	0.00153	0.05648	0.88168	0.0603
V250	0.76843	0.01527	0.21144	0.00487
V251	0.93691	0.05264	0.00523	0.00522
V252	0.01015	0.84256	0.14708	0.00021
V253	0.38057	0.05789	0.17547	0.38607
V254	0.00782	0.93821	0.04855	0.00542
V255	0.0425	0.923	0.00102	0.03348
V256	0.17692	0.19719	0.54735	0.07854
V257	0.44381	0.08502	0.2478	0.22337
V258	0.17922	0.24839	0.45425	0.11814
V259	0.0321	0.2824	0.65093	0.03457
V260	0.00146	0.2854	0.70676	0.00637
V261	0.63938	0.02912	0.19865	0.13285
V262	0.09873	0.05711	0.02628	0.81789
V263	0.01704	0.96247	0.00116	0.01932
V264	0.16291	0.03186	0.46347	0.34176
V265	0.03299	0.00647	0.16211	0.79843
V266	0.64171	0.35157	0.00669	4e-05
V267	0.00034	0.16257	0.31277	0.52431
V268	0.39922	0.01984	0.15264	0.42831
V269	0.0058	0.55778	0.39438	0.04204
V270	0.66131	0.02515	0.24333	0.07021
V271	0.82516	0.05934	0.03102	0.08448
V272	0.05019	0.84491	0.01299	0.09191
V273	0.0595	0.02584	0.0512	0.86345
V274	0.71884	0.00799	0.18003	0.09313
V275	0.00281	0.06259	0.92526	0.00934
V276	0.52483	0.32775	0.01091	0.13651
V277	0.03276	0.19506	0.17907	0.59311
V278	0.03321	0.049	0.32306	0.59473
V279	0.7175	0.0504	0.10964	0.12245
V280	0.02877	0.00474	0.0518	0.91469
V281	0.56708	0.02644	0.14448	0.262
V282	0.05284	0.06962	0.82629	0.05125
V283	0.21101	0.59185	0.06283	0.1343
V284	0.02481	0.91413	0.05583	0.00523
V285	0.07889	0.04712	0.8725	0.00149
V286	0.24784	0.55516	0.11082	0.08619
V287	0.09239	0.8761	0.01319	0.01831
V288	0.01292	0.25891	0.4621	0.26606
V289	0.28751	0.20353	0.44039	0.06858
V290	0.81714	0.16969	0.01312	5e-05
V291	0.49623	0.06664	0.42641	0.01072
V292	0.93847	0.01716	0	0.04438
V293	0.29387	0.02746	0.64544	0.03323
V294	0.08779	0.37578	0.00426	0.53217
V295	0.0144	0.16424	0.21269	0.60866
V296	0.17468	0.10956	0.63834	0.07743
V297	0.07788	0.00425	0.09009	0.82778
V298	0.30072	0.09799	0.58998	0.01131
V299	0.06688	0.2784	0.01917	0.63555
V300	0.00102	0.03409	0.26001	0.70488
V301	0.1159	0.10014	0.67869	0.10527
V302	0.65324	0.33584	0	0.01091
V303	0.00042	0.59808	0.37547	0.02603
V304	0.05108	0.0325	0.76696	0.14946
V305	0.1178	0.14056	0.49761	0.24402
V306	0.82927	0.08632	0.04686	0.03754
V307	0.01597	0.9569	0.01512	0.01201
V308	0.23253	0.21085	0.32088	0.23574
V309	0.3422	0.30654	0.02844	0.32282
V310	0.07401	0.30736	0.1646	0.45403
V311	0.51712	0.47265	0.00546	0.00477
V312	0.09277	0.75202	0.13727	0.01794
V313	0.00088	0.12187	0.03086	0.84639
V314	0.01312	0.48238	0.11922	0.38528
V315	0.11593	0.64247	0.03708	0.20452
V316	0.31461	0.11846	0.41142	0.1555
V317	0.08132	0.72055	0.04551	0.15262
V318	0.03191	0.57073	0.01563	0.38173
V319	0.05481	0.06749	0.85009	0.02761
V320	0.0717	0.12899	0.68366	0.11565
V321	0.6319	0.36142	0.00667	1e-05
V322	0.19486	0.31492	0.07783	0.41239
V323	0.05346	0.02162	0.10757	0.81735
V324	0.67385	0.24358	0.06588	0.01669
V325	0.30415	0.63887	0.05232	0.00466
V326	0.00012	0.57151	0.09614	0.33223
V327	0.01624	0.13726	0.11929	0.72721
V328	0.04154	0.03269	0.76734	0.15844
V329	0.17111	0.09708	0.18651	0.5453
V330	0.39063	0.01199	0.35133	0.24605
V331	0.35565	0.07597	0.04876	0.51961
V332	0.00845	0.04556	0.20901	0.73699
V333	0.43078	0.0647	0.40301	0.10151
V334	0.35344	0.01264	0.37635	0.25757
V335	0.0215	0.32081	0.54061	0.11708
V336	0.17013	0.71739	0.01932	0.09317
V337	0.28302	0.39501	0.29677	0.0252
V338	0.00048	0.98339	0.00993	0.0062
V339	0.1228	0.03803	0.83211	0.00706
V340	0.05075	0.2068	0.56333	0.17912
V341	0.02385	0.0352	0.08253	0.85842
V342	0.2382	0.01889	0.62441	0.11851
V343	0.95854	0.03039	0.00566	0.00541
V344	0.6778	0.14789	0.17419	0.00013
V345	0.02158	0.07115	0.90566	0.00161
V346	0.23032	0.09623	0.3082	0.36525
V347	0.04212	0.01243	0.14872	0.79673
V348	0.0495	0.67185	0.14359	0.13506
V349	0.35152	0.1485	0.40426	0.09572
V350	0.02705	0.80669	0.16606	2e-04
V351	0.01505	0.02972	0.42908	0.52614
V352	0.04399	0.0354	0.85267	0.06794
V353	0.8923	0.02496	0.0311	0.05163
V354	0.04038	0.70588	0.22041	0.03333
V355	0.27301	0.06498	0.48879	0.17322
V356	0.03244	0.02335	0.1202	0.82401
V357	0.10767	0.31825	0.30118	0.2729
V358	0.56172	0.09143	0.05164	0.29521
V359	0.588	0.04832	0.03485	0.32883
V360	0.54971	0.42146	0.01835	0.01048
V361	0.00088	0.44966	0.54361	0.00585
V362	0.00049	0.97591	0.01759	0.00601
V363	0.16546	0.10098	0.50338	0.23019
V364	0.14928	0.05989	0.70537	0.08546
V365	0.26907	0.02425	0.02036	0.68633
V366	0.07053	0.70256	0.08261	0.1443
V367	0.58818	0.12765	0.0058	0.27837
V368	0.08084	0.75265	0.08128	0.08523
V369	0.0155	0.39772	0.58118	0.00561
V370	0.29611	0.2615	0.41697	0.02542
V371	0.18067	0.73486	0.02703	0.05744
V372	0.15893	0.04554	0.13455	0.66099
V373	0.07193	0.12112	0.50967	0.29728
V374	0.77042	0.02551	0.20386	2e-04
V375	0.03865	0.03606	0.16489	0.76039
V376	0.03156	0.03143	0.11842	0.8186
V377	0.80119	0.00586	0.01144	0.18151
V378	0.00709	0.03092	0.43886	0.52313
V379	0.34189	0.18506	0.01467	0.45838
V380	0.1453	0.06149	0.2203	0.57291
V381	0.74927	0.0154	0.09009	0.14524
V382	0.07941	0.05441	0.85905	0.00712
V383	0.84402	0.0111	0.04638	0.0985
V384	0.57404	0.06549	0.13529	0.22518
V385	0.86703	0.01898	0.06989	0.04411
V386	0.30091	0.01399	0.15762	0.52747
V387	0.60351	0.13172	0.19189	0.07289
V388	0.38145	0.32025	0.1526	0.1457
V389	0.41567	0.51663	0.01124	0.05646
V390	0.29129	0.24663	0.45715	0.00493
V391	0.42657	0.09364	0.02186	0.45793
V392	0.43647	0.2043	0.1733	0.18594
V393	0.28044	0.21101	0.37076	0.13778
V394	0.08685	0.21701	0.12344	0.5727
V395	0.21846	0.38749	0.21295	0.18111
V396	0.00776	0.96526	0.00786	0.01912
V397	0.79264	0.07943	0.09751	0.03043
V398	0.459	0.1208	0.10111	0.31908
V399	0.18813	0.56203	0.15308	0.09676
V400	0.00019	0.59337	0.06681	0.33963
V401	0.03176	0.14566	0.75369	0.06889
V402	0.78892	0.17631	0.03474	3e-05
V403	0.02443	0.02667	0.09395	0.85494
V404	0.08288	0.17933	0.65011	0.08768
V405	0.21673	0.02847	0.1837	0.5711
V406	0.65641	0.23774	0.01713	0.08872
V407	0.00048	0.98339	0.00993	0.0062
V408	0.08379	0.22549	0.43204	0.25868
V409	0.00145	0.03748	0.05183	0.90924
V410	0.08175	0.87167	0.02843	0.01815
V411	0.4496	0.01132	0.00436	0.53473
V412	0.15193	0.06636	0.53247	0.24924
V413	0.05032	0.48756	0.19341	0.26871
V414	0.03035	0.50745	0.34515	0.11706
V415	0.44938	0.02698	0.24361	0.28004
V416	0.01612	0.10334	0.87911	0.00144
V417	0.37692	0.61245	0.00575	0.00488
V418	0.06656	0.09163	0.15951	0.68231
V419	0.0257	0.00576	0.06082	0.90772
V420	0.00017	0.90405	0.01379	0.08199
V421	0.14882	0.04289	0.70526	0.10303
V422	0.04812	0.06786	0.02081	0.8632
V423	0.07658	0.04186	0.86101	0.02055
V424	0.00078	0.05039	0.65015	0.29869
V425	0.05091	0.22111	0.62999	0.09799
V426	0.08398	0.05128	0.80545	0.05928
V427	0.06158	0.39131	0.20789	0.33922
V428	0.081	0.78993	0.05334	0.07572
V429	0.02299	0.00599	0.06936	0.90166
V430	0.76457	0.15724	0.01674	0.06145
V431	0.1743	0.02526	0.48281	0.31763
V432	0.10399	0.08664	0.05831	0.75106
V433	0.05123	0.75129	0.00155	0.19593
V434	0.34266	0.06688	0.05815	0.53232
V435	0.51787	0.01309	0.12695	0.34209
V436	0.38605	0.01342	0.12315	0.47737
V437	0.23001	0.22346	0.00932	0.53721
V438	0.62887	0.1458	0.03342	0.19191
V439	0.03462	0.10507	0.01942	0.84089
V440	0.49362	0.03379	0.03741	0.43518
V441	0.06081	0.11515	0.63787	0.18616
V442	0.32015	0.3342	0.14526	0.20039
V443	0.75602	0.01011	0.08975	0.14412
V444	0.02158	0.07115	0.90566	0.00161
V445	0.61469	0.02485	0.33647	0.02399
V446	0.03011	0.85022	0.0533	0.06638
V447	0.6463	0.08473	0.17932	0.08965
V448	0.01628	0.05973	0.21675	0.70725
V449	0.56915	0.03922	0.30221	0.08942
V450	0.14065	0.84311	0.01624	0
V451	0.92644	0.05608	0	0.01749
V452	0.03623	0.01516	0.09477	0.85383
V453	0.82261	0.06905	0.06323	0.0451
V454	0.00028	0.94022	0.04761	0.01189
V455	0.60615	0.03412	0.30523	0.0545
V456	0.32647	0.10884	0.4098	0.15488
V457	0.00131	0.05616	0.03523	0.9073
V458	0.26613	0.22156	0.00886	0.50344
V459	0.01296	0.81233	0.09049	0.08422
V460	0.94491	0.01848	0.02573	0.01087
V461	0.06338	0.03893	0.02244	0.87525
V462	0.35097	0.23908	0.00245	0.4075
V463	0.25169	0.47773	0.16381	0.10677
V464	0.51777	0.09282	0.00695	0.38246
V465	0.40684	0.42604	0.02625	0.14088
V466	0.59851	0.17632	0.00534	0.21983
V467	0.31311	0.57551	0.07889	0.03249
V468	0.50601	0.39634	0.04996	0.04769
V469	0.01371	0.16158	0.31396	0.51075
V470	0.56377	0.11182	0.18553	0.13888
V471	0.26856	0.09742	0.04242	0.5916
V472	0.3244	0.32769	0.00199	0.34592
V473	0.09437	0.54782	0.33963	0.01817
V474	0.11763	0.0043	0.12177	0.7563
V475	0.18143	0.39863	0.08637	0.33357
V476	0.16349	0.01758	0.06852	0.75041
V477	0.60929	0.03567	0.21112	0.14392
V478	0.12748	0.60148	0.00699	0.26406
V479	0.01463	0.08561	0.82219	0.07758
V480	0.07612	0.30923	0.0527	0.56196
V481	0.14072	0.03979	0.80653	0.01296
V482	0.70799	0.15181	0.10925	0.03095
V483	0.1246	0.10091	0.08458	0.68992
V484	0.0236	0.07604	0.0401	0.86027
V485	0.11345	0.75328	0.0126	0.12068
V486	0.27229	0.25381	0.13838	0.33551
V487	0.0714	0.04376	0.10169	0.78314
V488	0.00401	0.03594	0.86642	0.09363
V489	0.20883	0.10256	0.67686	0.01174
V490	0.34541	0.30769	0.07392	0.27298
V491	0.44575	0.46389	0.0338	0.05656
V492	0.02386	0.84367	0.12738	0.00509
V493	0.05259	0.00429	0.01451	0.92861
V494	0.18925	0.14328	0.55114	0.11633
V495	0.2184	0.62717	0.13682	0.0176
V496	0.26773	0.69156	0.00031	0.0404
V497	0.01623	0.04623	0.92844	0.0091
V498	0.31887	0.09503	0.05861	0.52749
V499	0.61494	0.26033	0.1203	0.00443
V500	0.09522	0.11924	0.75099	0.03455
V501	0.00329	0.0103	0.0801	0.90631
V502	0.55683	0.26827	0.15083	0.02407
V503	0.19391	0.08713	0.21899	0.49997
V504	0.22525	0.70575	0.01191	0.05709
V505	0.19505	0.20005	0.27702	0.32788
V506	0.08326	0.23786	0.48692	0.19195
V507	0.62964	0.09176	0.12328	0.15532
V508	0.76337	0.15906	0.03952	0.03805
V509	0.22365	0.05843	0.53421	0.1837
V510	0.22015	0.51662	0.2585	0.00472
V511	0.04193	0.42383	0.05119	0.48305
V512	0.24335	0.04474	0.09007	0.62183
V513	0.07135	0.655	0.21426	0.0594
V514	0.0193	0.08428	0.01218	0.88424
V515	0.78399	0.05767	0.04733	0.111
V516	0.89862	0.09605	0	0.00533
V517	0.03526	0.02704	0.27886	0.65885
V518	0.9459	0.0485	0	0.0056
V519	0.02215	0.88024	0.00662	0.09099
V520	0.02389	0.0183	0.64254	0.31527
V521	0.56593	0.04598	0.36388	0.02421
V522	0.0059	0.11545	0.61114	0.26751
V523	0.35693	0.11509	0.27714	0.25083
V524	0.00584	0.782	0.18665	0.02551
V525	0.25573	0.19945	0.03184	0.51297
V526	0.66069	0.07341	0.0757	0.1902
V527	0.19925	0.02409	0.42549	0.35117
V528	0.0919	0.86642	0.00075	0.04094
V529	0.0552	0.05641	0.24617	0.64223
V530	0.00607	0.19342	0.70382	0.09669
V531	0.01873	0.86964	0.11149	0.00013
V532	0.16933	0.32608	0.03173	0.47286
V533	0.28269	0.3483	0.14663	0.22238
V534	0.00756	0.02821	0.73028	0.23395
V535	0.5606	0.00385	0.015	0.42055
V536	0.18503	0.00923	0.39721	0.40854
V537	0.59241	0.24869	0.1487	0.0102
V538	0.46534	0.04872	0.09147	0.39447
V539	0.26639	0.43124	0.16507	0.13731
