Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00556	0	0.09446	0	0.34188	0	0	0.00202	0	0.55609
V2	0.64095	0	0	0	0	0.34111	0.00968	0.00755	0	0.00071
V3	0.10646	0	0.16067	0	0.45432	0.00792	0.04776	0.2158	0	0.00707
V4	0.03081	0.03318	0.01543	0	0.02624	0.05657	0	0.02043	0.72491	0.09244
V5	0	0.09502	0.10252	0.04913	0.15752	0.07447	0	0	0	0.52134
V6	0.02404	0	0.27094	0	0.59353	0.01188	0	0.09961	0	0
V7	0.01362	0.39094	0.02611	0	0.40249	0.00813	0.04232	0.11641	0	0
V8	0.03506	0.4113	0.06734	0	0.09225	0	0	0.39111	0	0.00294
V9	0.03615	0	0.21484	0	0.00293	0.01111	0.09605	0.63489	0.00403	0
V10	0.01065	0.00039	0.06171	0	0.68678	0.04498	0	0.19549	0	0
V11	0.03868	0.43696	0.02179	0	0.09865	0.00968	0	0.38118	0	0.01305
V12	0.00038	0.0163	0.21476	0.51611	0.02437	0.01354	0.08448	0.0131	0	0.11695
V13	0.09658	0.0013	0.124	0	0.00462	0.21342	0.37404	0.01483	0.17095	0.00026
V14	0.08146	0.37134	0.2232	0	0.09819	0.0775	0.12098	0.02733	0	0
V15	0.18588	0.00269	0.1433	0.56169	0	0.02132	0.01934	0.01305	0.05274	0
V16	0.01204	0.03257	0.21887	0.52656	0	0.04459	0	0.00315	0.15862	0.00361
V17	0.01279	0.10254	0.04791	0	0.18789	0.09619	0.01384	0.00993	0	0.52891
V18	0.03778	0.06021	0.11095	0.33887	0.0634	0	0	0	0	0.3888
V19	0	0	0.08469	0.037	0.11985	0.09219	0	0.00892	0	0.65735
V20	0.01369	0.19747	0.0015	0	0.04122	0.1044	0.505	0.06671	0	0.07001
V21	0.09805	0.36892	0.00645	0	0.0703	0.40552	0	0.04476	0	0.00601
V22	0.01584	0	0.06105	0	0.07517	0	0	0.37895	0	0.46899
V23	0.25159	0	0.64879	0	0	0	0	0.02903	0	0.07059
V24	0.04841	0.52567	0.06193	0	0.13861	0.0014	0.06535	0.12958	0.02904	0
V25	0.02316	0.07277	0.06816	0	0.15674	0.13534	0.00174	8e-05	0.23624	0.30578
V26	0.05262	0	0.09748	0	0	0	0	0.84958	0	0.00032
V27	0	0	0.05437	0	0.55872	0	0.00456	0.00214	0	0.38021
V28	0.25876	0	0.04424	0	0.06296	0.0186	0	0.04904	0	0.5664
V29	0.01997	0.57469	0.00256	0	0.17375	0.11785	0.00085	0.03528	0	0.07504
V30	0.02624	0	0.09233	0	0	0.32899	0.20726	0.00049	0.34469	0
V31	0.04579	0.21816	0.24555	0	0.10019	0	0	0.39032	0	0
V32	0.42728	0	0.0378	0	0.29814	0.0474	0.01961	0.0107	0.14516	0.01391
V33	0.02935	0.0074	0.27245	0.47041	0	0.03374	0.18301	0.00366	0	0
V34	0	0.00191	0.06164	0	0.40828	0	0	0.02333	0.00221	0.50264
V35	0.02155	0.7226	0	0	0.19466	0.00424	0.01695	0.04	0	0
V36	0.05409	0.02144	0	0	0	0.15458	0.72794	0.04195	0	0
V37	0.01228	0.46863	0	0	0.12302	0.04671	0.29189	0.05175	0	0.00571
V38	0.11293	0.00514	0.06468	0.1535	0	0.10419	0.55263	0.00036	0.00657	0
V39	0.07237	0.00884	0.08693	0.14265	0.02026	0.09934	0.5296	0.0258	0.01023	0.00398
V40	0.14439	0	0.75295	0	0.06791	0	0	0.03475	0	0
V41	0.54621	0.02334	0.01149	0	0	0	0	0.02054	0.38875	0.00966
V42	0.00938	0.47424	0.01676	0	0.45662	0	0	0.01311	0	0.02989
V43	0.11976	0.00704	0.19618	0	0.17779	0.07031	0.18588	0.03868	0.20436	0
V44	0.07116	0	0.53576	0	0	0	0	0.39308	0	0
V45	0.03325	0	0.0107	0	0	0.036	0.17272	0.00249	0.72978	0.01505
V46	0.13027	0.06515	0.15154	0.20909	0.09126	0	0	0.02151	0	0.33118
V47	0.00786	0.0031	0	0	0	0.17273	0.80955	0	0	0.00676
V48	0.00687	0	0.05611	0	0.15924	0	0	4e-04	0.09071	0.68667
V49	0.15971	0	0.0488	0	0	0	0	0.79149	0	0
V50	0.2812	0.13639	0.0041	0	0.0346	0.54371	0	0	0	0
V51	0.17555	0	0.67317	0	0.03977	0	0	0.11032	0	0.00118
V52	0.01178	0.00217	0.24004	0.30511	0	0.06787	0.35771	0.01434	0.00099	0
V53	0.39553	0	0.22904	0	0.01389	0	0	0.20859	0	0.15295
V54	0	0.00496	0.01782	0	0.20694	0.77028	0	0	0	0
V55	0	0.01469	0.08552	0.76684	0.03133	0.01457	0.02752	0.00015	0.0416	0.01779
V56	0.1535	0	0.63349	0	0.05246	0.14373	0	0.01682	0	0
V57	0.0573	0	0.78448	0	0	0.00295	0	0.06139	0.09016	0.00372
V58	0.01077	0.1514	0.10566	0.13714	0.02292	0.5721	0	0	0	0
V59	0.02879	0.0546	0	0	0	0.16227	0.75434	0	0	0
V60	0.72321	0	0	0	0.04401	0	0	0.01231	0.21222	0.00826
V61	0.00131	0	0.05713	0.00539	0	0.92333	0	0	0.00836	0.00447
V62	0.02281	0	0.03944	0	0.06564	0.07304	0.4172	0.0108	0.01756	0.3535
V63	0.00472	0.17335	0.03269	0	0.22005	0.558	0	0	0	0.01119
V64	0.07427	0	0.50243	0.04396	0	0	0	0.35362	0	0.02572
V65	0.05951	0.00879	0.1621	0.27789	0	0	0.00287	0.32318	0.1514	0.01426
V66	0.00249	0.01486	0.07608	0	0.71163	0.02404	0.01138	0.03856	0.00191	0.11904
V67	0.05593	0.11851	0.62496	0	0.02847	0.05581	0.06878	0.03713	0	0.01041
V68	0.05301	0	0.02885	0	0	0	0	0.34515	0.57298	0
V69	0.09259	0	0.881	0	0	0	0	0.02641	0	0
V70	0.71637	0	0.0823	0	0	0.03792	0.01587	0.02492	0.12172	0.00089
V71	0.06259	0	0.05826	0	0	0	0	0.86632	0	0.01283
V72	0.18051	0	0.15847	0.23968	0.2164	0	0	0.01285	0.01	0.1821
V73	0.01993	0.02184	0.08382	0	0.83398	0.01577	0.00462	0.01681	0	0.00323
V74	0	0	0.11573	0.18854	0.08227	0.0323	0	0.0092	0	0.57197
V75	0.02007	0.04657	0.25209	0.38723	0	0.00636	0	0.01498	0.2727	0
V76	0	0.00182	0.0046	0	0	0.98615	0	0	0.00742	0
V77	0	0.00297	0.03491	0.34243	0	0.34988	0.25088	0	0.01301	0.00593
V78	0.01587	0.39644	0.03572	0	0.12276	0.06216	0.30923	0.00025	0	0.05757
V79	0.00948	0.00639	0.0642	0.26661	0	0.25652	0	0	0.38442	0.01237
V80	0.40676	0	0.03246	0	0.04912	0.00026	0.00483	0.00767	0.04503	0.45388
V81	0	0.00881	0.04121	0.16493	0.15654	0.62226	0	0	0.00625	0
V82	0.05531	0.405	0.08303	0.26152	0.08737	0.00561	0	0.10217	0	0
V83	0.02775	0.0381	0.17546	0.41618	0.00179	0	0	0.34073	0	0
V84	0.01907	0.00152	0.04503	0.00941	0.10691	0.65015	0.16791	0	0	0
V85	0.20063	0	0.57112	0	0	0	0	0.01599	0	0.21226
V86	0.2448	0	0.54846	0.18314	0	0.00414	0	0.01203	0.00743	0
V87	0.04082	0.00231	0.01306	0	0.00766	0.00024	0	0.00419	0.93173	0
V88	0.00239	0.26827	0.09375	0.58245	0.03978	0	0.0111	0.00046	0	0.00181
V89	0.01733	0.0057	0.02845	0.00377	0	0.12921	0.67142	0.14411	0	0
V90	0.04127	0.01362	0.51747	0	0.06456	0.01072	0	0.01404	0	0.33832
V91	0.10155	0	0.8621	0	0	0	0	0.03635	0	0
V92	0.01213	0.01167	0	0	0	0.16183	0.75452	0	0.05985	0
V93	0.03891	0.01401	0.06698	0	0	0.03156	0.15735	0.024	0.66718	0
V94	0.85613	0	0.01005	0	0	0.03623	0	0.07463	0	0.02296
V95	0.032	0.00448	0.02168	0	0.00287	0.06983	0.41611	0.45303	0	0
V96	0.03976	0.0849	0.56342	0.26197	0	0.01345	0	0.03367	0.00283	0
V97	0.00922	0.00431	0	0	0	0.14621	0.74577	0	0	0.09449
V98	0.0146	0.19157	0.09171	0.00043	0.23832	0.01132	0.0111	0.14123	0.21677	0.08296
V99	0.4933	0	0	0	0	0.01042	0.04828	0.01993	0.42543	0.00264
V100	0.15214	0.00515	0.10211	0.17008	0	0.33687	0	0	0.22653	0.00712
V101	0	0	0.03461	0	0.09352	0.12231	0.1324	0.05908	0	0.55809
V102	0.04792	0.15624	0.01483	0	0.12225	0.38127	0.09563	0.17106	0	0.0108
V103	0.08172	0	0.01035	0	0	0	0	0.01308	0.89485	0
V104	0.10217	0	0.87123	0	0	0	0	0.0266	0	0
V105	0.28437	0	0.13994	0	0	0.08604	0	0.48965	0	0
V106	0.04695	0.51764	0.26857	0	0.13683	0.02031	0.00043	0.00818	0	0.00109
V107	0.23551	0.12942	0.04826	0	0.33387	0.00924	0	0.06346	0.18023	0
V108	0	0	0.06087	0.1487	0.0335	0.46245	0	0.02569	0	0.26879
V109	0	0.01796	0.00964	0.00413	0.00418	0.94474	0	0	0.01935	0
V110	0.00743	0.01739	0.07742	0	0.78531	0	0	0.11029	0	0.00217
V111	0.01142	0.01086	0.00449	0	0.09822	0.14332	0.72566	0	0	0.00602
V112	0.01113	0.00684	0.00427	0	0.01642	0.11463	0.59881	0	0.06948	0.17842
V113	0.04074	0	0.01255	0	0	0.04463	0	0.03053	0.79119	0.08037
V114	0.04982	0	0.0135	0	0	0	0	0.01343	0.92325	0
V115	0.01699	0.74488	0.00047	0	0.19963	0	0.02897	1e-04	0	0.00896
V116	0.35825	0.03292	0.04521	0	0.00604	0	0	0.55757	0	0
V117	0.01855	0.00245	0	0	0	0.16232	0.81667	0	0	0
V118	0.01874	0	0.00526	0	0	0.96851	0	0.00455	0.00294	0
V119	0.00144	0.01407	0.07875	0.55391	0	0.20071	0.01259	0	0.13853	0
V120	0.64087	0	0.24279	0	0	0.09831	0	0.01366	0	0.00438
V121	0.0628	0.05963	0.32605	0	0.02178	0.1898	0.27971	0.02976	0	0.03046
V122	0.04128	0	0.11486	0	0	0.06684	0.08055	0.00571	0.69076	0
V123	0.03826	0	0.06952	0	0.35468	0	0	0.53754	0	0
V124	0.65495	0.01063	0	0	0	0	0	0.33441	0	0
V125	0.0418	0.0917	0.1573	0	0.03082	0.07877	0	0.59961	0	0
V126	0.00835	0.05504	0.07708	0	0.76445	0	0	0.08899	0.0061	0
V127	0.07272	0	0.65784	0	0	0.03146	0.18324	0.01836	0.03637	0
V128	0.04296	0.09029	0.48162	0	0.31915	0.04289	0	0.0231	0	0
V129	0.03207	0.03207	0.09525	0.16084	0.05287	0.00605	0	0.00312	0.61658	0.00116
V130	0.06505	0	0.44612	0	0	0	0	0.48883	0	0
V131	0.0689	0.28459	0.57184	0	0.05399	0.00362	0.00316	0.0139	0	0
V132	0.11318	0.0015	0.01381	0	0.05364	0.10619	0.56731	0.14436	0	0
V133	0.02759	0.01377	0.14385	0.08339	0	0.08923	0	0.64218	0	0
V134	0.02938	0.00935	0.33707	0	0.29315	0.02159	0.14294	0.01843	0	0.14809
V135	0.04716	0.10051	0.16835	0	0.01138	0.00195	0.00098	0.00782	0.66185	0
V136	0.00233	0.49918	0.03785	0.17538	0.15042	0	0	0	0	0.13485
V137	0.01095	0.01066	0.01694	0	0.00793	0.4691	0.3978	0	0.08662	0
V138	0.01861	0.01901	0.02199	0	0.0503	0.09967	0.53658	0	0.03086	0.22299
V139	0.52892	0	0.01837	0	0.0456	0.08157	0	0.01046	0.31508	0
V140	0.03771	0.00376	0.50551	0.36304	0.00616	0.05505	0.00374	0.00882	0.01074	0.00545
V141	0	0.00923	0.09345	0.7918	0	0.02832	0.00056	1e-04	0.04283	0.0337
V142	0.0054	0.00508	0.04389	0.2492	0	0.11033	0.57121	0	0	0.01489
V143	0.01406	0.71007	0.01134	0.05454	0.19627	0.00341	0.00942	0	0	9e-04
V144	0.00818	0.00042	0.00299	0	0	0.50721	0.45883	0.02237	0	0
V145	0.0338	0.06588	0.13919	0.48787	0	0.00442	0	0.26225	0.00659	0
V146	0.05583	0	0.56995	0	0.00256	0.00613	0	0.1861	0	0.17943
V147	0.0288	0	0.03071	0	0.11822	0	0	0.03067	0.67829	0.11332
V148	0.04693	0	0.00473	0	0	0.04472	0.00894	0.00379	0.89089	0
V149	0.00923	0.00505	0.0974	0.52894	0	0	0	0.13565	0.2206	0.00313
V150	0.05867	0	0.05625	0	0.24852	0	0	0.01246	0	0.62411
V151	0.00342	0	0.07661	0	0.13135	0.07979	0	0	0	0.70884
V152	0.04426	0	0.05292	0	0.01541	0	0	0.81597	0	0.07144
V153	0.00961	0.00949	0.07616	0	0.76098	0	0	0.14375	0	0
V154	0.09054	0	0.8741	0.00565	0	0.01288	0	0.01683	0	0
V155	0.07546	0	0.04751	0	0	0.03941	0	0.60675	0.23087	0
V156	0.10978	0.00243	0.22643	0	0	0.50226	0	0.05935	0.09975	0
V157	0.0047	0.34258	0.05617	0.02343	0.30515	0.2636	0	0	0	0.00438
V158	0.28054	0.46476	0.01406	0	0.17162	0	0.0016	0.06697	0	0.00045
V159	0.04244	0.00279	0.35559	0	0.35657	0.00726	0	0.13825	0	0.0971
V160	0.02999	0.75517	0	0	0.20217	0	0.00407	0	0	0.0086
V161	0	0.00755	0.08695	0.81895	0	0.01029	0.0022	0.00021	0.06318	0.01066
V162	0	0	0.05831	0	0.16376	0	0	0	0	0.77792
V163	0.14749	0	0.79443	0	0	0.00361	0	0.05447	0	0
V164	0.09101	0	0.8702	0	0	0.01218	0	0.02661	0	0
V165	0.03228	0	0.4092	0	0.07399	0	0	0.03025	0	0.45428
V166	0.04044	0.07446	0.10519	0.56544	0	0.00505	0.00046	0.10059	0.07766	0.03072
V167	0.86441	0	0	0	0	0	0	0.01372	0.11451	0.00736
V168	0.07447	0	0.03844	0	0	0.22997	0	0.45298	0.19806	0.00608
V169	0	0	0.09029	0.15562	0.06726	0.20541	0	0.01736	0	0.46407
V170	0.04981	0	0.00454	0	0	0.00018	0	0.00434	0.94113	0
V171	0.02809	0	0.33464	0	0	0.42488	0.00392	0.07334	0.13513	0
V172	0.01434	0.01989	0.00526	0	0	0.30806	0.60334	0.01103	0.03809	0
V173	0.01498	0	0.01337	0	0.03324	0.1175	0.51397	0	0.01286	0.29409
V174	0.01009	0.0523	0.38127	0.30769	0.13243	0.02287	0.00038	0.02755	0	0.06543
V175	0.83593	0	0.12624	0	0	0.00085	0.00498	0.02708	0	0.00491
V176	0.15826	0	0.00013	0	0	0.77212	0	0	0.06444	0.00505
V177	0.70939	0	0.10721	0	0.00683	0	0	0.03017	0.00783	0.13857
V178	0.17	0	0.03708	0	0.04986	0.69882	0	0	0	0.04424
V179	0.13969	0.0043	0.07653	0	0.76855	0	0	0.00645	0	0.00448
V180	0.42062	0.09575	0.17529	0.27753	0	0.0074	0.00145	0.00603	0.01594	0
V181	0.07419	0.0863	0.70642	0	0.03865	0.01547	0.05906	0.01991	0	0
V182	0.03128	0	0.0933	0	0.30939	0	0	0.55457	0.01082	0.00064
V183	0.00781	0.13394	0.07206	0.63531	0	0.03054	0.11826	0	0	0.00209
V184	0.1577	0	0.02509	0	0.00634	0.64351	0	0.03835	0	0.12901
V185	0.56377	0	0.19163	0	0	0	0	0.13241	0.11219	0
V186	0.82629	0	0.1012	0	0	0.00057	0.00141	0.02503	0.04217	0.00333
V187	0.73267	0	0.12605	0	0	0	0	0.0244	0.0769	0.03998
V188	0.06419	0.08979	0.12303	0.00192	0.67397	0	0.00922	0.0269	0.00087	0.01011
V189	0.84169	0	0.0731	0	0	0.01246	0	0.0248	0.01868	0.02927
V190	0.03545	0	0.01063	0	0.03348	0.07671	0	0.00304	0.84069	0
V191	0.01031	0.00793	0.18817	0.32311	0.38685	0.00313	0.03376	0.03762	0.00681	0.0023
V192	0	0	0.07239	0	0.35326	0	0	0.023	0	0.55134
V193	0.08422	0.00752	0.35316	0.20885	0.10793	0.0142	0.10647	0.11003	0.00763	0
V194	0.00209	0	0.0092	0.00082	0	0.85594	0.12257	0.00554	0.00384	0
V195	0.04324	0.03363	0.01608	0	0.08235	0.26046	0.4915	0.06814	0	0.0046
V196	0.74679	0.00164	0.19043	0	0	0	0	0.00915	0.04692	0.00506
V197	0.03741	0.00271	0.12988	0.08446	0	0	0	0.4816	0.26394	0
V198	0.00428	0.00994	0.07426	0	0.57687	0.2685	0.00556	0.00119	0.0594	0
V199	0.01901	0	0.13104	0	0.36754	0.02657	0.11986	0.00328	0	0.3327
V200	0.01132	0	0.04833	0	0.4481	0.15461	0.19336	0.14297	0	0.00131
V201	0.18214	0.00845	0.0032	0	0	0.01365	0.05895	0.01355	0.70333	0.01672
V202	0.06707	0.20839	0.58795	0	0.03611	0.00713	0.0673	0.02605	0	0
V203	0.04386	0.03817	0.52896	0	0	0.02118	0.07739	0.01063	0.27981	0
V204	0.02517	0.15017	0.44223	0.17544	0.01601	0.0843	0	0.10668	0	0
V205	0.07348	0.04731	0.0127	0	0	0.12338	0.52762	0.09851	0.117	0
V206	0.28233	0	0.67625	0	0	0	0	0.02301	0	0.01841
V207	0.01395	0.09266	0.09511	0.027	0.12495	0	0	0.00074	0.29134	0.35425
V208	0.00346	0	0.03346	0.04437	0	0.79573	0	0	0.11993	0.00305
