Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00207	0	0.09972	0	0.41174	0	0.0034	0.00088	0	0.4822
V2	0.63892	0	0	0	0.01214	0.31031	0.02665	0.00068	0.0113	0
V3	0.10764	0	0.10546	0	0.49243	0.01937	0.05633	0.21407	0	0.0047
V4	0.02642	0.04221	0.04186	0.00813	0.07451	0.06558	0.02074	0.02098	0.60666	0.0929
V5	0	0.09833	0.08419	0.06961	0.22232	0.07489	0.01002	0	0	0.44065
V6	0.02415	0	0.20354	0	0.64985	0.02144	0.00444	0.09658	0	0
V7	0.01127	0.36111	0.00615	0	0.46427	0.01408	0.03757	0.10555	0	0
V8	0.02213	0.40469	0.02729	0	0.16227	0.01084	0.00824	0.35923	0.00126	0.00406
V9	0.01207	0.00261	0.07967	0.08956	0.00677	0.03352	0.12339	0.6145	0.0353	0.00259
V10	0.00582	0	0.0181	0	0.7157	0.05519	0.01224	0.19295	0	0
V11	0.02386	0.3969	0	0	0.16114	0.03291	0.00971	0.32827	0.03831	0.0089
V12	0	0.0129	0.20199	0.50216	0.0567	0.01322	0.09057	0.00888	0.01793	0.09564
V13	0.09568	0.00451	0.1411	0	0.02573	0.22253	0.30111	0.01237	0.18789	0.00908
V14	0.08191	0.36975	0.15097	0.02797	0.17592	0.07396	0.08635	0.0237	0.00943	5e-05
V15	0.20245	0	0.12165	0.56855	0	0.01904	0.04812	0.00736	0.03283	0
V16	0	0.03508	0.20903	0.52301	0.01479	0.04111	0.03478	0	0.1422	0
V17	0.01138	0.10781	0.0544	0	0.25263	0.09196	0.02545	0.01111	0	0.44526
V18	0.04258	0.06606	0.10653	0.31686	0.12399	0.00363	0.01622	0	0	0.32413
V19	0	0	0.07846	0.06661	0.16856	0.09329	0.00581	0.01007	0	0.57721
V20	0	0.21641	0.03597	0.00021	0.09735	0.10867	0.38121	0.07038	0.02131	0.06848
V21	0.09252	0.34174	0.00103	0	0.13078	0.34295	0.02292	0.04296	0.01713	0.00797
V22	0.00214	0	0.04338	0	0.12456	0.00189	0.00581	0.39545	0.02262	0.40415
V23	0.30371	0	0.57679	0	0.02723	0.00356	0	0.012	0.00783	0.06888
V24	0.03916	0.47316	0.03066	0	0.20471	0.00863	0.04818	0.10611	0.08938	0
V25	0.02383	0.07419	0.06185	0.01657	0.22112	0.13219	0.02511	8e-04	0.17637	0.26797
V26	0.0246	0.00106	0.04233	0	0.00169	0	0.01589	0.91278	0.00019	0.00146
V27	0	0	0.05018	0	0.61818	0	0.01473	0.00165	0	0.31527
V28	0.2813	0	0.05292	0	0.1191	0.02269	0.01252	0.04433	0	0.46714
V29	0.01902	0.53648	0	0	0.24944	0.09794	0.01099	0.03196	0	0.05418
V30	0.01512	0.00273	0.11814	0	0	0.34692	0.19176	7e-05	0.31844	0.00683
V31	0.03498	0.23474	0.1707	0	0.15689	0	0.00531	0.39579	0	0.00158
V32	0.47513	0	0.01822	0	0.32188	0.04601	0.0237	0.00261	0.10774	0.00471
V33	0.01516	0.00647	0.25581	0.49336	0	0.0329	0.16083	0	0.03546	0
V34	0	0	0.0598	0	0.4721	0	0.00743	0.02529	0.00918	0.4262
V35	0.0192	0.65152	0	0	0.27474	0.00779	0.01273	0.03402	0	0
V36	0.04017	0.0313	0.04884	0	0.01726	0.16505	0.58682	0.04649	0.05476	0.00932
V37	0.00929	0.46677	0.00565	0	0.20767	0.04755	0.19316	0.04992	0.01001	0.00999
V38	0.11246	0.0072	0.08838	0.18309	0	0.11002	0.43917	0	0.056	0.00368
V39	0.06239	0.00488	0.10124	0.17081	0.04517	0.10515	0.42208	0.02663	0.05038	0.01128
V40	0.16358	0	0.70334	0	0.10867	0	0	0.01366	0.01074	0
V41	0.59684	0.03203	0.02495	0	0.01986	0	0.00778	0.01009	0.30406	0.00439
V42	0.0115	0.43439	0.00262	0	0.51509	0	0.00429	0.01282	0	0.01929
V43	0.1319	0	0.14	0.05442	0.22497	0.07553	0.15664	0.03795	0.1786	0
V44	0.06711	0	0.48251	0	0	0	0.00085	0.43649	0.01304	0
V45	0.02348	0	0.05	0.01872	0.0013	0.0396	0.17856	0	0.66689	0.02145
V46	0.1483	0.06913	0.09645	0.23442	0.15162	0	0.01043	0.02071	0	0.26895
V47	0	0.01355	0.05254	0	0	0.18694	0.65676	0	0.07077	0.01943
V48	0.00278	0.00714	0.0797	0	0.21684	0	0.00782	0.00102	0.08181	0.60289
V49	0.14806	0	0	0	0	0	0.00929	0.84264	0	0
V50	0.28252	0.13315	0	0	0.06426	0.48156	0.01595	0.00069	0.02033	0.00154
V51	0.19304	0	0.57953	0	0.06423	0	0.00102	0.0924	0.06666	0.00312
V52	0	2e-05	0.23441	0.33563	0	0.07103	0.29633	0.01099	0.05158	0
V53	0.42102	0	0.12663	0.06354	0.0467	0	0.00524	0.20961	0	0.12727
V54	0	0	0.01298	0	0.20373	0.72575	0.0296	0.00142	0.02297	0.00353
V55	0	0.00286	0.12451	0.70923	0.0585	0.01156	0.05867	0	0.02881	0.00585
V56	0.17655	0	0.56601	0	0.08148	0.14995	0.00237	0.00228	0.0156	0.00577
V57	0.05507	0	0.6103	0.1328	0	0.00735	0.01462	0.04682	0.12429	0.00875
V58	0.01032	0.1434	0.07832	0.1221	0.05754	0.51879	0.03671	7e-05	0.03039	0.00235
V59	0.01432	0.07521	0.05078	0	0.00987	0.17193	0.6063	0.00023	0.06095	0.0104
V60	0.75126	0	0	0	0.0663	0	5e-05	0.00076	0.18162	0
V61	0	0	0.04316	0.01809	0	0.848	0.03647	0.00088	0.04117	0.01223
V62	0.01001	0	0.07152	0.00901	0.1111	0.0799	0.32188	0.01336	0.05569	0.32754
V63	0.0051	0.15648	0.02282	0	0.25149	0.509	0.02584	0.00149	0.01417	0.01361
V64	0.07155	0	0.31782	0.18606	0	0.00402	0.01405	0.36893	0.0095	0.02807
V65	0.05054	0.01214	0.09213	0.3137	0.00063	0.0052	0.05827	0.336	0.11996	0.01143
V66	0.00433	0	0.04404	0	0.77113	0.02665	0.01949	0.03881	0	0.09556
V67	0.05536	0.12203	0.53324	0	0.06671	0.05588	0.05283	0.02422	0.0754	0.01433
V68	0.03939	0	0.02623	0.00386	0.0113	0	0.01894	0.39282	0.50746	0
V69	0.10268	0	0.87381	0	0	0	0	0.00283	0.02068	0
V70	0.73647	0	0.08355	0	0	0.03566	0.01871	0.01035	0.11526	0
V71	0.03451	0.00173	0.00559	0	0.00499	0	0.01269	0.92886	0	0.01163
V72	0.20931	0	0.08795	0.26511	0.26105	0	0.01379	0.01101	0	0.15177
V73	0.0246	0	0.04242	0	0.89051	0.0169	0.01001	0.01557	0	0
V74	0	0	0.11026	0.20284	0.1357	0.03732	0.01071	0.00943	0	0.49373
V75	0.0095	0.04575	0.22419	0.41956	0.02867	0.00581	0.03106	0.00873	0.22672	0
V76	0	0.00507	0.00962	0.00163	0	0.89251	0.03937	0.00094	0.0447	0.00616
V77	0	0.00171	0.07008	0.31048	0	0.3491	0.21919	0	0.04139	0.00805
V78	0.0092	0.40199	0.05026	0	0.21041	0.06226	0.20982	0.00146	0.00165	0.05295
V79	0.00405	0.0098	0.0803	0.27276	0.00254	0.2701	0.04013	0	0.30566	0.01467
V80	0.42712	0	0.04259	0	0.0996	0.00162	0.01889	0.00125	0.05726	0.35168
V81	0	0	0.03861	0.14152	0.16786	0.59605	0.03202	0.00014	0.0224	0.0014
V82	0.05113	0.38601	0.0479	0.23181	0.16192	0.01277	0.01694	0.09153	0	0
V83	0.01517	0.03325	0.1071	0.42864	0.02588	0	0.02847	0.34808	0.01342	0
V84	0.0132	0	0.03841	0.02285	0.11323	0.62118	0.15165	0.00099	0.0334	0.00509
V85	0.23619	0	0.5187	0	0.04589	0	0	0.00152	0	0.1977
V86	0.27501	0	0.35684	0.32429	0	0.00586	0.0164	0	0.0216	0
V87	0.03466	0.00405	0.0383	0.02679	0.03626	0	0.02548	0	0.83445	0
V88	0	0.25935	0.10358	0.49519	0.095	0	0.03371	0	0.01317	0
V89	0	0.0126	0.05209	0.03092	0	0.14126	0.54564	0.15707	0.05278	0.00764
V90	0.04048	0.03545	0.47073	0	0.11885	0.01974	0	0.00126	0	0.3135
V91	0.10956	0	0.84604	0	0.00212	0	0	0.01388	0.0284	0
V92	0	0.0215	0.05221	0	0	0.17237	0.60732	0	0.13833	0.00827
V93	0.03071	0.02119	0.10205	0.00167	0.01618	0.03456	0.15926	0.02279	0.61158	0
V94	0.86705	0	0.01779	0	0	0.03336	0.00842	0.05603	0.01343	0.00391
V95	0.00369	0.01564	0.02624	0	0.01025	0.08761	0.34472	0.47005	0.03858	0.00322
V96	0.03226	0.08097	0.40116	0.35189	0.02903	0.01454	0.02124	0.02228	0.04661	0
V97	0	0.01329	0.0553	0	0.01509	0.15573	0.59544	0	0.06441	0.10073
V98	0.01348	0.17922	0.03553	0.04304	0.30988	0.01821	0.03305	0.13869	0.16059	0.06829
V99	0.56849	0	0.02256	0	0	0.01002	0.05229	0.01043	0.33621	0
V100	0.17201	7e-05	0.06591	0.19825	0.02305	0.33375	0.03561	0	0.16181	0.00954
V101	0	0	0.05335	0	0.14565	0.12228	0.11322	0.06079	0	0.50471
V102	0.04036	0.15366	0.00612	0	0.15928	0.35101	0.09407	0.16638	0.01581	0.01331
V103	0.09019	0	0.03843	0.0237	0	0	0.02384	0.00879	0.81505	0
V104	0.10971	0	0.83666	0	0	0	0	0.00171	0.05192	0
V105	0.29102	0	0.08012	0	0	0.12499	0.0072	0.48878	0.00789	0
V106	0.04513	0.51087	0.19676	0	0.2177	0.0214	0.00261	0.00163	0	0.0039
V107	0.25273	0.10865	0.02416	0	0.3902	0.01449	0.01073	0.05837	0.14067	0
V108	0	0	0.05734	0.14248	0.0615	0.44365	0.02439	0.03167	0.01262	0.22636
V109	0	0.02131	0.01176	0.00738	0.00636	0.85417	0.04142	0.00087	0.05017	0.00656
V110	0.00708	0	0.03235	0	0.84517	0	0.0054	0.11	0	0
V111	0	0.00718	0.0558	0.00344	0.12982	0.15105	0.58343	0.00065	0.05151	0.01712
V112	0	0.01449	0.05721	0	0.04586	0.12208	0.47455	0	0.11059	0.17522
V113	0.03759	0	0.04449	0.01057	0.02027	0.05058	0.03003	0.03191	0.69086	0.0837
V114	0.04536	0	0.04706	0.01927	0	0	0.0254	0.00886	0.85406	0
V115	0.01708	0.66633	0	0	0.28679	0.0021	0.01863	0.00219	0.00055	0.00633
V116	0.3736	0.05089	0	0	0.01879	0.0038	0.00942	0.54351	0	0
V117	0	0.01304	0.05832	0	0	0.17735	0.66876	0	0.07268	0.00985
V118	0.01404	0	0.01174	0	0	0.87318	0.0423	0.01186	0.04164	0.00524
V119	0	0.01569	0.10678	0.51587	0.00071	0.19091	0.053	0	0.11704	0
V120	0.66976	0	0.22284	0	0	0.09832	0	0.00041	0.00868	0
V121	0.06003	0.07277	0.30267	0	0.0563	0.1958	0.21886	0.02484	0.03239	0.03634
V122	0.0368	0.00251	0.14688	0	0.01296	0.07285	0.09574	8e-05	0.63219	0
V123	0.02195	0	0.01566	0	0.37726	0	0.0107	0.56472	0.00971	0
V124	0.65788	0.02448	0	0	0.0022	0	0.00113	0.31431	0	0
V125	0.02143	0.10279	0.08699	0	0.04943	0.10738	0.02016	0.60367	0.00816	0
V126	0.01154	0.00498	0.03405	0	0.85135	0	0.00782	0.08927	0.00099	0
V127	0.06945	0	0.60955	0	0	0.03423	0.13807	0.00085	0.14744	0.00041
V128	0.05101	0.08512	0.41585	0	0.38599	0.04783	0.00147	0.01273	0	0
V129	0.02963	0.03006	0.09643	0.20513	0.10407	0.00563	0.02761	0	0.49855	0.00289
V130	0.05738	0	0.39172	0	0	0	0.00277	0.54345	0.00467	0
V131	0.07166	0.28869	0.45001	0.01469	0.11874	0.00734	0.00775	0.00286	0.03827	0
V132	0.10571	0.00256	0.04542	0	0.07707	0.11771	0.45968	0.15307	0.03383	0.00496
V133	0.00724	0.02012	0.03358	0.14367	0.00341	0.1095	0.05092	0.62158	0.00997	0
V134	0.02835	0	0.28828	0.01127	0.3667	0.02774	0.11591	0.01495	0.00987	0.13692
V135	0.04481	0.11678	0.17428	0	0.05964	3e-04	0.02478	0	0.57941	0
V136	0.00391	0.46852	0.0346	0.14436	0.23868	0	0.01018	3e-05	0	0.09973
V137	0	0.01285	0.04616	0.00469	0.02135	0.46791	0.32228	0.00026	0.11753	0.00699
V138	0.00266	0.02708	0.06883	0	0.08999	0.10651	0.41912	0.00028	0.07504	0.21049
V139	0.57852	0	0.01992	0	0.07007	0.08287	0.00556	0.00091	0.24215	0
V140	0.033	0	0.39008	0.43492	0.02685	0.05234	0.03042	0	0.02666	0.00572
V141	0	0.00574	0.13466	0.73764	0.00469	0.02449	0.04185	0	0.0319	0.01903
V142	0	0.00855	0.09394	0.24981	0	0.11668	0.46007	0	0.05106	0.0199
V143	0.01484	0.62636	0.00237	0.0464	0.27399	0.00677	0.00897	0.0018	0.0185	0
V144	0	0.00376	0.03432	0.0052	0	0.50097	0.36723	0.02725	0.05358	0.00769
V145	0.02117	0.06216	0.09484	0.47036	0.02072	0.02049	0.0313	0.25586	0.0231	0
V146	0.05353	0	0.50932	0	0.04289	0.01789	0.02108	0.18398	0.00545	0.16585
V147	0.02401	0	0.05011	0.01366	0.1809	0	0.01757	0.03331	0.56838	0.11205
V148	0.04232	0.00471	0.03577	0.01726	0	0.04603	0.04269	0	0.81121	0
V149	0	0.0056	0.10323	0.53984	0	0	0.03661	0.1402	0.17452	0
V150	0.06272	0	0.06754	0	0.31145	0.00453	0.00559	0.01303	0.00145	0.53368
V151	0	0	0.09857	0	0.19036	0.08456	0.00155	0	0	0.62496
V152	0.01662	0	0.00662	0	0.02854	0	0.0139	0.87053	0	0.06379
V153	0.00734	0	0.02978	0	0.81347	0	0.00537	0.14403	0	0
V154	0.10144	0	0.63553	0.21018	0	0.01506	0.01151	0.00155	0.02474	0
V155	0.05253	0	0.01108	0	0	0.07687	0.01726	0.62791	0.21434	0
V156	0.11099	0.01069	0.17741	0	0	0.48434	0.03303	0.05564	0.12225	0.00564
V157	0.00879	0.30427	0.0235	0.03342	0.36313	0.22966	0.01535	0.00178	0.0147	0.00541
V158	0.27058	0.4248	2e-05	0	0.24098	0	0.00896	0.05465	0	0
V159	0.04443	0	0.2859	0	0.41704	0.02147	0.00778	0.13805	0	0.08532
V160	0.03	0.67164	0	0	0.28705	0	0.00498	0.00198	0	0.00434
V161	0	0.00586	0.13248	0.75986	0	0.00675	0.04267	0	0.05237	0
V162	0	0	0.0907	0	0.22468	0	0	0.00017	0	0.68444
V163	0.17011	0	0.76376	0	0	0.01202	0	0.0349	0.01589	0.00331
V164	0.09855	0	0.84974	0	0	0.01659	0.00476	0.00225	0.02811	0
V165	0.02931	0	0.39021	0	0.14032	0	0	0.02287	0	0.41729
V166	0.02731	0.07261	0.10686	0.53448	0.02744	0.00733	0.04223	0.09376	0.06931	0.01867
V167	0.8939	0	0.00422	0	0	0	0	0.00066	0.10122	0
V168	0.05718	0.0075	0.00986	0	0	0.24402	0.02348	0.46775	0.1829	0.00731
V169	0	0	0.08699	0.15967	0.11215	0.20535	0.01526	0.02038	0	0.40021
V170	0.04379	0	0.03748	0.02207	0	0	0.02622	0	0.87045	0
V171	0.02308	0	0.25678	0.02772	0.01254	0.41715	0.04381	0.07018	0.14409	0.00465
V172	0	0.02843	0.05219	0	0.00415	0.31511	0.47838	0.01423	0.09885	0.00865
V173	0	0.00012	0.06257	0	0.07359	0.12501	0.40224	8e-05	0.06015	0.27624
V174	0.00739	0.03833	0.29572	0.34918	0.17587	0.02389	0.02585	0.02206	0.00704	0.05467
V175	0.85244	0	0.12008	0	0	0.00113	0.00743	0.01162	0.00731	0
V176	0.16154	0	0.00592	0	0	0.72086	0.0272	2e-04	0.07549	0.00878
V177	0.72088	0	0.02693	0.09326	0.02766	0	0.00013	0.02161	0.00373	0.10578
V178	0.17533	0	0.0179	0.01694	0.05743	0.64541	0.02742	0.00058	0.02065	0.03833
V179	0.15467	0	0.03873	0	0.79907	0	0.00355	0.00399	0	0
V180	0.44047	0.08818	0.0632	0.32534	0.03673	0.00694	0.02007	0	0.01908	0
V181	0.07818	0.10651	0.65421	0	0.07795	0.01908	0.04556	0.0018	0.01559	0.00112
V182	0.01389	0	0.02238	0.01336	0.31654	0.01776	0.01329	0.56597	0.03681	0
V183	0	0.12948	0.1051	0.56289	0.03837	0.02774	0.10984	0	0.02658	0
V184	0.16417	0	0.0191	0.00248	0.02328	0.60736	0.02079	0.0423	0.01443	0.10608
V185	0.58217	0	0.03354	0.17114	0	0	0.00856	0.12696	0.07762	0
V186	0.84214	0	0.02265	0.09599	0	3e-04	0.0095	0.01176	0.01766	0
V187	0.75645	0	0.1198	0	0	0	0.00075	0.01107	0.08892	0.02301
V188	0.07313	0.04126	0.0415	0.05547	0.7424	0.00023	0.01668	0.02564	0	0.00369
V189	0.86342	0	0.02029	0.06418	0	0.01414	0.00017	0.01143	0.01541	0.01098
V190	0.03224	0	0.03481	0.01398	0.06615	0.08415	0.02521	0	0.74346	0
V191	0.006	0	0.14018	0.33846	0.42551	0.00486	0.04908	0.0359	0	0
V192	0	0	0.07668	0	0.41971	0.00236	0.00014	0.02325	0	0.47786
V193	0.08449	0	0.25104	0.27598	0.13447	0.01898	0.09943	0.10343	0.03142	0.00075
V194	0	0	0.01728	0.00664	0	0.78344	0.12933	0.0121	0.04527	0.00593
V195	0.02837	0.03444	0.04462	0	0.10768	0.26311	0.39395	0.07144	0.04342	0.01296
V196	0.75726	0	0.03728	0.18889	0	0	0.00601	0	0.01056	0
V197	0.02442	0.00345	0.04242	0.15013	0.00841	0	0.02927	0.51958	0.22231	0
V198	0.00627	0	0.04658	0	0.61573	0.25336	0.02874	0.00381	0.0455	0
V199	0.01818	0	0.1219	0	0.43683	0.03056	0.09594	0.00222	0	0.29437
V200	0.00225	0	0.03305	0	0.49571	0.15917	0.15765	0.14923	0	0.00295
V201	0.22051	0.01487	0.03657	0.00288	0.0182	0.01321	0.07385	0.00987	0.5923	0.01773
V202	0.06852	0.21745	0.49195	0	0.08803	0.01075	0.0494	0.01277	0.06114	0
V203	0.04187	0.03939	0.43501	0.10374	0.02863	0.02315	0.07371	0.00091	0.24736	0.00622
V204	0.02018	0.14137	0.30798	0.23754	0.05828	0.08442	0.0189	0.09485	0.03648	0
V205	0.0595	0.05615	0.04747	0	0.0201	0.1304	0.42666	0.10266	0.15266	0.0044
V206	0.33412	0	0.60891	0	0.01942	0	0	0.00189	0.01277	0.02289
V207	0.01507	0.09936	0.07606	0.06397	0.20095	0	0.01464	1e-04	0.21611	0.31374
V208	0	0	0.03189	0.0487	0	0.7606	0.03587	0.00017	0.11266	0.01011
V209	0.04412	0	0.11719	0	0.82371	0.00652	0.00407	0.00439	0	0
V210	0.06185	0	0.08043	0	0.64979	0.00624	0.0109	0.18751	0	0.00329
V211	0.0823	0.0287	0.66636	0	0.02512	0.01563	0.03692	0.05884	0.08613	0
V212	0.09572	0.03939	0.01658	0	0.01514	0	0.01809	0.45649	0.35858	0
V213	0.10238	0	0.01689	0.00492	0.15292	0.64728	0.03285	0.01106	0.01801	0.0137
V214	0	0	0.04174	0	0.37558	0.13764	0.36445	0.0022	0.01191	0.06647
V215	0	0.01299	0.0523	0	0	0.18929	0.66264	0	0.07293	0.00985
V216	0.01372	0.49453	0.00545	0	0.45256	0	0.00852	0.0237	0	0.00152
V217	0.02237	0.13046	0.06334	0.06596	0.28213	0.26578	0.01713	0.07071	0.01833	0.06378
V218	0.02189	0.00133	0.02204	0	0.00823	0.70851	0.15667	0.00038	0.04017	0.04077
V219	0.01572	0.00263	0.01605	0.03986	0	0.00646	0.04735	0.86862	0.0033	0
V220	0.01261	0	0.0772	0.32421	0	0	0.03294	0.07672	0.47632	0
V221	0.17761	0.05173	0.33081	0	0.05338	0.00097	0.01869	0.12114	0.19491	0.05075
V222	0.0912	0	0.71409	0	0	0.1718	0.00122	0.0014	0.02028	0
V223	0.08799	0	0.76191	0	0	0.08811	0.03778	0.00166	0.02256	0
V224	0.07376	0	0.64609	0	0	0.00545	0.00376	0.10524	0.16569	0
V225	0.02528	0	0.36081	0.25659	0	0.01249	0.01847	0.31161	0.01474	0
V226	0.02021	0.53061	0	0	0.23173	0	0.00894	0.20852	0	0
V227	0.07935	0	0.67995	0	0.22267	0	0	0.00341	0.01462	0
V228	0.04119	0.44111	0.05419	0	0.19081	0	0.01069	0.21003	0.04825	0.00373
V229	0.65702	0	0	0	0	0.28843	0.01684	0.03032	0.00738	0
V230	0	0	0.11181	0.37742	0.07645	0.02625	0.10017	0	0.01743	0.29047
V231	0.04658	0.15742	0.02884	0.02057	0.07001	0.09225	0.02145	0.00972	0.55317	0
V232	0.06854	0.26853	0.42109	0	0.12117	0.00451	0	0.11461	0	0.00155
V233	0.01433	0	0.04421	0.0274	0.64633	0.00702	0.01431	0.00334	0.24305	0
V234	0.01927	0	0.0215	0	0.21734	0.03118	0.13706	0.57131	0	0.00235
V235	0.06189	0.00218	0.3553	0	0	0	0.01027	0.56029	0.00588	0.00418
V236	0.01163	0.00218	0.27089	0.21655	0	0.40969	0.03313	0	0.05593	0
V237	0.0595	0	0.46235	0.08524	0.29442	0.03173	0.00809	0.04877	0.00991	0
V238	0.04583	0.02014	0.28234	0	0.02755	0	0.00887	0.61236	0.00291	0
V239	0.00484	0.11435	0.10658	0.49775	0.10342	0.02925	0.05264	0	0.02016	0.07101
V240	0.06048	0.00556	0.04584	0	0.00431	0.4245	0.37328	3e-05	0.05567	0.03033
V241	0.15879	0.00062	0.11461	0.59712	0.00697	0.03174	0.03377	0.03102	0.02535	0
V242	0.04184	0	0.0509	0.05333	0	0.0068	0.02629	0	0.82084	0
V243	0.02923	0	0.06152	0.12172	0.0095	0.07538	0.05353	0	0.59673	0.05238
V244	0.06277	0	0.42977	0	0	0.07977	0.30822	0.06651	0.05296	0
V245	0.16099	0.09391	0.15901	0	0.03161	0.48352	0.02079	0.03149	0.01783	0.00085
V246	0	0.20661	0.03547	0	0.08284	0.12053	0.46476	0.00046	0.08237	0.00697
V247	0.10408	0	0.86406	0	0	0	0	0.00235	0.0295	0
V248	0.50747	0.03798	0.01449	0	0.03367	0.03874	0.09307	0.26315	0.01144	0
V249	0.09088	0	0.71465	0	0.0984	0	0	0.00235	0.02371	0.07001
V250	0.00642	0.0322	0.05283	0.25389	0.02195	0.26708	0.03719	0.30222	0.01709	0.00914
V251	0.58378	0.11302	0.00214	0.01257	0.14391	0	6e-04	0.09239	0.05145	0.00014
V252	0.06198	0.39786	0.00399	0.03068	0.1557	0.24598	0.01807	0.07863	0	0.00712
V253	0.05336	0	0.31949	0	0	0.07492	0.02016	0	0.53207	0
V254	0.00163	0	0.0566	0.03348	0.85574	0.00647	0.00728	0.00425	0	0.03456
V255	0.00462	0	0.02939	0	0.93974	0	0.00969	0.01656	0	0
V256	0	0.01045	0.12867	0.7414	0	0.04322	0.04279	0	0.03348	0
V257	0.40735	0	0.41871	0	0	0.1483	0.00881	0.00163	0.0152	0
V258	0.00012	0	0.04346	0	0.85477	0	0.01377	0.00433	0	0.08354
V259	0.05948	0	0.02621	0.06634	0.13236	0	0.02662	0.68899	0	0
V260	0.02072	0.12991	0.00251	0	0.04606	0	0.01137	0.78839	0.00104	0
V261	0.20953	0.01336	0.01885	0	0.0081	0.38872	0.23823	0.00016	0.10615	0.0169
V262	0.01536	0.33841	0.08662	0	0.14768	0.34815	0.01539	0.02147	0.00145	0.02548
V263	0.4315	0.32725	0	0	0.17393	0.01243	0.02685	0.0012	0	0.02685
V264	0	0	0.11118	0.53274	0.27989	0.01909	0.04683	0	0.01026	0
