B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58255	0.02079	0.15809	0.23857
V2	0.2446	0.13546	0.01061	0.60933
V3	0.1024	0.63129	0	0.26631
V4	0.86189	0.1214	0	0.01671
V5	0.13344	0.48709	0.25451	0.12496
V6	0.11311	0.85632	0.02313	0.00744
V7	0.20109	0.39122	0.05409	0.35361
V8	0.13295	0.03237	0.81513	0.01954
V9	0.30452	0.27031	0	0.42517
V10	0.01904	0.03776	0.89916	0.04404
V11	0.20739	0.3587	0.43391	0
V12	0.03345	0.58276	0.38378	0
V13	0.29916	0.7008	0	4e-05
V14	0.10488	0.89265	0.00247	0
V15	0.15177	0.60642	0.11691	0.1249
V16	0.89013	0.06631	0.00474	0.03881
V17	0.12453	0.85808	0.01077	0.00662
V18	0.58892	0.36247	0.02984	0.01877
V19	0.19245	0.80755	0	0
V20	0.21608	0.47929	0	0.30464
V21	0.1327	0.08477	0.76583	0.0167
V22	0.08742	0.13971	0.18353	0.58934
V23	0.37153	0.06089	0.56758	0
V24	0.92276	0.05313	0.0241	0
V25	0.381	0.26568	0.10606	0.24725
V26	0.42844	0.40076	0	0.17081
V27	0.21106	0.0997	0	0.68924
V28	0	0.08264	0.91736	0
V29	0.43784	0.04731	0.50251	0.01234
V30	0.14349	0.25187	0.25988	0.34476
V31	0.23829	0.22279	0.28073	0.25819
V32	0.20538	0.07677	0.00288	0.71497
V33	0.05884	0.50927	0.3633	0.0686
V34	0.13237	0.06442	0.78501	0.0182
V35	0.19089	0.71556	0.08762	0.00593
V36	0.04469	0.07743	0.4666	0.41128
V37	0.57842	0.09151	0.07358	0.2565
V38	0.48025	0.00467	0.16314	0.35195
V39	0.19592	0.57235	0.12533	0.1064
V40	0.11859	0.79479	0.08662	0
V41	0.04126	0.6974	0.03183	0.22951
V42	0.29109	0.05869	0.18831	0.46191
V43	0.13992	0.35476	0.50364	0.00168
V44	0.0187	0.10985	0.73452	0.13693
V45	0.12035	0.59323	0.22679	0.05963
V46	0.78991	0.08849	0.1216	0
V47	0.45305	0.20882	0.3152	0.02293
V48	0.80972	0.17834	0	0.01194
V49	0.74457	0.18872	0	0.06671
V50	0.09191	0.81067	0.09742	0
V51	0.32615	0.41162	0.26213	1e-04
V52	0.02271	0.1424	0.81345	0.02144
V53	0.71914	0.13058	0.15028	0
V54	0.42363	0.21032	0.36605	0
V55	0.26424	0.16194	0.22129	0.35253
V56	0.15509	0.06078	0.07445	0.70968
V57	0.13237	0.84422	0.02341	0
V58	0.68154	0.01996	0.01596	0.28255
V59	0.45251	0.42318	0.10169	0.02261
V60	0.17484	0.18721	0.31251	0.32543
V61	0.8089	0.11696	0	0.07414
V62	0.8658	0.05507	0.06689	0.01224
V63	0.03715	0.8182	0.14004	0.00461
V64	0.04065	0.85315	0	0.1062
V65	0.12021	0.03706	0.10646	0.73626
V66	0.25185	0.69741	0.00779	0.04295
V67	0.15486	0.33744	0.5077	0
V68	0.24348	0.17865	0	0.57787
V69	0.0254	0.33221	0.61731	0.02508
V70	0.55223	0.17211	0.17512	0.10054
V71	0.20813	0.10115	0.36503	0.32569
V72	0.5945	0.18056	0.07855	0.14639
V73	0.18038	0.61796	0.14236	0.0593
V74	0.04753	0.23441	0.71806	0
V75	0.71704	2e-05	0.20242	0.08052
V76	0.05003	0.22344	0.1672	0.55933
V77	0.11131	0.31258	0	0.57611
V78	0.35516	0.14499	0.16709	0.33276
V79	0	0.13442	0.79651	0.06906
V80	0.35966	0.03998	0.53704	0.06332
V81	0.05307	0.18414	0.76279	0
V82	0	0.10345	0.89564	0.00091
V83	0.2158	0.22327	0.03606	0.52487
V84	0.44557	0.06761	0.14506	0.34176
V85	0.12856	0.33955	0.39745	0.13444
V86	0.04797	0.08116	0.83734	0.03352
V87	0.06449	0.82434	0.06302	0.04815
V88	0.22607	0.09117	0.25477	0.42799
V89	0.10797	0.05969	0.18509	0.64725
V90	0.05651	0.86999	0.07297	0.00052
V91	0.0541	0.73057	0.20672	0.00862
V92	0.47033	0.04047	0.38044	0.10876
V93	0.88816	0.0174	0	0.09444
V94	0.07624	0.47729	0	0.44647
V95	0.28617	0.44906	0.14984	0.11494
V96	0.17777	0.15297	0	0.66926
V97	0.67475	0.11728	0.20796	0
V98	0.70447	0.29553	0	0
V99	0.7888	0.062	0.1492	0
V100	0.08012	0.05798	0.84616	0.01574
V101	0.13692	0.10792	0	0.75515
V102	0.90864	0.07196	0	0.0194
V103	0.10315	0.10688	0.07882	0.71115
V104	0.06981	0.92204	0.00815	0
V105	0.09409	0.88822	0.01769	0
V106	0.13614	0.52032	0.33239	0.01114
V107	0.19418	0.22404	0.55883	0.02295
V108	0.16672	0.7306	0.10268	0
V109	0.02392	0.19681	0.58606	0.19322
