Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.0104	0.02685	0.09451	0	0.41838	0	0.01118	0	0.03097	0.40771
V2	0.66511	0.02019	0	0	0.01374	0.25851	0.04246	0	0	0
V3	0.09885	0.02285	0.0877	0	0.49987	0	0.05265	0.21754	0.01777	0.00277
V4	0.00372	0.07437	0.0361	0	0.04024	0.04847	0.0313	0	0.67284	0.09296
V5	0	0.11355	0.08679	0.08306	0.20854	0.05604	0.0144	0	0.02488	0.41274
V6	0.01737	0.0164	0.20201	0	0.67833	0.00791	0.00287	0.07511	0	0
V7	0.00597	0.34993	0.03367	0	0.44574	0	0.04073	0.10774	0.01621	0
V8	0	0.37206	0.0673	0	0.07333	0	0.00141	0.45361	0.03	0.00228
V9	0	0.02343	0.04215	0.12304	0	0	0.09894	0.6832	0.02739	0.00185
V10	0.01846	0.01216	0	0	0.74482	0.03293	0.0053	0.18634	0	0
V11	0.00384	0.37122	0.01927	0	0.07161	0.02155	0.00376	0.4237	0.07654	0.00852
V12	0	0.04082	0.14343	0.60199	0.05825	0	0.06106	0	0.0081	0.08635
V13	0.08431	0.05068	0.15246	0	0.03571	0.14396	0.31188	0	0.21868	0.00233
V14	0.06506	0.36538	0.22016	0.03497	0.11919	0.05345	0.10301	0.00546	0.03333	0
V15	0.20369	0.02673	0.05163	0.68951	0	0.00585	0.02016	0	0.00242	0
V16	0	0.05457	0.15607	0.62719	0.00387	0.0267	0.00818	0	0.12154	0.00188
V17	0.00924	0.12272	0.055	0	0.23658	0.0681	0.03423	0	0.04641	0.42771
V18	0.04553	0.08558	0.06857	0.3757	0.11737	0	0.00454	0	0.02021	0.2825
V19	0	0.02307	0.07061	0.07686	0.18446	0.06753	0.01174	0	0.02756	0.53816
V20	0	0.22936	0.05841	0	0.08349	0.03593	0.39591	0.07262	0.06155	0.06274
V21	0.0955	0.34923	0.02638	0	0.07812	0.34019	0.03623	0.03563	0.037	0.00171
V22	0	0.02566	0.02411	0	0.10836	0	0.00246	0.41635	0.07625	0.34681
V23	0.22554	0.04129	0.63694	0	0.02047	0	0.01035	0	0.00278	0.06263
V24	0.01731	0.45516	0.08522	0	0.1153	0	0.05756	0.11645	0.15301	0
V25	0.01466	0.09771	0.0582	0.00744	0.19872	0.10256	0.03346	0	0.23826	0.24898
V26	0.00183	0.01788	0.02276	0.01124	0	0	0	0.94417	0	0.00213
V27	0.0102	0.02801	0.04187	0	0.61183	0	0.01705	0	0.02046	0.27059
V28	0.28224	0.02271	0.04094	0	0.14278	0.00799	0.02556	0.02548	0.02077	0.43154
V29	0.00189	0.55024	0.05495	0	0.17883	0.09652	0.01666	0.01597	0.02365	0.06128
V30	0	0.04472	0.12152	0	0	0.26573	0.20716	0	0.35867	0.00221
V31	0	0.21689	0.21142	0	0.09426	0	0	0.46198	0.01545	0
V32	0.46206	0.01672	0	0	0.34325	0.02418	0.03172	0	0.11764	0.00443
V33	0.00963	0.04539	0.20559	0.5884	0.00109	0.0037	0.13046	0	0.01573	0
V34	0.00258	0.03916	0.04929	0	0.45214	0	0.0107	0	0.08024	0.36589
V35	0.01068	0.66148	0.06225	0	0.19443	0.00115	0.01892	0.01588	0.03519	0
V36	0.0561	0.08351	0.04756	0	0.06029	0.05541	0.5759	0.04298	0.07798	0.00026
V37	0	0.45563	0.05549	0	0.14943	0.01019	0.22252	0.04289	0.0592	0.00465
V38	0.12251	0.06029	0.06764	0.21813	0.02989	0.02974	0.40472	0	0.06707	0
V39	0.07233	0.05491	0.07792	0.21154	0.07752	0.02744	0.39486	0.01506	0.06264	0.00578
V40	0.07237	0.03438	0.758	0	0.11999	0	0.01056	0	0.0047	0
V41	0.58221	0.06207	0.00365	0	0	0	0.02131	0	0.32278	0.00798
V42	0.01031	0.40538	0.0441	0	0.48891	0	0.00568	0	0.02446	0.02116
V43	0.11926	0.03704	0.12193	0.06549	0.24259	0.03586	0.15458	0.0197	0.20354	0
V44	0	0.02037	0.50396	0	0	0	0.00146	0.47047	0.00373	0
V45	0.0075	0.04283	0.04429	0.00393	0	0.0037	0.17998	0	0.69493	0.02285
V46	0.14633	0.09171	0.06494	0.28889	0.14643	0	0.00421	0	0.01781	0.23968
V47	0.00827	0.07886	0.06911	0	0.05139	0.06168	0.62444	0	0.09474	0.0115
V48	0.00315	0.0457	0.07374	0	0.20088	0	0.01665	0	0.15599	0.5039
V49	0.11096	0.01178	0	0	0	0	0	0.87726	0	0
V50	0.30863	0.15005	0	0	0.05039	0.44112	0.03336	0	0.01643	0
V51	0.11296	0.02327	0.63619	0	0.06953	0	0.01294	0.08347	0.06164	0
V52	0	0.04864	0.2056	0.41164	0.00445	0.01657	0.2675	0	0.04561	0
V53	0.39282	0.02802	0.0967	0.08476	0.04884	0	0.00737	0.22296	0.00065	0.11786
V54	0.0021	0.03157	0	0	0.26267	0.63792	0.04941	0	0.01633	0
V55	0	0.03003	0.06589	0.80646	0.06903	0	0.0185	0	0	0.01009
V56	0.10713	0.02618	0.63439	0	0.09203	0.12395	0.01632	0	0	0
V57	0	0.02484	0.62593	0.18688	0	0	0.01453	0.02814	0.11263	0.00705
V58	0.00063	0.15743	0.0844	0.16973	0.04512	0.4713	0.0464	0	0.025	0
V59	0.03131	0.11902	0.06037	0	0.05314	0.05804	0.58947	0	0.08711	0.00152
V60	0.70103	0.02326	0	0	0.08049	0	0.01341	0	0.18054	0.00127
V61	0	0.03345	0.03647	0.01833	0.03509	0.77867	0.06578	0	0.02742	0.00478
V62	0.01707	0.04714	0.06557	0.0029	0.13667	0.0159	0.30856	0	0.11582	0.29036
V63	0	0.17032	0.02921	0	0.26565	0.46229	0.04017	0	0.02462	0.00775
V64	0.03362	0.02049	0.27426	0.2474	0	0	0	0.39932	0	0.02491
V65	0.03566	0.03072	0.0306	0.38749	0	0	0.03277	0.35776	0.11367	0.01134
V66	0.01856	0.02635	0.02561	0	0.78323	0.00833	0.01632	0.0051	0.03035	0.08615
V67	0	0.14411	0.62842	0	0.02718	0.03746	0.06707	0.00583	0.08174	0.00818
V68	0.01316	0.02829	0.00282	0.00072	0	0	0.01628	0.41941	0.51931	0
V69	0	0.04207	0.92037	0	0.01074	0	0.01465	0	0.01217	0
V70	0.75386	0.02211	0.06317	0	0	0.01752	0.03402	0	0.10931	0
V71	0.01139	0.01567	0	0.01266	0	0	0	0.9508	0	0.00947
V72	0.20045	0.02538	0.03802	0.30522	0.27841	0	0.00344	0	0.01645	0.13262
V73	0.04799	0.0265	0.02201	0	0.8956	0.00106	0.00684	0	0	0
V74	0	0.02469	0.08381	0.2455	0.15094	0.02248	0.0072	0	0.0223	0.44307
V75	0	0.06655	0.18522	0.50433	0.0131	0	0.01012	0	0.22067	0
V76	0.00096	0.04338	0.0036	0	0.03373	0.80941	0.07386	0	0.03506	0
V77	0	0.0407	0.04446	0.3976	0.00746	0.26578	0.21136	0	0.02711	0.00553
V78	0	0.3849	0.10565	0	0.15915	0.02001	0.23184	0	0.04891	0.04954
V79	0	0.03533	0.04065	0.34119	0	0.21895	0.03211	0	0.31792	0.01384
V80	0.39864	0.02543	0.02263	0	0.11499	0	0.03175	0	0.10374	0.30282
V81	0	0.03012	0.01432	0.18394	0.21375	0.51093	0.03777	0	0.00918	0
V82	0.04443	0.3609	0.06437	0.32234	0.09494	0.00558	0.00381	0.09062	0.01302	0
V83	0.00889	0.05022	0.04897	0.51647	0.01273	0	0	0.36272	0	0
V84	0.02129	0.03459	0.02536	0.02261	0.16596	0.52739	0.17404	0	0.02876	0
V85	0.16554	0.03144	0.53866	0	0.06492	0	0.01106	0	0.01733	0.17105
V86	0.24261	0.0314	0.32078	0.3958	0	0	0.00794	0	2e-05	0.00146
V87	0.01514	0.04665	0.04006	0.00731	0.02009	0	0.03653	0	0.83421	0
V88	0	0.23122	0.09175	0.59729	0.05849	0	0.00855	0	0.01271	0
V89	0.00368	0.0663	0.05264	0.03718	0.03608	0.03997	0.52302	0.16792	0.07217	0.00105
V90	0	0.06979	0.50828	0	0.10488	0.00957	0.00973	0	0.01906	0.2787
V91	0.00263	0.03301	0.91989	0	0.01483	0	0.01337	0	0.01627	0
V92	0.00737	0.08091	0.06368	0	0.04011	0.05695	0.58628	0	0.16265	0.00205
V93	0.00584	0.06365	0.10072	0	0	0.00246	0.16699	0.00282	0.65753	0
V94	0.905	0.01606	0	0	0	0.01512	0.02152	0.03519	0	0.00711
V95	0.00273	0.05315	0.01827	0	0.01751	0.01654	0.31989	0.52069	0.05119	3e-05
V96	0	0.09749	0.39726	0.45552	0.00794	0.00628	0.00624	0	0.02928	0
V97	0.00293	0.07149	0.06565	0	0.06655	0.04427	0.56666	0	0.09899	0.08345
V98	0	0.18226	0.03581	0.04931	0.26717	0.00369	0.03183	0.1446	0.21829	0.06704
V99	0.55447	0.02439	0	0	0	0	0.06619	0	0.35442	0.00053
V100	0.16935	0.02964	0.02575	0.25959	0.02143	0.28042	0.0362	0	0.16945	0.00816
V101	0	0.03438	0.04853	0	0.15839	0.07757	0.11914	0.04986	0.03805	0.47408
V102	0.03784	0.16632	0.0038	0	0.14913	0.29945	0.10721	0.20178	0.02613	0.00834
V103	0.0657	0.03706	0.03113	0.0053	0	0	0.03405	0	0.82536	0.00139
V104	0.00382	0.03514	0.90102	0	0	0	0.01498	0	0.04504	0
V105	0.26248	0.00972	0.05782	0	0	0.09364	0.00368	0.57266	0	0
V106	0.0048	0.49225	0.31868	0	0.13391	0.01556	0.01018	0	0.02405	0.00057
V107	0.25232	0.12833	0.01269	0	0.37121	0.00186	0.01363	0.03844	0.18152	0
V108	0	0.02218	0.02898	0.19531	0.08245	0.38322	0.02805	0.01599	0.02486	0.21895
V109	0	0.05286	0.00423	0.00093	0.04068	0.78725	0.07337	0	0.04068	0
V110	0.02777	0.02901	0.0168	0	0.84095	0	0.00157	0.08114	0.00276	0
V111	0.00892	0.06771	0.06152	0	0.18442	0.04332	0.54798	0	0.07769	0.00844
V112	0	0.06761	0.06216	0	0.07853	0.03135	0.45066	0	0.15843	0.15126
V113	0.01554	0.03094	0.03426	0	0.00279	0.033	0.04215	0.01038	0.74633	0.0846
V114	0.02164	0.03833	0.04482	0	0	0	0.0363	0	0.8569	0.00201
V115	0.00039	0.63827	0.07714	0	0.19388	0	0.02542	0	0.06004	0.00487
V116	0.33779	0.05573	0	0	0	0	0.00206	0.60442	0	0
V117	0.02203	0.0806	0.06729	0	0.05035	0.05248	0.62704	0	0.09696	0.00326
V118	0.01963	0.03433	0	0	0.0252	0.81627	0.07504	0	0.02953	0
V119	0	0.03684	0.05022	0.64072	0	0.14889	0.02843	0	0.0949	0
V120	0.6617	0.01775	0.23047	0	0	0.07628	0.01381	0	0	0
V121	0.02714	0.10752	0.35967	0	0.04888	0.13703	0.23669	0.01227	0.04159	0.02921
V122	0.00387	0.04509	0.14488	0	0	0.04176	0.10518	0	0.65904	0.00017
V123	0.01589	0.01529	0	0	0.35768	0	0	0.5877	0.02343	0
V124	0.61946	0.03984	0	0	0	0	0.00183	0.33886	0	0
V125	0	0.10025	0.0767	0.0114	0	0.07601	0.00957	0.7245	0.00157	0
V126	0.02594	0.05558	0.01807	0	0.80342	0	0.00275	0.05625	0.03799	0
V127	0	0.03928	0.66097	0	0	0.00323	0.14791	0	0.14861	0
V128	0.00142	0.11125	0.47475	0	0.37193	0.03337	0.00728	0	0	0
V129	0.01288	0.06231	0.07377	0.23302	0.08088	0	0.0211	0	0.50834	0.00769
V130	0	0.02332	0.39542	0	0	0	0	0.58126	0	0
V131	0.01437	0.27966	0.54499	0.02775	0.06124	0.0011	0.01618	0	0.05473	0
V132	0.11303	0.05604	0.03646	0	0.11048	0.02973	0.43565	0.16331	0.0553	0
V133	0	0.02707	0	0.18353	0	0.06717	0.02809	0.69415	0	0
V134	0.01141	0.04703	0.28181	0.01616	0.36756	0	0.11572	0	0.04227	0.11803
V135	0.00573	0.13305	0.19258	0	0.01506	0	0.0362	0	0.61738	0
V136	0	0.42837	0.07703	0.18453	0.16772	0	0.00647	0	0.03219	0.1037
V137	0	0.05653	0.04695	0	0.05526	0.35896	0.3477	0	0.1346	0
V138	0.00899	0.07593	0.07103	0	0.11425	0.02538	0.3956	0	0.12667	0.18215
V139	0.57459	0.0242	0	0	0.07031	0.06074	0.0185	0	0.25167	0
V140	0.0061	0.02712	0.35067	0.53081	0.03261	0.03568	0.01096	0	0	0.00606
V141	0	0.03079	0.07307	0.84278	0.01577	0.0123	0.00263	0	0	0.02267
V142	0	0.06169	0.0829	0.29523	0.02711	0.03201	0.42523	0	0.05997	0.01585
V143	0	0.60088	0.07806	0.04348	0.1896	0.00111	0.01143	0	0.07543	0
V144	0.00092	0.05599	0.03874	0.00072	0.02904	0.38681	0.40431	0.02156	0.06152	4e-04
V145	0.01627	0.07203	0.03651	0.59124	0.00073	0.0083	0	0.27111	0.00382	0
V146	0	0.02172	0.55051	0	0.03666	0.00261	0.03028	0.19594	0.0157	0.14657
V147	0.00991	0.02971	0.03885	0.00069	0.17874	0	0.02483	0.00781	0.60412	0.10534
V148	0.01845	0.04114	0.03148	0	0	0.02499	0.05338	0	0.83056	0
V149	0	0.03016	0.03811	0.63995	0	0	0.00368	0.12628	0.16017	0.00165
V150	0.06391	0.02326	0.05411	0	0.31368	0	0.01224	0	0.07324	0.45957
V151	0	0.02568	0.10013	0	0.20451	0.05732	0.0133	0	0.03441	0.56466
V152	0	0.01784	0	0.00421	0	0	0	0.92141	0	0.05653
V153	0.02704	0.02429	0.01381	0	0.81222	0	0.00117	0.11883	0.00264	0
V154	0.03813	0.03666	0.63778	0.2683	0	0.00744	0.0102	0	0.00149	0
V155	0.02149	0.00895	0	0	0	0.04499	0.00443	0.71017	0.20996	0
V156	0.09075	0.03943	0.19536	0	0	0.44056	0.04952	0.05169	0.13269	0
V157	0	0.29782	0.05041	0.0303	0.34935	0.21008	0.01926	0	0.04182	0.00096
V158	0.2989	0.40992	0.03407	0	0.18386	0	0.01496	0.04273	0.01555	0
V159	0.0228	0.03501	0.28524	0.0017	0.42457	0.00932	0.00794	0.13405	0.00151	0.07786
V160	0.02363	0.63905	0.06612	0	0.20058	0	0.01151	0	0.05353	0.00558
V161	0	0.03302	0.07834	0.84787	0.01309	0	0.00316	0	0.01893	0.00558
V162	0	0.03539	0.10082	0	0.23471	0	0.0119	0	0.0488	0.56838
V163	0.06693	0.03041	0.87025	0	0	0.00456	0.01113	0.01673	0	0
V164	0	0.02799	0.9335	0	0	0.00688	0.02092	0	0.01071	0
V165	0	0.02892	0.40869	0	0.15729	0	0.00908	0	0.03584	0.36017
V166	0.02572	0.08231	0.04414	0.67233	0.00778	0	0.01019	0.07992	0.05673	0.02088
V167	0.85529	0.02588	0	0	0.01581	0	0.01375	0	0.08927	0
V168	0.03103	0.02006	0	0	0	0.18948	0.01787	0.55081	0.18877	0.002
V169	0	0.02155	0.06117	0.20803	0.13292	0.16702	0.01537	0	0.01852	0.37541
V170	0.02324	0.03594	0.03867	0.00024	0	0	0.03815	0	0.86376	0
V171	0	0.02454	0.26921	0.04793	0.01269	0.36626	0.0561	0.06879	0.15448	0
V172	0.0017	0.07559	0.0585	0	0.04091	0.20089	0.50034	0.00464	0.11743	0
V173	0.00677	0.05344	0.06059	0	0.10162	0.0416	0.38128	0	0.11458	0.24012
V174	0	0.0639	0.25768	0.43856	0.17072	0.01186	0.00742	0	0	0.04987
V175	0.82516	0.02608	0.10755	0	0.01714	0	0.02407	0	0	0
V176	0.17554	0.02551	0	0	0.01397	0.65967	0.04979	0	0.07422	0.00129
V177	0.70507	0.02453	0.00024	0.10242	0.04894	0	0.00826	0	0.00731	0.10322
V178	0.1948	0.02393	0	0.01296	0.09382	0.58318	0.04595	0	0.01068	0.03469
V179	0.16313	0.02295	0.01852	0	0.78486	0	0.00477	0	0.00577	0
V180	0.43909	0.10191	0.02144	0.39243	0.02822	0	0.01044	0	0.00645	0
V181	0	0.12812	0.75561	0	0.04536	0.00311	0.05958	0	0.00821	0
V182	0.00497	0.01338	0	0.0176	0.30122	0	0	0.61773	0.0451	0
V183	0	0.13104	0.06501	0.68298	0.02488	0.00592	0.07949	0	0.01069	0
V184	0.18276	0.02816	0	0	0.03688	0.56019	0.0381	0.03529	0.01186	0.10676
V185	0.57206	0.02143	0	0.20523	0	0	0.0056	0.12177	0.0724	0.00152
V186	0.84169	0.02988	0	0.09522	0.01498	0	0.01823	0	0	0
V187	0.73837	0.02329	0.10493	0	0.00589	0	0.01625	0	0.08488	0.02639
V188	0.08812	0.08173	0.02507	0.0513	0.72759	0	0.01064	0	0.01149	0.00405
V189	0.88417	0.02187	0	0.05575	0.00885	0.00243	0.01072	0	0	0.01621
V190	0.01146	0.0362	0.02906	0	0.0521	0.06049	0.03724	0	0.77345	0
V191	0.01419	0.02264	0.08875	0.39883	0.4428	0	0.0266	0.00619	0	0
V192	0.00099	0.02411	0.07627	0	0.43858	0	0.00658	0	0.02723	0.42623
V193	0.06886	0.03397	0.20282	0.35123	0.14307	0	0.08277	0.09249	0.02478	0
V194	0	0.04006	0.0129	0.00218	0.02768	0.70949	0.16871	0	0.03898	0
V195	0.03668	0.07701	0.03999	0	0.13805	0.16775	0.40217	0.07259	0.0612	0.00455
V196	0.72725	0.03479	0.00124	0.20935	0.01228	0	0.00949	0	0	0.00561
V197	0.00408	0.02232	0	0.18535	0	0	0.00966	0.55813	0.22047	0
V198	0.01422	0.02015	0.02346	0	0.64905	0.19582	0.03079	0	0.06651	0
V199	0.0215	0.03828	0.10988	0	0.4396	0.00259	0.09603	0	0.03597	0.25615
V200	0.00935	0.0234	0.01312	0	0.53951	0.1005	0.15245	0.14927	0.01239	0
V201	0.1966	0.0543	0.01711	0	0	0	0.08508	0	0.62723	0.01967
V202	0.0015	0.22248	0.60027	0	0.03655	0	0.06365	0	0.07554	0
V203	0	0.07313	0.43704	0.13925	0.00602	0.00462	0.07704	0	0.25866	0.00424
V204	0	0.14585	0.31015	0.32969	0.01913	0.06907	0.00802	0.09108	0.02701	0
V205	0.06221	0.09655	0.04583	0	0.02604	0.04718	0.42422	0.10941	0.18856	0
V206	0.24678	0.02962	0.64757	0	0.0358	0	0.01581	0	0.00464	0.01978
V207	0.0056	0.1153	0.07248	0.06483	0.1668	0	0.01845	0	0.27999	0.27655
V208	0	0.03001	0.01638	0.05921	0.02267	0.69394	0.05853	0	0.11525	0.00401
V209	0.05332	0.02538	0.10417	0	0.80967	0	0.00427	0	0.00318	0
V210	0.06249	0.02024	0.06216	0	0.64866	0	0.00458	0.17718	0.02247	0.00222
V211	0	0.06316	0.76351	0	0	9e-05	0.05004	0.04652	0.07668	0
V212	0.06359	0.05372	0	0	0	0	0.01172	0.50126	0.36971	0
V213	0.11694	0.02132	0	0	0.21042	0.58696	0.04985	0	0.0075	0.00701
V214	0.00772	0.05105	0.03634	0	0.4068	0.05579	0.34062	0	0.04642	0.05528
V215	0.00982	0.08148	0.07031	0	0.05216	0.06219	0.62282	0	0.09761	0.00362
V216	0.0079	0.47243	0.05867	0	0.42341	0	0.01075	0	0.02483	0.00201
V217	0.0153	0.14435	0.0607	0.08883	0.27665	0.23351	0.0173	0.06436	0.03713	0.06187
V218	0.02941	0.03772	0.00701	0	0.04172	0.62367	0.19011	0	0.03687	0.03349
V219	0	0.01561	0	0.05913	0	0	0.0231	0.90217	0	0
V220	0	0.03242	0.03623	0.37969	0	0	0.01678	0.05753	0.47735	0
V221	0.12194	0.08197	0.35751	0	0.01705	0	0.02872	0.1219	0.22431	0.0466
V222	0	0.02074	0.82117	0	0	0.13968	0.01841	0	0	0
V223	0	0.02445	0.86105	0	0	0.06142	0.05308	0	0	0
V224	0	0.02776	0.69741	0	0	0	0.01245	0.09886	0.16353	0
V225	0	0.02048	0.31819	0.33142	0	0	0	0.32991	0	0
V226	0.00838	0.5093	0.03848	0	0.15034	0	0.00806	0.261	0.02443	0
V227	0.00319	0.03067	0.69972	0	0.23871	0	0.01085	0	0.01686	0
V228	0.01579	0.41383	0.10724	0	0.1005	0	0.00915	0.25555	0.09634	0.00159
V229	0.70513	0.01297	0	0	0	0.2474	0.03008	0.00442	0	0
V230	0	0.03123	0.06487	0.44345	0.08676	0.00215	0.07866	0	0.04183	0.25105
V231	0.02354	0.17021	0.03598	0.0083	0.01267	0.07649	0.03198	0	0.63925	0.00159
V232	0.00105	0.26283	0.54084	0	0.05863	0	0.00608	0.12107	0.00948	0
