Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.05799	0.04661	0.8954	0	0	0
V2	0.68532	0.15482	0	0.08109	0.07877	0
V3	0.00462	0.04767	0.1967	0	0	0.75101
V4	0.23646	0.55642	0	0.10268	0.04959	0.05483
V5	0	0.04741	0	0.69033	0.26226	0
V6	0.12246	0.02179	0.1705	0.03154	0.11622	0.53749
V7	0	0.43904	0	0.03082	0.53015	0
V8	0.84958	0.08082	0	0.0696	0	0
V9	0.25285	0.19194	0	0.29345	0	0.26177
V10	0.53532	0.0782	0.01985	0.36516	0.00146	0
V11	0	0.99305	0.00222	0.00473	0	0
V12	0	0	0	0	0	1
V13	0	0.61688	0.38312	0	0	0
V14	0	0.05641	0.0015	0.9421	0	0
V15	0.59563	0.10788	0	0.11199	0.1845	0
V16	0	0.02564	0	0.49512	0.37025	0.10899
V17	0	0	0.11648	0	0	0.88352
V18	0.83397	0.16603	0	0	0	0
V19	0.70291	0.08845	0.15428	0	0.05437	0
V20	0.77747	0.09743	0.04541	0.07969	0	0
V21	0	0.00237	0	0	0	0.99763
V22	0.19682	0.08385	0	0.08643	0.6329	0
V23	0.01616	0.04917	0.36612	0.01917	0.54938	0
V24	0.1528	0.04202	0	0.14523	0.65995	0
V25	0.54552	0.32178	0	0.1327	0	0
V26	0.3026	0.05467	0	0.00207	0.64065	0
V27	0	0	0.15345	0	0	0.84655
V28	0	0.30727	0.18471	0.28549	0	0.22253
V29	0	0.74214	0.09783	0.04822	0	0.11181
V30	0.2266	0.24	0.09244	0	0.21843	0.22253
V31	0.79462	0.05585	0.14953	0	0	0
V32	0	0.02578	0.40344	0.57078	0	0
V33	0.2674	0.47057	0.26203	0	0	0
V34	0	0.00956	0.56921	0.02326	0.39797	0
V35	0	0.06467	0.21114	0.62502	0.09917	0
V36	0.03626	0.61247	0.1293	0.01545	0.20652	0
V37	0	0.02028	0.87189	0	0	0.10783
V38	0	0	0.0983	0	0	0.9017
V39	0.66936	0.07635	0	0.25428	0	0
V40	0	0.62209	0	0.21993	0.082	0.07598
