Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.00818	0.0475	0.94432	0	0	0
V2	0.66131	0.18534	0.01555	0.1378	0	0
V3	0	0.04084	0.20446	0	0	0.7547
V4	0.18663	0.59821	0.02044	0.19472	0	0
V5	0	0.03895	0	0.80315	0.1579	0
V6	0.12689	0	0.21937	0.12725	0.00724	0.51925
V7	0	0.4737	0	0.07938	0.44691	0
V8	0.834	0.09557	0	0.07043	0	0
V9	0.26804	0.22345	0	0.30415	0	0.20436
V10	0.53369	0.09004	0.02355	0.35273	0	0
V11	0	0.91959	0.00624	0.07417	0	0
V12	0	0	0.00291	0.04519	0	0.9519
V13	0	0.64108	0.35892	0	0	0
V14	0	0.05987	0	0.94013	0	0
V15	0.59968	0.124	0	0.19586	0.08046	0
V16	0.04217	0.02169	0	0.59385	0.30094	0.04135
V17	0	0	0.11992	0.00393	0	0.87615
V18	0.79343	0.20657	0	0	0	0
V19	0.683	0.10017	0.21683	0	0	0
V20	0.74818	0.10877	0.06863	0.07442	0	0
V21	0	0	0	0.05667	0	0.94333
V22	0.17679	0.09402	0	0.13585	0.59335	0
V23	0	0.02637	0.42923	0.02901	0.51539	0
V24	0.13771	0.04084	0	0.19798	0.62347	0
V25	0.46489	0.38628	0	0.14883	0	0
V26	0.29283	0.06044	0	0.04523	0.6015	0
V27	0	0	0.15079	0.01455	0	0.83466
V28	0	0.35282	0.19254	0.29641	0	0.15823
V29	0	0.75714	0.10956	0.11661	0	0.01669
V30	0.22773	0.25903	0.15083	0.07875	0.12847	0.15519
V31	0.77996	0.06078	0.15926	0	0	0
V32	0	0.01355	0.41012	0.57633	0	0
V33	0.17235	0.54347	0.28418	0	0	0
V34	0	0	0.64655	0.01982	0.33363	0
V35	0	0.05645	0.23521	0.70834	0	0
V36	0	0.63359	0.16763	0.08489	0.1139	0
V37	0	0.01086	0.91941	0	0	0.06972
V38	0	0	0.10074	0.01006	0	0.8892
V39	0.66663	0.09925	0	0.23412	0	0
V40	0	0.65796	0.02106	0.30723	0.01375	0
V41	0.86768	0.03937	0	0.00314	0	0.08981
V42	0.32811	0.02709	0.64479	0	0	0
V43	0.15055	0.54633	0.01326	0.13191	0.15795	0
V44	0	0.93684	0	0.06316	0	0
V45	0.48235	0.40149	0.03784	0.04309	0	0.03524
V46	0	0	0	0.43777	0.2905	0.27173
V47	0	0.55135	0	0.27812	0.17054	0
V48	0	0.71706	0.24794	0.03501	0	0
V49	0	0.89055	0.01274	0.09671	0	0
V50	0	0	0.32494	0.0531	0.62196	0
V51	0	0	0	0.05818	0.94182	0
V52	0	0.65499	0.31855	0.02647	0	0
V53	0.10131	0.03585	0.06973	0.08071	0.71241	0
V54	0.01692	0.16464	0.78868	0.02975	0	0
V55	0	0.0076	0.07257	0.07623	0.8436	0
V56	0	0.0107	0.96338	0.02592	0	0
V57	0.02476	0.45303	0.07169	0.10671	0.0127	0.33112
V58	0	0	1	0	0	0
V59	0	0.032	0	0.968	0	0
V60	0.53664	0.08257	0	0.38079	0	0
V61	0.29539	0.16121	0	0.22338	0	0.32002
V62	0.69064	0.05621	0.08424	0.16891	0	0
V63	0	0.60976	0	0.13235	0	0.25789
V64	0	0.08379	0	0.03629	0.87992	0
V65	0.63492	0.16563	0.01608	0.0501	0	0.13326
V66	0.54343	0.08033	0.15666	0.05801	0.16158	0
V67	0	0.18558	0.38498	0.26	0	0.16944
V68	0.91273	0.08727	0	0	0	0
V69	0.6013	0.0475	0	0.00807	0	0.34313
V70	0	0.01812	0.26075	0.72113	0	0
V71	0	0.33488	0.01193	0.2271	0.34546	0.08064
V72	0.70639	0.17039	0.08502	0.03819	0	0
V73	0	0.03029	0.05873	0.91098	0	0
V74	0	0.16215	0	0.83785	0	0
V75	0	0.91207	0	0.08793	0	0
V76	0	0	0.94621	0.02131	0.03248	0
V77	0.04484	0.22107	0.08155	0.65253	0	0
V78	0.65524	0.16387	0.03433	0.13957	0	0.007
V79	0	0.61445	0	0.0322	0	0.35334
V80	0	0.65528	0	0.05605	0	0.28867
V81	0.77269	0.16843	0.05888	0	0	0
V82	0	0.84899	0.00338	0.14763	0	0
V83	0.13081	0.22337	0.01043	0.58698	0.04841	0
V84	0.39111	0.0671	0.06687	0.47492	0	0
V85	0.86897	0.08261	0.04843	0	0	0
V86	0.26473	0.04843	0.11613	0.34038	0	0.23033
V87	0	0.01364	0	0.98636	0	0
V88	0	0.04812	0	0.65177	0	0.3001
V89	0	0.17654	0.51562	0	0	0.30783
V90	0	0.76666	0.16828	0.06506	0	0
V91	0	0.0093	0	0.18803	0.80267	0
V92	0	0.04568	0	0.05455	0.89977	0
V93	0.14216	0.06956	0	0.21296	0.17277	0.40254
V94	0	0	0.27114	0.72886	0	0
V95	0	0	0.36491	0.14786	0.48723	0
V96	0	0.47226	8e-04	0.16256	0.26522	0.09916
V97	0	0	0	0.11851	0.88149	0
V98	0	0.0956	0	0.9044	0	0
V99	0	0.00986	0	0.99014	0	0
V100	0	0	0.6527	0.34047	0.00684	0
V101	0	0.40216	0.56356	0.03429	0	0
V102	0.84079	0.09175	0.06746	0	0	0
V103	0.73557	0.09202	0	0.17241	0	0
V104	0	0.00583	0.23233	0.76184	0	0
V105	0	0	0.03317	0.02529	0	0.94154
V106	0	0	0.69147	0	0	0.30853
V107	0	0.73693	0.26307	0	0	0
V108	0	0	0.02726	0.12301	0.09878	0.75095
V109	0	0	0	0.11936	0.06308	0.81756
V110	0	0.17698	0.82302	0	0	0
V111	0	0	1	0	0	0
V112	0	0.38519	0	0.61481	0	0
V113	0	0.0843	0.88092	0.03312	0.00165	0
V114	0.0803	0.04023	0.82777	0.0517	0	0
V115	0.49535	0.08479	0.02884	0.12704	0	0.26398
V116	0.90016	0.08674	0	0.0131	0	0
V117	0.59658	0.07596	0	0.16008	0.16738	0
V118	0	0.7661	0.13484	0.09906	0	0
V119	0	0.89781	0	0.10219	0	0
V120	0	0.30015	0.12935	0.5705	0	0
V121	0.28172	0.02692	0	0.2739	0	0.41746
V122	0.26352	0.09885	0	0.63763	0	0
V123	0.30376	0.01002	0	0.1628	0.00533	0.5181
V124	0	0	0.33357	0.02991	0.63653	0
V125	0	0.172	0.828	0	0	0
V126	0	0.25244	0.01333	0.03679	0	0.69745
V127	0	0.00504	0.99496	0	0	0
V128	0.30784	0.35853	0.13111	0.20252	0	0
V129	0	0	1	0	0	0
V130	0.53782	0.21182	0	0.25036	0	0
V131	0.04415	0	0	0.10931	0.81721	0.02932
V132	0	0.52236	0.47764	0	0	0
V133	0	0.23168	0.73878	0.02954	0	0
V134	0.07328	0.76962	0.03978	0.11732	0	0
V135	0.04704	0.01361	0.91077	0	0	0.02857
