CD19B	CD56NK	CD4MemoryT	CD14
V1	0.4407	0.07855	0.18089	0.29987
V2	0.17591	0.15914	0.09132	0.57363
V3	0.09367	0.55236	0.05014	0.30384
V4	0.68382	0.14879	0.04553	0.12186
V5	0.13038	0.44465	0.21898	0.206
V6	0.0986	0.73931	0.05429	0.10779
V7	0.16179	0.36191	0.10541	0.37089
V8	0.15023	0.09599	0.62839	0.12539
V9	0.22503	0.26995	0.07643	0.42858
V10	0.0682	0.10473	0.68758	0.1395
V11	0.19618	0.35501	0.35129	0.09752
V12	0.06739	0.52678	0.30411	0.10172
V13	0.23337	0.61436	0.04359	0.10868
V14	0.0929	0.76997	0.04416	0.09298
V15	0.13622	0.52987	0.12994	0.20397
V16	0.71648	0.08272	0.06905	0.13175
V17	0.10635	0.73738	0.04877	0.1075
V18	0.44563	0.34683	0.07938	0.12816
V19	0.15848	0.69754	0.04437	0.09961
V20	0.17251	0.43467	0.05764	0.33517
V21	0.14981	0.12641	0.5996	0.12418
V22	0.08786	0.16915	0.19506	0.54793
V23	0.32136	0.10337	0.46958	0.10569
V24	0.75431	0.0648	0.077	0.1039
V25	0.28657	0.26967	0.14149	0.30226
V26	0.31754	0.3811	0.0583	0.24306
V27	0.14752	0.13005	0.07162	0.65081
V28	0.05803	0.11366	0.73159	0.09673
V29	0.3617	0.09003	0.41987	0.12839
V30	0.13275	0.25955	0.23943	0.36827
V31	0.19928	0.24007	0.25322	0.30742
V32	0.13453	0.11161	0.07986	0.67401
V33	0.08304	0.4605	0.29112	0.16534
V34	0.14962	0.11092	0.61439	0.12507
V35	0.16157	0.62184	0.10231	0.11428
V36	0.07241	0.12547	0.38435	0.41778
V37	0.43057	0.13236	0.12421	0.31287
V38	0.35679	0.07749	0.18222	0.3835
V39	0.16583	0.50656	0.13653	0.19109
V40	0.11403	0.70197	0.09695	0.08706
V41	0.05835	0.59135	0.07477	0.27553
V42	0.22313	0.11264	0.20228	0.46195
V43	0.14467	0.34208	0.39456	0.11868
V44	0.06967	0.1504	0.5613	0.21863
V45	0.11918	0.52507	0.19839	0.15735
V46	0.62895	0.11518	0.14892	0.10696
V47	0.35855	0.22589	0.27775	0.13781
V48	0.631	0.19915	0.05044	0.11941
V49	0.57121	0.21804	0.04347	0.16728
V50	0.09195	0.71118	0.1032	0.09367
V51	0.26274	0.3879	0.23006	0.11929
V52	0.07539	0.17152	0.62951	0.12358
V53	0.57464	0.16005	0.16686	0.09845
V54	0.34142	0.22739	0.31462	0.11657
V55	0.21099	0.19132	0.21925	0.37844
V56	0.11336	0.10792	0.1151	0.66361
V57	0.11362	0.73182	0.05442	0.10014
V58	0.50843	0.07121	0.0862	0.33416
V59	0.34355	0.39658	0.12559	0.13428
V60	0.15719	0.21188	0.2755	0.35542
V61	0.62729	0.14618	0.05634	0.17019
V62	0.69563	0.07675	0.11185	0.11577
V63	0.05706	0.70743	0.1279	0.10761
V64	0.05278	0.72408	0.03722	0.18592
V65	0.09363	0.10282	0.12333	0.68021
V66	0.19801	0.60369	0.05533	0.14297
V67	0.16002	0.33265	0.40343	0.10389
V68	0.18123	0.20122	0.07103	0.54651
